StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xAB1s,xAB1l,xA2,xB2,xAB2s,xAB2l,FreeResponse,PlantFood,GenesAnswer,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,God,Intuition,Science,Sex,Race/Ethnicity,Age,Education,Income,SC0,SC1
2017-10-10 18:26:10,2017-10-10 18:30:47,0,129.171.150.141,100,276,1,2017-10-10 18:30:48,R_1KwOExlnarF1Lag,,,,,25.720001220703,-80.270698547363,anonymous,EN,,,,,,1,,,"I believe that the safe thing is for a human to regain control of a car when needed. I feel that the CEO has made that decision with the interest of public safety in mind. ",2,1,1,2,2,1,1,1,2,1,Bio-medical Science,4,2,5,1,4,28,6,2,7,7
2017-10-10 18:18:09,2017-10-10 18:32:18,0,99.121.91.94,100,848,1,2017-10-10 18:32:18,R_RRnowbmgiBNO3st,,,,,42.425506591797,-83.253303527832,anonymous,EN,,,,5,,,,,"Doing an experiment to determine the best cause of action is a good idea scientifically.  Ethically, giving the people the best course of action once you have determined it is a good course of action as well.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,3,35,3,3,3,7
2017-10-10 18:27:13,2017-10-10 18:32:38,0,72.230.228.253,100,325,1,2017-10-10 18:32:39,R_3PM0fG8BA2rXGKx,,,,,42.989395141602,-77.324203491211,anonymous,EN,,,,4,,,,,"Well, he's doing an experiment correctly, and he's testing for both genetic health risks that can be fixed and can't. I figure, even if no cure or fix can be found, it's better to know about it than to not.",2,1,1,2,2,1,1,2,1,2,,4,3,4,2,3,24,3,1,9,5
2017-10-10 18:27:52,2017-10-10 18:32:43,0,99.157.57.172,100,290,1,2017-10-10 18:32:43,R_sInfkqcWAotDiH7,,,,,33.943206787109,-84.318000793457,anonymous,EN,,,,,4,,,,"I feel that CEO is very responsible. ",2,1,1,2,2,2,1,2,2,2,,3,2,4,1,"1,2",27,3,3,7,5
2017-10-10 18:28:36,2017-10-10 18:32:45,0,107.5.153.140,100,249,1,2017-10-10 18:32:46,R_268XwlmdRfIynvY,,,,,42.963394165039,-85.668098449707,anonymous,EN,2,,,,,,,,"it's good to take the precaution to allow clients to opt in on viewing their genetic risks if they choose to. But some clients may not wish to have this information about them collected, and it sounds like the company would do so regardless. I'd have concerns about data and medical privacy in this situation, even though the intention was good. A better option would be to allow clients to decide at the time they submit DNA for genealogical research, if they also want to do the health condition screenings in conjunction.",2,1,1,2,2,2,2,1,2,2,I answered no,5,3,3,2,3,35,4,5,11,5
2017-10-10 18:28:24,2017-10-10 18:32:54,0,173.195.28.202,100,270,1,2017-10-10 18:32:55,R_3QYFMItEq1eRD3M,,,,,34.579803466797,-98.487998962402,anonymous,EN,,,5,,,,,,"In a scientific study or for research marketing it is best to have different variables to see how your patients/customers will respond. Offering both of these choices allows the CEO to see what his customers like best and to alter his company to provide those services. ",2,1,1,2,2,1,1,1,2,1,Nursing,5,3,4,2,1,25,3,4,10,7
2017-10-10 18:30:01,2017-10-10 18:33:26,0,75.115.4.216,100,205,1,2017-10-10 18:33:26,R_2xWxonFWv1zXcNf,,,,,28.08219909668,-82.523902893066,anonymous,EN,,,,,,5,,,I thinn it is smart to have the human motion in more control than the computer. While computers are smart nothing is more accurate then the human that is in control.,2,1,1,2,1,1,2,1,1,2,,5,5,3,2,3,28,4,3,13,4
2017-10-10 18:31:57,2017-10-10 18:34:53,0,47.145.207.121,100,176,1,2017-10-10 18:34:54,R_RK5q3a6H0ahNNnP,,,,,33.947296142578,-117.72889709473,anonymous,EN,,,,,,,2,,"Because all cars should have the mode where if any input is given by the driver (gas, steering, brakes) then auto drive is disabled.",2,1,1,2,2,1,1,1,2,2,,1,2,5,1,"2,3",25,4,5,4,7
2017-10-10 18:33:02,2017-10-10 18:37:17,0,100.2.137.175,100,254,1,2017-10-10 18:37:17,R_2PhhPucfgySELhC,,,,,40.765396118164,-73.817398071289,anonymous,EN,,,3,,,,,,Think should give them the choice if they want to participate,2,1,1,2,2,1,1,1,2,2,,1,1,4,1,4,29,6,4,4,7
2017-10-10 18:37:05,2017-10-10 18:39:37,0,108.176.230.163,100,152,1,2017-10-10 18:39:38,R_3qHUpbPEL5o8a8O,,,,,44.084503173828,-70.16960144043,anonymous,EN,,,,,,,,2,"I think it's an absolutely appropriate way to test the conditions and which are most favorable. From a moral standpoint, however, people's lives probably aren't the best currency to use for experiments.",2,1,1,2,2,1,1,2,2,2,,2,1,1,1,3,30,4,2,8,6
2017-10-10 18:37:43,2017-10-10 18:41:14,0,76.122.244.95,100,210,1,2017-10-10 18:41:15,R_wZBJMH06HslqWM9,,,,,35.889602661133,-86.316596984863,anonymous,EN,4,,,,,,,,It is not inappropriate at all. The CEO is simply trying to help his employees and provide them with the best health possible.,2,1,1,1,1,2,1,1,1,2,,4,4,2,2,3,21,3,3,12,3
2017-10-10 18:38:58,2017-10-10 18:42:34,0,76.127.247.175,100,216,1,2017-10-10 18:42:34,R_3KV092CQ4jcLoHW,,,,,41.524307250977,-72.075897216797,anonymous,EN,,,,,1,,,,It is common sense. You need to take control of the car if necessary.,2,1,1,2,2,1,1,1,2,2,,5,4,4,2,3,52,4,2,11,7
2017-10-10 18:39:02,2017-10-10 18:42:52,0,75.166.31.173,100,230,1,2017-10-10 18:42:52,R_6M8zP1iXmtjYiCB,,,,,39.72900390625,-104.95279693604,anonymous,EN,,5,,,,,,,He is giving his clients the option.,2,1,1,2,2,1,1,1,2,2,,2,3,4,2,3,32,3,3,7,7
2017-10-10 18:39:45,2017-10-10 18:43:53,0,73.135.129.253,100,247,1,2017-10-10 18:43:54,R_tECbdTaPmUPrJdv,,,,,39.278396606445,-76.556999206543,anonymous,EN,5,,,,,,,,"I think that providing an exceptional deal of information to patients should be a major goal of all doctors. By providing solid information, doctors ensure that patients can make the best decisions. In fact, NOT providing all information is somewhat negligent",2,1,1,2,1,2,1,2,1,2,,1,1,5,1,3,28,6,3,3,3
2017-10-10 18:36:08,2017-10-10 18:44:14,0,45.19.1.0,100,485,1,2017-10-10 18:44:14,R_C9WPkldDmXHcfWp,,,,,33.856002807617,-84.212898254395,anonymous,EN,,,,,,,5,,Cars need to be designed so that the drivers can take control of their cars if an emergency situation arises. The CEO has come with two ways for drivers to take control of their cars.,2,2,1,2,1,1,1,2,1,2,,3,3,5,1,4,59,6,4,7,4
2017-10-10 18:41:24,2017-10-10 18:45:24,0,107.77.209.195,100,240,1,2017-10-10 18:45:24,R_ypyuK5u1Yb38exb,,,,,38.57829284668,-90.666603088379,anonymous,EN,,,,,,3,,,"If the employees do not like it then I am sure there are alternatives. ",2,1,2,2,2,2,1,1,2,2,,5,5,5,2,3,31,3,1,11,5
2017-10-10 18:40:36,2017-10-10 18:45:47,0,73.95.132.224,100,310,1,2017-10-10 18:45:47,R_3kjnhDZsAbAYtpM,,,,,39.534698486328,-104.95819854736,anonymous,EN,,,,,,1,,,"I chose the option because in case an emergency needs a split second decision, then it would be too late for the driver to get into the mode of driving.  As a result likelihood of having an accident would be greater.",2,1,1,2,2,1,1,1,2,2,,4,5,2,2,4,36,4,6,13,7
2017-10-10 18:45:02,2017-10-10 18:48:28,0,107.196.45.218,100,206,1,2017-10-10 18:48:32,R_1msom3PHl0uYDtD,,,,,33.796005249023,-118.29859924316,anonymous,EN,,,,4,,,,,Allowing the customers to choose will give the customers a sense of ownership,2,1,1,2,2,1,1,1,2,2,,3,2,5,1,2,35,4,2,6,7
2017-10-10 18:45:30,2017-10-10 18:49:18,0,64.183.42.5,100,227,1,2017-10-10 18:49:18,R_3Ehgft1FSeQWZmt,,,,,34.009292602539,-118.25839996338,anonymous,EN,,,,,4,,,,"if there is a certain traffic flow that self driving cars work with, it might mess up the flow and cause more accidents. i think it is approriate to have it now when the tech is still new and needing of improvement. but maybe later might change the tune",1,1,1,2,2,1,1,2,1,2,,1,2,4,1,2,26,3,3,5,5
2017-10-10 18:48:25,2017-10-10 18:50:41,0,174.55.175.130,100,135,1,2017-10-10 18:50:41,R_11hEL926Whr91ta,,,,,40.340896606445,-76.41130065918,anonymous,EN,,,,,,,,4,"I think self-driving cars are the future, and I believe that they will lead to less accidents.",2,1,1,1,2,1,1,1,2,2,,1,1,5,2,3,24,4,4,3,6
2017-10-10 18:51:08,2017-10-10 18:55:05,0,107.3.46.12,100,236,1,2017-10-10 18:55:05,R_9M4Rx8gQwvTo9dT,,,,,42.854095458984,-70.952102661133,anonymous,EN,,5,,,,,,,I think the CEO is being responsible with an opportunity. One may see the results if one chooses to. Or one can not. The choice lies with the person.,2,1,1,2,2,1,1,2,2,2,,5,5,3,1,3,64,6,2,13,6
2017-10-10 18:53:02,2017-10-10 18:58:39,0,98.233.118.235,100,336,1,2017-10-10 18:58:39,R_3l5V1opebBzxAqJ,,,,,39.41960144043,-76.780197143555,anonymous,EN,,5,,,,,,,"He is the CEO and should be able to offer whatever he wants to his customers. He is not forcing anyone to get their results, but simply offering it as an option.",2,1,1,2,2,1,1,1,2,2,,1,3,4,2,1,20,3,2,6,7
2017-10-10 18:53:01,2017-10-10 18:59:27,0,72.190.153.188,100,386,1,2017-10-10 18:59:28,R_bOsVoB1r1NWWKSl,,,,,29.708099365234,-98.47859954834,anonymous,EN,,,,,,5,,,"It's appropriate because someone's own decision of how to use the car should override the car itself. What one entity is going to decide how the car will decide? Who gets to make the decision that in the case of a car about to hit and old person and a child that the car will hit one and not the other. We haven't figured out these moral issues yet so it should still be left up to the driver. ",2,1,1,2,1,1,1,2,2,2,,1,1,5,2,3,25,4,2,3,5
2017-10-10 18:58:11,2017-10-10 19:00:07,0,108.28.146.134,100,116,1,2017-10-10 19:00:07,R_3ilholYkXXZsX5n,,,,,38.90119934082,-77.265296936035,anonymous,EN,,,,,,,,4,"It is appropriate because the CEO is doing what is best in the long run. He is playing the long game, which is more important and good for a forward thinking ceo",1,1,1,2,2,1,1,1,2,1,MEchanical Engineering,2,2,3,1,3,30,4,4,7,7
2017-10-10 18:56:41,2017-10-10 19:00:24,0,75.85.3.254,100,222,1,2017-10-10 19:00:24,R_3kOoQcTGaY1u93M,,,,,21.346893310547,-158.01829528809,anonymous,EN,,,,,4,,,,I feel that there should be some control in the event that the car isn't working properly.,2,1,1,2,2,2,1,1,2,2,,3,2,5,2,3,60,4,6,6,6
2017-10-10 18:59:34,2017-10-10 19:01:16,0,47.41.22.141,100,102,1,2017-10-10 19:01:17,R_6PtchZmn3JB3jK9,,,,,33.907104492188,-118.07669830322,anonymous,EN,,,5,,,,,,His decision is great,1,2,1,1,1,2,1,1,2,1,compuiter science,4,4,3,1,4,43,4,4,11,4
2017-10-10 18:59:34,2017-10-10 19:04:45,0,73.253.142.38,100,310,1,2017-10-10 19:04:46,R_2fwJojsJYEY87WU,,,,,41.864807128906,-72.681900024414,anonymous,EN,,,,,,,3,,"He's the CEO. He can do whatever as long as he informs the drivers beforehand. ",2,1,1,2,1,1,1,1,2,2,,5,4,4,2,1,31,3,2,11,6
2017-10-10 19:01:34,2017-10-10 19:07:09,0,174.19.147.1,100,334,1,2017-10-10 19:07:09,R_3Du11q7j4WQGY8u,,,,,33.591293334961,-112.10739898682,anonymous,EN,,,5,,,,,,Because if they have the ability to alert someone of a condition that can be possibly fixed then they should get that info.,2,1,1,2,1,1,1,1,2,2,,4,3,4,2,3,54,3,3,9,6
2017-10-10 19:05:39,2017-10-10 19:08:30,0,71.60.118.110,100,171,1,2017-10-10 19:08:31,R_21hwLycDz6oUzlP,,,,,40.45539855957,-79.660003662109,anonymous,EN,5,,,,,,,,I thought the decision was very appropriate because the CEO is trying to help as many people as he can.  This is not typical of the normal CEO who is mainly focused on profits.,2,1,1,2,1,2,1,2,1,2,,2,2,4,1,3,40,4,5,6,3
2017-10-10 19:07:54,2017-10-10 19:13:46,0,181.131.131.204,100,351,1,2017-10-10 19:13:46,R_1HcSR2AkDmKskWJ,,,,,6.2518005371094,-75.563598632812,anonymous,EN,,,,,,,,4,"I think this way, the self driving car technology would be a good choice. Accidents in this kind of cars happen when there is an emergency and a sudden stop is needed. The car not always reacts the way it should be when an emergency arises.",2,1,1,2,2,1,1,1,2,2,,5,4,4,1,"2,3",42,3,3,11,7
2017-10-10 19:09:59,2017-10-10 19:14:16,0,104.181.143.222,100,256,1,2017-10-10 19:14:16,R_yK4ctKXVAarRDyN,,,,,34.088104248047,-117.46479797363,anonymous,EN,,,,3,,,,,The CEO's intentions are commendable to want to help as many people but I am not to sure about the way.,2,1,1,2,2,1,1,1,1,2,,5,5,3,2,2,28,1,4,13,6
2017-10-10 19:11:23,2017-10-10 19:14:47,0,173.164.106.140,100,204,1,2017-10-10 19:14:47,R_25MgSxr6WFf3ghR,,,,,45.514602661133,-122.5991973877,anonymous,EN,,,,,,4,,,"I suppose I like the idea of being able to take control yourself but my big question would be then is how easy is it for you to do that and could you do it on accident which it sounds like you could. I am in favor of these cars but don't the see the reason in getting one and then just driving yourself. ",2,1,1,2,2,1,1,1,2,2,,2,1,5,1,3,28,3,4,4,7
2017-10-10 19:09:33,2017-10-10 19:15:58,0,24.20.124.0,100,384,1,2017-10-10 19:15:58,R_3EpeZYkFOw2HX1r,,,,,45.498001098633,-122.77839660645,anonymous,EN,,5,,,,,,,He is offering a service that could help people for free.  He is letting clients have the freedom to choose if they want the information or not.,2,1,1,2,2,1,1,1,1,2,,1,1,5,1,3,28,2,3,3,6
2017-10-10 19:11:19,2017-10-10 19:16:39,0,69.71.10.110,100,319,1,2017-10-10 19:16:39,R_3qwYX6vWeAuGAy4,,,,,36.702697753906,-93.361198425293,anonymous,EN,,,,,,,5,,"I think the CEO is addressing a problem and also addressing issue with the problem. I think both options are a feasible solution, although one might be a better choice than the other. ",2,2,1,2,2,2,1,1,2,1,"Radiography ",4,4,3,2,3,25,4,6,11,6
2017-10-10 19:13:28,2017-10-10 19:16:42,0,75.112.143.74,100,194,1,2017-10-10 19:16:43,R_215lturmF6A1tG8,,,,,28.538299560547,-81.379203796387,anonymous,EN,3,,,,,,,,"Its an optional choice the client can choose to opt out or not. If a customer wants to take the initiative of finding out they have a genetic mutation then they are at liberty to do so and if not, then its no one's concern, certainly not of the CEO. ",2,1,1,1,1,1,1,2,1,2,,1,5,5,1,4,26,4,1,7,3
2017-10-10 19:08:27,2017-10-10 19:18:11,0,172.88.24.195,100,583,1,2017-10-10 19:18:11,R_2WViwjlV1bzT2do,,,,,34.200500488281,-118.54040527344,anonymous,EN,,,,,,5,,,I think it kills two birds with one stone. It is a self driving car but gives us the option to take control,1,2,1,2,1,1,1,1,2,2,,4,2,4,1,1,38,4,4,8,6
2017-10-10 19:16:07,2017-10-10 19:18:43,0,69.143.24.65,100,155,1,2017-10-10 19:18:43,R_2wAHBZmgoKD7rUt,,,,,38.844192504883,-77.088500976562,anonymous,EN,,,,,,,,3,"I'm not necessarily sure it is ok to test out self driving cars in real world conditions at the current moment. It is likely to be not very safe. ",2,1,1,2,2,2,1,1,1,2,,4,4,4,1,3,30,6,4,10,5
2017-10-10 19:16:43,2017-10-10 19:19:27,0,207.200.169.173,100,163,1,2017-10-10 19:19:27,R_sAqGRrjXYgwR5i9,,,,,40.591796875,-74.705001831055,anonymous,EN,,,,,5,,,,"Let the drive decide to have some responsibility.  Plus, I think you would sell more cars with self-driving was an option.",2,1,1,2,2,1,1,2,2,1,computer science,4,4,3,1,3,44,6,6,11,6
2017-10-10 19:09:03,2017-10-10 19:21:19,0,104.190.119.219,100,736,1,2017-10-10 19:21:19,R_2BtBv6n3FCRELMB,,,,,33.863296508789,-84.498397827148,anonymous,EN,,,,,,,1,,Human testing without informed consent is highly unethical.,2,1,1,2,2,1,1,1,2,2,,1,1,5,2,2,45,5,5,3,7
2017-10-10 19:16:53,2017-10-10 19:22:06,0,96.41.13.56,100,313,1,2017-10-10 19:22:07,R_3hEhDGKyAdHOvL2,,,,,34.009201049805,-118.10829925537,anonymous,EN,,,3,,,,,,At this point he is offering on further genetic testing.,2,1,1,2,2,1,1,1,2,2,,5,2,2,1,2,58,4,6,11,7
2017-10-10 19:18:01,2017-10-10 19:24:00,0,99.17.198.90,100,358,1,2017-10-10 19:24:00,R_1Lp0faT4ApbiNnX,,,,,30.207595825195,-97.858703613281,anonymous,EN,,4,,,,,,,"I don't think that there is anything wrong with doing this.  Even if people were to disagree with this, they have the option to opt out if they like.  I think that this would be more beneficial than detrimental to society.",2,1,1,2,2,2,1,1,2,2,,2,2,4,1,3,54,3,5,6,6
2017-10-10 19:18:09,2017-10-10 19:24:03,0,205.185.102.106,100,354,1,2017-10-10 19:24:03,R_32Jw1zwhE9IBdqG,,,,,43.783203125,-111.76560211182,anonymous,EN,,,,5,,,,,He offered the option to clients to let them see if they are at risk for any genetic diseases,1,1,1,2,2,1,1,1,2,1,biology,4,2,4,1,3,24,3,1,8,7
2017-10-10 19:19:46,2017-10-10 19:24:37,0,70.137.129.189,100,291,1,2017-10-10 19:24:38,R_1NaX64zCqUfeAep,,,,,37.458999633789,-122.17810058594,anonymous,EN,,,,4,,,,,"The CEO's actions would find an answer to one of the most vexing questions about ethics in genetic science -- how to inform clients of their findings.

That said, it might be better (and more efficient) to offer all clients both options.",2,1,1,2,2,1,1,1,2,2,,3,1,5,2,1,60,3,3,5,7
2017-10-10 19:25:12,2017-10-10 19:31:41,0,98.10.24.23,100,389,1,2017-10-10 19:31:41,R_2aJOfTMKVqXOpOa,,,,,43.071899414062,-77.097602844238,anonymous,EN,,3,,,,,,,I see no wrong or right with what the CEO is doing.  He is doing a very generous thing.  People really should not have to say much because it is out of the kindness of his heart and he is not forcing this on people.  It is a choice.,2,1,1,2,2,1,1,1,2,2,,5,1,4,3,3,49,3,1,8,7
2017-10-10 19:25:37,2017-10-10 19:33:01,0,67.140.67.151,100,444,1,2017-10-10 19:33:02,R_3sySb2iBzWcNuLR,,,,,42.104507446289,-79.251998901367,anonymous,EN,,,,,,5,,,"I believe that self-driving cars could be very dangerous considering how often other computer-controlled equipment can malfunction.  A malfunction in a self-driving car could be fatal.  Also, hackers might be able to sabotage the software.  If the human could take over in an instant, it could avoid a dangerous situation.",2,1,1,2,2,1,1,1,2,1,audiology,3,2,5,2,3,56,6,5,6,7
2017-10-10 19:30:08,2017-10-10 19:34:54,0,199.241.245.82,100,286,1,2017-10-10 19:34:55,R_1DOqKyn4WAcWOCh,,,,,41.505905151367,-72.908096313477,anonymous,EN,,,,,,,2,,The manner in which to take control by lever is more complicated.  This could lead to a dangerous situation when someone reacts by trying to control the car but nothing happens because they forget about the lever.,2,1,1,2,2,1,1,1,2,2,,3,3,4,1,3,32,3,6,8,7
2017-10-10 19:31:28,2017-10-10 19:35:28,0,69.139.57.174,100,240,1,2017-10-10 19:35:29,R_9zZNiYQoqaVRhER,,,,,26.296798706055,-81.789596557617,anonymous,EN,,,,,4,,,,It is unclear whether or not it is safer to be in a self driving car. It is blurry whether or not the CEO cares about navigational freedom or safety.,2,1,1,2,2,1,1,1,2,2,,1,1,3,2,3,25,6,6,5,7
2017-10-10 19:31:58,2017-10-10 19:36:04,0,204.108.237.194,100,246,1,2017-10-10 19:36:04,R_2q3pCayNULPesPc,,,,,40.030807495117,-75.449897766113,anonymous,EN,,,,,3,,,,"We're in a transition stage with self-driving cars, which could last a long time. During this stage, having the option to switch to a human driver is acceptable and probably even best. We just don't know yet whether that's a good permanent option.",2,1,1,2,2,1,1,1,2,2,,1,2,3,2,3,62,6,1,6,7
2017-10-10 19:32:04,2017-10-10 19:36:49,0,74.196.54.173,100,284,1,2017-10-10 19:36:49,R_WwKntCUlBYWKjrb,,,,,35.580505371094,-77.012702941895,anonymous,EN,,,4,,,,,,He is using available methods to help patients. He is honest with his patients.,2,1,1,2,2,1,1,1,2,1,chemical engineering,5,4,3,1,3,54,6,4,12,7
2017-10-10 19:31:26,2017-10-10 19:37:05,0,174.110.28.115,100,339,1,2017-10-10 19:37:05,R_VV8vhBMvf5eFT57,,,,,35.024597167969,-78.996803283691,anonymous,EN,2,,,,,,,,It isn't completely appropriate if it is not within company policy and he is the only person who is offering that option to clients.  Other people within the company may not deem this very appropriate especially if they are not willing to do it themselves.,2,1,1,2,1,2,1,1,1,2,,3,1,5,2,3,34,2,3,5,4
2017-10-10 19:32:13,2017-10-10 19:38:26,0,96.35.84.174,100,373,1,2017-10-10 19:38:27,R_1JWxlJWdAvo5NhX,,,,,42.853393554688,-83.295600891113,anonymous,EN,,,2,,,,,,"He should give the genetic testing to everyone who takes the test.  ",2,1,1,2,2,1,1,1,2,2,,1,1,5,2,3,34,3,5,3,7
2017-10-10 19:34:53,2017-10-10 19:39:09,0,24.147.204.209,100,256,1,2017-10-10 19:39:10,R_3EgoK39cTaci2pm,,,,,41.376403808594,-72.583297729492,anonymous,EN,,,,,,,5,,"This solution gives car owners a choice of car types based on their personal preferences. By satisfying the consumer, this CEO is raising the potential price he can charge for each car, thereby increasing profits for the company. Customer's are better satisfied because they are getting the features they want.",2,1,1,1,2,1,1,1,2,2,,4,2,4,1,3,32,5,3,8,6
2017-10-10 19:36:14,2017-10-10 19:40:01,0,96.244.208.41,100,227,1,2017-10-10 19:40:01,R_aV4sieKxBba3q8h,,,,,39.205795288086,-76.748001098633,anonymous,EN,,,,,,5,,,"Until self-driving cars make up 100% of traffic, there needs to be an option for human intervention.  This is because the self-driving car will not be able to anticipate the actions of other human drivers, and may not be able to act in an instant, whereas a human can.",2,1,1,2,2,1,1,1,2,2,,2,5,5,1,3,33,6,6,8,7
2017-10-10 19:28:16,2017-10-10 19:40:02,0,71.224.219.34,100,706,1,2017-10-10 19:40:03,R_ABfDQZimF7UY6lz,,,,,40.091796875,-75.256202697754,anonymous,EN,,,,,,,,4,"I think it is a good idea to test which option is the safest, and to proceed with manufacturing after that is determined.  However, I think it might be a good idea to manufacture both types and allow the consumer to decide which of the two he or she would prefer.",2,1,1,2,2,1,1,1,2,1,I have a BS in Nursing.,5,4,4,2,3,58,4,2,11,7
2017-10-10 19:37:41,2017-10-10 19:40:38,0,98.5.61.211,100,176,1,2017-10-10 19:40:38,R_x2Q7mLFFZq0NWPn,,,,,42.935592651367,-78.806602478027,anonymous,EN,,,,,,,,5,"It gives the driver flexibility. It allows them to be safer in an instant, and it gives them the choice on how to activate the feature.",2,1,1,2,2,1,1,1,2,2,,5,5,2,2,1,37,4,1,14,7
2017-10-10 19:40:43,2017-10-10 19:41:44,0,73.21.221.46,100,60,1,2017-10-10 19:41:44,R_2B9x2eaMNxBYaqh,,,,,29.125198364258,-82.002899169922,anonymous,EN,,,,,,,3,,"i dont really find it to be inappropriate , but it isnt really appropriate either",2,1,1,1,1,1,1,1,1,2,,3,3,3,2,3,25,3,3,9,4
2017-10-10 19:37:17,2017-10-10 19:42:27,0,162.155.36.170,100,309,1,2017-10-10 19:42:27,R_1H8IT0TZFAm3CLf,,,,,36.175003051758,-115.13719940186,anonymous,EN,,5,,,,,,,"The CEO is offering the test to check for genetic risks, not requiring it. He's doing it for the benefit of the people, and there is nothing that mentions he will be using the information as part of a hiring process of as means for termination. Even if they take the test, the customers can decide on whether or not they want to view the results.",2,1,1,2,1,1,1,1,2,2,,1,2,4,2,3,23,4,1,5,6
2017-10-10 19:39:18,2017-10-10 19:42:36,0,98.4.103.226,100,198,1,2017-10-10 19:42:37,R_2CPJZRQGVwzA3Qp,,,,,43.127105712891,-79.021202087402,anonymous,EN,,,,4,,,,,I feel the CEO's decision is not harming anyone. His offering the ability to see genetic conditions possibility is on top of the service the people want. So they can disregard the information if they choose to.,2,1,1,2,2,1,1,1,2,2,,4,3,4,1,3,25,4,2,9,7
2017-10-10 19:40:06,2017-10-10 19:43:03,0,159.118.38.69,100,176,1,2017-10-10 19:43:04,R_3EW2d4xiSiqkjUq,,,,,37.016998291016,-94.493301391602,anonymous,EN,,,,,,5,,,If there is an emergency than the driver needs the ability to take over the car. Also there needs to be a way to override the car if it takes the wrong direction for some reason.,2,1,1,2,2,1,1,2,2,2,,4,1,5,1,"3,4",34,3,2,6,6
2017-10-10 19:40:53,2017-10-10 19:43:43,0,71.9.181.142,100,169,1,2017-10-10 19:43:43,R_XvRRKiMyrPxyo2l,,,,,35.717407226562,-86.892601013184,anonymous,EN,,,,,,,,4,It is a good way to test the best option. You get real world data that can't be simulated. It is also over a long time so it will be reliable.,2,1,1,2,2,1,1,1,2,2,,3,1,5,1,3,41,4,6,5,7
2017-10-10 19:45:36,2017-10-10 19:47:49,0,71.60.35.2,100,133,1,2017-10-10 19:47:49,R_39LugZQDoE2H1u5,,,,,40.443893432617,-79.956100463867,anonymous,,4,,,,,,,,"It is appropriate because he is leaving the choice up to the consumers. They can choose to see the results or not. He is not forcing any one to see results they do not want to see. ",2,1,1,2,2,1,1,1,2,1,Chemistry,1,1,4,2,3,24,4,6,4,7
2017-10-10 19:42:42,2017-10-10 19:48:30,0,108.18.65.117,100,347,1,2017-10-10 19:48:30,R_6WJLTnfhGgZ40aR,,,,,38.878997802734,-76.989799499512,anonymous,EN,,,5,,,,,,"I don't think the CEO is doing anything wrong. He's offering options that are not unethical nor do they invade privacy. I think the CEO is trying to figure out what works best without violating his customer base and I also think this is a good ethical way to do it. ",2,1,1,2,2,2,1,1,2,1,Computer Science,5,5,5,2,1,34,4,4,11,6
2017-10-10 19:36:33,2017-10-10 19:51:21,0,40.138.187.49,100,888,1,2017-10-10 19:51:22,R_3rOK2IxjITrtPWo,,,,,34.096405029297,-83.573997497559,anonymous,EN,5,,,,,,,,The CEO is trying to do the right thing by giving the clients the option of seeing their results. It's better to catch possible life threating issues early on. And by doing this it could save someone's life.,2,1,1,1,1,1,1,1,1,2,,3,2,4,2,3,36,2,3,7,4
2017-10-10 19:49:36,2017-10-10 19:51:48,0,144.121.121.100,100,132,1,2017-10-10 19:51:49,R_xz4CegLRbkcuYfL,,,,,40.698104858398,-73.957099914551,anonymous,EN,,,,3,,,,,"It doesn't seem unethical; rather, it's just a trial to see which is more effective for retaining customers. I don't love the idea, but I don't have any major problem with it.",2,1,1,2,2,1,1,1,2,2,,1,1,5,1,1,28,3,3,3,7
2017-10-10 19:50:02,2017-10-10 19:52:54,0,76.18.227.225,100,171,1,2017-10-10 19:52:55,R_Ok7kfN15wlmSan7,,,,,30.304306030273,-81.730598449707,anonymous,EN,,,,,,,,4,"I chose appropriate only if the people using the cars are informed that they can take over. The level seems a little less intuitive in an emergency than grabbing the wheel, though.",2,1,1,2,1,1,1,1,2,2,,3,1,5,2,3,34,4,3,5,6
2017-10-10 19:49:17,2017-10-10 19:53:23,0,98.183.210.74,100,245,1,2017-10-10 19:53:23,R_2Vm6UktMHWbgQPP,,,,,36.796798706055,-76.176696777344,anonymous,EN,,,,,5,,,,He has negated the risk factor of transitioning from auto to manual. By making the lever he is making the car safer.,2,1,1,2,2,1,1,1,2,1,Nutritional Sciences,2,1,5,2,3,27,4,6,4,7
2017-10-10 19:50:45,2017-10-10 19:54:32,0,136.59.68.184,100,227,1,2017-10-10 19:54:33,R_p6ordmhAozYtdnj,,,,,33.92529296875,-84.541297912598,anonymous,EN,,,,,,,4,,I think the only way to know what is best is to test it. This will let him know which option is safer and less limiting.,2,1,1,2,2,1,1,1,2,2,,1,1,4,2,4,48,4,3,4,7
2017-10-10 19:51:06,2017-10-10 19:55:23,0,38.122.24.102,100,256,1,2017-10-10 19:55:23,R_3iW4SE3jWKA5Ru0,,,,,35.522399902344,-98.733100891113,anonymous,EN,,,3,,,,,,He's offering a service and it is up to the person if they want to do it or not,2,1,1,2,1,1,1,1,2,2,,4,4,4,2,3,46,2,3,10,6
