pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode
387,xA2,AV.lever,1,1,Sometimes a person makes a decision and then becomes unsure about that decision. Given both options after purchasing a self-driving car is a way to help the purchaser settle 'what if' thoughts...,234,R_0fyPfr0l72iYgZb,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,1,3,4,2,2,0,3,1,65,1,5,1,2,0,6,6,0
389,xA2,AV.lever,5,0,"It is very appropriate because a driver will be able to consider any option he want to use depending on the current situation. for example if a driver consumed excess alcohol it is not safe to drive, the driver will be able to switch to self-driving mode.",1071,R_2SowFyalQBhduYq,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Agricultural Economics,9,1,5,5,5,1,1,1,1,0,24,0,5,1,2,0,11,7,0
396,xA2,AV.lever,4,0,I feel that CEO is very responsible.,290,R_sInfkqcWAotDiH7,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,0,7,0,3,2,4,2,1,1,"1,2",0,27,0,3,0,3,0,7,5,0
404,xA2,AV.lever,1,1,It is common sense. You need to take control of the car if necessary.,216,R_3KV092CQ4jcLoHW,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,4,4,2,2,0,3,1,52,1,4,1,2,0,11,7,0
417,xA2,AV.lever,4,0,I feel that there should be some control in the event that the car isn't working properly.,222,R_3kOoQcTGaY1u93M,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,3,2,5,1,2,0,3,1,60,1,4,1,6,1,6,6,0
430,xA2,AV.lever,5,0,"Let the drive decide to have some responsibility.  Plus, I think you would sell more cars with self-driving was an option.",163,R_sAqGRrjXYgwR5i9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,computer science,8,1,4,4,3,3,1,1,3,1,44,1,6,1,6,1,11,6,0
439,xA2,AV.lever,4,0,It is unclear whether or not it is safer to be in a self driving car. It is blurry whether or not the CEO cares about navigational freedom or safety.,240,R_9zZNiYQoqaVRhER,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,3,3,2,0,3,1,25,0,6,1,6,1,5,7,0
440,xA2,AV.lever,3,0,"We're in a transition stage with self-driving cars, which could last a long time. During this stage, having the option to switch to a human driver is acceptable and probably even best. We just don't know yet whether that's a good permanent option.",246,R_2q3pCayNULPesPc,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,2,3,3,2,0,3,1,62,1,6,1,1,0,6,7,0
458,xA2,AV.lever,5,0,He has negated the risk factor of transitioning from auto to manual. By making the lever he is making the car safer.,245,R_2Vm6UktMHWbgQPP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Nutritional Sciences,9,1,2,1,5,1,2,0,3,1,27,0,4,1,6,1,4,7,0
470,xA2,AV.lever,5,0,"Giving customers the options between self driving and human driving modes will cater to both types of customer. The customer who believes that the self driving mechanism is safe can simply not switch to human driving mode. The customer who does not believe that the self driving mechanism is safe can stick with the human driving mode. Also, it allows the modes to be more flexible depending on the condition. In certain areas, maybe self driving will not function because it is off-road. In that scenario, human driving mode would take over.",239,R_3fTtsu3mTTus0Dm,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Software Engineering,8,1,3,2,5,1,1,1,3,1,21,0,4,1,6,1,6,6,0
477,xA2,AV.lever,5,0,"It will be necessary to have that option as a failsafe at least for the first couple decades of autonomous vehicle rollout, before the machines have perfected driving completely autonomously with no human intervention. There will be a time when this feature is no longer necessary, but for now it is a very important safety feature.",261,R_217KBMTZWy7ucXp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,1,1,5,1,1,1,3,1,24,0,4,1,2,0,3,6,0
478,xA2,AV.lever,5,0,"Ultimately the operator of the vehicle is responsible for it.  If the person driving has an opportunity to take over operation of the vehicle to prevent injury, then they should do it.  If they leave operation up to the self-driving software, then the responsibility falls on the software developer.",305,R_2dLMOaeaVd13AMI,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,0,7,0,2,1,5,1,1,1,3,1,40,1,3,0,2,0,4,5,0
491,xA2,AV.lever,5,0,I believe people should have an option whether or not to have self driving cars. I don't personally feel safe with them so I don't feel I should be required to have it. It puts me in an unsafe situation.,120,R_1fjtay2ipJvUNTe,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,0,6,0,3,4,4,2,2,0,3,1,25,0,3,0,3,0,9,4,0
496,xA2,AV.lever,5,0,"Machines do malfunction. At least until this technology is perfected, people should have an option to control the automobile themselves.",175,R_2xWfLtu2OYAGGPY,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,4,4,4,2,2,0,3,1,41,1,6,1,3,0,10,6,0
507,xA2,AV.lever,4,0,Too often accidents happen because the driver wasn't paying attention self driving mode may make things on the road a lot safer. I like the idea as long as their is safety features of course.,271,R_WAnC6knWZ8ciSoV,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,4,4,3,3,1,1,"1,3",0,29,0,3,0,3,0,11,6,0
513,xA2,AV.lever,4,0,"Self driving cars can be dangerous, having the ability to change is good. This choice seems like the most logical for the CEO.",133,R_a8XBmD1zilgMsgx,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,2,0,8,0,4,4,4,2,1,1,3,1,32,0,3,0,4,1,10,6,0
517,xA2,AV.lever,5,0,I really think a person should have the option of being in control of a moving vehicle I don't think I trust the car that much and if something unexpected happened  he would be a better choice.,426,R_3PmD2WfbGPHHJbq,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,1,0,2,0,6,0,4,3,4,2,2,0,3,1,70,1,3,0,3,0,9,4,0
525,xA2,AV.lever,3,0,"I do not think what he did was more correct or not one way or the other. It may be problematic if the car does not work properly, however.",204,R_2uyuORMlFXi8ehR,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,3,2,4,2,2,0,3,1,30,0,4,1,6,1,7,5,0
534,xA2,AV.lever,5,0,"If there had been instances where there was an emergency that required a human to take control but they could not, I would say that is a flaw. It was an obvious decision to be made to prevent that situation from happening in the future and making the car generally safer.",268,R_ufsZfdYSPQkNEbf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,1,5,1,2,0,3,1,36,1,2,0,4,1,4,7,0
537,xA2,AV.lever,5,0,"Self-driving vehicles don't have moral conscience. So, in time of an almost-accident, it will only do what it is programmed to do. It does not have the intelligence of a human.",196,R_2D18QnzImEnl5ZB,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,nursing,8,1,1,1,5,1,2,0,4,0,35,1,4,1,3,0,3,7,0
549,xA2,AV.lever,5,0,Some of the cars prevent the driver from taking control in an emergency.  The lever would make that possible.,244,R_bIZjqpzEF7BXd17,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,5,2,4,2,2,0,3,1,43,1,2,0,2,0,9,6,0
560,xA2,AV.lever,5,0,"I think this decision makes sense because it allows the cars to encompass the positive aspects of both self driving cars (making lives easier, reduce accidents) and also manual car management (use in case of emergency). This seems like an option that will optimize safety as well as increase consumer interest in the product.",402,R_2ydfUQq7kceEwS2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,1,5,1,2,0,3,1,25,0,6,1,2,0,6,7,0
577,xA2,AV.lever,1,1,Based on the scenario above self-driving car gives freedom to drivers on the other hand in the case of an emergency it is not easy for the driver to gain control. So having a lever in place will help in an emergency.,542,R_1LFe7yLQVsJ4BlT,2,1,1,1,2,0,1,0,2,1,2,0,1,1,1,1,1,0,2,0,5,0,5,5,4,2,2,0,3,1,33,0,4,1,6,1,12,3,0
578,xA2,AV.lever,4,0,"I don't think that only giving the car's software control is feasible at least in the current the current climate. Self driving technology is only currently emerging, with many drivers still manually operating cars. It would give the driver more control if they can take over and allow them to feel more secure.",222,R_2R98NNawOCVjJxM,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Geology,8,1,3,3,4,2,2,0,4,0,29,0,6,1,2,0,8,6,0
585,xA2,AV.lever,5,0,"I feel that having a lever to choose between yourself driving or your car driving would make more people buy a self driving car.  I would think that while a person would love a self driving car, there would be times when you would want to drive your self, so having the option to do either would make a self driving car more attractive to some.",349,R_1LZQHreDaTCKgL0,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,5,4,4,2,2,0,3,1,41,1,3,0,6,1,11,5,0
586,xA2,AV.lever,5,0,"A concern when thinking of self driving cars, for me, has always been the issue of emergency situations. I want to be able to control the car manually in a situation if I had to.",200,R_3iUy441IffmNEbQ,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,0,7,0,1,1,5,1,1,1,3,1,26,0,3,0,3,0,3,5,0
608,xA2,AV.lever,5,0,Technology is not perfect and a person should have the ability to take control of a car if need be.,315,R_3dMPsD7TdCIYIDQ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,3,3,1,5,1,1,1,0,43,1,4,1,6,1,11,5,0
615,xA2,AV.lever,4,0,Malfunctions happen. The CEO is also considering the fact that malfunctions do happen and this will allow the driver to have ownership of driving control just in case the vehicle goes catty whompus.,463,R_1H8C6Q9ppROgm2m,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,4,2,4,2,1,1,"4,5",0,35,1,5,1,2,0,8,7,0
621,xA2,AV.lever,1,1,CEO made employees lazy,325,R_2Vx0j9lSlWUB7ak,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,n/a,6,0,4,2,3,3,2,0,1,0,21,0,3,0,6,1,9,4,0
630,xA2,AV.lever,5,0,I think that the people driving the car should always ultimately have the option to manually drive the car. I think allowing other people the option to control the car could be used for more bad than good.,275,R_1drVp4cQwAmFBPs,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,7,0,2,2,5,1,1,1,3,1,27,0,3,0,3,0,5,5,0
635,xA2,AV.lever,5,0,Not having the lever makes no sense. There are many reasons to include such a lever.,320,R_OInguBo3zQZQQmZ,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,5,4,3,3,2,0,2,0,37,1,4,1,3,0,12,6,0
643,xA2,AV.lever,3,0,They make decisions on behalf of their mind.,95,R_3LYjKn9C4R9RPP2,2,1,2,0,1,1,1,0,1,0,2,0,1,1,1,1,1,0,2,0,4,0,2,3,3,3,1,1,4,0,25,0,3,0,1,0,8,3,0
653,xA2,AV.lever,5,0,I think that a computer will never be smart enough to properly evaluate every situation. Therefore for safety reasons a human may need to intervene.,207,R_3R4ljh522JM4yN8,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,5,5,4,2,2,0,3,1,32,0,6,1,5,1,12,6,0
662,xA2,AV.lever,5,0,It gives people a sense of security to know that they can affect the outcome in case something goes wrong with the self-driving car.,261,R_2D5j0G35I1KPzrd,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,4,4,5,1,1,1,3,1,43,1,3,0,4,1,9,6,0
664,xA2,AV.lever,4,0,I think at a time of emergency the person should have I right to drive  if they choose to.,142,R_1f2Y0Cxk7G4dX7U,2,1,2,0,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,7,0,4,4,2,4,2,0,4,0,29,0,4,1,3,0,12,6,0
675,xA2,AV.lever,4,0,I agree with the choice that the CEO made because people should always have a choice. If someone wants to drive themselves they should be able to and if they want to self drive then they should be able to as well.,189,R_3sn0LXZQ5uogIJX,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,0,7,0,4,3,4,2,1,1,3,1,25,0,4,1,2,0,9,5,0
685,xA2,AV.lever,5,0,I don't see anything wrong with giving people this choice.,105,R_2t2OF9yHbNaUJ5H,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,computer science,9,1,1,2,4,2,3,0,"3,5",0,32,0,5,1,1,0,5,7,0
697,xA2,AV.lever,5,0,"I think the driver has to have the ultimate authority to respond in an emergency situation.  Also, the option to take control would be necessary if the autonomous system itself malfunctions and puts the occupant (and others) in danger.",422,R_2QEWdZv5ilNehTk,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,2,2,5,1,1,1,4,0,62,1,4,1,3,0,5,6,0
703,xA2,AV.lever,5,0,"It would be scary indeed not to be able to correct the car before some kind of accident. It is scary thinking that something that cannot make an emotional decision holds all the power in whether you live or die, or run over a cat.",371,R_20Usn1DjtUCsHew,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,2,5,1,2,0,3,1,52,1,3,0,2,0,7,7,0
710,xA2,AV.lever,5,0,"in case of an emergency  or machine error, it makes sense to have the occupants of the vehicle be able to take over the controls to ensure their survival  and safety",245,R_1l9nTrlX0VepEmK,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,3,1,5,1,1,1,3,1,37,1,4,1,1,0,5,7,0
714,xA2,AV.lever,3,0,"Honestly, I think it's a moral grey area. I'm unsure whether or not people should be allowed the decision to take control or if full automation is the safest course of action. I'd need more information to make an informed decision.",175,R_2wBMVSLgW5SXnDW,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,3,3,4,2,1,1,4,0,31,0,4,1,6,1,8,5,0
723,xA2,AV.lever,4,0,i said somewhat because there should be times when some people should be able to take control in case of emergencies,301,R_2q9il9iUO6Va5Hj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,4,2,1,1,2,0,22,0,3,0,2,0,4,7,0
728,xA2,AV.lever,3,0,he's the leader of a company offering a consumer product.  it's up to the market to determine if his decision will end up bringing profit or loss to his company.,159,R_2zBDpk5P6IqtWam,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biology,9,1,1,2,5,1,1,1,4,0,38,1,6,1,4,1,4,7,0
737,xA2,AV.lever,5,0,"I think it's a good option to have because a person might need to make a decision that could save their life or the lives of someone else. If someone were in the middle of the road, a driver would need to be able to take control to move the car out of the way, saving that person from being harmed.",251,R_1mq1JHM2Df3s5ar,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,1,1,5,1,2,0,1,0,26,0,3,0,2,0,3,6,0
751,xA2,AV.lever,5,0,"The technology is still new, and in the event that a street/route is not mapped yet, it would be necessary for a person to take over.",191,R_3qsTETK7nR6pL1K,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,3,4,2,1,1,3,1,31,0,3,0,5,1,10,7,0
753,xA2,AV.lever,5,0,"When the driver sees there is a danger, it would be safe to switch from self driving to human driving. This would increase the safety of the people on the care.",425,R_1mQnBKaF69B2KOh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,0,7,0,5,3,4,2,2,0,1,0,34,1,6,1,3,0,10,5,0
765,xA2,AV.lever,5,0,this would allow a driver to choose what type of driving they want to do. sort of like autopiolet on an airplane,189,R_bE0uYp9ofKTx3fX,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,3,4,5,1,1,1,3,1,51,1,3,0,2,0,8,6,0
769,xA2,AV.lever,3,0,"i think its something that isn't inherently right or wrong, but may not even be an issue of ""okay or bad"" entirely.",234,R_2S2LfJWZaJ0UekI,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,5,3,5,1,2,0,3,1,23,0,2,0,1,0,9,6,0
777,xA2,AV.lever,5,0,if the car is self driving that meant that is  computer computer are not 100% to trust,408,R_NUruaNzmX0isi09,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,0,6,0,2,4,5,1,2,0,2,0,35,1,3,0,2,0,7,4,0
784,xA2,AV.lever,5,0,"The self-driving system can be hacked or malfunction. Therefore, it is imperative that the human in the self-driving car be able to switch to human-driving mode if necessary.l",226,R_2s0ZRSecaanfivA,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,0,7,0,5,5,2,4,2,0,1,0,45,1,3,0,3,0,14,5,0
793,xA2,AV.lever,5,0,This is a CEO of a company that makes these cars.  I would think he would believe in their product.  In the case of an emergency where the driver needed control of course it would be appropriate for the driver to be able to take control.,295,R_1JLwBXLzKHiyvuO,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,2,1,2,na,8,0,5,5,3,3,2,0,3,1,50,1,3,0,2,0,13,6,0
795,xA2,AV.lever,1,1,"While I like the idea of self-driving cars, I feel that the technology is still too new, and there needs to be an option to engage in a human-driver mode in certain scenarios and emergencies.",330,R_vq4ZvjLx7bfrdFT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,environmental science/biology,9,1,4,4,4,2,2,0,3,1,32,0,6,1,5,1,10,7,0
19,xAB1l,gene.ABL,4,0,He just wants to help people learn more about their health. I do not see why this is wrong.,201,R_2pSpXFn0NlTvSPu,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,1,5,1,1,1,3,1,62,1,3,0,1,0,5,6,0
24,xAB1l,gene.ABL,3,0,I think it is kind of the CEO to give people the chance to see if they have any health issues.,289,R_2BrrWWDK1PRCTNy,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,3,2,4,2,2,0,2,0,20,0,3,0,6,1,7,6,0
33,xAB1l,gene.ABL,5,0,"The CEO was using customer feedback to determine what option to roll out. He was letting customers decide instead of ""guessing"" what the right decision would be.  That's more likely to satisfy customers.",119,R_SNmgss5H2epPfZn,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,2,0,42,1,4,1,6,1,3,7,0
52,xAB1l,gene.ABL,5,0,I feel like the CEO is being as friendly as he can. He is trying to help out a lot of people for the testing.,290,R_27IFBr8xJwUnXa4,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,0,7,0,5,2,4,2,2,0,3,1,30,0,3,0,3,0,9,5,0
57,xAB1l,gene.ABL,1,1,they should all be priviledged to that information if it could save any sort of defect.,173,R_23ZGJJ8xxH4Qzat,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,1,5,4,2,2,0,3,1,48,1,2,0,2,0,8,6,0
64,xAB1l,gene.ABL,4,0,"All customers will have the option to view the additional results, so nobody is getting a bad deal",269,R_2EAkZdySSaeifMl,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,2,0,3,1,50,1,4,1,4,1,3,7,0
66,xAB1l,gene.ABL,5,0,The customers were very satisfied so obviously it was a good thing.,229,R_2cc2DPe52gANgZl,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,0,6,0,5,2,3,3,2,0,3,1,31,0,3,0,1,0,10,4,0
76,xAB1l,gene.ABL,2,1,"I am uneasy with the idea of a genealogy company doing medical tests. In my opinion, such tests should be given in a medical facility where the test subjects can consult with real doctors.",289,R_ZrfQaE2ZG4pcIwN,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,N/A,9,0,5,3,4,2,2,0,3,1,48,1,5,1,1,0,10,7,0
106,xAB1l,gene.ABL,2,1,"It would be slightly unfair for individuals who have genetic disorders that cannot be prevented or reduced. Even though there's nothing they can do to prevent or reduce their condition, they may have family they want to share the info with or decisions they may want to make depending on whether or not they are predisposed to something.",268,R_3Ph7wuaJrwrJOZw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer Science & Mechanical Engineering,9,1,1,1,4,2,1,1,3,1,25,0,5,1,2,0,4,7,0
112,xAB1l,gene.ABL,4,0,This kind of testing seems like it may be a good idea so someone who has a certain disease that runs in their family can better prepare for the future.,346,R_2wtB2KMvm2XjNil,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,5,5,3,3,2,0,3,1,37,1,3,0,1,0,13,7,1
114,xAB1l,gene.ABL,5,0,"He is giving people the option to look at the results, and although still giving the results can lead to some displeasure, it is overall good for the customers to know and understand how to handle their potential health conditions. If the option to receive these results is given before the test, it would be less bothersome for the customers as they would not have the answers ready.",408,R_Op7WigPZYbxmxX3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,Computer Science,8,1,3,1,5,1,1,1,2,0,29,0,4,1,2,0,5,6,1
116,xAB1l,gene.ABL,5,0,"If I'm reading this correctly, it seems that the two options aren't that different from each other. They will both show the client the most important thing, which is what health conditions they're at risk for.",401,R_1q9ixqCH34bML7Y,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,3,2,4,2,1,1,4,0,31,0,4,1,3,0,7,6,0
118,xAB1l,gene.ABL,1,1,"He is effectively running a medical experiment on a subject pool that has not consented.  This is true even if the customers are simply given an opt-in choice for the option that has been selected for them, since they may have public impressions of the company that arise from misunderstanding what is really going on, and this may shape their choices.",259,R_uxjbRFtTKew9d8R,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,3,4,3,3,1,1,3,1,46,1,6,1,3,0,10,7,0
123,xAB1l,gene.ABL,5,0,"I believe in the power of making educated decisions.  If i have a predisposition for health problems or mutations, even if they cannot be prevented or reduced, I would like to know. However, I may be in the minority with that opinion.",306,R_xyeVWxzkntEmpsR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,2,5,1,2,0,3,1,27,0,3,0,3,0,5,7,0
132,xAB1l,gene.ABL,4,0,I do not know how sound the testing will be. People need to give their permission for said testing.,236,R_12Mai1FM6DtyiMV,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,0,8,0,5,3,5,1,2,0,3,1,61,1,4,1,6,1,9,6,0
140,xAB1l,gene.ABL,1,1,Just giving people the opportunity to find out if they may be at risk for genetic health conditions is a huge plus.  It would appear he cares more about his customers than the bottom line.,238,R_216DUAP8d46kKN8,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,0,7,0,4,2,4,2,2,0,3,1,38,1,2,0,1,0,8,5,0
158,xAB1l,gene.ABL,5,0,He is trying to help people,326,R_tPBVCJcKsfFBVbX,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,4,4,3,3,2,0,3,1,28,0,3,0,1,0,11,7,1
176,xAB1l,gene.ABL,5,0,He's offering customers the option to choose if they want to know if they have any genetic risks. He's testing his idea first and will implement the most successful version of his idea. I think he's covering all the bases for his company and the customers.,446,R_1C4mrbTwD98JAFW,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,0,7,0,5,5,2,4,2,0,1,0,45,1,3,0,2,0,14,5,0
191,xAB1l,gene.ABL,4,0,I think it is a good way to see which method would be a good fit for his customers. He will be helping either set of customers in the look run.,388,R_2YSAVa9uIFdU9Eo,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,4,2,3,3,2,0,1,0,58,1,4,1,1,0,9,6,0
193,xAB1l,gene.ABL,3,0,"My feelings on this are in the middle.  On one hand, he could be saving lives but is he testing people without their knowledge?  I'm not sure where I stand on this.",260,R_UJys1yRoz27ReV3,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,3,4,4,2,2,0,3,1,48,1,2,0,1,0,9,6,0
201,xAB1l,gene.ABL,5,0,I believe this decision was very  appropriate because the company is already dealing with the customers genetics at some level so testing for genetic testing for health conditions is just another  facet of the service they already provide.,803,R_3k57yHLxQWHRCF5,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,5,3,5,1,2,0,3,1,31,0,3,0,2,0,9,6,0
207,xAB1l,gene.ABL,5,0,"The CEO is focused on improving on existing value that is offered, which will be partially determined by data provided by consumers. In this way he isn't relying strictly on what appears to be obvious, he's taking extra steps to know consumers and cater to what is discovered. I can expect that he would not hesitate to spend more time and effort to further refine and better serve his customers as he progresses.",838,R_3KJBVAPbFiJElQp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,0,8,0,4,3,3,3,1,1,3,1,51,1,3,0,2,0,10,6,0
222,xAB1l,gene.ABL,5,0,He is letting his customers decide which option is best for them. I think that is the best way to go about things instead of just making a decision for them.,344,R_2CysE6rAsYu2xTx,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,0,8,0,5,3,4,2,1,1,1,0,30,0,4,1,4,1,10,6,0
226,xAB1l,gene.ABL,4,0,"I'm a firm believer that there is no such thing as ""too much information"". Even if you can't be help, you can still make quality of life decisons. And because the company is offering it as an option, the customer has the right to say no.",308,R_2A1dPuFDguU0J0O,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,1,1,5,1,1,1,3,1,32,0,4,1,2,0,3,7,0
253,xAB1l,gene.ABL,5,0,"Since people don't have to buy the testing, if people don't like it, they don't have to buy it at all, but the CEO is clearly attempting to ""give the people what they want"" by choosing the path that lead to the most satisfaction.",181,R_p6N8emlSHTGKnkd,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,0,7,0,1,1,3,3,2,0,3,1,50,1,3,0,5,1,5,5,0
270,xAB1l,gene.ABL,2,1,"I think if the CEO is going to embark on something like this, it should be fair to both sides. He says he wants to help as many people as he can. All customers should be treated the same.",454,R_3qEjkQYImSYEoLj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0,9,0,2,2,4,2,2,0,3,1,58,1,4,1,4,1,6,7,0
284,xAB1l,gene.ABL,2,1,This is genetic testing being done by a geneology site not a medical site. I do not think it appropriate for such a venue to be offering people genetic result that have to do with their health.,316,R_2fJoucuVeichxyQ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biology,9,1,3,3,5,1,2,0,3,1,69,1,4,1,2,0,7,7,1
288,xAB1l,gene.ABL,5,0,I think either way is beneficial for his customers. He is testing out which one will work better which in turn will hopefully increase his customer satisfaction. I don't see any issues with it.,248,R_3LY0S8B8R32i43C,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,0,8,0,1,2,5,1,2,0,3,1,37,1,3,0,3,0,4,6,0
300,xAB1l,gene.ABL,3,0,I feel that the CEO was trying to find the best approach in helping people in need. he had the best intentions and felt that the two options were his best choice and would lead to a more successful conclusion in his research,254,R_2ffyroA64DHSaD1,2,1,1,1,1,1,2,1,2,1,1,1,2,0,1,1,1,0,2,0,7,0,5,4,4,2,1,1,3,1,34,1,2,0,1,0,11,5,0
