pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,RepeatTurkerLabelCode
135,xB2,Dating1.somewhat,5,0,I don't think anyone will be taken advantage of or have a bad experience. I also think that it will be a good move for the company.,,R_Z9tt1AljVq8lhUB,0
146,xB2,Dating1.somewhat,4,0,iT SEEMS LIKE A REASONABLE WAY TO GET PEOPLE TOGETHER.  HAVING THE SAME INTERESTS IS WHY MOST PEOPLE START DATING IN THE FIRST PLACE.,,R_3iQLrX8FVUU4QEe,0
150,xA2,Dating1.very,5,0,The point of a dating site is to be matched with people you are similar to so I think it was a great decision by the CEO.,,R_3FRMwZ7LdXRyHaM,0
161,xA2,Dating1.very,5,0,"It's just logical that people who are very similar to each other would be matched. I think people enjoy getting to know people they have things in common with. Even if they aren't good dating matches because they're too similar, they could become friends.",,R_3nr2lFjQseD8mY3,0
165,xB2,Dating1.somewhat,4,0,"IT IS HIS COMPANY, HE CAN DO WHAT HE WANTS. HE SHOULD ANNOUNCE THE CHANGE THOUGH, FOR TRANSPARENCY TO AVOID ANY DISATISFIED CUSTOMERS OR NEGATIVE LEGAL RAMIFICATIONS.",,R_3NJKFgse8p9q9oq,0
167,xA2,Dating1.very,4,0,The CEO's actions are not illegal and not unethical.,,R_10CtXQ22iJ4QJMR,0
168,xA2,Dating1.very,5,0,Although the CEO is deviating from the matchmaking strategy that he promised his customers the deviation isnt substantial and serves the same goal as the original strategy.,,R_2wtKUIYg0LAZiLN,0
169,xB2,Dating1.somewhat,4,0,Individuals do not have to be completely alike in order to be a good match. A little difference would make the relationship more interesting as long as they hae some similarities as well.,,R_TpUpPvUsnlDi90J,0
182,xB2,Dating1.somewhat,5,0,I can't think of any way using the criteria would be inappropriate. Dating websites use all sorts of varying criteria and this is just another way of matching strangers up.,,R_3qfVm0WZT98d3pq,0
193,xA2,Dating1.very,4,0,"As long as before the people sign up they know about how the matching criteria works, then I think it is in the best intrest of the customers to find as many different ways as possible to make a way to find a match.",,R_3NU2hRNhwIHKRSr,0
197,xB2,Dating1.somewhat,3,0,"IT is hard to say if this is a bad idea. If it is implemented as an option and the users are aware of this, then it is O.K. It would be not O.K. if the CEO did this without telling any of the users. Some might be picky and want only an exact match.",,R_BwVKNrPyktIpwLn,0
203,xA2,Dating1.very,4,0,"I chose this option because it seemed to fit. That is,it seemed appropriate.",,R_1N8KuNOOkFNvNmy,0
204,xB2,Dating1.somewhat,2,1,"If this change is made with no notice to the customers, that sounds unethical. They signed up for the service with the understanding that they would be matched in a certain way. If they give notice and allow users to opt in or out, that would raise the company in my eyes a little.",,R_32JV3f7ZDv8XKwd,0
219,xA2,Dating1.very,5,0,I think the ceo is going about this in the right direction. This is because the program will match up candidates based off their similarities in their answers. So they will have a lot in common.,,R_3MlkYUdaVPLzfoA,0
222,xB2,Dating1.somewhat,5,0,The people who use this service want to find a match.  The CEO is simply giving them more options.  The users don't have to click or swipe for the matches they don't like.,,R_3fpb6WuzeLPJCjN,0
230,xA2,Dating1.very,3,0,He broadened their definition of what a match is. Who really is to define what a true match is? Maybe the second definition is more accurate than the first?,,R_2XglcelWKjce8nx,0
235,xB2,Dating1.somewhat,5,0,He is making a business decision. This may better meet customer needs,,R_2ARNRdcobv8EiMy,0
246,xB2,Dating1.somewhat,5,0,I think it's a good idea that the CEO did this. People want someone that is somewhat similar to them. I don't see the ham.,,R_1LqlM1Oq0n5pXlt,0
254,xA2,Dating1.very,4,0,"I think most people will prefer to see ""matches"" who are similar to them, and people who are similar to each other will have a more harmonious relationship. However, I think there are a few people who will miss out because they are compatible with people who aren't similar.",,R_bf1p2srMf0cpghX,0
261,xA2,Dating1.very,2,1,"We don't always want people who are similar to us as a partner. Often people get married to those who are completely opposite of themselves. Making matches to only those are similar is not always a good idea, and certainly not a good business decision.",,R_21BXPBDgNoCeMx2,0
266,xB2,Dating1.somewhat,5,0,I think it is appropriate because it is a dating site and he is trying to match them up.,,R_2Qs4ieKAnX8APhc,0
268,xA2,Dating1.very,1,1,He is matching them to someone kind of like them. What they like to do. Favorite places to eat. Hobbies they like.,,R_2ANMBP3IYxlObkz,0
271,xB2,Dating1.somewhat,3,0,I thought that it was not extremely impactful. It was neither appropriate or unappropriate.,,R_1op7esgWKz3nTkV,0
279,xB2,Dating1.somewhat,3,0,"It's understandable that he would want more matches, but at the same time, it might annoy users if they get a lot more matches that don't matter to them, and they might wind up leaving the site altogether.",,R_1QGg47YEg9rjsaR,0
287,xA2,Dating1.very,4,0,There aren't many people that are expected to be full matches but very similar matches allows for users to learn things about their matches that could pique their interest and invite them into new opportunities.,,R_XhKoew78HAokbJv,0
298,xB2,Dating1.somewhat,2,1,He is not letting the system be honest in matching up answers. It isn't fair nor is it worth the people's time if the system is going to be rigged.,,R_1i5mChwwn1U39bi,0
300,xA2,Dating1.very,4,0,I think it is okay as long as the customers understand what all takes place when they use the website,,R_2XoIufIYgLlLvnA,0
306,xB2,Dating1.somewhat,2,1,It seems like a sound strategy. I think they will be served well by the decision.,,R_3PIiPY8VQclTW9h,0
319,xA2,Dating1.very,4,0,"Often it makes sense to meet someone who shares your interests; however, sometimes it's nice to meet someone who challenges you by being different and seeing the world differently than you do. Matching people based on how similar they are leaves out a lot of other options for someone to date.",,R_2wsElabccbf1J0f,0
322,xB2,Dating1.somewhat,4,0,"He wants people to have things in common, but not to be too similar because this can create problems. I think the CEO has a pretty good approach by doing so but this could also backfire, so it has to be done skillfully.",,R_SJGa6dsa31dT2HD,0
330,xA2,Dating1.very,1,1,If I think the process of matching people together based off of answers the customers made to certain questions is an improvement so I believe the CEO made a right decision.,,R_1hGYjB2KmUQwHT1,0
333,xA2,Dating1.very,1,1,If they are similar in areas then they will have things in common to talk about.,,R_2ARqcosKmfGAyjy,0
334,xB2,Dating1.somewhat,3,0,This approach could be beneficial or not. Some people may benefit from this new approach while others won't. It's impossible to determine.,,R_12EeecEbs1E1bKH,0
336,xB2,Dating1.somewhat,4,0,It seems ok to match people who are somewhat similar.,,R_Ry8FMsCXVVuC0x3,0
349,xA2,Dating1.very,5,0,The CEO's strategy doesn't seem that far off from what they would normally do. It sounds in line with the dating services plans,,R_1ojMwEZUlq8Ua6F,0
355,xB2,Dating1.somewhat,3,0,"I think it's fine. People go on that site to find a match, so they provide information about themselves for that purpose.",,R_1loVbRDX5XJYIVP,0
356,xB2,Dating1.somewhat,2,1,"Even though he feels that people will be more satisfied with the added number of results that will be generated, I feel that the people will not be. I believe that the quality of matches will go down, less in common, more time filtering through the not so close matches and so on. I think people would be more satisfied with fewer, more accurate, better screened matches so they don't feel they're wasting time. More time for dates, less time filtering, after all that's what they pay the site to do.",,R_1QFubTbFH7nQK3B,0
360,xA2,Dating1.very,5,0,It puts similar people together. I think its very good way to do it. Things I like I want to be with someone that likes them too.,,R_1qaMkyVoGnNLzP4,0
