StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xA2,xB2,xA3,xB3,xA4,xB4,xA5,xB5,xA6,xB6,free_response
2017-09-20 15:18:44,2017-09-20 15:19:31,0,73.79.228.150,100,46,1,2017-09-20 15:19:32,R_264lKsBBjt31qRA,,,,,40.453094482422,-79.929397583008,anonymous,EN,,,,,,,,,,,3,,i don't think its a good idea off interests and mutual friends alone
2017-09-20 15:18:16,2017-09-20 15:20:58,0,129.162.230.100,100,161,1,2017-09-20 15:20:58,R_QmPec637xogEDhn,,,,,29.46159362793,-98.573501586914,anonymous,EN,,,,,,,,4,,,,,The people have a right to know about any health risks that may effect them. It might be go to lead with the fact nothing can be done about it in case the person does not want to know though.
2017-09-20 15:20:59,2017-09-20 15:21:20,0,99.35.152.209,100,20,1,2017-09-20 15:21:20,R_2c7qjloe9ShE0nU,,,,,31.854507446289,-106.53299713135,anonymous,EN,4,,,,,,,,,,,,BECAUSE IT WAS ONLY SOMEWHAT APPROPRIATE
2017-09-20 15:20:18,2017-09-20 15:21:30,0,165.219.245.62,100,72,1,2017-09-20 15:21:30,R_28ALmInAbh8QU4k,,,,,43.084594726562,-88.03589630127,anonymous,EN,,,,,,2,,,,,,,"This is really none of the testing service's business.  They should simply focus on the genetic ancestry part of the testing.  They should not delve into possible health issues, because this is of a private and personal nature.  "
2017-09-20 15:20:31,2017-09-20 15:22:33,0,189.213.50.50,100,122,1,2017-09-20 15:22:34,R_3nr2lFjQseD8mY3,,,,,19.434204101562,-99.138603210449,anonymous,EN,,,5,,,,,,,,,,"It's just logical that people who are very similar to each other would be matched. I think people enjoy getting to know people they have things in common with. Even if they aren't good dating matches because they're too similar, they could become friends."
2017-09-20 15:22:01,2017-09-20 15:23:06,0,69.129.251.66,100,65,1,2017-09-20 15:23:06,R_2tfJlkJ9wgRTVcS,,,,,42.996704101562,-87.987899780273,anonymous,EN,,,,,,,,,,,,4,It would show some things the two have incommon but on a very limited basis
2017-09-20 15:21:59,2017-09-20 15:25:21,0,75.87.100.146,100,202,1,2017-09-20 15:25:21,R_2UYMJ53GVjXZJXF,,,,,27.676406860352,-97.493698120117,anonymous,EN,,,,,,,4,,,,,,I think that's a nice thing to do. I like that.
2017-09-20 15:24:03,2017-09-20 15:25:40,0,23.240.40.172,100,96,1,2017-09-20 15:25:40,R_3MfoDqM1JRcHZiF,,,,,34.002395629883,-117.97570037842,anonymous,EN,,,,,,,,,,5,,,"because safety is number one concern when driving a car. People can not fully trust a computer to drive the car, when there is an emergency situation, the driver should be able to control himself."
2017-09-20 15:25:34,2017-09-20 15:27:25,0,216.81.81.82,100,110,1,2017-09-20 15:27:25,R_3NJKFgse8p9q9oq,,,,,38.658203125,-77.249702453613,anonymous,EN,,,,4,,,,,,,,,"IT IS HIS COMPANY, HE CAN DO WHAT HE WANTS. HE SHOULD ANNOUNCE THE CHANGE THOUGH, FOR TRANSPARENCY TO AVOID ANY DISATISFIED CUSTOMERS OR NEGATIVE LEGAL RAMIFICATIONS. "
2017-09-20 15:25:54,2017-09-20 15:27:38,0,108.53.149.59,100,104,1,2017-09-20 15:27:38,R_2YEZKDqZ71NMwIx,,,,,40.883407592773,-74.214302062988,anonymous,EN,,,,,,,,,5,,,,While self driving cars are generally safe it is possible for a malfunction to occur. It seems reasonable if some emergency arrises the driver can override the system to drive the car as one would currently do so today.
2017-09-20 15:27:04,2017-09-20 15:28:29,0,162.205.52.95,100,84,1,2017-09-20 15:28:29,R_10CtXQ22iJ4QJMR,,,,,41.550003051758,-88.124801635742,anonymous,EN,,,4,,,,,,,,,,The CEO's actions are not illegal and not unethical.
2017-09-20 15:27:11,2017-09-20 15:28:57,0,63.241.40.129,100,106,1,2017-09-20 15:28:58,R_2wtKUIYg0LAZiLN,,,,,39.739196777344,-104.98470306396,anonymous,EN,,,5,,,,,,,,,,"Although the CEO is deviating from the matchmaking strategy that he promised his customers the deviation isnt substantial and serves the same goal as the original strategy.  "
2017-09-20 15:29:47,2017-09-20 15:31:29,0,72.162.48.3,100,102,1,2017-09-20 15:31:30,R_TpUpPvUsnlDi90J,,,,,33.92529296875,-84.541297912598,anonymous,EN,,,,4,,,,,,,,,"Individuals do not have to be completely alike in order to be a good match. A little difference would make the relationship more interesting as long as they hae some similarities as well. "
2017-09-20 15:30:53,2017-09-20 15:31:43,0,98.222.164.212,100,50,1,2017-09-20 15:31:43,R_3L0y6XE5VqkhgS9,,,,,41.480697631836,-87.727699279785,anonymous,EN,,,,,,,,,,,3,,I think that is the way it should be.
2017-09-20 15:33:39,2017-09-20 15:34:31,0,76.72.90.74,100,52,1,2017-09-20 15:34:32,R_2TzM6tAdqTBxrsq,,,,,30.160507202148,-92.033203125,anonymous,EN,,,,,,5,,,,,,,"I have dementia that runs in my family. I would like to know if I carried the gene. "
2017-09-20 15:32:17,2017-09-20 15:34:32,0,147.134.119.18,100,135,1,2017-09-20 15:34:32,R_1GBsVgPnPg1MdHv,,,,,41.291702270508,-96.171096801758,anonymous,EN,,,,,,,,,4,,,,It would be safe to have an option to give drivers the ability to drive the car
2017-09-20 15:35:34,2017-09-20 15:36:43,0,173.191.224.2,100,68,1,2017-09-20 15:36:43,R_2VDBtUBdmtnW60z,,,,,42.600494384766,-83.119598388672,anonymous,EN,,,,,,,,,,,,5,I think it makes sense to match people from the questions they answered. At least they will have those things in common.
2017-09-20 15:36:33,2017-09-20 15:37:26,0,73.170.36.188,100,52,1,2017-09-20 15:37:26,R_O3f4xS3OrnIZRAd,,,,,37.35009765625,-121.98539733887,anonymous,EN,,,,,,,2,,,,,,CEO have to take care of the needs of the people and also their safety.
2017-09-20 15:36:38,2017-09-20 15:38:30,0,184.167.154.54,100,112,1,2017-09-20 15:38:30,R_1gnzRUqTXU4qCBl,,,,,42.803497314453,-106.22450256348,anonymous,EN,1,,,,,,,,,,,,He wants to count on other idiots on the road. The whole point of self driving cars is to cut the level of stupidity not duplicate it.
2017-09-20 15:39:01,2017-09-20 15:39:58,0,173.244.48.142,100,56,1,2017-09-20 15:39:58,R_3s0auayw3rjvEC0,,,,,34.054397583008,-118.2440032959,anonymous,EN,,,,,,,,4,,,,,I wanted it
2017-09-20 15:39:39,2017-09-20 15:40:20,0,68.115.235.85,100,41,1,2017-09-20 15:40:21,R_oXHNS0SWGOZUCPf,,,,,34.901092529297,-82.26619720459,anonymous,EN,,4,,,,,,,,,,,I think they need to uniformly come to a stop instead of instinctively speeding up at yellow lights.
2017-09-20 15:38:14,2017-09-20 15:40:23,0,99.126.117.96,100,128,1,2017-09-20 15:40:23,R_5mvtL3DlR75HPnr,,,,,29.569793701172,-98.616096496582,anonymous,EN,,,,,,,,,,5,,,"This will help people avoid accidents. Self-driving cars lack free will and judgment that people have, so people need to be able to override the feature in emergencies, especially."
2017-09-20 15:39:35,2017-09-20 15:41:14,0,172.58.109.116,100,98,1,2017-09-20 15:41:14,R_uwPGI1hB5cyMsRH,,,,,29.420501708984,-98.567497253418,anonymous,EN,,4,,,,,,,,,,,Because this would decrease the chance of accidents because the car would be stopped this avoiding an accident.
2017-09-20 15:38:50,2017-09-20 15:41:30,0,68.3.133.51,100,160,1,2017-09-20 15:41:30,R_3EGdYng99j1WM0c,,,,,33.435699462891,-111.91709899902,anonymous,EN,,,,,4,,,,,,,,"seems sketchy but if people are willing to pay the extra money that will be charged then why not. who's to say it is real. is the ancestry results real? "
2017-09-20 15:40:24,2017-09-20 15:42:10,0,75.100.106.40,100,105,1,2017-09-20 15:42:10,R_2YWn3is2u27C8Vn,,,,,41.110305786133,-84.241500854492,anonymous,EN,,,,,,,,,5,,,,"The CEO thought ahead to be certain that if the self driving mode failed they had backup. He also knows that accidents happen and the ability to take over is a good one. "
2017-09-20 15:40:59,2017-09-20 15:43:39,0,75.132.32.99,100,160,1,2017-09-20 15:43:39,R_3qfVm0WZT98d3pq,,,,,38.423095703125,-90.400596618652,anonymous,EN,,,,5,,,,,,,,,I can't think of any way using the criteria would be inappropriate. Dating websites use all sorts of varying criteria and this is just another way of matching strangers up.
2017-09-20 15:43:17,2017-09-20 15:45:11,0,142.196.201.90,100,113,1,2017-09-20 15:45:11,R_2ygcCdbCKnKdGoL,,,,,29.570602416992,-81.217498779297,anonymous,EN,,,,,,,5,,,,,,"If people knew that they have a genetic mutation they might avoid things that could cause it to worsen. If they did that they would stop or slow the process of whichever disease they have, or will have. This information could save thousands of lives."
2017-09-20 15:46:12,2017-09-20 15:47:35,0,72.175.125.199,100,83,1,2017-09-20 15:47:35,R_ToQPymj9iNowV4l,,,,,38.477905273438,-105.45559692383,anonymous,EN,,,,,,,,,,,,5,This actually makes a lot of sense to me.  People with the same answers should be compatible.
2017-09-20 15:44:59,2017-09-20 15:47:52,0,12.150.241.162,100,172,1,2017-09-20 15:47:52,R_3QLsvRnsHkiceea,,,,,33.11669921875,-86.332298278809,anonymous,EN,,,,,,,,,,,4,,"I'm not sure I would want to app suggesting people based off my friends list. But at the same time at least you could do your on investigation of the person. "
2017-09-20 15:47:26,2017-09-20 15:49:27,0,172.58.200.178,100,120,1,2017-09-20 15:49:27,R_6YD8HSDSHOQBTIR,,,,,39.954299926758,-75.165702819824,anonymous,EN,,,,,,5,,,,,,,"They are offering a choice as well as an extra test that could be helpful for the future. Not only are going to find out about your health risk but also if you can find out about if you will develop dementia. If you can know early on, you can be better prepared."
2017-09-20 15:48:44,2017-09-20 15:50:13,0,50.89.213.70,100,88,1,2017-09-20 15:50:13,R_1EXwniD7vWEgXsr,,,,,29.162200927734,-81.007499694824,anonymous,EN,,,,,,,,,,4,,,"The override would be a necessary safety component. It should be included with the system. "
2017-09-20 15:51:27,2017-09-20 15:52:07,0,70.191.33.146,100,39,1,2017-09-20 15:52:07,R_30bMFf0REpws0Pv,,,,,33.648895263672,-117.76460266113,anonymous,EN,,,,,4,,,,,,,,I think people would rather know if they have some sort of cancer or not
2017-09-20 15:52:56,2017-09-20 15:55:19,0,107.198.85.120,100,143,1,2017-09-20 15:55:20,R_1M0unq8F4upKDPH,,,,,37.84489440918,-122.23759460449,anonymous,EN,,,,,,,,1,,,,,"I don't think it's appropriate to offer these finding in this context. This is something that should be addressed by a personal health professional in private, not through a geneaology source."
2017-09-20 15:54:13,2017-09-20 15:55:40,0,24.31.251.5,100,86,1,2017-09-20 15:55:40,R_1j8qLN7FDTeinKY,,,,,39.375305175781,-94.357002258301,anonymous,EN,,,,,,,,,,,,5,I think it is smart to suggest potential matches by things they have in common.  It makes weeding through profile after profile easier for the user.
2017-09-20 15:55:27,2017-09-20 15:57:53,0,73.57.191.164,100,145,1,2017-09-20 15:57:53,R_1jfcE93UONrsPVL,,,,,27.64680480957,-80.403503417969,anonymous,EN,3,,,,,,,,,,,,PEOPLE TEND TO SPEED UP AT YELLOW LIGHTS. EVERYONE SPEEDING AT THE LIGHT IS A BAD IDEA. SOME PEOPLE ARE SKITTISH AT LIGHTS. IN THE AREA I LIVE IN A LOT OF ELDERLY PEOPLE SLAM ON THEIR BRAKES AT THOSE LIGHTS. TOUGH CALL I THINK
2017-09-20 15:55:19,2017-09-20 15:58:25,0,98.113.151.89,100,185,1,2017-09-20 15:58:25,R_1Kvg3n3NNZrlYlB,,,,,40.633193969727,-73.996696472168,anonymous,EN,,,,,,2,,,,,,,"If the research director is doing this without consent ot is an invasion of privacy and probably violates Hippa laws. "
2017-09-20 15:58:56,2017-09-20 16:01:31,0,24.75.204.130,100,155,1,2017-09-20 16:01:32,R_3NU2hRNhwIHKRSr,,,,,38.631195068359,-90.192199707031,anonymous,EN,,,4,,,,,,,,,,"As long as before the people sign up they know about how the matching criteria works, then I think it is in the best intrest of the customers to find as many different ways as possible to make a way to find a match."
2017-09-20 15:57:46,2017-09-20 16:01:37,0,174.69.132.152,100,231,1,2017-09-20 16:01:38,R_3UyAEl6MEUTalbP,,,,,30.354904174805,-91.076797485352,anonymous,EN,,,,,,,4,,,,,,"I think that the CEO is genuine in wanting to help his clients by offering to see if they have genetic risks for certain health conditions.  The clients have the option to agree to this offer.  The most important thing is for this CEO to assure his clients that their privacy is a must, and that will not be compromised.  The testing and surrounding results must remain private, unless the client gives permission for his/her results to be made public."
2017-09-20 16:02:45,2017-09-20 16:03:32,0,71.88.210.63,100,47,1,2017-09-20 16:03:33,R_2uwTnd49HowVsOu,,,,,36.244293212891,-85.542602539062,anonymous,EN,,,,,1,,,,,,,,"i want to make that choice before testing, not after."
2017-09-20 16:02:35,2017-09-20 16:04:16,0,72.65.235.195,100,100,1,2017-09-20 16:04:17,R_SNNXjb1nJwARVNT,,,,,40.429504394531,-80.014801025391,anonymous,EN,,,,,,,,,,4,,,"The self-driving algorithm could be wrong, and people should have control over their own cars. "
2017-09-20 16:05:08,2017-09-20 16:07:25,0,104.57.80.64,100,137,1,2017-09-20 16:07:25,R_BwVKNrPyktIpwLn,,,,,29.626205444336,-95.492202758789,anonymous,EN,,,,3,,,,,,,,,"IT is hard to say if this is a bad idea. If it is implemented as an option and the users are aware of this, then it is O.K. It would be not O.K. if the CEO did this without telling any of the users. Some might be picky and want only an exact match."
2017-09-20 16:08:36,2017-09-20 16:09:40,0,108.6.172.195,100,63,1,2017-09-20 16:09:41,R_3hu3QukPivSzxwY,,,,,40.65299987793,-73.714500427246,anonymous,EN,,,,,,,,,,,2,,"I'm not sure that the dating app needs access to my Facebook. Also, while online dating is certainly more accepted than it once was that doesn't mean I want my entire social circle to know about it. Friends of friends doesn't mean a good match."
2017-09-20 16:12:34,2017-09-20 16:15:11,0,104.173.167.182,100,156,1,2017-09-20 16:15:11,R_PwcS87INGeHB9yF,,,,,34.043792724609,-118.18740081787,anonymous,EN,,,,,,,,,5,,,,"Because not all people will feel comfortable about not having control of the car.
This was the riders have to option of driving themselves or letting the car drive."
2017-09-20 16:15:37,2017-09-20 16:16:54,0,73.206.199.117,100,77,1,2017-09-20 16:16:54,R_3soh3hkgRsYJcui,,,,,29.822494506836,-95.295402526855,anonymous,EN,,4,,,,,,,,,,,"A caution light means it's about to change to red, red means stop."
2017-09-20 16:18:08,2017-09-20 16:20:03,0,65.24.79.170,100,115,1,2017-09-20 16:20:03,R_23f3WMo07uaObBh,,,,,41.392700195312,-83.319702148438,anonymous,EN,,,,,,,,4,,,,,"If people want to know if they are prone to these mutations, they have a right to know.  If they know, they can start doing something about it."
2017-09-20 16:19:24,2017-09-20 16:20:09,0,128.253.225.233,100,44,1,2017-09-20 16:20:09,R_3nSNPa1WW7CfEbD,,,,,42.448501586914,-76.480400085449,anonymous,EN,,,,,,,,,,,,4,"If people are on a dating app, they expect to receive matches suggested to them by the app."
2017-09-20 16:23:20,2017-09-20 16:24:31,0,73.193.97.218,100,70,1,2017-09-20 16:24:31,R_1N8KuNOOkFNvNmy,,,,,47.672698974609,-122.18730163574,anonymous,EN,,,4,,,,,,,,,,"I chose this option because it seemed to fit. That is,it seemed appropriate."
2017-09-20 16:21:35,2017-09-20 16:24:41,0,199.182.137.119,100,185,1,2017-09-20 16:24:42,R_32JV3f7ZDv8XKwd,,,,,39.169494628906,-85.310501098633,anonymous,EN,,,,2,,,,,,,,,"If this change is made with no notice to the customers, that sounds unethical. They signed up for the service with the understanding that they would be matched in a certain way. If they give notice and allow users to opt in or out, that would raise the company in my eyes a little."
2017-09-20 16:24:33,2017-09-20 16:25:18,0,38.100.151.206,100,45,1,2017-09-20 16:25:19,R_3iWHt6wWlGrK4qq,,,,,29.770904541016,-95.407203674316,anonymous,EN,,,,,,,,,,5,,,"We shouldn't trust everything into machines. There can always be a .00001% change it malfunctions. There should always be a backup / safe plan like the CEO has done. "
2017-09-20 16:24:06,2017-09-20 16:25:24,0,96.32.191.213,100,77,1,2017-09-20 16:25:25,R_bOyjzlEKnqdZS0h,,,,,33.903305053711,-83.330596923828,anonymous,EN,1,,,,,,,,,,,,"The nearbye car can be some ...unruly person who is flooring it to beat the light. OR, the nearbye car could be someone slamming on the brakes inappropriately. It's idiotic."
2017-09-20 16:27:17,2017-09-20 16:28:36,0,63.151.162.14,100,79,1,2017-09-20 16:28:37,R_2zjZTMcG2nQ82tO,,,,,32.192398071289,-110.38619995117,anonymous,EN,,,,,2,,,,,,,,Because people are not interested in health risks.   I think they want to know where there roots come from.
2017-09-20 16:29:16,2017-09-20 16:29:55,0,192.80.70.50,100,38,1,2017-09-20 16:29:55,R_UMAYX0pznBni3El,,,,,42.349594116211,-71.074600219727,anonymous,EN,,,,,,,5,,,,,,I think it's appropriate since he is only looking for genetic conditions that people can do something about. It would not be appropriate to tell them about factors that have no cure.
2017-09-20 16:31:37,2017-09-20 16:33:51,0,99.125.119.14,100,134,1,2017-09-20 16:33:52,R_SOuWh6tUDB4yyyZ,,,,,35.93310546875,-87.244697570801,anonymous,EN,,,,,,,,4,,,,,"I believe that the decision made by the CEO was somewhat appropriate as he is not crossing lines with this option. It is merely another option given to his clients, not forced upon them and they have the option to see the results but can also choose not to. "
2017-09-20 16:34:17,2017-09-20 16:35:41,0,107.192.41.205,100,83,1,2017-09-20 16:35:41,R_3MxGRWrzx6D4zUx,,,,,42.953598022461,-85.657600402832,anonymous,EN,,,,,,,,,1,,,,"If you own a car, automated or not you should be able to drive it. Now if it's a company car or government car there may be some exceptions. "
2017-09-20 16:33:06,2017-09-20 16:35:54,0,65.207.124.1,100,167,1,2017-09-20 16:35:55,R_3dWb53gPvi9M8Qw,,,,,37.708892822266,-77.543701171875,anonymous,EN,,,,,,,,,,,4,,"I think this is somewhat appropriate. You friends are people that you like and enjoy. If a dating app can suggest potentials based on your friends and friends of friends, then you may have a more success rate of a good match between two people."
2017-09-20 16:34:43,2017-09-20 16:36:36,0,66.87.124.235,100,113,1,2017-09-20 16:36:37,R_1OPI1XHNeauXwBC,,,,,42.248504638672,-71.765602111816,anonymous,EN,,4,,,,,,,,,,,This could potentially cause an accident due to other drivers who tend to speed up at yellow lights. If all people fooled the rules of the road this would be more appropriate.
2017-09-20 16:35:56,2017-09-20 16:37:23,0,107.77.226.24,100,87,1,2017-09-20 16:37:24,R_12omEYy32yuYntx,,,,,40.71110534668,-73.946899414062,anonymous,EN,,,,,,5,,,,,,,"Because he wants to help people when it comes to being predisposed to certain health issues "
2017-09-20 16:36:32,2017-09-20 16:37:44,0,97.79.208.170,100,72,1,2017-09-20 16:37:45,R_tXQQvtlWdQB7ftT,,,,,32.850006103516,-96.961303710938,anonymous,EN,2,,,,,,,,,,,,If traffic is speeding or there is a malfunctioning part in my car it could be dangerous.
2017-09-20 16:36:20,2017-09-20 16:38:35,0,24.129.99.162,100,134,1,2017-09-20 16:38:35,R_2RUm90MFlf0nlyU,,,,,30.353302001953,-81.499000549316,anonymous,EN,,,,,,,5,,,,,,"If the information is available, there is no reason that a paying customer shouldn't have access."
2017-09-20 16:38:22,2017-09-20 16:39:18,0,134.186.199.106,100,55,1,2017-09-20 16:39:18,R_Wjnzb0cwdwlrgm5,,,,,38.574905395508,-121.46519470215,anonymous,EN,,,,,,,,,5,,,,"I don't trust self driving cars at all. I'd feel more confident if a driver could switch over to manually control the vehicle in case of a malfunction. "
2017-09-20 16:38:02,2017-09-20 16:39:23,0,73.66.249.148,100,81,1,2017-09-20 16:39:24,R_1F8kA97YqU1VzL9,,,,,39.744201660156,-121.83889770508,anonymous,EN,,,,,2,,,,,,,,"This is a personal issue that one should personally decide how it is disclosed to anybody else. "
2017-09-20 16:39:06,2017-09-20 16:40:47,0,73.79.229.26,100,101,1,2017-09-20 16:40:48,R_2f7OiOrnaGO4m9m,,,,,40.473403930664,-79.990303039551,anonymous,EN,,,,,,,,,,5,,,"if the car were to malfunction the individuals can take back control. "
2017-09-20 16:39:27,2017-09-20 16:41:33,0,73.139.154.145,100,126,1,2017-09-20 16:41:34,R_3MlkYUdaVPLzfoA,,,,,26.149993896484,-80.268501281738,anonymous,EN,,,5,,,,,,,,,,I think the ceo is going about this in the right direction. This is because the program will match up candidates based off their similarities in their answers. So they will have a lot in common.
2017-09-20 16:37:26,2017-09-20 16:42:22,0,66.161.193.19,100,296,1,2017-09-20 16:42:22,R_2WuICyesAoi0d7R,,,,,39.024002075195,-84.562400817871,anonymous,EN,,,,,,,,4,,,,,"People should know if there families have higher risks for certain things. People can choose on their own too accept the knowledge or not. People can prevent or cope with conditions. "
2017-09-20 16:43:18,2017-09-20 16:44:57,0,70.214.85.49,100,99,1,2017-09-20 16:44:58,R_UXciwG1PBZPdgd3,,,,,40.71110534668,-73.946899414062,anonymous,EN,,,,,,4,,,,,,,It is somewhat appropriate because it is additional information for the customer but it is not what they asked for originally. Having it being an option is nice though and I'm sure a lot of people would agree to seeing that information since they tested for it.
2017-09-20 16:47:28,2017-09-20 16:49:19,0,71.206.15.78,100,111,1,2017-09-20 16:49:20,R_3fpb6WuzeLPJCjN,,,,,39.089797973633,-77.061096191406,anonymous,EN,,,,5,,,,,,,,,The people who use this service want to find a match.  The CEO is simply giving them more options.  The users don't have to click or swipe for the matches they don't like.
2017-09-20 16:48:36,2017-09-20 16:49:37,0,68.44.42.169,100,60,1,2017-09-20 16:49:37,R_ZL8hkGmhy7FcD5L,,,,,39.90510559082,-86.115898132324,anonymous,EN,,4,,,,,,,,,,,Because you're supposed to slow down when the light turns yellow. This will decrease the amount of cars that run red lights behind the car.
2017-09-20 16:47:54,2017-09-20 16:50:01,0,108.66.214.58,100,127,1,2017-09-20 16:50:02,R_3iXa7qDiVUV8Kw9,,,,,35.67610168457,-78.81600189209,anonymous,EN,,,,,,,,,,,,4,I suppose it is good to have common histories but this is not a guarantee of compatibility.  Interests would be a better indicator than demographics.
2017-09-20 16:49:27,2017-09-20 16:51:11,0,68.15.54.163,100,104,1,2017-09-20 16:51:12,R_3iHWcbaFuC8PVTm,,,,,41.984497070312,-72.557098388672,anonymous,EN,,,,,,,,4,,,,,"I feel like it's an appropriate decision, however this could become inappropriate, depending on who has access to the genetic information."
2017-09-20 16:50:21,2017-09-20 16:51:12,0,45.33.141.16,100,51,1,2017-09-20 16:51:12,R_1lodxBilvp75rkI,,,,,37.25390625,-122.06379699707,anonymous,EN,,,,,,,,,3,,,,I'm not the moral authority on the subject. And I am unsure how I feel about these cars
2017-09-20 16:56:01,2017-09-20 16:57:27,0,75.118.13.127,100,85,1,2017-09-20 16:57:28,R_2anIjrR7oGmJ3lH,,,,,40.085296630859,-82.975196838379,anonymous,EN,4,,,,,,,,,,,,"This behavior will generally work, but sometimes a car in front of you will speed up to get through a yellow light, but you won't have time to do the same and still make it through. In this way, the self driving cars might run a red light accidentally."
2017-09-20 16:56:41,2017-09-20 16:57:51,0,47.49.139.210,100,69,1,2017-09-20 16:57:51,R_1GDHJvJ4A7PPEjM,,,,,34.949600219727,-81.932098388672,anonymous,EN,,,,,,,5,,,,,,I think it's appropriate for the CEO to do this because he's informing customers of their potential risks before they make a decision.
2017-09-20 16:59:41,2017-09-20 17:01:49,0,97.83.145.247,100,128,1,2017-09-20 17:01:49,R_2zkAMtjtQwKRtg5,,,,,45.927795410156,-87.994400024414,anonymous,EN,,,,,,,,,,,4,,I think it's a decent idea. Although I would feel weird letting the dating site access my fscebook..
2017-09-20 17:01:03,2017-09-20 17:03:14,0,97.80.227.120,100,130,1,2017-09-20 17:03:14,R_2XglcelWKjce8nx,,,,,34.767501831055,-87.105697631836,anonymous,EN,,,3,,,,,,,,,,"He broadened their definition of what a match is. Who really is to define what a true match is? Maybe the second definition is more accurate than the first? "
2017-09-20 17:14:20,2017-09-20 17:16:07,0,99.121.54.32,100,107,1,2017-09-20 17:16:07,R_1db6307z2sTGgnI,,,,,28.758895874023,-81.317802429199,anonymous,EN,,,,,,,,,,4,,,"I feel like I have to have some type of control, reminds me when you are driving using cruise mode."
2017-09-20 17:15:15,2017-09-20 17:16:07,0,67.82.178.124,100,51,1,2017-09-20 17:16:07,R_Ubidl0OrWPbNYHL,,,,,40.948699951172,-74.241302490234,anonymous,EN,,4,,,,,,,,,,,I think the measure is not specific enough as to how else it can avoid accidents. stopping in front of a yellow light might not always be safest
2017-09-20 17:16:25,2017-09-20 17:17:28,0,69.141.48.242,100,62,1,2017-09-20 17:17:29,R_2tamBA55hvrNUUC,,,,,40.589401245117,-74.314697265625,anonymous,EN,,,,,5,,,,,,,,"I feel like it gives people either more peace of mind, or tell them they have a risk, and that they should take extra care of their health."
2017-09-20 17:18:14,2017-09-20 17:19:28,0,72.224.56.149,100,73,1,2017-09-20 17:19:28,R_NVaRr98BtpQlYxH,,,,,42.653396606445,-73.807502746582,anonymous,EN,,,,,,,,,,,,4,I think it's a good way of showing people others who may have similarities and common interests.
2017-09-20 17:18:51,2017-09-20 17:20:28,0,174.204.6.19,100,97,1,2017-09-20 17:20:28,R_2ARNRdcobv8EiMy,,,,,38.75700378418,-77.148696899414,anonymous,EN,,,,5,,,,,,,,,He is making a business decision. This may better meet customer needs
2017-09-20 17:18:41,2017-09-20 17:20:37,0,108.184.187.90,100,115,1,2017-09-20 17:20:37,R_XY37ZI7fwqnpHjz,,,,,34.122299194336,-117.71429443359,anonymous,EN,5,,,,,,,,,,,,"I think its smart to adapt the cars in its current environment
"
2017-09-20 17:23:38,2017-09-20 17:26:42,0,216.71.19.91,100,183,1,2017-09-20 17:26:42,R_3oNjUngAFGJ5EjU,,,,,44.120895385742,-103.19779968262,anonymous,EN,,,,,,,,,,,,2,If the computer finds a match that has the same interests as you then your more likely  to find a match. Someone that you could be with for a while.
2017-09-20 17:25:33,2017-09-20 17:27:15,0,198.74.88.200,100,102,1,2017-09-20 17:27:16,R_31Wph1sgSR1dbpd,,,,,42.425003051758,-83.374397277832,anonymous,EN,,,,,,3,,,,,,,"Assuming the customers involved agreed to the testing, I see no issue with the director making this decision.  The key here is that the customers are advised in advance that this is going to take place."
2017-09-20 17:25:35,2017-09-20 17:29:08,0,68.45.42.193,100,213,1,2017-09-20 17:29:09,R_3fBnQgPw8T60Jk5,,,,,39.039596557617,-87.15650177002,anonymous,EN,,,,,,,,,3,,,,Without more details I cannot solidify my answer.It does solve one of the problems I associate with self-driving cars but how will that work? Do you select before starting? While driving? I know it seems I am wasting time on a hypothetical but my college kids and myself were just having a conversation relating to self driving cars last weekend
2017-09-20 17:31:17,2017-09-20 17:34:00,0,172.56.3.47,100,162,1,2017-09-20 17:34:00,R_2TntQf5LI1gysP8,,,,,38.990707397461,-77.026100158691,anonymous,EN,,,,,,,5,,,,,,The people deserve to see these problems. He even gives them the option to or not to view it. This was the appropriate response.
2017-09-20 17:36:55,2017-09-20 17:37:41,0,24.96.30.123,100,45,1,2017-09-20 17:37:41,R_2yem2wRtmyd55VP,,,,,30.233200073242,-85.642303466797,anonymous,EN,,,,,4,,,,,,,,I believe it would be good to know your risks ahead of time.
2017-09-20 17:34:47,2017-09-20 17:37:57,0,67.10.171.184,100,190,1,2017-09-20 17:37:58,R_3pgWMnfqOkSglZn,,,,,29.586196899414,-98.476501464844,anonymous,EN,,,,,,,,,,,1,,"The number of friends on Facebook may have nothing to do with personality or like/dislikes in clothing, culture or activities.  This seems like a poor method to match people resulting in many incompatibilities."
2017-09-20 17:38:05,2017-09-20 17:40:39,0,216.159.64.253,100,154,1,2017-09-20 17:40:40,R_3Rt5tvAyqoSDZJb,,,,,42.463195800781,-96.321998596191,anonymous,EN,,5,,,,,,,,,,,"The probability of accidents increase at yellow lights because most people speed up as a opposed to slowing down and stopping.  Installing software to have the car stop at a yellow light seems appropriate given the high number of accidents by people failing to slow down or stop at yellow lights. "
