StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,xA1,xB1,xAB1,xA2,xB2,xAB2,xA3,xB3,xAB3,xA4,xB4,xAB4,free_response
2017-09-30 16:02:36,2017-09-30 16:16:19,0,100,823,1,2017-09-30 16:16:20,R_3salULxXqwsoG9P,anonymous,EN,,,,,,,1,,,,,,"First, I am concerned about the reliability of that information.  Does the data collection and analyses meet medical standards?  I recall reading an article about identical triplet women from Minnesota who did the DNA ancestry testing and received differing results.  This implies the quality of testing is probably best described ""as for entertainment use only"".

If the information is provided solely to the person for their sole use and disclosure, then I find that use somewhat acceptable.  I would strongly advise that person to confirm this information with redundant testing from a qualified medical practitioner in which the testing meets medical standards.

My concern is if that information enters the public domain, either by hacking or by sale to others.  Could that information then be misused?  We have had to many breaches of major systems (Equifax, etc.).   Could someone be bombarded with unsolicited emails / phishing / spam because the hacked / sold information indicates someone has a medical condition?  Could a person be denied a financial transaction (e.g. loan), if the information indicates a high risk of an early death?  If a third party (e.g. lender) uses this information, are they required to disclose it?  Does the victim (e.g. the prospective borrower) then need to fight it in court or get official medical testing to prove / disprove."
2017-09-30 16:47:02,2017-09-30 16:49:13,0,100,130,1,2017-09-30 16:49:14,R_eLKPGPnCU60kqCl,anonymous,EN,,,,,,4,,,,,,,I believe that it is somewhat appropriate to pre-test for illnesses and diseases ahead of time.  This can enable medical practitioners to start treatment early and to possibly even prevent diseases from manifesting.
2017-09-30 16:50:42,2017-09-30 16:52:46,0,100,123,1,2017-09-30 16:52:46,R_3Pw8DNJjhU5uadU,anonymous,EN,,,,,5,,,,,,,,People have the right to know if they are prone to develop dementia. Have or potentially developing a disease you cannot control is not inappropriate.
2017-09-30 16:51:09,2017-09-30 16:54:14,0,100,184,1,2017-09-30 16:54:14,R_b75utHCzh2lGdrj,anonymous,EN,3,,,,,,,,,,,,"Although people can choose who they want to meet, the CEO is trying a different algorithm that might bring satisfying results to both parties.  As long as they are fully informed of this matter than I feel this new website is appropriate.  If both parties are not informed of the intent of the website, than I feel it is inappropriate. "
2017-09-30 16:55:03,2017-09-30 16:57:03,0,100,120,1,2017-09-30 16:57:04,R_3oT12neY9OFgHZs,anonymous,EN,,,,,,,,,,,,2,I don't think the company should sell cars that they are testing.
2017-09-30 17:41:15,2017-09-30 17:46:29,0,100,314,1,2017-09-30 17:46:29,R_1pnRuVfIVGnagTK,anonymous,EN,,,4,,,,,,,,,,"it's appropriate because that way it will show which groups have better success rate. "
2017-09-30 17:44:54,2017-09-30 17:50:38,0,100,343,1,2017-09-30 17:50:39,R_3JtrTxusfefP0w2,anonymous,EN,,,,4,,,,,,,,,"As long as the customers know up front that they will also be tested for this, whether they choose to know the results or not, it is ultimately up to the customer if they want to use the service provided. "
2017-09-30 17:57:41,2017-09-30 17:58:26,0,100,44,1,2017-09-30 17:58:26,R_2AZhr4cv6rlgdkp,anonymous,EN,,,,,,,,,,5,,,"Everyone should be able to manually drive their car, robotic or not. It's much safer in some cases, and decisions are better made by man than machine."
2017-09-30 18:33:01,2017-09-30 18:35:30,0,100,148,1,2017-09-30 18:35:30,R_2vdMCll9kN3ESYn,anonymous,EN,,,,,,,,,,,4,,It's appropriate in the suggested situation that the computer makes a erroneous judgement call.  At least the human would have control to possibly avoid the mistake.  But the motivation behind autonomous cars is that the computer will made choices that are safer and better than human drivers so giving humans ability to interfere with the computer's decisions conflicts with the entire motivation behind self-driving vehicles.
2017-09-30 18:35:10,2017-09-30 18:39:11,0,100,240,1,2017-09-30 18:39:11,R_2aqSrZD9I96EaHV,anonymous,EN,,4,,,,,,,,,,,I see nothing wrong with the scenario as long as the company informs its consumers of the change in their matching selection. So I would say its appropriate and may actually improve the company tremendously.
2017-09-30 18:43:47,2017-09-30 18:45:09,0,100,81,1,2017-09-30 18:45:10,R_211F9sAQqqqwYnY,anonymous,EN,,,,,,,,,4,,,,I think they all should receive the same options instead of splitting them in half
2017-09-30 18:48:19,2017-09-30 18:49:15,0,100,55,1,2017-09-30 18:49:15,R_31XFouPEPQACxqH,anonymous,EN,,,,,,,,,,,,3,I don't think it matters. What about human error?
2017-09-30 19:39:31,2017-09-30 19:41:15,0,100,103,1,2017-09-30 19:41:15,R_2xFetauUtI1Lzmj,anonymous,EN,,,,,,,,,5,,,,CEO seems to be trying to accommodate all relevant personnel
2017-09-30 19:40:14,2017-09-30 19:41:50,0,100,96,1,2017-09-30 19:41:50,R_2VQq3qdPi8wH29z,anonymous,EN,,2,,,,,,,,,,,I think it's better for people who meet through websites to have similarities. I think this makes for a more positive experience and proof that the site matched them with what they were looking for.
2017-09-30 20:06:47,2017-09-30 20:08:13,0,100,85,1,2017-09-30 20:08:13,R_232Ivkkmy3nd7tX,anonymous,EN,,,,,,,,,,5,,,"I'm all for technology and innovation and I firmly believe driver less cars are the safest way to go. "
2017-09-30 20:06:28,2017-09-30 20:09:55,0,100,206,1,2017-09-30 20:09:55,R_3G7IDFmrKjBpfGC,anonymous,EN,,,,,3,,,,,,,,I do not find the director's choice appropriate or inappropriate. I believe there is a demand for this service and people who would be against the demand. It is ultimately a personal choice that I have no ethical opinion on.
2017-09-30 20:57:57,2017-09-30 20:58:35,0,100,37,1,2017-09-30 20:58:36,R_86oQuCLkXlkyY8x,anonymous,EN,,,,,,,4,,,,,,Since the customers will have a choice of viewing the results or not it is fine.
2017-09-30 21:02:22,2017-09-30 21:04:58,0,100,155,1,2017-09-30 21:04:59,R_2sYoo3QozwgJr1f,anonymous,EN,,,,,,,,,,,5,,The override that the CEO wants to put inside the cars would help convince those people who are scared of buying self-driving cars. It would also help those already with self-driving cars feel safer.
2017-09-30 21:09:39,2017-09-30 21:12:20,0,100,161,1,2017-09-30 21:12:21,R_3elu2mXw02sBXSJ,anonymous,EN,3,,,,,,,,,,,,"Because no one will know if the matches will work out until it is tried, if people are answer the same chances are they may match "
2017-09-30 21:20:01,2017-09-30 21:21:34,0,100,93,1,2017-09-30 21:21:35,R_2dSkaiVToBYbl6H,anonymous,EN,,,4,,,,,,,,,,"It is a good idea to test the new procedure as long as the parties involved consent to the new way "
2017-09-30 21:23:00,2017-09-30 21:24:42,0,100,101,1,2017-09-30 21:24:42,R_1jdrfQR8ooMaWyB,anonymous,EN,,,,,,2,,,,,,,I don't feel like this is something that should be randomly decided. It seems like the people should have a say as to which test they get.
2017-09-30 21:28:54,2017-09-30 21:31:13,0,100,138,1,2017-09-30 21:31:13,R_3nrw3lrKaE9vpP2,anonymous,EN,,,,,,,,4,,,,,"I think it's awesome that the company is offering something that will tangibly benefit it's customers.  The customer also will have the option to view or not, which means that if they don't want to they don't have to look at the results. It's very philanthropic."
2017-09-30 21:41:04,2017-09-30 21:42:47,0,100,102,1,2017-09-30 21:42:47,R_sZ5tgPTg49j8mWt,anonymous,EN,,,,,,,5,,,,,,"He is just trying to help out and I don't think this is a problem. I think people could use this information and work with their doctors to stay healthy. "
2017-09-30 21:47:14,2017-09-30 21:51:08,0,100,234,1,2017-09-30 21:51:09,R_1NlGDl1C9gWkd8W,anonymous,EN,,,2,,,,,,,,,,It's not fair to the customers who may get a misleading report about matching another. Somewhat is not a close match at all.
2017-09-30 22:05:53,2017-09-30 22:07:25,0,100,91,1,2017-09-30 22:07:26,R_Uo124g5rUc1QQJH,anonymous,EN,,,,,,,,,,,5,,It scares me very much over the fact I would have no control over the car. The fact that there is an override makes me really happy. I don't like giving up control and in a case of life or death I want to be the lead.
2017-09-30 22:09:50,2017-09-30 22:12:22,0,100,152,1,2017-09-30 22:12:23,R_1CawirC0G22tRJ0,anonymous,EN,,,,,,1,,,,,,,"First, having someone else learn about my health info without my permission is not okay with me.  Second, if someone is going to offer such tests, they should be allowed to choose which one is run - they can then decide which test will be the most relevant or useful to them."
2017-09-30 22:28:22,2017-09-30 22:29:55,0,100,93,1,2017-09-30 22:29:56,R_25GwWRmTBv6a29l,anonymous,EN,,,,4,,,,,,,,,"I think it's important for people to become more aware of their health and learn how to improve it. It is important to share this type of research to society. "
2017-09-30 22:32:45,2017-09-30 22:33:32,0,100,46,1,2017-09-30 22:33:32,R_2RV9O7pdeXpBjPW,anonymous,EN,,4,,,,,,,,,,,"I'd rather date a clone of me, but some may not."
2017-09-30 22:35:04,2017-09-30 22:36:20,0,100,75,1,2017-09-30 22:36:20,R_Zl2TiseMv6281H3,anonymous,EN,,,,,,,,,,5,,,"Computers cannot make decisions like people can and we need to have the ability to take over.  Also, there might be a time when we would want to drive."
2017-09-30 22:36:39,2017-09-30 22:37:43,0,100,64,1,2017-09-30 22:37:43,R_1LUbtvOADXQP2wg,anonymous,EN,,,,,,,,,2,,,,why not offer both tests to both groups?
2017-09-30 22:36:48,2017-09-30 22:37:57,0,100,68,1,2017-09-30 22:37:57,R_1irjC6G2EBmeEtb,anonymous,EN,,,,,,,,,,,,5,The ceo is trying to keep us safe by allowing two different safety options and checking witch one is more efficient.
2017-09-30 22:37:38,2017-09-30 22:38:18,0,100,40,1,2017-09-30 22:38:19,R_u9x0XLr2xxETODL,anonymous,EN,,,,,2,,,,,,,,I think customers should be able to have the choice of which test they want.
2017-09-30 22:37:24,2017-09-30 22:40:24,0,100,180,1,2017-09-30 22:40:24,R_1QAbSEqZYIn8SvR,anonymous,EN,,,,,,,,,,5,,,This gives the driver the option to take over in a scenario where the self driving car could pose a hazard. An example of this would be the car stopping on a rail road track when a train is coming. The driver could use the lever and manually drive the car out of harms way.
2017-09-30 22:33:50,2017-09-30 22:41:22,0,100,452,1,2017-09-30 22:41:23,R_2rwnTgJret81mVj,anonymous,EN,,,,,4,,,,,,,,"There are many decisions of different diseases that might be appropriate to choose from like dementia, cancer and heart disease. It was a judgement decision and dementia does affect many people, also people are living older. I think it would be better to let the person choose what disease they wanted to check for, probably one that is genetically relevant to their family history."
2017-09-30 22:39:36,2017-09-30 22:44:17,0,100,281,1,2017-09-30 22:44:17,R_3O1j7u9eR5FLO1X,anonymous,EN,,,,,,,5,,,,,,"It shows that the CEO is concerned for the people's well-being seeing as he decided on this.  If it is possible for a client to know in advance if they have genetic risks for health conditions that can be prevented or reduced, they should be able to do this.  It shows care on the CEO's part and an effort to be prepared."
2017-09-30 23:11:53,2017-09-30 23:13:56,0,100,122,1,2017-09-30 23:13:56,R_1r7HR2SLG6jVB3Y,anonymous,EN,,,,,,,,,,,,3,"This is a test of two alternative systems; the lever system is similar to switching to cruise control; the other system is similar to an ""emergency"" response that would allow the driver to immediately take control of the vehicle."
2017-09-30 23:16:51,2017-09-30 23:17:55,0,100,63,1,2017-09-30 23:17:55,R_2wobyZEFw6La1s6,anonymous,EN,,,,2,,,,,,,,,It seems somewhat inappropriate that they do/would do that.
2017-09-30 23:22:33,2017-09-30 23:23:34,0,100,61,1,2017-09-30 23:23:34,R_3qDOY7AlYbj24Hl,anonymous,EN,5,,,,,,,,,,,,It is appropriate because it shows compatibility potential.
2017-09-30 23:36:29,2017-09-30 23:37:50,0,100,80,1,2017-09-30 23:37:50,R_29mn2dYGYX9qZla,anonymous,EN,,,,,,4,,,,,,,I think it's appropriate to best generate a conclusion without having any implied bias on the study. It won't be definitive but statistically will provide a better hypothesis.
2017-09-30 23:52:46,2017-09-30 23:54:19,0,100,93,1,2017-09-30 23:54:20,R_2wQsi19NQoRBHdj,anonymous,EN,,,4,,,,,,,,,,"I think that it's valid for him to test his new options on various people. However, I also think it would be a good idea to disclose to customers that this is happening, and that they might be one option or the other (he doesn't have to tell them which one), especially if they are paying for the service."
2017-09-30 23:52:56,2017-09-30 23:54:39,0,100,102,1,2017-09-30 23:54:40,R_31pE9xOG8lu1Xml,anonymous,EN,,,,,,,,4,,,,,It is appropriate as long as customer opts in AND the results are private.  Is there an additional charge or is this included?
2017-09-30 23:58:29,2017-10-01 00:00:29,0,100,119,1,2017-10-01 00:00:29,R_WfFEhkBSCHlm0U1,anonymous,EN,,2,,,,,,,,,,,It should be more than one person making those decisions for a company like that. There should be a better way to match people than that.
2017-10-01 00:00:09,2017-10-01 00:02:56,0,100,167,1,2017-10-01 00:02:56,R_1AI9fo15EAHpybT,anonymous,EN,,,,,,,,,,,2,,"I chose that option because of what the CEO said, his statement does not carry all that much validation."
2017-10-01 00:02:41,2017-10-01 00:04:54,0,100,132,1,2017-10-01 00:04:54,R_8wx9M3VAMMUsMwN,anonymous,EN,,,,,,,,,3,,,,"Running such tests are neither appropriate or inappropriate, but my answer is what it is because I find it odd that he will do preventative and non-preventative in two different groups."
2017-10-01 00:11:50,2017-10-01 00:13:52,0,100,122,1,2017-10-01 00:13:52,R_3fw0ByR2RnIcnfG,anonymous,EN,,,,1,,,,,,,,,"They shouldn't be able too do that because they can't diagnose like that. It would scare a lot of people. "
2017-10-01 00:16:16,2017-10-01 00:18:01,0,100,104,1,2017-10-01 00:18:01,R_2a8GdTSQKlN6bTK,anonymous,EN,,,,,,,,,,,,5,It's appropriate to run experiments to test the effectiveness of each solution.
2017-10-01 00:20:10,2017-10-01 00:22:16,0,100,126,1,2017-10-01 00:22:17,R_3ESZCky249wsyZC,anonymous,EN,,,,,,,,,,,2,,It would be difficult to drive a car if you touch one of these features that can be overrided. It is easy for people to accidentally hit the parts of the car also.
2017-10-01 01:01:35,2017-10-01 01:04:02,0,100,146,1,2017-10-01 01:04:02,R_301zg8iJaPORkMi,anonymous,EN,,,,,,,,5,,,,,He is generally giving a helping hand to his employees and to the people around them. Preventing certain diseases can really help the community.
2017-10-01 01:03:58,2017-10-01 01:05:40,0,100,101,1,2017-10-01 01:05:40,R_pbD0Nar9SRztFkJ,anonymous,EN,,,,,,,5,,,,,,I think this would be a hopeful service rather than depressive.  It would be good to know.
2017-10-01 01:14:34,2017-10-01 01:19:42,0,100,307,1,2017-10-01 01:19:42,R_3n0qBVy1BQYjjx4,anonymous,EN,,,,,5,,,,,,,,"I think it is very appropriate to give the customer the option to choose whether or not they want to view their results.
The fact that they are also testing for the risk of dementia later on will afford the customer some preventative actions."
2017-10-01 01:16:30,2017-10-01 01:20:33,0,100,243,1,2017-10-01 01:20:34,R_2EtoTOYoqPPGpNO,anonymous,EN,,,,,,,,,1,,,,I think all clients should know all the results. It seems completely inappropriate to give only half of the clients information on conditions that cannot be prevented nor reduced.
2017-10-01 01:25:42,2017-10-01 01:27:40,0,100,117,1,2017-10-01 01:27:40,R_2Wx7ZuT9bTXa5RK,anonymous,EN,4,,,,,,,,,,,,That seems to be a logical way to do compatibility as an entry level filter.
2017-10-01 01:31:18,2017-10-01 01:35:13,0,100,235,1,2017-10-01 01:35:14,R_uqt31SmvCV5BxMB,anonymous,EN,,2,,,,,,,,,,,"If you are paying, you should have the option to contact who you are interested in. Just because the person has different interests than you doesn't mean they wouldn't be a good match. They may open your eyes to a new interest."
2017-10-01 01:47:15,2017-10-01 01:49:14,0,100,118,1,2017-10-01 01:49:14,R_1GI95IU1hnq2l4A,anonymous,EN,,,,,,,,,,5,,,You should have the option to switch back and forth
2017-10-01 01:49:10,2017-10-01 01:51:17,0,100,126,1,2017-10-01 01:51:17,R_3EyETp7NRLP73QG,anonymous,EN,,,3,,,,,,,,,,It would be an interesting study to discover if couples that are *very* similar are more likely to get together and stay together.
2017-10-01 02:36:07,2017-10-01 02:38:39,0,100,151,1,2017-10-01 02:38:39,R_1mkDwGDUox2xdW3,anonymous,EN,,,,,,,,,2,,,,All clients should have the option to see all genetic risks for any kind of health condition they might have. Being selective with that information is inappropriate.
2017-10-01 02:50:18,2017-10-01 02:52:06,0,100,108,1,2017-10-01 02:52:06,R_6lpCNzyq7ASvVrX,anonymous,EN,,,,,,3,,,,,,,Doesnt seem like he collected consent. This being said customers have the choice to view or not. Neutral
2017-10-01 03:17:43,2017-10-01 03:19:53,0,100,130,1,2017-10-01 03:19:54,R_10Z7RH3We4Xt6T9,anonymous,EN,4,,,,,,,,,,,,"The ceo is trying to expand match possibilities, With this process it will give 
many users who have low match rate a chance to utilize the service to it's potential."
2017-10-01 03:42:20,2017-10-01 03:42:59,0,100,39,1,2017-10-01 03:42:59,R_2w6VuIPos07VlPu,anonymous,EN,,,,,,,,,,4,,,"Because it makes the most sense. Its important to have a failsafe. "
2017-10-01 04:01:00,2017-10-01 04:05:04,0,100,243,1,2017-10-01 04:05:04,R_2YXNeFHA1LdcM9y,anonymous,EN,,,,,3,,,,,,,,I think its the director's ultimate decision.
2017-10-01 05:27:39,2017-10-01 05:31:13,0,100,214,1,2017-10-01 05:31:14,R_UK49ONWtYtO3clz,anonymous,EN,,,2,,,,,,,,,,Because when people go to dating sites they are mostly looking for people with things in common. Also I don't think people would appreciate being deceived.
2017-10-01 06:25:58,2017-10-01 06:30:26,0,100,267,1,2017-10-01 06:30:27,R_3g5hFq4l7r5KYI4,anonymous,EN,,5,,,,,,,,,,,"I believe the CEO's decision to match people who are somewhat similar is very appropriate because relationships are better when people have some, but not everything, in common.  People can learn and experience new things from each other, and relationships would probably not last very long if two people are completely the same."
2017-10-01 06:35:13,2017-10-01 06:38:05,0,100,171,1,2017-10-01 06:38:05,R_3lzzfpAA9TEK66d,anonymous,EN,,,,,,,5,,,,,,It would be helpful if you knew what genetic health risks you have so you can prevent them or reduce it.  If you don't want to know then you have that option.
2017-10-01 06:36:23,2017-10-01 06:38:15,0,100,111,1,2017-10-01 06:38:15,R_2uCnJnYZEYe3nIc,anonymous,EN,,,,,,,,,,,1,,The human driver of the vehicle should always have final say over the actions of their vehicle.
2017-10-01 06:40:00,2017-10-01 06:43:31,0,100,210,1,2017-10-01 06:43:31,R_3UWAO2Uueg6Rf3z,anonymous,EN,,,,,,,,4,,,,,"The CEO is offering the choice to the customer,  The choice is ultimately up to the customer."
2017-10-01 06:46:24,2017-10-01 06:49:13,0,100,169,1,2017-10-01 06:49:14,R_2DStiZPTY0aTZYJ,anonymous,EN,,,,,,,,,,,,4,"I think that as long as the drivers get to choose which car they want to use then it is appropriate. If they randomly get a completely autonomous without wanting that, then I think it would be an issue. People should be able to decide what sort of autonomy they are comfortable with, "
2017-10-01 08:06:15,2017-10-01 08:08:40,0,100,144,1,2017-10-01 08:08:41,R_AvLUFednLoFYO2t,anonymous,EN,,,,2,,,,,,,,," Not sure about the legality. H.I.P.P.A. laws, patient-doctor confidentiality"
2017-10-01 08:17:37,2017-10-01 08:19:07,0,100,89,1,2017-10-01 08:19:07,R_qKkr0Aa67jjr1eN,anonymous,EN,,,,,,,,,,,,4,"It is good for the CEO to put in a safety control feature in the car. It is not as quick to use a lever for that purpose, but it is still an option that works."
2017-10-01 08:24:25,2017-10-01 08:25:59,0,100,93,1,2017-10-01 08:25:59,R_3pmxCPkWNERV5kI,anonymous,EN,,5,,,,,,,,,,,"The system is set up to only allow customers to contact people who are recommended as a match. The CEO of the dating service wants to improve customer satisfaction by introducing a new way to match people together. He thinks of a way to do this. So, he decides to program his website to report users are a match when they are somewhat similar (but not TOO similar) to each other, based on the questions they answered.

 "
2017-10-01 08:41:49,2017-10-01 08:44:10,0,100,140,1,2017-10-01 08:44:10,R_6lBeJhcJznrooM1,anonymous,EN,,,,,4,,,,,,,,"Even though he can't test your history for all of the possible health risks, dementia is still a very high risk health risk,so finding out if you can possibly develop this in the future,its good to know now"
2017-10-01 09:24:53,2017-10-01 09:25:56,0,100,63,1,2017-10-01 09:25:57,R_3iFnQEQrsp7HYWh,anonymous,EN,5,,,,,,,,,,,,Sometimes the matching algorithms are so tight you get very few hits. Loosening the guidelines will give people more options.
2017-10-01 09:28:11,2017-10-01 09:29:51,0,100,99,1,2017-10-01 09:29:51,R_1FRmhX62PueHzEk,anonymous,EN,,,,,,,,,,,3,,"There is nothing wrong with his decision, but it may not be the right one either. "
2017-10-01 09:46:04,2017-10-01 09:52:03,0,100,358,1,2017-10-01 09:52:03,R_UhYe5p8oop0i2oF,anonymous,EN,,,,3,,,,,,,,,"I believe that illness testing should be ordered by the customers, I think that no one can test me for something I did not give permission to. On the other hand early detection of cancer or knowing that you are in the risk category could give you few more years or need to total prevention of the disease. "
2017-10-01 10:05:57,2017-10-01 10:08:29,0,100,151,1,2017-10-01 10:08:29,R_8f6UUda0fXd7tkd,anonymous,EN,,,,,,4,,,,,,,"If this is a free service (which is implied) then it is a win win for customers, even though it would be great if they could get both tests performed."
2017-10-01 10:23:11,2017-10-01 10:24:59,0,100,108,1,2017-10-01 10:25:00,R_1hxLAwQiu2BLlD2,anonymous,EN,,,,,,,5,,,,,,"If clients can determine such risks and have the possibility of reducing or even preventing health issues, it is advantageous."
2017-10-01 10:24:57,2017-10-01 10:26:22,0,100,85,1,2017-10-01 10:26:23,R_DvnZxU5xALJ6AmJ,anonymous,EN,,,,,,,,,2,,,,Some people do not even want the option.
2017-10-01 10:24:54,2017-10-01 10:26:45,0,100,110,1,2017-10-01 10:26:45,R_2aQbzOu2qCWIDyo,anonymous,EN,,,,,,,,,,5,,,"Technology is still capable of failing, and having an option to manually control the vehicle could help prevent any accidents caused by technically issues with the automated system."
2017-10-01 10:26:01,2017-10-01 10:28:21,0,100,139,1,2017-10-01 10:28:21,R_3IaZAHjy7yDITAv,anonymous,EN,,,3,,,,,,,,,,"It depends on whether the service is free or not. I think that if the service is not free, then this would be inappropriate as the users are probably expecting the best kind of service possible from the dating site, and would not want to be used as guinea pigs. However, if the service is free, then it seems to be of equal exchange - the users are getting matched in exchange for providing research to the CEO. "
2017-10-01 11:03:13,2017-10-01 11:04:30,0,100,76,1,2017-10-01 11:04:30,R_1K6AlO5Ttg6qVSZ,anonymous,EN,2,,,,,,,,,,,,A simple questionnaire is hardly appropriate to determine whether or not people are VERY compatible or not.
2017-10-01 11:11:58,2017-10-01 11:14:09,0,100,131,1,2017-10-01 11:14:09,R_1DYkzQOLCfuKeD1,anonymous,EN,,,,,,,,,5,,,,Because there is a chance someone will have something that can not be prevented and it is in my opinion better to know than not know.  There is nothing inappropriate about providing knowledge.
2017-10-01 11:15:54,2017-10-01 11:21:22,0,100,328,1,2017-10-01 11:21:22,R_3LkhvCaICKKHkVU,anonymous,EN,,,,,,,,5,,,,,"A person has a right to know about his/her body's history. Self-preservation is a basic trait, and any information that affects a being's health relative to existence becomes part of that basic trait.  "
2017-10-01 11:34:28,2017-10-01 11:36:32,0,100,124,1,2017-10-01 11:36:32,R_294TYigyVDGVpuN,anonymous,EN,,5,,,,,,,,,,,There is no such thing as a PERFECT match. Matching 2 people up based on similarities that are SOMEWHAT similar is fine.
2017-10-01 12:02:30,2017-10-01 12:05:38,0,100,187,1,2017-10-01 12:05:38,R_3HnT1yMs1BdnCUg,anonymous,EN,,,,2,,,,,,,,,"It isn't a problem with the test itself, but more about where that information will end up. If it was for purely research reasons, that's fine. But the chance of it ending up with for profit insurers or other commercial ventures it too high and not in the best interest of the customers."
2017-10-01 12:03:53,2017-10-01 12:05:52,0,100,118,1,2017-10-01 12:05:52,R_1PU8Tj5828qa0kD,anonymous,EN,,,,,,,,,,,5,,"I agree with his decisions because I would want my decision to be better than the cars. I think that I might be able to see something that the car doesn't see. "
2017-10-01 12:05:06,2017-10-01 12:10:38,0,100,331,1,2017-10-01 12:10:38,R_40EON3faDEdtZYJ,anonymous,EN,,,4,,,,,,,,,,"The CEO feels like his ideas will improve the website. The problem is, his algorithms may be inaccurate because he cannot predict all of the possible scenarios that people are wanting to find in matches. His ideas are too generalized for most people using dating services.  "
2017-10-01 12:14:12,2017-10-01 12:15:17,0,100,65,1,2017-10-01 12:15:18,R_UthKbqF9d6SvkLT,anonymous,EN,,,,,,,,,,,,1,"It's a proven fact that you can't always rely on machines to do the work as they can sometimes fail. "
2017-10-01 12:19:18,2017-10-01 12:19:29,0,100,10,1,2017-10-01 12:19:29,R_3GDjtqUEE9fvrbY,anonymous,EN,,,,,,,4,,,,,,based on the info
2017-10-01 12:28:13,2017-10-01 12:30:06,0,100,112,1,2017-10-01 12:30:06,R_3EhyaUyScmvzMMK,anonymous,EN,,,,,,5,,,,,,,It would be good to know of health risks that I may be susceptible to. I would like to know my health.
2017-10-01 13:01:52,2017-10-01 13:04:02,0,100,130,1,2017-10-01 13:04:03,R_2dFMXVplfhCw679,anonymous,EN,,,,,4,,,,,,,,It would be nice to know while I'm getting tested for my ancestry to have an additional test run as long as this test does not cost me. I think it would important to know i I would be prone to dementia.
2017-10-01 13:36:00,2017-10-01 13:38:14,0,100,133,1,2017-10-01 13:38:14,R_3GfvpO0WNXSqGRb,anonymous,EN,,,,,,3,,,,,,,"I think it's a nice option, but doesn't really have to do with an ancestry test."
2017-10-01 13:30:41,2017-10-01 13:40:31,0,100,590,1,2017-10-01 13:40:32,R_D0IxVmebcbRoZ6V,anonymous,EN,,,,,,,,,,4,,,"Because it's new experience for me , I would like to try it ,and  really appreciate the cars companies
to development that ."
2017-10-01 13:41:18,2017-10-01 13:43:45,0,100,147,1,2017-10-01 13:43:46,R_2DM7rkdutiOE959,anonymous,EN,,,4,,,,,,,,,,"As advertised the service only allows communication based on compatibility between participants.  It does not advertise, or we have not been told that it advertises how that compatibility is measured.  "
2017-10-01 13:54:52,2017-10-01 13:57:30,0,100,158,1,2017-10-01 13:57:30,R_2uvQBSnZhKExatp,anonymous,EN,,,,,,,,,,,5,,"I think he made a appropriate decision because, if theres an emergency the driver can take control instead of allowing the car to do it. Also, if the driver is scared that the car might not stop or is going to fast they can take control which may give the driver a sense of ease"
2017-10-01 13:58:53,2017-10-01 14:00:27,0,100,94,1,2017-10-01 14:00:28,R_1Ed3Sdslz5Hzmn8,anonymous,EN,,,,,,,,2,,,,,"Genetic test results are informative, but best relayed by a genetic counselor who can speak more clearly to what the results mean for any given individual. I think it's a bad thing to share these results with people who aren't trained to properly interpret what the results mean, especially in regards to what risk they actually carry."
2017-10-01 14:07:09,2017-10-01 14:08:09,0,100,60,1,2017-10-01 14:08:10,R_3PFg5j5HWKdW52w,anonymous,EN,,,,,5,,,,,,,,"I work with the elderly and I think it is a great thing to know if you run the risk of dementia so that you can take preventative measures earlier in life. "
2017-10-01 14:07:35,2017-10-01 14:10:51,0,100,196,1,2017-10-01 14:10:52,R_2bIRmPheIuChRdw,anonymous,EN,,,,,,,,,,,,4,"This would be considered a controlled experiment, where everything about the vehicle is the same except the mode of where individuals switch from automated to self-driver mode.  The only concern would be if there was an emergency where drivers would need to drive themselves.  If the CEO forsees injury as a result of having to pull a lever, then they are ethically bound not to use the lever.  The CEO should give the driver the option to choose an option and fully disclose the risk involved in each choice."
2017-10-01 14:11:17,2017-10-01 14:12:00,0,100,43,1,2017-10-01 14:12:01,R_vxJ35GgdFtXawyl,anonymous,EN,,5,,,,,,,,,,,Could work well. Bridging some gaps is possible. You don't want to be the SAME as someone.
2017-10-01 14:13:34,2017-10-01 14:15:58,0,100,144,1,2017-10-01 14:15:59,R_3im897yxuVr9qrG,anonymous,EN,,,,,,,,,1,,,,To know life threatening information about someone and without hold it is morally wrong regardless if it can be helped or not
2017-10-01 14:31:14,2017-10-01 14:35:08,0,100,234,1,2017-10-01 14:35:09,R_2y7vLFeC4dhnRWu,anonymous,EN,,,,,,,,,,5,,,"I think it's good to have the option to take over controlling the vehicle if need to. It would make me a little bit nervous to purchase a vehicle that completely drove itself and not knowing if something malfunctioned I would be able to stop it or not. I would feel a bit more secure knowing that I had that option. "
2017-10-01 14:47:17,2017-10-01 14:47:41,0,100,23,1,2017-10-01 14:47:42,R_3fC7MrAYraP25Qw,anonymous,EN,,,,,,,3,,,,,,NOTHING
2017-10-01 15:15:54,2017-10-01 15:18:40,0,100,165,1,2017-10-01 15:18:40,R_plOBqWIHlVMPosx,anonymous,EN,,,,4,,,,,,,,,"I think people should get tested on their own if they're concerned about certain health risk. Therefore, it is not up to the health professional to provide a full report. Therefore, overall, I think it's appropriate. However, if the genetics diretor notices something very concerning in genes, he should feel a little morally obligated to tell them"
