StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,FreeResponse,xA2,FreeResponse,xA5,FreeResponse,xA12,FreeResponse,xA6,FreeResponse,xA7,FreeResponse,xA8,FreeResponse,xA9,FreeResponse,xA14,FreeResponse,xA3,FreeResponse,xA10,FreeResponse,xA13,FreeResponse,xA15,FreeResponse,xA11,FreeResponse,xA4,FreeResponse,xB1,FreeResponse,xB2,FreeResponse,xB5,FreeResponse,xB12,FreeResponse,xB6,FreeResponse,xB7,FreeResponse,xB8,FreeResponse,xB9,FreeResponse,xB14,FreeResponse,xB3,FreeResponse,xB4,FreeResponse,xB10,FreeResponse,xB11,FreeResponse,xB13,FreeResponse,xB15,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income,FreeResponse - Topics
10/20/17 19:13,10/20/17 19:25,0,76.119.122.239,100,744,1,10/20/17 19:25,R_3QGnUFVZuAoCHSP,,,,,44.53269958,-73.05799866,anonymous,EN,5,"Excellent! It is hard for me to function after an 8 hour shift - I can't imagine working any longer than that. The shorter the shifts, the more refreshed the residents will be and the less medical errors will be made.",5,Affordable drugs with good efficacy and low side effects are like every doctor's dream. Financial constraints are a huge barrier to care and prevent many people from taking their meds.,5,"The poorest families need the most help, this will bring them to a more equal level with families who are at or above the poverty line",5,Increasing the number of options increases the likelihood that each employee will find a plan that suits his/her needs,3,"Increasing the pay of teachers is great (most are very underpaid), but it doesn't guarantee and increase in happiness/well being. Making the work environment a better place, increasing morale and bonding among coworkers, and listening to teacher's input in making changes at  the school are better ways to increase well-being.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,27,5,1,
10/20/17 19:22,10/20/17 19:25,0,98.111.112.114,100,212,1,10/20/17 19:25,R_3EiHwVN9206uI1H,,,,,40.27619934,-76.78890228,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"it gets more people to sign up, which will help the sick. ",4,"some would find it weird or intrusive, for sure. others would think its just a doctor going the extra mile",5,Theres no negative here. I dont think anyone would not choose very appropriate for this,4,"well, its his job to make the company more money, and that decision probably will. It wont make a lot of customers happy, though",5,"if both are affordable and work, him choosing one ver the other doesnt matter, ",,,,,,,,,,,1,3,26,3,2,
10/20/17 19:18,10/20/17 19:26,0,172.58.201.240,100,423,1,10/20/17 19:26,R_6Dv8LKlUZQFlmGB,,,,,39.95939636,-75.27279663,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It seems like a good idea to attract health assistants,3,It seems like a thoughtful idea,5,He seems to care for those who's less fortunate,4,Its a good idea to remind new customers that there are more perks after you pay,4,Being the drugs are the same I feel he has every patients health at heart,,,,,,,,,,,1,1,40,2,2,
10/20/17 19:11,10/20/17 19:26,0,72.241.193.100,100,900,1,10/20/17 19:26,R_1ilBEqixTMOwD3l,,,,,41.7059021,-83.63760376,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"The choice to emphasize opportunities will likely draw driven people, but I would be concerned that the applicants would be more absorbed with self improvement to the detriment of their patients",5,"This seems like a good awareness tactic for the target demographic. It is helpful and useful, and offers no downside to patients if they choose not to make use of the offer.",2,"The solution does not really address the causes of poverty. While the gesture will be helpful to some, it won't do much to actually fix the problems.",4,"I understand that businesses exist to make money, so limiting functionality will be a reason for some to upgrade to Premium. The practice may also drive customers away, though, if there are competing products that continue to offer the full library of music.",4,"It is appropriate for the doctor to use a trusted drug usually, but I think he should still remain open to both options, since patients will have different needs.",,,,,,,,,,,1,3,43,2,3,
10/20/17 19:19,10/20/17 19:26,0,71.95.54.149,100,390,1,10/20/17 19:26,R_3noq1Ui155KL0mg,,,,,33.92979431,-117.3647003,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,It is within the limits that are safe for these premature babies. ,5,It allows people to learn a skill that will help them long term. This type of help can actually change a person's life. ,4,It helps people get back on their feet after a long time of unemployment. Also by going to job fairs the person continues to stay active in job hunting.,5,It makes the process easier for employees so that they can have a retirement fund. ,2,Every 8 song is way too much and the length of advertisement is too long. It might discourage people to use the service all together. ,2,2,32,4,3,
10/20/17 19:15,10/20/17 19:26,0,75.109.117.187,100,681,1,10/20/17 19:26,R_1msE4WFOAhswxJ3,,,,,37.85110474,-80.44660187,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Despite the benefits of working 24 hour shifts, I think it's dangerous to the patient as well as the doctor. Loss of sleep can negatively affect ones health as well as judgment. I think the shifts should be shorter. ",5,"There isn't a lot of detail in this one. Assuming drug B isn't very new (so many drugs get taken off the market after a few years due to side effects that don't show up until much later) I think it's very appropriate because it's safe, affordable, and effective. Many drugs are far too expensive for most people so they don't take them regularly if at all.",5,"People are so terrified that someone may get something they didn't earn, or that their taxes may go to someone who isn't pulling their weight. Bu the fact is, people who are barely surviving are going to have less ambition, less hope, and after awhile I believe that they give up and quit trying because they begin to see their situation as hopeless.",5,It's a good idea because if employees don't know much about retirement plans they're going to feel overwhelmed and possibly just ignore making a decision and leave things as they are which is going to be really bad when they get to be retirement age and it's too late to save much.,3,I think teachers already get a ton of time off. How much more could they possibly need?,,,,,,,,,,,,,,,,,,,,,2,3,50,3,1,
10/20/17 19:11,10/20/17 19:26,0,205.185.214.115,100,884,1,10/20/17 19:26,R_3MyOILNoR24fOso,,,,,33.50830078,-112.071701,anonymous,EN,5,By cutting back on the hours of the first year residents it would potentially cut back on mistakes. The residents would be more alert and do a better job. ,4,It would save his patients money. The only drawback I see and what would bother me is the side effects. ,5,"If the government is helping struggling families by increasing welfare service the I see it as a good thing. To me, it would help people with the basic needs to survive. ",4,By him increasing the investment funds I don't see why not. It will be more money to retire on in the long run. ,5,"I have always thought teachers deserve more money and are underpaid, so this sounds like a wonderful idea. These are after all our future leaders who they are trying to help groom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,34,3,2,
10/20/17 19:21,10/20/17 19:26,0,73.87.217.74,100,318,1,10/20/17 19:26,R_UDzO8ChEsuIM6vT,,,,,39.25750732,-76.49510193,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,I think the thought is genuine but this is not a good way to distribute charitable funds. There is no way to know how that money is going to be used by those who get it.,5,This is fine. There is nothing being forced on anyone so I don't see what is wrong with them promoting a certain program.,4,I think this is totally fine to do and gives an incentive to upgrade to the paid service. Although I think one commercial every 2 songs is a bit excessive.,5,This basically is how unemployment insurance already works so I see no issue with this.,4,Since this falls within the acceptable range of 85 to 95 it should be okay. But they really should give a rationale as to why the 90 to 95 range is no good.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,38,6,3,
10/20/17 19:21,10/20/17 19:27,0,100.1.99.74,100,342,1,10/20/17 19:27,R_ZmihwyTqxyZWeJP,,,,,40.49809265,-74.52449799,anonymous,EN,5,Accrediting bodies should take into account factors that affect the people getting their accreditation ,5,THere do not appear to be any malicious factors that have gone into the decision. The choice seems well intended.,5,It makes sense if the services include a variety of types of programs to meet his goal.,4,It is a good start. It is helpful to his employees.,4,"As long as the budget permits, that is always a boost for the working people. The superintendent must follow that up with concrete improvements to working conditions and overall well being of the teachers.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,39,6,5,
10/20/17 19:21,10/20/17 19:27,0,173.190.6.50,100,383,1,10/20/17 19:27,R_1H7wV8umRCARP14,,,,,37.13279724,-84.0963974,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I feel that the long hours would be difficult to get used to so this training period would give them a great opportunity to get a feel for the 24 hour shifts.  ,4,With no information on alternatives it would appear that choosing this option COULD be in the best interest of his patients.,4,This may help in the short run but I feel that in the long run it would cause others who are currently hovering above the poverty line to seek the government option and thereby bringing more people in to poverty and the need for government welfare.,5,That is a very good place to start by limiting the options.  Having a smaller amount of funds would allow the message behind the investment funds to penetrate further within the employee group.,4,This strategy may backfire as it would give the employees extra time to really think about their satisfaction level with their career path.  A better idea might involve more employee rewards throughout the school year when stress is most pressing.,,,,,,,,,,,,,,,,,,,,,1,3,37,5,2,
10/20/17 19:22,10/20/17 19:27,0,142.99.246.43,100,308,1,10/20/17 19:27,R_01bXeKrAGxfjY6R,,,,,52.11680603,-106.6344986,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"He is following the guidelines in place, and has the safety of the babies at his best interest.",1,It is great to help people with things that will better their lives. School is a luxury that many can't afford.,2,"If I were unemployed, I would love to have some extra cash to pay my bills with. Also, this would provide me with a new opportunity to look at many jobs at once.",1,He is taking a proactive measure to benefit his employees. He's also leaving the ultimate decision up to them.,2,"I hate ads, and don't approve of them. Although it is the CEO's right to do this with his company, so I cannot object.",1,"2,3,5",21,3,3,
10/20/17 19:12,10/20/17 19:27,0,173.244.44.35,100,925,1,10/20/17 19:27,R_33mz21qfpDHgKXR,,,,,47.60620117,-122.3320999,anonymous,EN,,,,,,,,,,,5,"Its very appropriate because it will get the message out and result in more people becoming Health Assistants, which will help the nation.",3,"Because it is a way to inform people about the need to get a colonoscopy without being overly offensive. I don't think it is really over the top enough to be inappropriate, but at the same time I'm not sure what would be considered appropriate for a sensitive subject such as this.",4,"It was somewhat appropriate because its better than just giving people money, its giving them something they can continue to see a benefit from. But at the same time he should have consulted with other people or people who had donated first, before he made the decision.",4,"It was an appropriate action because the people using the free service are paying nothing. So by putting more advertisements, its a sacrifice that they need to accept if they want to continue listening for free, and they still have the option to go ad-free if they subscribe to the pay service.",3,"There is no difference between the two drugs, so its neither appropriate or inappropriate to prescribe drug A.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,37,3,2,
10/20/17 19:15,10/20/17 19:27,0,173.110.107.57,100,710,1,10/20/17 19:27,R_3fe1adrXBnQTKzx,,,,,28.68330383,-82.16459656,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,its providing help for those in need,1,You dont  schedule someone for an appointment without permission,5,Its doing something for someone in need,4,They need to make money,5,both drugs seem to be the same,,,,,,,,,,,2,1,32,3,2,
10/20/17 19:23,10/20/17 19:28,0,66.87.152.168,100,283,1,10/20/17 19:28,R_2QDktMsdB8DXU3Q,,,,,36.16589355,-86.78440094,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,No reason not to be.,5,Has trying to help people.,5,Because he's using his money to help less fortunate people.,2,"If they were free, it's greedy to change them.",3,After explaining he should let them choose,,,,,,,,,,,1,3,28,3,3,
10/20/17 19:22,10/20/17 19:28,0,74.124.173.218,100,361,1,10/20/17 19:28,R_3oFsPWCHzwM8ROd,,,,,35.9571991,-80.04180145,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Government is doing its job to promote well being among underserved populations,1,This is a personal decision involving an invasive procedure.  It shouldn't be made by an employer.,5,This is a good benevolent decision,5,"This is a business decision.  It is within the CEOs prerogative,",5,This decision is within the discretion of the doctor.  It is ethically acceptable to prescribe a drug that is known and works.,,,,,,,,,,,1,3,34,6,5,
10/20/17 19:20,10/20/17 19:28,0,173.174.243.64,100,467,1,10/20/17 19:28,R_2eb2zPFpYwQTYQq,,,,,29.31900024,-98.36589813,anonymous,EN,,,,,,,,,,,,,,,,,,,,,3,"He  could have fixed it to where that person received the money over a 3 month period to ensure they had food for the entire time. However, with him giving it to them all at once, they are able to buy other essentials other than just food. ",5,He is helping them to ensure they have money to live on when they are no longer able to work. I think that this is very responsible of him. ,3,"He is doing what he believes will get customers, and he is probably right. Because having an ad play every 2 songs will either drive customers to enroll in the premium service, or they will leave all together. ",5,It is what the US does for food stamp recipients. They must attend classes to help get a job and actively attempt to get a job. ,4,"They aren't completely sure what the perfect number is, just a range that is acceptable. So, by setting the numbers there he is doing what he thinks is best for the babies. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,44,3,3,
10/20/17 19:24,10/20/17 19:28,0,64.15.188.162,100,289,1,10/20/17 19:28,R_1QfsOD5wl1BL9f5,,,,,37.77490234,-122.4194031,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,The Director is trying to help those in need. This is a great way to spend the money.,5,I agree. Many people are simply not invested in investing for their future. I think an auto enroll would be a good idea. I think most people would stick with it.,3,"It's perfectly fine. It might be annoying, let the consumer decide. If they are too annoyed they can find another service, or upgrade.",5,It helps provide for people in a dire situation while still encouraging them to find employment. I think it's a good idea.,5,It's self explanatory I guess. The head of the hospital is trying to keep the oxygen levels at an acceptable rate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,39,3,4,
10/20/17 19:12,10/20/17 19:28,0,208.54.70.208,100,958,1,10/20/17 19:28,R_ZwSvLXf0dyKRgIN,,,,,36.16589355,-86.78440094,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,"I appreciate the director trying to help people escape poverty, but his solution addresses symptoms, rather than the cause of the problem.  Therefore, it is a temporary solution.  After 3 months, these people will likely be back in the same situation they started out in.",5,"I appreciate the CEO looking out for his employees by encouraging retirement while at the same time, not forcing them to do anything about it.",5,"He is still keeping the base service free, while looking out for his own interests.  Thus, the integrity of the original service did not get altered for the sake of profit.",4,"This is a good choice to encourage people to become self-sufficient while providing temporary aid.  However, there are situations where someone is unemployed due to medical reasons and are completely unable to work.  In these situations, mandatory job fairs would be more of a hassle and an inhumane requirement for aid.",4,"The head of the hospital is making the best decision he can with the information he has at the time.  At the same time, he should make every attempt to find the optimal amount of oxygen rather than guessing with such a wide range of values.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,23,4,3,
10/20/17 19:12,10/20/17 19:29,0,68.65.98.169,100,1010,1,10/20/17 19:29,R_2sYeYUDKhvuF6lg,,,,,40.53450012,-84.62889862,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,It’s a great idea but i’m Not sure if that is the best recruitment idea to find the best and the brightest.,2,I can see how a doctor might find that to be cute but a colonoscopy is not a quick appointment and people avoid them for a reason.,3,Seems like an appropriate way to use the funds but it would have also been nice for those in extreme poverty to be helped with some sort of education and industry that could help them earn money. ,4,This seems to be typical of a for profit business. They have to come up with some way to charge someone. ,4,There doesn’t seem to be anything wrong with his decision though I am concerned about why he would choose one over the other. My initial instinct would say that he’s got a particular drug rep in his ear.,,,,,,,,,,,2,1,36,3,6,
10/20/17 19:15,10/20/17 19:29,0,72.23.63.169,100,822,1,10/20/17 19:29,R_21nuiZtjrBYwAzf,,,,,41.09790039,-80.76129913,anonymous,EN,,,,,,,,,,,5,This is the best possible response to the nursing shortage. This helps provide basic healthcare to everyone in the nation. It also creates jobs.,4,I think this is an appropriate decision because it deals with a topic many men avoid. This procedure needs to be done and it is best to address this in a way that men can’t avoid the subject.,2,I do not believe that one piece of livestock would help much with those in poverty. Most of the people would not understand how to use the donkey or goat to their advantage.,4,"This is an effective way to get users to upgrade. After a while, the user will get tired of the interruptions and pay the extra cost to remove ads.",4,"This is appropriate because it helps with consistency. Instead of keeping two medicines in stock, they only need to keep drug A in stock.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,36,4,3,
10/20/17 19:22,10/20/17 19:29,0,24.181.129.16,100,424,1,10/20/17 19:29,R_2TT1QqmvuXOwvEO,,,,,46.39520264,-124.0377045,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,When it comes to medical care you put people's lives/health first and foremost. ,3,"Not enough information given? Perhaps the page loaded improperly, but I was not given info on what ""drug B"" is.",5,"Getting out of poverty requires some funds to get your foot in the door (Clothing, and the ability to bathe. Housing is preferable but no needed)",4,The logic is sound,3,"There are both pros and cons to this situation that I can think of, but I am no authority on this matter.",,,,,,,,,,,,,,,,,,,,,1,3,21,2,1,
10/20/17 19:18,10/20/17 19:29,0,68.119.113.199,100,687,1,10/20/17 19:29,R_2t2PHtfmnoU4saW,,,,,35.81880188,-84.23100281,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"For all the reasons stated in the above background information: learning to adjust to a demanding schedule while learning and being evaluated is a lot to process.  In second year residencies, more is expected and hours should be longer for continuity of care. Avoiding ""shift"" mentality is a key factor as well, in my choice.",5,Safe and affordable while being effective is a good combination.,2,Not every case is the same in regards to need and financial support.  In this scenario some may get more financial assistance than they really need while others may get less.  Resource distribution should be tailored to each case.,2,"I have experienced the pitfalls of fewer plan options.  Mostly, the lack of flexibility over a range of investment options is the biggest drawback.  Most mutual funds are sharply focused on their investments and not all perform well all the time.  It is good to be able to have more options to fit one's lifestyle and goals.",5,"Most teachers tend to burn out from the lack of personal time to recharge.  Even when students aren't in school, teachers often spend days ""in-service"" or attending conferences.  During the active school year, most teachers spend their days off in part by lesson planning, paper grading, etc.  So more real personal time could be a help and I can see where it could improve performance.",,,,,,,,,,,,,,,,,,,,,2,3,68,4,2,
10/20/17 19:12,10/20/17 19:29,0,67.185.202.112,100,1031,1,10/20/17 19:29,R_1KvX1N1EqJoyUNE,,,,,47.69430542,-117.4539948,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,"It seems better to error on the side of caution, it would probably be less likely to do brain damage if the oxygen was slightly higher versus slightly too low.",5,"I think this is a great thing to do, anything to help other people is a good thing.",4,"I think whenever the government helps people it is a good thing, $500 is not even enough to cover rent so it's not like this is a big amount of help anyway.",4,I think it is OK for the company to choose a default option as long as the employees are properly informed and aware they can change or opt out if they would like.,2,I don't think it is really wrong what he did but it is sort of scummy and certainly annoying.,1,3,28,3,2,
10/20/17 19:29,10/20/17 19:30,0,76.14.200.24,100,59,1,10/20/17 19:30,R_2VEDV1a1v8neFov,,,,,44.95440674,-122.7137985,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,seems best choice,3,just because,3,feel that way,3,it shouldn't matter,3,i just think its best,,,,,,,,,,,1,3,32,4,3,
10/20/17 19:26,10/20/17 19:30,0,190.124.31.3,100,246,1,10/20/17 19:30,R_PRSqAoyKjgC1MLn,,,,,10.06440735,-72.54499817,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,good,5,very good,4,good,5,good,4,good,,,,,,,,,,,,,,,,,,,,,2,3,30,6,5,
10/20/17 19:25,10/20/17 19:30,0,108.196.136.202,100,306,1,10/20/17 19:30,R_2di6o8yG7ljDzNM,,,,,29.03219604,-95.46990204,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,result in less competent and less committed doctors for patients in the future.,5,It is affordable and patients can tolerate its side effects.,5,"he head of this department wants to reduce poverty and unemployment,",1,I do not think this will benefit employees and it seems like a ridiculous approach to helping the issue.,5,The superintendent of a school district wants to improve how well his elementary school students ,,,,,,,,,,,,,,,,,,,,,1,2,39,2,2,
10/20/17 19:14,10/20/17 19:30,0,69.133.150.155,100,966,1,10/20/17 19:30,R_1EYiSTt4fqkiWml,,,,,34.98739624,-79.23200226,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,"The director of the charity is giving to the less fortunate, which s what he is suppose to do.",1,The CEO is inappropriate because he is limiting the employees choices.,3,The service is free and the CEO can do whatever he wants because of that.,5,Job fair will help the unemployed find work that they're interested in.,5,"The doctor is doing what he feels is best, and this opinion is an expert opinion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,29,2,1,
10/20/17 19:15,10/20/17 19:30,0,99.90.186.94,100,913,1,10/20/17 19:30,R_3CUw7XBPrE6i6n9,,,,,43.08459473,-88.0358963,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,You dont want to overwork them,5,Save people money,1,Thats what needs to be done,5,Well to many choices is not good,5,They need rest and that makes people happy,,,,,,,,,,,,,,,,,,,,,2,1,45,3,3,
10/20/17 19:22,10/20/17 19:31,0,24.131.46.195,100,516,1,10/20/17 19:31,R_12nYHYBGOy75kIh,,,,,33.93060303,-84.46130371,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,I think it is appropriate because it is a middle ground. And I think it is best to be higher than lower so I can understand why the head placed the oxygen at those percentages.,4,I think this is appropriate because the charity received a large amount. I also think it is helpful for people to receive training because it can be beneficial for them in the long run. ,5,I think it is fair enough for the congress to help citizens. And I also think the least the citizens can do is attend the job fairs monthly. I think it is a fair balance.,4,I think it is fine because the employees get to make the real choice at the end. So automatically doing it first is not a big deal.,4,"I think this is appropriate because it is a business. Therefore, using advertisements is the way the company makes money to provide free songs to the customers. ",2,1,28,4,4,
10/20/17 19:18,10/20/17 19:31,0,107.77.211.99,100,791,1,10/20/17 19:31,R_21yyKlIDYDQTX2X,,,,,37.75909424,-122.1358948,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"I don't think that there is anything inappropriate about this recruitment tactic.  All job recruitment ads emphasize the potential benefits of the job, and promotion and professional development opportunities are potential benefits of this job.",2,"I don't think that a pre-scheduled colonoscopy appointment is appropriate.  The reminder to get a checkup is good, but going as far as scheduling an appointment for someone is presumptous and rude.",5,The director of this charity behaved in a completely ethical and appropriate way by helping people in need with their home repair costs.,2,"This is basically extorting the music streaming company's customers and forcing them to pay for the service.  It should be an all or nothing situation, not selective with the most popular songs.",4,"I think if both drugs are affordable and effective, then he should chose the best med for the patient rather than always picking B.",,,,,,,,,,,2,3,34,4,4,
10/20/17 19:13,10/20/17 19:31,0,76.222.214.144,100,1084,1,10/20/17 19:31,R_1QH3UgJJOrdjw5A,,,,,42.18899536,-87.8062973,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,"You didn't say what he based his decision on, so I can't evaluate it. From the info you gave it would seem he should have set the machines for 85 to 95 %.",4,Hopefully the trades will help the people. I do wonder how much of a trade they can learn in a month.,2,"why are they taxing their citizens to provide $ for all unemployed, even if they don't apply for it? Also why do they need to tax to run job fairs? Can't people find a job on their own, if they want one?",1,What if the fund fails? He might be exposing the company to lawsuits,3,"If his idea works, and doesn't alienate too many people, it's appropriate. If the idea doesn't work & alienates too many people, it's inappropriate.",1,3,65,3,2,
10/20/17 19:28,10/20/17 19:31,0,173.244.48.155,100,203,1,10/20/17 19:31,R_b7V4Ge5kla2AoAV,,,,,34.05439758,-118.2440033,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,each baby should be evaluated individually,4,The training should be longer but still it could be useful.,2,they should not continue to get money if they are working,4,It is okay as long as they are fully informed. it can help them out and they can easily decline.,1,This is too long. This is torturous.,1,2,29,3,3,
10/20/17 19:17,10/20/17 19:31,0,174.110.199.108,100,874,1,10/20/17 19:31,R_2WvDX7WyNSLjXn2,,,,,35.05700684,-79.01470184,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"24 hour-days make for tired workers. If there were some accommodation made for a couple of mid-shift naps, I would feel less trepidation. I have worked many 16, 24, and 36-hour shifts in my own job, and I know how much your focus suffers after so many hours of concentration. Maintaining patient-care continuity is a viable concern, but not to the point that human error becomes far more likely.",5,"It sounds like the doctor has his patients' best interests in mind. It doesn't say that he won't work with people who have other needs or desires as relates to their blood pressure medication. For the most part, normal people aren't educated enough to choose among a varying array of blood pressure medications, and it's appropriate to have a professional making that decision on their behalf most of the time.",1,"Because of human nature, increasing the availability of welfare benefits will simply generate more government dependents. People will get up and work when they get hungry, and charities can handle the ones that can't, individually.",2,"This seems very wrong-headed to me. If people are too stupid to choose among ten different investment funds, they need education, not less choices. Funneling people into a narrower set of plans just means that people who do know what they're doing or who bother to research won't have as much flexibility as before.",2,"While it's nice to come up with ways to influence better student outcomes, giving everyone vacations seems like a very expensive proposition. I would prefer to find ways to improve the teacher-student interactions so that everyone could directly benefit without unduly compromising budgets or workloads.",,,,,,,,,,,,,,,,,,,,,1,3,45,5,2,
10/20/17 19:26,10/20/17 19:31,0,73.180.30.34,100,286,1,10/20/17 19:31,R_25WOYRkkU3fkH8u,,,,,43.92919922,-123.0867004,anonymous,EN,,,,,,,,,,,5,I believe that advertising social benefits is a great way to attract quality over quantity. You will obtain more people that care about the cause than those who are just looking for pay.,2,"Generally you shouldn't try to make your employees get things shoved up their butts. Even if that's not what exactly is happening, there is obviously a line between being professional and personal and this crosses it.",4,"It depends on the country, but a piece of livestock can make a large difference in someone's life. On the other hand, there may be more efficient ways of using the charity money, such as drilling boreholes.",2,The company should focus on increasing the features gained by a Premium signup rather than increasing the negatives of using the free version. I feel that this is one area that causes many well-known businesses to falter.,3,"While both drugs apparently work to a certain standard for anyone, it's hard to believe that it shouldn't be selected on a per-person basis. Also, what if they're taking medications that may interact negatively with one of the drugs given.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,27,3,2,
10/20/17 19:23,10/20/17 19:31,0,24.181.90.38,100,497,1,10/20/17 19:31,R_3kERcZxCttxlJFx,,,,,34.44360352,-86.93689728,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,It's appropriate because the chosen level falls within the range of what is known to be successful. It seems like it's better to err on the side of giving them slightly more oxygen than they need rather than not enough.,4,It's appropriate because it would help the low-income person to be able to raise their income permanently.,4,It's appropriate to require people who are being paid this amount to attend a job fair. This will help them secure employment.,5,"This makes it incredibly simple to start saving for retirement. As long as it's easy to opt out, this is a great idea.",4,"A long block of advertisements is less disruptive to the listening experience than frequent short advertisements. If advertisements must be used, this is the preferable way of using them.",2,3,43,3,2,
10/20/17 19:30,10/20/17 19:32,0,108.69.208.32,100,88,1,10/20/17 19:32,R_cUuKwOYsU5JeLV7,,,,,37.98410034,-120.3820953,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,It can be good or bad,5,He did what he thought was best.,5,People need a little help,1,It was unethical.,5,He is doing a good thing,,,,,,,,,,,,,,,,,,,,,2,3,34,2,1,
10/20/17 19:11,10/20/17 19:33,0,70.113.112.160,100,1304,1,10/20/17 19:33,R_3nB3pFPZeQPjwV2,,,,,30.51739502,-97.63040161,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,"It is the responsibility of the applicants to understand the duty and skills required of their positions, as well as the potential stress and risks. It is appropriate for the benefits to be highlighted, as long as the risks are presented to the applicants for consent before training.",2,"A more appropriate action would be to reward the patients who schedule their appointment, rather than setup the appointment for everyone. In the latter case, the procedure consent and cost is presumed and implies obligation.",1,A major contributing factor of poverty is homelessness. Investing in roofing for the bottom percentile of impoverished is presumptuous and does not seem to address the factors that keep them in poverty,5,"The company is establishing its business model by offering exclusive content to its paying users. In this scenario, listeners seem to retain their consumer freedom to accept this, and upgrade, or turn to alternative music streaming services.",2,"A medical professional with the authority to prescribe drugs should understand drugs A and B well enough to use discretion about how each will affect his patients, even if they are both affordable and they both have tolerable side effects. However, if his medical opinion is that there is no chemical difference between drug A and B, then it is appropriate to use only one.",,,,,,,,,,,1,2,26,3,3,
