pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,RepeatTurkerLabelCode
155,B,Income.500,4,0,I am not sure they should continue to receive money after they have a job. But I do love the idea of job fairs. It requires these people to be proactive in looking for a job rather than collecting money without actually trying to get a job. ,,R_3oMW9V2JmhOx2dO,2,0,3,1,28,0,4,1,3,0,0
156,B,Income.500,2,1,they should not continue to get money if they are working,,R_b7V4Ge5kla2AoAV,1,1,2,0,29,0,3,0,3,0,0
157,B,Income.500,2,1,This isn't encouraging anyone to work.  It is just supplementing their income and allowing them to be lazy,,R_3231kmI7YzC7x5j,2,0,3,1,35,1,4,1,5,1,0
158,B,Income.500,5,0,"It is incentivizing people to work.  It iwll motivate them to get a job, which will make our taxes cheaper.",,R_W9edOQc7UfWs3bX,1,1,3,1,33,0,4,1,4,1,0
159,B,Income.500,2,1,"If I were unemployed, I would love to have some extra cash to pay my bills with. Also, this would provide me with a new opportunity to look at many jobs at once.",,R_01bXeKrAGxfjY6R,1,1,"2,3,5",0,21,0,3,0,3,0,0
160,B,Income.500,5,0,The govt is helping them financially while helping them find jobs.,,R_D2jEocibBUb9mIF,2,0,3,1,71,1,6,1,1,0,0
161,B,Income.500,4,0,"I think that this shows concern for people while they are unemployed, giving them the chance to reboot their lives. And also to make up for the money they lost while unemployed. ",,R_OCKBVJMCnkymyJP,2,0,3,1,52,1,5,1,3,0,0
162,B,Income.500,5,0,I feel if the government is giving these people the money they should have to attend the job fairs. If they dont want to attend then they dont need the money.,,R_r2ryY21m47lmoWB,2,0,3,1,25,0,3,0,4,1,0
163,B,Income.500,5,0,I think it is fair enough for the congress to help citizens. And I also think the least the citizens can do is attend the job fairs monthly. I think it is a fair balance.,,R_12nYHYBGOy75kIh,2,0,1,0,28,0,4,1,4,1,0
164,B,Income.500,4,0,I think it will help people get back on their feet.,,R_1E7n8dWBTplP50h,1,1,3,1,27,0,4,1,6,1,0
165,B,Income.500,2,1,"While I am a little mixed on just giving people free money out of fear that they may simply just be lazy, I can respect the idea of making them attend job fairs so they have no choice but to look for work. At the same time, they can find a job, but not necessarily stick it out. Overall, I am mixed on this.",,R_1IGIidGqC6XJavx,1,1,3,1,29,0,4,1,3,0,0
166,B,Income.500,3,0,"This may be helpful to individuals who genuinely need it, but it is also a way for people to take advantage of the resource.",,R_PFCHMzitytUIXkd,2,0,3,1,29,0,3,0,3,0,0
167,B,Income.500,5,0,Seems like a gentle way to get them to try to find work.  Not overly harsh and helpful.,,R_26eYoqT1tfxXJhY,2,0,3,1,37,1,6,1,5,1,0
168,B,Income.500,4,0,It would help provide incentive to get a job while getting paid.,,R_1hX67OVHkxlNhOG,1,1,3,1,26,0,4,1,3,0,0
169,B,Income.500,4,0,"It provides assistance, while also encouraging to find jobs themselves ",,R_1Nk0pYgKQWT3Swr,2,0,1,0,27,0,4,1,3,0,0
170,B,Income.500,4,0,It helps people get back on their feet after a long time of unemployment. Also by going to job fairs the person continues to stay active in job hunting.,,R_3noq1Ui155KL0mg,2,0,2,0,32,0,4,1,3,0,0
171,B,Income.500,4,0,"I think whenever the government helps people it is a good thing, $500 is not even enough to cover rent so it's not like this is a big amount of help anyway.",,R_1KvX1N1EqJoyUNE,1,1,3,1,28,0,3,0,2,0,0
172,B,Income.500,4,0,"While this is somewhat appropriate, it may be a bit flawed. There is reward for the job seeker to look for employment; however, if they only need to attend a job fair to receive payment, the system may be abused. It would be much better if they received the payout by applying to jobs",,R_25tDNNqxvbflreS,2,0,3,1,30,0,4,1,3,0,0
173,B,Income.500,4,0,"I thought they show true compassion and concern for their citizens, not just empty talk.",,R_3m30rFjj5GBBTHM,2,0,3,1,57,1,3,0,1,0,0
174,B,Income.500,4,0,"This is an interesting concept. It allows an unemployed person to have some income, but it also allows them to start working and collect unemployment at the same time as their paycheck, which would be an incentive to find work.",,R_1ePgSoJTslg0Zp2,2,0,3,1,48,1,2,0,3,0,0
175,B,Income.500,3,0,It seems like it might help a little for the people that can't find work. But going 12 months without a job and no income is a long time. They should maybe help them a little bit before that.,,R_1ifnxYxMZnH388d,2,0,3,1,28,0,2,0,6,1,0
176,B,Income.500,1,1,If a person has a job then that means they won't need the money anymore. No point in continue giving them the money.,,R_3iPEIE83OzpArJn,1,1,2,0,28,0,3,0,2,0,0
177,B,Income.500,4,0,It's appropriate to require people who are being paid this amount to attend a job fair. This will help them secure employment.,,R_3kERcZxCttxlJFx,2,0,3,1,43,1,3,0,2,0,0
178,B,Income.500,5,0,"This sounds like an extremely effective way to simultaneously provide assistance for citizens unable to find work, whilst also gradually encouraging them to actually put effort into finding work instead of relying on the government. It's both moral and logical. ",,R_1mVjxw3BK6v4se0,1,1,3,1,30,0,4,1,4,1,0
179,B,Income.500,4,0,this would be a way for unemployed to be rewarded for seeking work. After looking for a year many would normally give up.,,R_578NbZW22N4cNGx,1,1,3,1,36,1,4,1,5,1,0
180,B,Income.500,5,0,it will help these people save some money while working to catch up,,R_2pWC1UfCAO5C2o3,2,0,3,1,45,1,3,0,2,0,0
181,B,Income.500,5,0,Great form of encouragement and in the end I believe these people would do well.,,R_1HjAclCI4vlMua8,2,0,3,1,55,1,3,0,1,0,0
182,B,Income.500,5,0,This will help people find jobs better. If the government is helping them then they need to help themselves also,,R_eQCaAXSIOe9pi6d,2,0,3,1,49,1,3,0,5,1,0
183,B,Income.500,5,0,"The congress's decision provides a safety net for those who are less fortunate. Yet at the same time, this decision allocates resources towards encouraging and helping citizens who are receiving this stipend to get back on their feet by finding a job. ",,R_294IFmHXzm4hijJ,1,1,4,0,24,0,4,1,4,1,0
184,B,Income.500,5,0,I feel this is encouraging citizens to be proactive in job hunting and also giving them a boost while they look for a job.,,R_1mrZz6xemmoCz5q,2,0,3,1,50,1,3,0,2,0,0
185,B,Income.500,4,0,"This is a good idea and should be done all over the world. When people are out of work, it is inhumane to leave them without money for food and life necessities. This seems like a fair idea.  I believe the entire population around the world should get a monthly stippend for basic needs to live. I think we live in an inhumane world where people starve to death. We have enough land all over the world to build community gardens, yet the govts do nothing, because govts are run by the most corrupt and evil people. And I'm not talking about Presidents, I'm talking about those secret shadow govts that control the entire world in secret, who want people to starve and suffer.  ",,R_27Ih6eRUkP0nSGp,2,0,3,1,46,1,4,1,2,0,0
186,B,Income.500,2,1,Welfare is never a good use of country finances.  I don't see much rationale behind this decision.,,R_1rMpGluzg68BuzI,1,1,3,1,20,0,3,0,1,0,0
187,B,Income.500,4,0,"I think it's a step in the right direction so I marked somewhat appropriate. I think it doesn't really address what should happen after the 6 months or when people can't find a job even when they're really trying. Also, what should they do for the 12 months while they have no income?",,R_2Vx0Em4QePGCBZY,2,0,"1,3",0,50,1,3,0,2,0,0
188,B,Income.500,2,1,"why are they taxing their citizens to provide $ for all unemployed, even if they don't apply for it? Also why do they need to tax to run job fairs? Can't people find a job on their own, if they want one?",,R_1QH3UgJJOrdjw5A,1,1,3,1,65,1,3,0,2,0,0
30,A,Recruit.Social,5,0,A nation with very limited funds and a limited amount of doctors and nurses is doing a great job when they decide to train health care workers for their nation. It is the right thing to do.,,R_2qaxzknXRBfUhpg,2,0,3,1,59,1,6,1,6,1,0
31,A,Recruit.Social,5,0,"Advertising is effective, and they're going for people who like the idea of helping others, which are the kind of people you'd want. Also, there are lots of minor medical problems or questions that could be answered by someone knowledgeable who isn't necessarily an expert like a doctor or nurse would be, and they could refer more serious cases.",,R_12Daqjirpvx94R3,2,0,3,1,36,1,6,1,3,0,0
33,A,Recruit.Social,2,1,I am not sure what being a leader in the community has to do with health assistance. I would be more interested in their knowledge.,,R_1NFcLkP5FoHbc2o,2,0,3,1,40,1,2,0,1,0,0
34,A,Recruit.Social,5,0,I believe that advertising social benefits is a great way to attract quality over quantity. You will obtain more people that care about the cause than those who are just looking for pay.,,R_25WOYRkkU3fkH8u,1,1,3,1,27,0,3,0,2,0,0
35,A,Recruit.Social,4,0,"I think at this point, anything to recruit more will work. I think it should be done. ",,R_2SrhKSDsm0mq4id,1,1,3,1,23,0,3,0,2,0,0
36,A,Recruit.Social,5,0,I think it is very appropriate because it will help a lot of people who wouldn't otherwise get the help. Someone who is educated can guide them through the process.,,R_3lEUCzs7DwQZMIu,1,1,3,1,34,1,4,1,3,0,0
37,A,Recruit.Social,4,0,I think it's a good idea to want to help people. This also gives others opportunities for a new career.,,R_2yfL5jo2Ax4UJgG,2,0,5,0,33,0,4,1,1,0,0
38,A,Recruit.Social,5,0,I think it‰Ûªs great that they want to get the word out there.,,R_pF5MnVJ6AISQ3RL,2,0,3,1,30,0,3,0,2,0,0
39,A,Recruit.Social,5,0,"It is appropriate to show people that the benefits of the job can also include non-monetary benefits. By advertising these benefits, well-qualified people might apply.",,R_2diNiXUivdbkuup,2,0,3,1,43,1,4,1,3,0,0
40,A,Recruit.Social,4,0,"It is only appropriate because of the major shortage of healthcare workers. However, one year wouldnt be enough time to learn everything that needs to be known for that job.",,R_3EKWg2EqIdj9pBx,2,0,3,1,28,0,2,0,2,0,0
41,A,Recruit.Social,5,0,It is very appropriate to encourage people to do a good service for people that cannot do for themselves. Saving lives is an important service to provided.,,R_3FXPlfqSfb2UfjB,2,0,4,0,54,1,3,0,2,0,0
42,A,Recruit.Social,5,0,It plays to people's egos and needing to feel they are of service and important. ,,R_3qE8tRpHOmO8GHC,2,0,3,1,32,0,4,1,3,0,0
43,A,Recruit.Social,5,0,It seems that a health assistant would provide knowledge and access to the few doctors and nurses to the under served members of the community.,,R_1jZFs5x1JKyfeln,2,0,3,1,39,1,4,1,3,0,0
44,A,Recruit.Social,5,0,It's a great solution to the shortage problem. Plus the posters should be a fairly inexpensive way of promoting recruitment. ,,R_DfapU9f75PIGxwZ,2,0,3,1,38,1,4,1,2,0,0
45,A,Recruit.Social,5,0,It's an attention-getting way to promoite the program. It will also perhaps attract more and better candidates/.,,R_1kYsfgrmwGTPkib,2,0,3,1,29,0,6,1,6,1,0
46,A,Recruit.Social,5,0,"It's important to recruit people for this position that are caring and willing to do this work in order to make a difference. The job is not glamorous and should not be treated that way, so it's good that it wasn't advertised as a high paying job, but as a socially necessary one. ",,R_21BNLqhXsvPegAF,2,0,5,0,22,0,3,0,3,0,0
47,A,Recruit.Social,5,0,its my gut feeling ,,R_1OHsmXQkXyVa9u6,1,1,4,0,25,0,4,1,3,0,0
48,A,Recruit.Social,5,0,"Its very appropriate because it will get the message out and result in more people becoming Health Assistants, which will help the nation.",,R_33mz21qfpDHgKXR,1,1,3,1,37,1,3,0,2,0,0
49,A,Recruit.Social,5,0,Motivate people to help others around them and make an impact in their lives. ,,R_2xJbWPA8X02emdf,1,1,3,1,24,0,4,1,2,0,0
50,A,Recruit.Social,4,0,"Seems reasonable only because of the situation (poor country). There must be better methods for finding, recruiting, and training health professionals than hanging a poster in more developed countries..",,R_WfBfGzSMqbfK3vz,1,1,"3,4",0,26,0,4,1,2,0,0
51,A,Recruit.Social,2,1,some what inappropriate,,R_3G8shYKjFSgKVOX,1,1,1,0,22,0,2,0,2,0,0
52,A,Recruit.Social,5,0,"That is a very reasonable way to begin recruitment efforts. A government has a lot of power to force people to do things, so trying to get people interested in this position by describing the potential benefits respects their freedom to choose.",,R_1irIdaa1Xy2FrLc,1,1,3,1,59,1,2,0,5,1,0
53,A,Recruit.Social,5,0,The country needs this service and recruitment is being done in a professional manner.,,R_3jZzxkMaOBYnNQd,2,0,4,0,27,0,4,1,2,0,0
54,A,Recruit.Social,5,0,The government is just thinking out the box. If there's a shortage why not employ people in the community.,,R_3hrt3L83WLZIlT9,1,1,4,0,35,1,4,1,2,0,0
55,A,Recruit.Social,5,0,"There is no deception here, and it's for a good cause.",,R_XYbZNShWhoOX5Qt,2,0,3,1,24,0,5,1,2,0,0
56,A,Recruit.Social,5,0,They are trying to solve a problem.,,R_1IslkEWgiCVB0m5,1,1,3,1,45,1,4,1,3,0,0
57,A,Recruit.Social,5,0,This is the best possible response to the nursing shortage. This helps provide basic healthcare to everyone in the nation. It also creates jobs.,,R_21nuiZtjrBYwAzf,1,1,3,1,36,1,4,1,3,0,0
58,A,Recruit.Social,4,0,This sounds like it will fulfill a need for this nation. It would lead to people having better care with less wait times.,,R_1FhNVNvNOncils4,1,1,3,1,36,1,4,1,5,1,0
59,A,Recruit.Social,2,1,"We need better healthcare, so we need to incentivize people to become doctors and nurses on rural areas instead of creating a position for barely trained individuals. It's not that the idea itself is bad IF incorporated with better healthcare including more doctors and nurses in rural areas, but this is not addressing the root of the problem. It is a bandaid only, and it will not help the long term bigger picture. ",,R_12RS7Gv6emOX8Nf,1,1,3,1,41,1,4,1,3,0,0
60,A,Recruit.Social,5,0,Why wouldn't you want to help people in your country be happy and healthy?,,R_1g7SiMks7QebOJI,1,1,3,1,37,1,2,0,2,0,0
123,B,Recruit.Career,5,0,allows people in search of that job to have a bigger passion for it,,R_2DSVIvojvNwLwFo,1,1,3,1,24,0,4,1,4,1,0
124,B,Recruit.Career,5,0,Because it would provide training for people in jobs that are needed and allow future advancement.,,R_2v7YxpncEYwozEO,2,0,3,1,45,1,4,1,2,0,0
125,B,Recruit.Career,5,0,Government is doing its job to promote well being among underserved populations,,R_3oFsPWCHzwM8ROd,1,1,3,1,34,1,6,1,5,1,0
126,B,Recruit.Career,2,1,Helping a country with a shortage is our responsibility as the usa,,R_1ddaoN0d3xA4lTe,2,0,3,1,60,1,2,0,3,0,0
127,B,Recruit.Career,5,0,i beleive it is something that wil help that country. The posters are in no way inappropriate,,R_eLh9n0ocsJXLm9P,1,1,3,1,21,0,4,1,1,0,0
128,B,Recruit.Career,4,0,"I chose ""somewhat appropriate"" because I think the idea is good. It should, effectively, have a positive impact on remote regions of the country and provide more job opportunities for individuals in the health care field. I think the poster would be a good option for promoting the recruitment possibility, however, it should definitely not be the only means of advertising. The title ""Health Assistant"" would be appropriate because it denotates that the individual is not fully qualified as a doctor and I should hope that the one-year training course would be dynamic. ",,R_BzYFp9Sn8xfwrLP,2,0,3,1,28,0,4,1,4,1,0
129,B,Recruit.Career,4,0,"I don't see an issue with it. For those uninterested, so what. For those interested, yay.",,R_2fqH2pra1ZzGZes,1,1,3,1,30,0,4,1,3,0,0
130,B,Recruit.Career,4,0,I don't see anything wrong with trying to recruit people for their work. They providing jobs to people,,R_3QYTjeZkVj3xIUN,1,1,4,0,34,1,3,0,3,0,0
131,B,Recruit.Career,5,0,"I don't think that there is anything inappropriate about this recruitment tactic.  All job recruitment ads emphasize the potential benefits of the job, and promotion and professional development opportunities are potential benefits of this job.",,R_21yyKlIDYDQTX2X,2,0,3,1,34,1,4,1,4,1,0
132,B,Recruit.Career,5,0,"I've long realized that there's a shortage of doctors and nurses, and I've heard news reports say that those professions are not being sought out for career choices to the extent they once were. We do need programs designed to introduce new health care helpers into the health field, and those programs best be condensed into the minimal time necessary to do a competent job. ",,R_cAyqF2EVdEiowQp,2,0,3,1,73,1,4,1,2,0,0
133,B,Recruit.Career,5,0,it appropriate because they are giving people the opportuinities of promotions and reaching positions of high development.,,R_2zd0Dmkfsl0EhC6,2,0,2,0,52,1,3,0,1,0,0
134,B,Recruit.Career,5,0,"it gets more people to sign up, which will help the sick. ",,R_3EiHwVN9206uI1H,1,1,3,1,26,0,3,0,2,0,0
135,B,Recruit.Career,5,0,"It is the responsibility of the applicants to understand the duty and skills required of their positions, as well as the potential stress and risks. It is appropriate for the benefits to be highlighted, as long as the risks are presented to the applicants for consent before training.",,R_3nB3pFPZeQPjwV2,1,1,2,0,26,0,3,0,3,0,0
136,B,Recruit.Career,3,0,It seems like a good idea to attract health assistants,,R_6Dv8LKlUZQFlmGB,1,1,1,0,40,1,2,0,2,0,0
137,B,Recruit.Career,5,0,It sounds like it could be an effective method of alleviating the problem.,,R_babwyayu16TgJ8Z,1,1,3,1,39,1,2,0,4,1,0
138,B,Recruit.Career,2,1,It‰Ûªs a great idea but i‰Ûªm Not sure if that is the best recruitment idea to find the best and the brightest.,,R_2sYeYUDKhvuF6lg,2,0,1,0,36,1,3,0,6,1,0
139,B,Recruit.Career,5,0,its providing help for those in need,,R_3fe1adrXBnQTKzx,2,0,1,0,32,0,3,0,2,0,0
140,B,Recruit.Career,4,0,No reason not to be.,,R_2QDktMsdB8DXU3Q,1,1,3,1,28,0,3,0,3,0,0
141,B,Recruit.Career,2,1,Posters are not going to be effective. No one will respond to them.,,R_3HMMZcohgSkEMzj,2,0,3,1,34,1,4,1,3,0,0
142,B,Recruit.Career,5,0,Providing additional health care options for people in remote areas would help those people a great deal.,,R_3ee2LLgvpGm7sKI,1,1,3,1,45,1,3,0,2,0,0
143,B,Recruit.Career,3,0,seems best choice,,R_2VEDV1a1v8neFov,1,1,3,1,32,0,4,1,3,0,0
144,B,Recruit.Career,5,0,"Seems responsible to me, being that they are offering training. Probably good that they are recruiting their own from their own communities, as well.",,R_tWpLa1OQDFHvzPj,1,1,3,1,36,1,3,0,4,1,0
145,B,Recruit.Career,4,0,"The choice to emphasize opportunities will likely draw driven people, but I would be concerned that the applicants would be more absorbed with self improvement to the detriment of their patients",,R_1ilBEqixTMOwD3l,1,1,3,1,43,1,2,0,3,0,0
146,B,Recruit.Career,5,0,There is nothing inappropriate here. They are just trying to make this job seem more appealing.,,R_3NwBluSuIAlzEkM,2,0,3,1,29,0,3,0,3,0,0
147,B,Recruit.Career,2,1,They could advertise for the job in more than one way but the one way they did advertise was a smart move,,R_6s61c6cWdW8XHJn,1,1,3,1,30,0,3,0,2,0,0
148,B,Recruit.Career,4,0,They want to bring in as many people as possible and their thinking is that the most ambituous would go for it. Ambition and ability can go hand in hand but they aren't necessarily the same.,,R_3j6AANExHagK9rO,1,1,3,1,38,1,6,1,6,1,0
149,B,Recruit.Career,5,0,"This sounds like a great idea. This will create more jobs, and also will help save lives. Advertising this position properly is the key, so as long as the posters work then it will be a huge benefit.",,R_1ou9HgXEYHeR3IC,1,1,1,0,27,0,3,0,3,0,0
150,B,Recruit.Career,5,0,"When in need of more of an occupation, it should promote these positions to get qualified canidates.",,R_5A6dWnPkfGEePgl,1,1,3,1,25,0,4,1,3,0,0
151,B,Recruit.Career,4,0,would likely help with minor problems but hard to say how much it would help with more serious issues. ,,R_1JKn9V97O1sC5kR,1,1,3,1,33,0,4,1,5,1,0
152,B,Recruit.Career,5,0,You need some way to recruit good people. ,,R_3ixpzedYVrNUiOT,2,0,3,1,55,1,4,1,5,1,0
30,A,Scope.Whimsy,5,0,"I think this is not only appropriate thing to do, but it is very kind.",,R_2qaxzknXRBfUhpg,2,0,3,1,59,1,6,1,6,1,0
31,A,Scope.Whimsy,4,0,"I can see where some people might find it offensive, but I think it's a cute way to remind people that colonoscopies are important",,R_12Daqjirpvx94R3,2,0,3,1,36,1,6,1,3,0,0
33,A,Scope.Whimsy,5,0,Most people won't do medical tests that they don't feel they need or maybe they are afraid insurance won't cover. This way he is keeping his patience healthy by offering them a procedure and some fun.,,R_1NFcLkP5FoHbc2o,2,0,3,1,40,1,2,0,1,0,0
34,A,Scope.Whimsy,2,1,"Generally you shouldn't try to make your employees get things shoved up their butts. Even if that's not what exactly is happening, there is obviously a line between being professional and personal and this crosses it.",,R_25WOYRkkU3fkH8u,1,1,3,1,27,0,3,0,2,0,0
35,A,Scope.Whimsy,5,0,I think adding humor to this is a great idea! I think it will help people get into it. ,,R_2SrhKSDsm0mq4id,1,1,3,1,23,0,3,0,2,0,0
36,A,Scope.Whimsy,3,0,"I think the idea behind it is good, that's why this gets a medium rating. The idea in practice, is horrible, this will not endear you to anybody.",,R_3lEUCzs7DwQZMIu,1,1,3,1,34,1,4,1,3,0,0
37,A,Scope.Whimsy,4,0,It's a good incentive and doesnt seem forceful. People should be reminded to take care of themselves.,,R_2yfL5jo2Ax4UJgG,2,0,5,0,33,0,4,1,1,0,0
38,A,Scope.Whimsy,2,1,It seems like too personal a procedure to make a joke out of it? I don‰Ûªt know.,,R_pF5MnVJ6AISQ3RL,2,0,3,1,30,0,3,0,2,0,0
39,A,Scope.Whimsy,5,0,I think it‰Ûªs very appropriate to have a sense of humor and whimsy about a medical procedure that will help prevent cancer. There is nothing shameful about talking about your body and what it needs to stay healthy.,,R_2diNiXUivdbkuup,2,0,3,1,43,1,4,1,3,0,0
40,A,Scope.Whimsy,4,0,I wouldnt like getting a card like this but it could be useful to people. The coupons for things that are needed is a nice touch.,,R_3EKWg2EqIdj9pBx,2,0,3,1,28,0,2,0,2,0,0
41,A,Scope.Whimsy,5,0,It is nice to get people used to the idea and the reminder of what needs to be done to protect them. It will start them thinking about it so their doctor does not spring it on them.,,R_3FXPlfqSfb2UfjB,2,0,4,0,54,1,3,0,2,0,0
42,A,Scope.Whimsy,5,0,A fun way to make light of an unsavory procedure. ,,R_3qE8tRpHOmO8GHC,2,0,3,1,32,0,4,1,3,0,0
43,A,Scope.Whimsy,4,0,This seems like a novel idea and not very offensive.,,R_1jZFs5x1JKyfeln,2,0,3,1,39,1,4,1,3,0,0
44,A,Scope.Whimsy,4,0,"It's a good idea and I see nothing wrong or inappropriate about it. However, I chose only 'somewhat' because I'm not sure if it will do much good. I suspect people will think about getting one for a few minutes and then push it out of their head.",,R_DfapU9f75PIGxwZ,2,0,3,1,38,1,4,1,2,0,0
45,A,Scope.Whimsy,1,1,This makes light of something serious. No one wants something like that.,,R_1kYsfgrmwGTPkib,2,0,3,1,29,0,6,1,6,1,0
46,A,Scope.Whimsy,4,0,"This is a good way to spread medical awareness of conditions that should be taken seriously and thought about by most people. Because the CEO has the health of each individual in mind when making this decision, it is completely appropriate. ",,R_21BNLqhXsvPegAF,2,0,5,0,22,0,3,0,3,0,0
47,A,Scope.Whimsy,5,0,the ceo had the best interest in mind ,,R_1OHsmXQkXyVa9u6,1,1,4,0,25,0,4,1,3,0,0
48,A,Scope.Whimsy,3,0,"Because it is a way to inform people about the need to get a colonoscopy without being overly offensive. I don't think it is really over the top enough to be inappropriate, but at the same time I'm not sure what would be considered appropriate for a sensitive subject such as this.",,R_33mz21qfpDHgKXR,1,1,3,1,37,1,3,0,2,0,0
49,A,Scope.Whimsy,2,1,Getting a coupon for a colonoscopy is not going to increase the number of people who want them. ,,R_2xJbWPA8X02emdf,1,1,3,1,24,0,4,1,2,0,0
50,A,Scope.Whimsy,3,0,"Not offensive, but not likely to increase patients who seek colonoscopies. It's a little bizarre, and it's not something people want to think about on their birthday.",,R_WfBfGzSMqbfK3vz,1,1,"3,4",0,26,0,4,1,2,0,0
51,A,Scope.Whimsy,2,1,somewhat inappropriate,,R_3G8shYKjFSgKVOX,1,1,1,0,22,0,2,0,2,0,0
52,A,Scope.Whimsy,5,0,"A colonoscopy can detect cancer and allow life-saving treatment and since the material the CEO is providing is free and is potentially useful for entertainment, it is perfectly reasonable to try to influence people to get a colonoscopy.",,R_1irIdaa1Xy2FrLc,1,1,3,1,59,1,2,0,5,1,0
53,A,Scope.Whimsy,4,0,"The idea is funny and creative, nothing too offensive about being reminded about a preventative procedure.",,R_3jZzxkMaOBYnNQd,2,0,4,0,27,0,4,1,2,0,0
54,A,Scope.Whimsy,4,0,It's out of the box thinking. I think it would work.,,R_3hrt3L83WLZIlT9,1,1,4,0,35,1,4,1,2,0,0
55,A,Scope.Whimsy,4,0,"Colonoscopies are good, and encouraging them by making them easier is also good. I'm not a fan of the particular brand of whimsy used in this project. I'd change the wording of the card but it's reasonable to do everything else.",,R_XYbZNShWhoOX5Qt,2,0,3,1,24,0,5,1,2,0,0
56,A,Scope.Whimsy,5,0,There is nothing offensive about the card.,,R_1IslkEWgiCVB0m5,1,1,3,1,45,1,4,1,3,0,0
57,A,Scope.Whimsy,4,0,I think this is an appropriate decision because it deals with a topic many men avoid. This procedure needs to be done and it is best to address this in a way that men can‰Ûªt avoid the subject.,,R_21nuiZtjrBYwAzf,1,1,3,1,36,1,4,1,3,0,0
58,A,Scope.Whimsy,4,0,Because people should be doing these tests for their own protection. It will possibly help save their lives in the future. ,,R_1FhNVNvNOncils4,1,1,3,1,36,1,4,1,5,1,0
59,A,Scope.Whimsy,3,0,"It's definitely not inapporpriate, but it could offend some people or turn some people off. Moreover, it doesn't make the procedure seem ""less icky."" If that's the goal, this idea is a fail. Providing me with puzzles for toilet time after a bowel cleaning actually increases the ick factor. ",,R_12RS7Gv6emOX8Nf,1,1,3,1,41,1,4,1,3,0,0
60,A,Scope.Whimsy,2,1,"It a good way to get business, but its also kind of telling them you really old time to prepare.",,R_1g7SiMks7QebOJI,1,1,3,1,37,1,2,0,2,0,0
123,B,Scope.Appointment,5,0,medical conditions are personal and should be left outside of work,,R_2DSVIvojvNwLwFo,1,1,3,1,24,0,4,1,4,1,0
124,B,Scope.Appointment,2,1,"How could a medical office prepare if it didn't know if patients were going to show up for an appointment that they did not make.  Also, people should not feel obligated or pressured to undergo a procedure.  ",,R_2v7YxpncEYwozEO,2,0,3,1,45,1,4,1,2,0,0
125,B,Scope.Appointment,1,1,This is a personal decision involving an invasive procedure.  It shouldn't be made by an employer.,,R_3oFsPWCHzwM8ROd,1,1,3,1,34,1,6,1,5,1,0
126,B,Scope.Appointment,2,1,I think a lot more people would have the procedure and if they dont want it they don have to,,R_1ddaoN0d3xA4lTe,2,0,3,1,60,1,2,0,3,0,0
127,B,Scope.Appointment,5,0,"It should work. Hoever there is the risk that people will just ignore the message as junk, and it will not work",,R_eLh9n0ocsJXLm9P,1,1,3,1,21,0,4,1,1,0,0
128,B,Scope.Appointment,4,0,"I chose ""Somewhat appropriate"" because it is not vulgar and is an attempt to improve the process of scheduling a colonoscopy. It makes it more convenient without locking the individual into the date. However, I think there should be a required confirmation of some sort as a means of maintaining a more detailed/updated appointment schedule...this way if someone is DEFINITELY NOT coming, then that slot can be freed up for those who are looking to reschedule the pre-selected appointment.",,R_BzYFp9Sn8xfwrLP,2,0,3,1,28,0,4,1,4,1,0
129,B,Scope.Appointment,5,0,"I thinks that's actually an amazing idea. Many people get anxiety with scheduling appointments, especially something like that. Having an appointment already set up definitely provides the client with a feeling of relief.",,R_2fqH2pra1ZzGZes,1,1,3,1,30,0,4,1,3,0,0
130,B,Scope.Appointment,5,0,He cares about the people thus its only a notice to individuals who are older. So I don't see any harm in sending out a notice.,,R_3QYTjeZkVj3xIUN,1,1,4,0,34,1,3,0,3,0,0
131,B,Scope.Appointment,2,1,"I don't think that a pre-scheduled colonoscopy appointment is appropriate.  The reminder to get a checkup is good, but going as far as scheduling an appointment for someone is presumptous and rude.",,R_21yyKlIDYDQTX2X,2,0,3,1,34,1,4,1,4,1,0
132,B,Scope.Appointment,3,0,I believe that would be decided on a case by case basis,,R_cAyqF2EVdEiowQp,2,0,3,1,73,1,4,1,2,0,0
133,B,Scope.Appointment,5,0,its appropriate because it helps to save lives and helps be healthy. i mean isnt that what almost all of us want?,,R_2zd0Dmkfsl0EhC6,2,0,2,0,52,1,3,0,1,0,0
134,B,Scope.Appointment,4,0,"some would find it weird or intrusive, for sure. others would think its just a doctor going the extra mile",,R_3EiHwVN9206uI1H,1,1,3,1,26,0,3,0,2,0,0
135,B,Scope.Appointment,2,1,"A more appropriate action would be to reward the patients who schedule their appointment, rather than setup the appointment for everyone. In the latter case, the procedure consent and cost is presumed and implies obligation.",,R_3nB3pFPZeQPjwV2,1,1,2,0,26,0,3,0,3,0,0
136,B,Scope.Appointment,3,0,It seems like a thoughtful idea,,R_6Dv8LKlUZQFlmGB,1,1,1,0,40,1,2,0,2,0,0
137,B,Scope.Appointment,4,0,"It could work, though some people might find it obtrusive.",,R_babwyayu16TgJ8Z,1,1,3,1,39,1,2,0,4,1,0
