StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,badge,poster,bp_short,bp_long,free_response,sex,race,age,education,income,god,intuition,science,SC0,free_response - Topics
8/3/17 13:22,8/3/17 13:23,IP Address,204.194.77.3,100,103,TRUE,8/3/17 13:23,R_1pop4uW6TQ1xPsx,,,,,38.90359497,-77.45120239,anonymous,EN,,Very appropriate,,,"It doesn't hurt to have additional information on safety precautions.  Hopefully by putting patients in these rooms, they will better understand the risks and procedures that they should follow.",Male,White,32,Four-Year College Degree,"Between $80,000 and $100,000",Somewhat disagree,Somewhat disagree,Somewhat agree,6,Unknown
8/3/17 13:20,8/3/17 13:23,IP Address,64.85.240.114,100,180,TRUE,8/3/17 13:23,R_323FZJHX4ZNhorL,,,,,37.97109985,-121.9599991,anonymous,EN,Somewhat appropriate,,,,It doesn't seem like an over reach or over bearing to have the list attached to the ID badge.  My only concerns would be how common of a procedure is this and in turn I have my doubts as to the effectiveness of this measure.,Male,White,31,Four-Year College Degree,"Between $80,000 and $100,000",Strongly agree,Somewhat disagree,Somewhat agree,9,Unknown
8/3/17 13:23,8/3/17 13:23,IP Address,4.35.250.49,100,43,TRUE,8/3/17 13:23,R_21gl380JmU2XcUm,,,,,28.6078949,-81.30549622,anonymous,EN,Very inappropriate,,,,I think it's important for the patient to understand the procedure. ,Female,White,29,Four-Year College Degree,"Between $40,000 and $60,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 13:21,8/3/17 13:24,IP Address,184.0.129.34,100,181,TRUE,8/3/17 13:24,R_DNNnQg1gjZGKvXX,,,,,36.03100586,-77.98480225,anonymous,EN,Somewhat inappropriate,,,, These are professional who should be able to fight infections a lot easier than this,Male,Hispanic of Latino,60,Four-Year College Degree,"Between $60,000 and $80,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:22,8/3/17 13:24,IP Address,172.103.25.6,100,101,TRUE,8/3/17 13:24,R_2qyfvchvvWPwRaW,,,,,43.53669739,-96.6984024,anonymous,EN,,Very appropriate,,,It is the right thing to do to let everyone know what all the risks are for this medical procedure. I like this idea.,Male,White,26,Some College,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:22,8/3/17 13:24,IP Address,99.203.0.77,100,119,TRUE,8/3/17 13:24,R_27KIvnu3TTJaQTQ,,,,,42.19500732,-83.16500092,anonymous,EN,Very inappropriate,,,,"It could help the patients feel more trusting of their doctor's abilities, & doctors are humans too, so they could use reminders that are close by just in case",Female,Black/African-American,24,Four-Year College Degree,"Between $20,000 and $40,000",Strongly agree,Neither agree nor disagree,Somewhat disagree,12,Unknown
8/3/17 13:22,8/3/17 13:24,IP Address,97.125.101.164,100,91,TRUE,8/3/17 13:24,R_2f96hsAXdSgwtpV,,,,,43.92919922,-123.0867004,anonymous,EN,Somewhat appropriate,,,,"it cant hurt, so appropriate. but how can it really help, beyond appearance? so somewhat",Female,White,54,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Somewhat disagree,6,Unknown
8/3/17 13:22,8/3/17 13:24,IP Address,47.32.80.245,100,129,TRUE,8/3/17 13:24,R_1EZOddw1raLeyno,,,,,33.45140076,-84.18699646,anonymous,EN,,,Somewhat appropriate,,not controlled study - but interesting to find out results if patients know what to be ware of.,Female,White,42,Graduate Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:23,8/3/17 13:24,IP Address,70.91.221.125,100,61,TRUE,8/3/17 13:24,R_32JF36dOl5a5pjw,,,,,41.59509277,-72.645401,anonymous,EN,,,Somewhat inappropriate,,It's a dangerous way to test his experiment. You can't experiment with people's lives. ,Male,White,31,Four-Year College Degree,"Between $80,000 and $100,000",Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,10,Unknown
8/3/17 13:23,8/3/17 13:24,IP Address,174.60.201.41,100,85,TRUE,8/3/17 13:24,R_12F1OEPx6BEe765,,,,,41.38499451,-75.64610291,anonymous,EN,,Somewhat appropriate,,,Patients have the right to be as safe as possible.  They should know what safety procedures will be used.,Female,White,39,Some College,"Between $60,000 and $80,000",Somewhat agree,Somewhat agree,Somewhat agree,10,Unknown
8/3/17 13:22,8/3/17 13:24,IP Address,108.52.138.21,100,123,TRUE,8/3/17 13:24,R_22wPLg2cIe3uutn,,,,,39.79760742,-75.53919983,anonymous,EN,,Very appropriate,,,There is no risk and only benefit to doing the above action. It is a non intrusive way to remind doctors and patients that the procedure can result in problems if safety precautions are not taken. ,Female,White,42,Graduate Degree,"Between $60,000 and $80,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 13:23,8/3/17 13:25,IP Address,156.40.252.1,100,96,TRUE,8/3/17 13:25,R_1QfKFpsZLbAMr2i,,,,,39.00320435,-77.16020203,anonymous,EN,,Very appropriate,,,I thinj the patients have the right to know about the correct protocol for their procedure. It may also help remind the health care providers to be more dilife nt and can remind them.,Male,White,31,Graduate Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Somewhat disagree,Somewhat agree,7,Unknown
8/3/17 13:23,8/3/17 13:25,IP Address,64.58.242.11,100,121,TRUE,8/3/17 13:25,R_ysaM3XebYJOmIyl,,,,,40.42230225,-79.97910309,anonymous,EN,,,Somewhat inappropriate,,Neither method is proven. It is highly likely that those with procedure on a badge never look at it.,Male,White,27,Four-Year College Degree,"Between $20,000 and $40,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:22,8/3/17 13:25,IP Address,76.122.112.101,100,162,TRUE,8/3/17 13:25,R_3eeIeHL2dj6nN8j,,,,,33.94430542,-84.21240234,anonymous,EN,,,,Very inappropriate,Playing with lives that way isn't something that people should do. It should be the norm to apply both in order to increase the survival rate of every patient. ,Male,Black/African-American,23,Some College,"Between $60,000 and $80,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:21,8/3/17 13:25,IP Address,216.114.230.119,100,215,TRUE,8/3/17 13:25,R_3kuYt4oz54QINLi,,,,,44.13079834,-94,anonymous,EN,,,,Very appropriate,"All the standard safety precautions are being followed in both sets so there is no risk to patients.  The quality of the patients treatment is not affected by this test, so there is no real reason to think that this is a bad idea.",Male,White,43,Four-Year College Degree,"More than $100,000",Somewhat agree,Somewhat disagree,Strongly agree,7,Unknown
8/3/17 13:24,8/3/17 13:25,IP Address,97.95.70.5,100,90,TRUE,8/3/17 13:25,R_3ehw7hnHBWP9wS1,,,,,45.75660706,-87.15709686,anonymous,EN,,,,Very appropriate,It can help people,Male,"Hispanic of Latino,White",21,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:24,8/3/17 13:25,IP Address,73.31.59.110,100,82,TRUE,8/3/17 13:25,R_2tMtv996e2r7LBM,,,,,37.29420471,-81.18319702,anonymous,EN,,Somewhat appropriate,,,"It couldn't hurt. I'm not entirely convinced it's necessary, though.",Male,White,30,High School Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:23,8/3/17 13:25,IP Address,24.107.179.72,100,135,TRUE,8/3/17 13:25,R_3MifAr5WGMa15OV,,,,,38.55729675,-90.24759674,anonymous,EN,,,Somewhat appropriate,,"It seems unfair to the patients to assign them randomly when such serious side effects could be involved, but both groups are being treated by doctors who have access to the safety precautions. I don't think how those precautions are accessed makes much difference.",Female,White,33,Graduate Degree,"Between $40,000 and $60,000",Strongly disagree,Neither agree nor disagree,Somewhat agree,6,Unknown
8/3/17 13:24,8/3/17 13:25,IP Address,73.215.127.235,100,88,TRUE,8/3/17 13:25,R_2saJnSz87MO5Baj,,,,,40.70489502,-74.31719971,anonymous,EN,Very appropriate,,,,Because experts can get so comfortable with what they are doing they will start to skip safety procedures.  Also it is always nice to have a reminder.,Female,White,23,Some College,"Between $60,000 and $80,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:24,8/3/17 13:26,IP Address,176.115.178.38,100,93,TRUE,8/3/17 13:26,R_2vZcTuEDiGSvjEz,,,,,42.94189453,-75.80329895,anonymous,EN,,,,Somewhat inappropriate,People should not be used in experiments without their knowledge.,Male,White,25,Four-Year College Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:23,8/3/17 13:26,IP Address,76.171.160.39,100,182,TRUE,8/3/17 13:26,R_1K9oIwJcBCQjR8O,,,,,33.98829651,-118.1869049,anonymous,EN,,,Somewhat inappropriate,,There should be a standard set of procedures for both groups and they should be aware of the dangers of what they are doing and have it be understood by them. The half of the patients who get the doctor with the ID card might not like that and would rather be in the group with the precautions on the wall so they could read it themselves and vise versa. It would be inappropriate to have two sets of standard for different people.,Male,Hispanic of Latino,31,High School Degree,"Less than $20,000",Strongly agree,Somewhat disagree,Strongly agree,8,Unknown
8/3/17 13:21,8/3/17 13:26,IP Address,69.244.79.201,100,318,TRUE,8/3/17 13:26,R_3Eiq2bJSIFMT3rS,,,,,39.4526062,-76.35279846,anonymous,EN,,,Neither inappropriate nor appropriate,,I feel like if that is what they need to do then that is what it is. When there is so many people you have to make choices.,Male,White,23,Some College,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:20,8/3/17 13:26,IP Address,73.168.146.176,100,342,TRUE,8/3/17 13:26,R_1OAWbZKfdncZjtA,,,,,39.16229248,-84.89109802,anonymous,EN,Very appropriate,,,,I think this is a very good idea because no person ever wants someone who they are not sure has been well trained inserting something into a major vein. Also if they are not awake at the time it would make the decision easier for their family.,Female,White,32,High School Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:24,8/3/17 13:26,IP Address,68.108.69.141,100,153,TRUE,8/3/17 13:26,R_ZCZ3odnRgDYRei5,,,,,36.17880249,-115.0495987,anonymous,EN,,,,Somewhat appropriate,He's being pro active on solving a problem and is open to several ideas.  Although it feels like he's experimenting on patients.,Male,Black/African-American,42,Some College,"Between $20,000 and $40,000",Neither agree nor disagree,Strongly disagree,Strongly agree,5,Unknown
8/3/17 13:24,8/3/17 13:26,IP Address,45.19.237.99,100,112,TRUE,8/3/17 13:26,R_2wz8WFdevu1jVmQ,,,,,34.93409729,-86.58029938,anonymous,EN,,Very appropriate,,,I think patients have a right to know the effects of what may happen to them during procedures and what is being placed into their bodies during medical procdures.,Female,White,43,High School Degree,"Between $20,000 and $40,000",Strongly agree,Strongly agree,Somewhat agree,12,Unknown
8/3/17 13:25,8/3/17 13:26,IP Address,98.122.114.200,100,89,TRUE,8/3/17 13:26,R_2ymBHqTw1eA3x1f,,,,,33.62240601,-78.97450256,anonymous,EN,,,Very inappropriate,,It is very inappropriate because this is essentially human experimentation. This should be done under non-dangerous lab conditions rather than in the field. ,Male,White,24,Graduate Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:24,8/3/17 13:27,IP Address,96.245.160.133,100,187,TRUE,8/3/17 13:27,R_oZuLENrZnCuociB,,,,,39.93670654,-75.2621994,anonymous,EN,Somewhat inappropriate,,,,This doesn't solve the problem. It only is a potential reminder to information the doctor MUST already be aware of. Plus the doctor would have to re-read the card in order for it to act as a reminder. Overall ineffective.,Male,White,30,Four-Year College Degree,"Between $80,000 and $100,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:25,8/3/17 13:27,IP Address,99.101.181.101,100,86,TRUE,8/3/17 13:27,R_pFSNdZBjpcDGhjj,,,,,41.79490662,-87.97090149,anonymous,EN,Very appropriate,,,,This ensures that the doctor knows the correct procedure and also has the procedure on them at all times.,Male,White,28,Four-Year College Degree,"More than $100,000",Strongly agree,Somewhat agree,Strongly agree,10,Unknown
8/3/17 13:25,8/3/17 13:27,IP Address,69.85.217.249,100,126,TRUE,8/3/17 13:27,R_3m4VvRq3nguRca1,,,,,30.69659424,-88.17369843,anonymous,EN,,,,Somewhat inappropriate,You're risking people's health over using a badge or poster. ,Male,White,33,Some College,"Between $40,000 and $60,000",Somewhat disagree,Somewhat disagree,Somewhat agree,6,Unknown
8/3/17 13:25,8/3/17 13:27,IP Address,74.130.108.211,100,101,TRUE,8/3/17 13:27,R_2vYdoH6uNfm7keA,,,,,36.85960388,-88.33670044,anonymous,EN,,Very appropriate,,,The posters are a reminder of the safety precautions needed in order to safely perform the procedure. I would feel better as a patient knowing these reminders are around.,Male,White,32,Four-Year College Degree,"Less than $20,000",Somewhat agree,Somewhat disagree,Strongly agree,7,Unknown
8/3/17 13:26,8/3/17 13:27,IP Address,173.69.168.62,100,71,TRUE,8/3/17 13:27,R_6uo1IdSSR7hx4k1,,,,,39.20579529,-76.7480011,anonymous,EN,Very appropriate,,,,He wants to prevent infections from doctors mishandling equipment.,Male,Asian,26,Four-Year College Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,8,Unknown
8/3/17 13:25,8/3/17 13:27,IP Address,129.236.219.166,100,120,TRUE,8/3/17 13:27,R_2EAgL2ADphKnw53,,,,,40.71429443,-74.0059967,anonymous,EN,Very appropriate,,,,"It is a safety precaution that is easy to institute and although I would hope the doctors know this stuff by heart, it is better to be safe than sorry.",Male,White,23,Some Graduate School,"More than $100,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 13:24,8/3/17 13:27,IP Address,73.224.136.31,100,156,TRUE,8/3/17 13:27,R_2bNUP9PQYVPQnxq,,,,,30.17959595,-81.51820374,anonymous,EN,Somewhat appropriate,,,,"I chose somewhat appropriate because I thought it was a good idea that he had only the doctors with those tags being able to treat patients as it will cut down the number of infections. However, I think that to be truly effective the doctors should go through a quick retraining course and learn exactly how to do it to prevent any issues in the future.",Female,White,25,Four-Year College Degree,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Somewhat disagree,9,Unknown
8/3/17 13:26,8/3/17 13:27,IP Address,72.75.205.14,100,68,TRUE,8/3/17 13:27,R_pASmGGDoADERxZf,,,,,42.97619629,-78.79470062,anonymous,EN,,Very appropriate,,,I mean it's like putting 'Must Wash Hands Before Returning To Work' in the bathroom of a commercial restaurant.  ,Male,White,1983,Graduate Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:23,8/3/17 13:27,IP Address,24.62.15.92,100,235,TRUE,8/3/17 13:27,R_12xwu0vyf57Okdb,,,,,42.165802,-70.95059967,anonymous,EN,Very inappropriate,,,,Since this is something new and probably not well tested it would be required that precautions are taken.  And in the even treatment is needed the list will be readily available which is a good thing. ,Male,White,61,Some College,"Between $40,000 and $60,000",Strongly agree,Strongly agree,Somewhat agree,12,Unknown
8/3/17 13:24,8/3/17 13:27,IP Address,76.210.185.217,100,191,TRUE,8/3/17 13:27,R_2TTtyHZSxP0YCBA,,,,,30.51739502,-97.63040161,anonymous,EN,,,Somewhat appropriate,,"I think that people could rush through things and become lazy, having a poster would be a reminder of all that is to be done. I think the poster is the best idea, as it is a reminder for everyone. I think it would be easy for a Dr. to not bother looking at the back of his ID badge for a refresher, plus that might make a patient lose confidence in him, this is why I chose ""somewhat appropriate"", I don't think the ID badge is the best place to list the precautions. ",Female,White,48,Some College,"More than $100,000",Somewhat disagree,Somewhat disagree,Strongly agree,5,Unknown
8/3/17 13:26,8/3/17 13:27,IP Address,72.204.88.95,100,96,TRUE,8/3/17 13:27,R_30dV7mZM88lOk5X,,,,,36.17370605,-94.08000183,anonymous,EN,,,Very inappropriate,,"Running a test on someone without their consent isn't okay, even if nobody is getting worse care than they originally did.",Male,White,35,Four-Year College Degree,"Between $40,000 and $60,000",Strongly agree,Somewhat disagree,Somewhat agree,9,Unknown
8/3/17 13:24,8/3/17 13:28,IP Address,98.244.1.179,100,182,TRUE,8/3/17 13:28,R_3GjhLvd8MRns9jd,,,,,38.47380066,-121.4434052,anonymous,EN,,,Somewhat appropriate,,"As long as the procedures gets displayed and they are not putting more difficulty in themselves, it would be appropriate, the experiment seems fair with the random method implied.",Male,Asian,30,Graduate Degree,"Between $40,000 and $60,000",Somewhat agree,Somewhat agree,Strongly agree,9,Unknown
8/3/17 13:26,8/3/17 13:28,IP Address,73.31.59.110,100,71,TRUE,8/3/17 13:28,R_aWxAMGGnVBhfIJ3,,,,,37.29420471,-81.18319702,anonymous,EN,,,Very appropriate,,Great way to find out what works best or if there's any difference.,Female,White,45,Four-Year College Degree,"Between $40,000 and $60,000",Somewhat agree,Somewhat disagree,Strongly agree,7,Unknown
8/3/17 13:25,8/3/17 13:28,IP Address,66.41.58.61,100,181,TRUE,8/3/17 13:28,R_28HBuvGilfQ783d,,,,,41.84829712,-87.65170288,anonymous,EN,,Somewhat appropriate,,,It's a good step towards preventing these infections but I think there are better ways to do things and more to be done.,Female,White,25,Some College,"Between $20,000 and $40,000",Somewhat agree,Neither agree nor disagree,Somewhat agree,9,Unknown
8/3/17 13:26,8/3/17 13:28,IP Address,104.169.77.25,100,87,TRUE,8/3/17 13:28,R_2TH0sdS1TahQtZW,,,,,40.03579712,-84.17749786,anonymous,EN,,,,Very inappropriate,Humans cannot be used in experiments without their consent. Especially when great harm is possible.,Male,White,28,Graduate Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:24,8/3/17 13:28,IP Address,73.211.68.78,100,249,TRUE,8/3/17 13:28,R_3EuRNV7UuYQNC4o,,,,,41.62060547,-86.73410034,anonymous,EN,,,,Somewhat appropriate,"Science is only possible when hypotheses (in this case, a new method) are tried and either proved or disproved. It can be assumed that neither of the options the director chose are worse than what is being done currently. It is correct to determine which new method is superior to avoid choosing one option and then later finding out that it wasn;t best. I selected only somewhat appropriate though because there should be a control group of people treated using the current method only to make sure that the new methods are actually effective.",Male,White,31,Some College,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:25,8/3/17 13:28,IP Address,24.6.103.67,100,187,TRUE,8/3/17 13:28,R_2THm10Cd4lexJsr,,,,,37.30419922,-122.0946045,anonymous,EN,,,Somewhat inappropriate,,It subjects non consenting patients to tests that could put their health in serious danger.,Female,White,24,Four-Year College Degree,"Between $40,000 and $60,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:27,8/3/17 13:28,IP Address,71.184.241.232,100,99,TRUE,8/3/17 13:28,R_2xRdOy4Ck6kO3Ja,,,,,42.48530579,-71.44180298,anonymous,EN,Somewhat appropriate,,,,"It's a good idea to do something to remind doctors of the procedures, but just putting it on their badge may not get them to read or follow the procedures.",Female,White,48,Graduate Degree,"More than $100,000",Somewhat disagree,Strongly disagree,Somewhat agree,5,Unknown
8/3/17 13:27,8/3/17 13:28,IP Address,71.206.203.234,100,64,TRUE,8/3/17 13:28,R_ABBFgcdOeXYQQpP,,,,,40.57279968,-79.72480011,anonymous,EN,,,Neither inappropriate nor appropriate,,I am not sure. It might save lives. ,Male,Black/African-American,27,Some College,"Less than $20,000",Strongly agree,Strongly agree,Strongly disagree,15,Unknown
8/3/17 13:26,8/3/17 13:28,IP Address,99.158.141.253,100,137,TRUE,8/3/17 13:28,R_Zfdrvc7tg8EKZs5,,,,,33.90330505,-83.33059692,anonymous,EN,,Very appropriate,,,It gives Doctor's a reference while they do the procedure. That quick memory refresher may save thousands of lives.,Male,Asian,20,Some College,"Between $40,000 and $60,000",Neither agree nor disagree,Strongly disagree,Strongly agree,5,Unknown
8/3/17 13:27,8/3/17 13:28,IP Address,76.186.66.42,100,98,TRUE,8/3/17 13:28,R_vdEUghB03fBkZnX,,,,,32.7243042,-97.08049774,anonymous,EN,,,Somewhat inappropriate,,he is basically treating people like lab rats which is not fair at all.Instead of showing people the safety measures he just gives one a poster while the others get a doctor.,Male,White,28,Some College,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat disagree,Somewhat agree,7,Unknown
8/3/17 13:25,8/3/17 13:28,IP Address,174.200.10.168,100,193,TRUE,8/3/17 13:29,R_ewIppjPTZZVxgqt,,,,,39.76150513,-75.12449646,anonymous,EN,,,,Very appropriate,Well someone has to make the final decision. I think the director would be a appropriate person for the task. ,Female,White,31,Graduate Degree,"More than $100,000",Strongly agree,Neither agree nor disagree,Somewhat agree,10,Unknown
8/3/17 13:23,8/3/17 13:29,IP Address,73.134.129.206,100,306,TRUE,8/3/17 13:29,R_bPAHwKsPOAxZsdj,,,,,38.37609863,-75.6085968,anonymous,EN,,Somewhat appropriate,,,"I believe that there is some inappropriateness to this, in the sense that it can be seen as rude and passive aggressive. However, it is being done to reduce the rate of infection (and therefore potential death), so the benefits far outweigh the potential downsides. So while it might be socially inappropriate to a degree, it would arguably be more inappropriate to refrain from doing that, since the safety of the patient is the most important thing.",Male,White,25,High School Degree,"Less than $20,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:26,8/3/17 13:29,IP Address,97.126.94.244,100,125,TRUE,8/3/17 13:29,R_eL41oWYuyqrAMEh,,,,,47.36180115,-122.103302,anonymous,EN,,,Somewhat appropriate,,I think it will be an interesting experiment. It will show whether having the precautions readily at hand on the badge will sway a doctor's decision to perform the procedure.,Female,White,35,Some Graduate School,"Between $20,000 and $40,000",Neither agree nor disagree,Somewhat agree,Somewhat agree,9,Unknown
8/3/17 13:22,8/3/17 13:29,IP Address,173.44.37.250,100,385,TRUE,8/3/17 13:29,R_1GvIT8NIRdi81ND,,,,,25.78059387,-80.18260193,anonymous,EN,,,,Very inappropriate,"Deviating from standardized safety precautions is at the very least, unethical and possibly illegal. The hospital direction cannot run such experiments without the express consent from the patients.

This isn't the administration of a new treatment, but deals with the safety precautions. As such, I do not believe that the placebo effect is a concern; the need for a randomized group is not needed.",Male,Asian,27,Graduate Degree,"Between $40,000 and $60,000",Strongly agree,Somewhat disagree,Somewhat agree,9,Unknown
8/3/17 13:27,8/3/17 13:29,IP Address,67.214.245.2,100,76,TRUE,8/3/17 13:29,R_1q1YLTNsVtycdKr,,,,,37.18339539,-113.5998993,anonymous,EN,Very appropriate,,,,It is smart to know who can do this function,Male,White,31,Four-Year College Degree,"Between $40,000 and $60,000",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,9,Unknown
8/3/17 13:26,8/3/17 13:29,IP Address,104.131.93.147,100,134,TRUE,8/3/17 13:29,R_2UXigrkwy4mPpop,,,,,40.83259583,-74.13069916,anonymous,EN,Very appropriate,,,,by having the badge it will serve as a reminder to take precautions that will reduce the risk of infections,Female,Asian,33,Four-Year College Degree,"Between $40,000 and $60,000",Strongly agree,Strongly agree,Somewhat agree,12,Unknown
8/3/17 13:26,8/3/17 13:29,IP Address,108.28.28.182,100,140,TRUE,8/3/17 13:29,R_3Ea5ze5OuwqU985,,,,,39.13169861,-77.28800201,anonymous,EN,,,,Very inappropriate,"I think it's unethical to use humans in an experiment like this. Certainly the director may be able to gleam information, but it will be at the cost of human lives. There are other ways to figure out which method is better without sacrificing human lives.",Male,Asian,26,Four-Year College Degree,"Between $80,000 and $100,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:25,8/3/17 13:29,IP Address,98.247.176.65,100,216,TRUE,8/3/17 13:29,R_12JOF0UZxqBQP6W,,,,,48.68609619,-122.4104004,anonymous,EN,,,,Somewhat inappropriate,A year seems a long time where the patients are guinea pigs. It seems like more thought should be given as to which would work best instead of using a year's worth of data. What would it hurt to just implement both policies?,Female,White,51,Four-Year College Degree,"Less than $20,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
8/3/17 13:27,8/3/17 13:29,IP Address,108.221.208.209,100,119,TRUE,8/3/17 13:29,R_2qrd6HesOH0jbiu,,,,,39.86860657,-86.10030365,anonymous,EN,,,,Somewhat inappropriate,I think it is clear that being treated by the doctors who are constantly reminded of the process will make for healthier patients. The doctors relying on using the wall poster will be distracted if they are trying to complete the process and will not have the information on their person's at all times.,Male,White,21,Some College,"Less than $20,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 13:26,8/3/17 13:29,IP Address,174.110.18.237,100,192,TRUE,8/3/17 13:29,R_3qmyVVH5Ok2j0b0,,,,,35.02459717,-78.99680328,anonymous,EN,,Somewhat appropriate,,,Just in case the doctor is doing something he shouldn't be the patient can stop him. Everyone needs to be refreshed on what to do from time to time.,Female,Black/African-American,45,Some College,"Between $20,000 and $40,000",Strongly agree,Somewhat agree,Somewhat agree,11,Unknown
8/3/17 13:27,8/3/17 13:29,IP Address,69.62.227.105,100,147,TRUE,8/3/17 13:30,R_2bNP71aZHYIZ456,,,,,38.70820618,-121.329895,anonymous,EN,,,,Somewhat appropriate,"With either method, the doctors have the precautions listed for them.  Either way, it would be up to the doctor to remember to actually look at the list, so where they have to look to see it wouldn't make much of a difference.",Male,White,23,High School Degree,"Between $60,000 and $80,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 13:29,8/3/17 13:30,IP Address,69.32.167.43,100,54,TRUE,8/3/17 13:30,R_3qI4gek4Lukd3fA,,,,,42.34509277,-71.09929657,anonymous,EN,,,,Very appropriate,The only way to get an accurate result is to have a control group.,Female,White,33,Some Graduate School,"Between $60,000 and $80,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:28,8/3/17 13:30,IP Address,4.31.137.194,100,105,TRUE,8/3/17 13:30,R_ZrQ9ODCYWpXoTtv,,,,,37.70350647,-97.37979889,anonymous,EN,,Somewhat appropriate,,,It makes patients more aware of risks and how to prevent the risk of infection.  They can pay attention to staff to make sure that they are following proper protocol.,Female,White,34,Some Graduate School,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Somewhat agree,4,Unknown
8/3/17 13:24,8/3/17 13:30,IP Address,98.4.196.141,100,401,TRUE,8/3/17 13:30,R_1fjG3TFZIkT9TDj,,,,,42.83560181,-78.74839783,anonymous,EN,,Very inappropriate,,,"However, the only real argument against it is that the director might consider the problem solved and ignore future cases of infections. But that's a stretch.",Male,White,30,High School Degree,"Between $20,000 and $40,000",Somewhat disagree,Somewhat disagree,Strongly agree,5,Unknown
8/3/17 13:27,8/3/17 13:30,IP Address,108.214.141.83,100,172,TRUE,8/3/17 13:30,R_10HhfzqZ9y3VI5u,,,,,25.48449707,-80.50990295,anonymous,EN,,,Neither inappropriate nor appropriate,,"I think as long as the doctor isn't doing anything to intentionally harm his patients, it's fine. I would also think the patients know what they're getting themselves into.",Male,Hispanic of Latino,29,Some College,"Between $20,000 and $40,000",Somewhat agree,Strongly agree,Somewhat disagree,13,Unknown
8/3/17 13:29,8/3/17 13:31,IP Address,71.47.36.167,100,87,TRUE,8/3/17 13:31,R_1hAUg5Nb1WN3FXQ,,,,,28.51060486,-81.19760132,anonymous,EN,,,Somewhat appropriate,,The ID badges could be contaminated as they go into different wards of the hospital.,Male,White,24,Four-Year College Degree,"Between $20,000 and $40,000",Somewhat disagree,Strongly disagree,Strongly agree,4,Unknown
8/3/17 13:30,8/3/17 13:31,IP Address,69.243.70.129,100,73,TRUE,8/3/17 13:31,R_eYjA0K4K41akbpT,,,,,38.81559753,-77.04530334,anonymous,EN,,Very appropriate,,,this serves as a reminder to all personnel. there are certain procedures that maximize success.,Male,White,65,Graduate Degree,"Between $20,000 and $40,000",Strongly disagree,Strongly disagree,Strongly agree,3,Unknown
