StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,badge,poster,bp_short,bp_long,Q30,plants,gene1,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,Sex,Race,Age,Edu,Income,God,Intuition,Science,SC0,SC1,Degree_spec - Topics
8/1/17 15:58,8/1/17 16:03,0,74.138.60.239,100,309,1,8/1/17 16:03,R_1IRZVsJL0tyeahu,,,,,38.13000488,-85.57939911,anonymous,EN,,,5,,"if it will help save lives in the long run, then there is nothing wrong with the decision.",2,1,1,2,2,1,1,1,2,2,,1,3,62,3,3,1,1,5,3,9,
8/1/17 15:58,8/1/17 16:04,0,108.17.128.184,100,341,1,8/1/17 16:04,R_8B2DJB3nTWG4jDj,,,,,36.76460266,-76.1989975,anonymous,EN,,,,4,"Yes, I guess it is good to have the ""safety steps"" handy while the doctor's are doing this procedure (kind of like how a pilot keeps procedural steps strapped to his leg), but I would hope that it is unnecessary at this point in the doctors' careers.  Maybe Medical Schools should do this?",2,1,1,2,1,1,1,1,2,2,,2,3,64,3,2,1,1,5,3,8,
8/1/17 16:01,8/1/17 16:04,0,208.184.114.252,100,222,1,8/1/17 16:04,R_12hXD93DuyI1E31,,,,,34.13000488,-118.3386002,anonymous,EN,,4,,,"The decision seems more beneficial than not having any posters with directions. However, it seems that more training would be needed instead of just a poster on the wall with instructions on how to prevent infections. Especially since it is such a high risk action. ",2,1,1,2,2,2,1,2,2,2,,1,3,24,4,3,4,2,4,8,7,
8/1/17 15:59,8/1/17 16:04,0,99.123.176.207,100,318,1,8/1/17 16:04,R_BrL6GIW08AiBRJv,,,,,35.84140015,-84.45429993,anonymous,EN,4,,,,I think it is a good way for doctors to reference a new medical practice. I don't think it is any different than a doctor having to look something up on an ipad.,2,1,1,2,2,1,1,1,2,2,,2,3,32,3,4,5,5,4,12,9,
8/1/17 16:02,8/1/17 16:04,0,69.26.151.182,100,132,1,8/1/17 16:04,R_307utXsgO8UY4x0,,,,,34.05839539,-118.2779999,anonymous,EN,,,,4,I think it's appropriate because both groups are being informed just in different ways.,2,1,1,2,1,1,1,1,2,2,,2,3,26,4,4,2,2,4,6,8,
8/1/17 15:52,8/1/17 16:05,0,162.254.171.233,100,753,1,8/1/17 16:05,R_1lAUPBBpsqc4oVN,,,,,41.92880249,-87.63150024,anonymous,EN,5,,,,It's only going to help doctor's and maybe save lives. It's a good thing to have.,2,1,1,2,1,2,1,2,2,2,,2,3,28,3,4,2,1,5,4,6,
8/1/17 15:59,8/1/17 16:05,0,107.77.233.126,100,370,1,8/1/17 16:05,R_2aFbQvbz6iIdj0t,,,,,38.25419617,-85.75939941,anonymous,EN,,,,4,It is very appropriate to increase patient safety. ,2,1,2,2,2,1,1,1,2,2,,1,3,39,4,5,3,3,2,10,8,
8/1/17 15:55,8/1/17 16:05,0,173.168.38.151,100,574,1,8/1/17 16:05,R_22EAkLGPHtN5h1A,,,,,27.9098053,-82.78839874,anonymous,EN,,,,4,"It's a scary thought that doctors need a set of directions to refer to before a risky treatment like this. But if it is necessary to remind doctors of precautions they need to take, it is a good idea to find out which method is the best reminder. So I decided the director came up with two good solutions, so why not test which is the best?",2,1,1,2,2,1,2,1,2,2,,2,3,64,3,2,5,4,2,13,8,
8/1/17 16:03,8/1/17 16:05,0,68.3.224.64,100,129,1,8/1/17 16:05,R_2TsBFeiienwWISe,,,,,33.39720154,-111.7857971,anonymous,EN,5,,,,"Doctors are human and therefore make mistakes. These are not usually intentional, but any human error can be detrimental to the desired outcome. Therefore, having a checklist to constantly refer to is helpful and can help eliminate errors. ",2,1,1,2,2,1,1,1,2,2,,2,3,42,4,2,2,1,4,5,9,
8/1/17 15:59,8/1/17 16:05,0,75.65.101.54,100,356,1,8/1/17 16:05,R_2uBS9JQhVXR3BnC,,,,,35.09849548,-89.98600006,anonymous,EN,,,,4,"It's good to test these ideas out, but a year seems like a really long time with patients still being infected during this time.",2,1,1,2,2,1,1,2,1,2,,2,3,38,3,3,1,1,4,4,7,
8/1/17 16:02,8/1/17 16:05,0,76.188.231.120,100,210,1,8/1/17 16:05,R_3hoQGl4Pjrl9VQ4,,,,,41.23500061,-80.49710083,anonymous,EN,,,4,,I don't see a downside to this although I think a poster would be better than information on an idea badge; people don't really look at their own idea badges throughout the day.  This may decrease patient confidence if they feel their health professionals need reminded about simple procedures.,2,1,1,2,2,1,1,1,2,1,Biology,1,3,40,4,1,1,2,5,4,9,
8/1/17 16:01,8/1/17 16:05,0,8.34.136.178,100,237,1,8/1/17 16:05,R_3hGA0ZEIgoPU6GU,,,,,38.32580566,-94.96990204,anonymous,EN,,,,5,"The director is just making sure everything is done properly and reduces instances where there could be infections.  The information is available to both groups, just in different forms.",2,1,1,2,2,1,1,1,2,2,,2,3,38,3,4,5,4,3,12,9,
8/1/17 16:01,8/1/17 16:05,0,184.17.214.117,100,261,1,8/1/17 16:05,R_XXrHQ3GLv2R9L6p,,,,,41.15690613,-85.05560303,anonymous,EN,5,,,,I think it's an excellent idea for them to have safety procedures printed so closely. It would probably help to eliminate a lot of problems that could come up.,2,1,1,2,2,1,1,1,2,2,,2,3,35,3,3,4,4,4,10,9,
8/1/17 16:03,8/1/17 16:05,0,24.2.193.183,100,136,1,8/1/17 16:05,R_2EucFGrWFoB6Mvx,,,,,41.28640747,-72.79560089,anonymous,EN,5,,,,If you are following a checklist procedure is will reduce mistakes that could be made.,2,1,1,2,2,1,1,2,2,2,,1,3,31,4,2,1,1,5,3,8,
8/1/17 16:00,8/1/17 16:05,0,68.4.192.232,100,350,1,8/1/17 16:05,R_3kn7VXawgYu0PU7,,,,,33.60510254,-117.6439972,anonymous,EN,,,,2,"I would find it very unsettling that my doctor would need to check badges and posters on walls to remind himself of what procedures are appropriate when examining me or deciding to do a procedure that could cause me infection. I find the directors vision and his idea to mean well, but it just seems very inappropriate to me for the patients.",2,1,1,2,2,1,1,1,2,2,,1,4,41,4,4,1,2,4,5,9,
8/1/17 16:03,8/1/17 16:06,0,24.194.109.186,100,162,1,8/1/17 16:06,R_OCNma1JB26cDCox,,,,,43.06390381,-74.50440216,anonymous,EN,,,4,,"I think it's good that the hospital director is trying to implement ways to decrease the rates of these infections. However, in addition to the information being readily available as a poster or on the back of a badge, I think it would be good to also try and have a class or a video for the doctors to attend/watch.",2,1,1,2,1,1,1,1,2,2,,2,3,22,4,1,1,3,2,8,8,
8/1/17 16:00,8/1/17 16:06,0,70.187.80.111,100,343,1,8/1/17 16:06,R_31NT3cbjO3J1GuJ,,,,,29.63699341,-82.23190308,anonymous,EN,,4,,,"I think that this information could be reinforcing and helpful. Ultimately, the director's decision will be useful.",2,1,1,2,2,1,1,1,1,1,Environmental Engineering,1,3,24,6,5,4,4,4,10,8,
8/1/17 16:02,8/1/17 16:06,0,73.172.195.155,100,277,1,8/1/17 16:06,R_2Pe9pz5JgJxFXgC,,,,,39.3433075,-77.57389832,anonymous,EN,1,,,,A dr shouldnt need constant reminder of a patients health and need directions to preform a proper procedure,2,1,1,1,1,2,2,1,1,2,,1,3,34,6,4,5,5,4,12,4,
8/1/17 16:01,8/1/17 16:07,0,173.20.13.245,100,335,1,8/1/17 16:07,R_1dK2x9qbKqSWkcq,,,,,37.17019653,-93.32969666,anonymous,EN,,3,,,I have no opinion because I'm not the one with the medical degree.,2,1,1,2,2,1,1,1,2,2,,1,3,36,3,3,3,3,3,9,9,
8/1/17 16:03,8/1/17 16:07,0,73.30.128.15,100,226,1,8/1/17 16:07,R_1LmmeYy7pq6QE1P,,,,,40.33210754,-75.11789703,anonymous,EN,,,,4,"I think that he could increase the time frame if the infection could be deadly, they should be figuring something out sooner then a year",2,1,1,2,1,1,1,1,1,2,,2,3,26,2,2,4,4,4,10,7,
8/1/17 16:06,8/1/17 16:07,0,67.183.210.112,100,59,1,8/1/17 16:07,R_3ixyAe6V58l7BbN,,,,,47.84350586,-122.1957016,anonymous,EN,4,,,,The director thinks that these new badges might help doctors remember all of the safety steps they were trained to take during the procedure.,1,2,1,2,1,1,2,2,1,2,,1,3,26,3,3,4,4,2,12,3,
8/1/17 15:51,8/1/17 16:07,0,199.227.131.146,100,971,1,8/1/17 16:07,R_0J93sZ8dX3Ausff,,,,,29.72210693,-95.64070129,anonymous,EN,2,,,,"I feel that the doctors should already be well aware of the safety precautions if they are to treat patients with a device that could potentially lead to infections. If they need a list to look over proper safety precautions, they're not fit to perform the procedure. Also, adding a list like this will only serve to distract the doctor and hinder him rather than help.",2,1,1,2,2,1,1,2,1,2,,1,4,30,3,3,4,2,5,7,7,
8/1/17 16:06,8/1/17 16:07,0,67.183.210.112,100,92,1,8/1/17 16:07,R_2xDaHkSqh39WPlo,,,,,47.84350586,-122.1957016,anonymous,EN,,3,,,The director thinks that these posters might help doctors remember all of the safety steps they were trained to take during the procedure.,2,1,1,2,2,1,1,1,2,2,,1,3,26,3,3,5,3,5,9,9,
8/1/17 16:02,8/1/17 16:08,0,173.48.133.125,100,313,1,8/1/17 16:08,R_1DMYNGAQmsK6Vqc,,,,,42.58790588,-71.34980011,anonymous,EN,,4,,,The director's heart is in the right place as he wants to reduce the number of infections. My only concern is that the doctor's will be distracted by the posters or take offense to their presence as an insult to their professionalism.,2,1,1,2,2,1,1,1,2,2,,1,3,36,6,6,1,1,5,3,9,
8/1/17 16:02,8/1/17 16:08,0,108.46.76.91,100,359,1,8/1/17 16:08,R_1hHj59q0VepdIpH,,,,,40.60240173,-73.76370239,anonymous,EN,,4,,,I feel the director was not out of line..,1,1,2,2,2,2,2,2,2,2,,1,3,26,3,1,4,3,3,10,4,
8/1/17 16:06,8/1/17 16:08,0,67.183.210.112,100,99,1,8/1/17 16:08,R_3dDowxcWqhwti6t,,,,,47.84350586,-122.1957016,anonymous,EN,,,,4,"After a year, the director will check which option, badges or posters, is most effective, and make it standard for all patients and doctors throughout the entire hospital.",2,1,1,2,1,1,1,2,1,1,,1,3,26,3,3,4,3,4,9,6,
8/1/17 16:01,8/1/17 16:08,0,172.72.240.130,100,427,1,8/1/17 16:08,R_2D7Z0G3wjk7NVQe,,,,,35.4197998,-80.67479706,anonymous,EN,,,5,,Doctors are only human and many times put in a lot of hours and a direct reminder like the posters is a fantastic idea. It can only help the situation.,2,1,1,2,2,1,1,1,2,2,,2,3,53,4,4,3,2,4,7,9,
8/1/17 16:05,8/1/17 16:08,0,73.247.192.128,100,204,1,8/1/17 16:08,R_2wADqkcrJ2XzOR5,,,,,41.19160461,-87.85549927,anonymous,EN,,,,4,I think the posters will be a good helpful reminder.,2,1,1,2,1,1,1,1,2,2,,2,3,38,3,2,5,3,5,9,8,
8/1/17 16:01,8/1/17 16:08,0,71.90.191.193,100,439,1,8/1/17 16:09,R_1mrcxzinkLsufHg,,,,,30.53349304,-92.11630249,anonymous,EN,4,,,,"It makes doctors aware of safety. But the patient has to be comfortable allowing this. On the other hand, doctors should already know how to take safety precautions.",2,1,1,2,2,1,1,1,2,2,N/A,2,1,43,3,4,5,4,3,12,9,
8/1/17 16:06,8/1/17 16:09,0,24.181.186.84,100,142,1,8/1/17 16:09,R_1n3E7PtZ8YeRJ8N,,,,,44.7454071,-73.46279907,anonymous,EN,,,,2,I think it's a little ridiculous and that in itself is an inappropriate waste of effort and time for everyones part.  I don't think it would do anything but annoy people in the transition.,2,1,2,2,2,2,1,1,1,2,,1,3,27,2,2,1,1,4,4,6,
8/1/17 16:06,8/1/17 16:10,0,70.177.143.63,100,192,1,8/1/17 16:10,R_1NEMqvCO0MJETXl,,,,,32.58140564,-83.62860107,anonymous,EN,,2,,,I think this poster needs to be committed to memory. I dont want a doctor p[erforming a procedure on me to have to keep taking his eyes away from what he is doing.,2,1,1,2,2,2,2,1,2,2,,1,3,54,6,5,5,5,3,13,7,
8/1/17 16:08,8/1/17 16:10,0,50.36.82.145,100,104,1,8/1/17 16:10,R_2aQSsUitWKaTGLl,,,,,42.08070374,-83.95870209,anonymous,EN,,,,3,It seems that this would be a fairly standard practice; such as a placebo effect that is also used when testing new medications,2,1,1,1,1,2,1,1,2,2,,2,3,34,3,1,3,4,2,11,6,
8/1/17 16:06,8/1/17 16:10,0,24.104.207.153,100,223,1,8/1/17 16:10,R_3PsFjQuKZpM0U65,,,,,40.90829468,-73.83460236,anonymous,EN,,,3,,I think everyone has a right to access the information in the same way. It should be shared consistently and perhaps via both methods to ensure that everyone is given the same opportunity.,2,1,1,2,1,1,1,1,2,2,,2,3,63,4,3,4,2,5,7,8,
8/1/17 16:07,8/1/17 16:10,0,67.245.217.252,100,195,1,8/1/17 16:10,R_2BrL9qRFp5UtvyO,,,,,41.74890137,-74.44670105,anonymous,EN,4,,,,It seems like a good idea for them to have the instructions right there with them. But is it really practical to have them reading directions while performing a procedure.  ,2,1,2,2,1,1,1,1,2,2,,2,3,39,4,4,2,2,4,6,7,
8/1/17 16:07,8/1/17 16:10,0,24.111.116.43,100,205,1,8/1/17 16:10,R_SVsjQY9IaljWx6p,,,,,48.2230072,-103.7070999,anonymous,EN,1,,,,The badge would not be sanitary and would require the doctor to stop and check it. It would be better to have a poster of the procedures in the operating room and have the assistant also be responsible for following the procedures.,2,1,1,2,2,1,1,1,2,2,,2,3,61,6,4,2,1,5,4,9,
8/1/17 16:06,8/1/17 16:10,0,172.58.56.48,100,268,1,8/1/17 16:10,R_sKUZ2YOhFMRtSKJ,,,,,39.73919678,-104.9847031,anonymous,EN,,4,,,I think this is a decent idea to help doctors remember the steps and help prevent infections. The only issue I have is patients perhaps being off put by the poster hanging on the wall. They may think the doctor does not fully know what they are doing.,2,1,1,2,1,1,1,1,1,2,,3,3,27,2,2,4,3,3,10,7,
8/1/17 16:05,8/1/17 16:11,0,184.55.200.243,100,345,1,8/1/17 16:11,R_2Cxj9x321PApLKn,,,,,43.147995,-87.92079926,anonymous,EN,4,,,,"I like the thought of it. But this might allow some doctors to rely on the badges with instructions, rather than knowing the skill. ",2,1,1,2,1,1,1,1,2,2,,2,1,37,4,4,2,4,4,8,8,
8/1/17 16:07,8/1/17 16:11,0,173.88.8.208,100,212,1,8/1/17 16:11,R_1gcCeN5vwgRiXGN,,,,,40.79879761,-84.13189697,anonymous,EN,,,1,,"If the doctor is capable, he should not need these reminders of a badge and posters. If I saw him looking at either one, I would not trust him. I would think that he does not know what he is doing. ",2,1,1,2,1,2,1,1,2,2,,2,3,56,5,3,5,5,2,14,7,
8/1/17 16:09,8/1/17 16:11,0,24.229.164.90,100,101,1,8/1/17 16:11,R_dbRcpyJG5GdEv17,,,,,40.61520386,-75.54370117,anonymous,EN,,,2,,Knowingly giving another set of patients a different level of care is disgusting.,1,1,1,2,2,1,1,1,2,2,,1,3,27,3,3,2,2,4,6,8,
8/1/17 16:06,8/1/17 16:11,0,173.75.248.33,100,282,1,8/1/17 16:11,R_1LHvVsO2ITrTC0I,,,,,39.90559387,-75.48739624,anonymous,EN,4,,,,Less chance of infection so why not,2,1,1,2,1,1,2,1,1,2,,2,3,45,1,4,4,3,4,9,6,
8/1/17 16:08,8/1/17 16:11,0,71.231.34.163,100,193,1,8/1/17 16:11,R_2Es0wKZBNksFAYs,,,,,48.05180359,-122.1771011,anonymous,EN,,5,,,Because its a good thing to have a reminder of safety precautions. When it comes to safety there is always enough room for little reminders. ,2,1,1,1,1,2,1,1,1,2,,2,3,26,3,2,4,3,4,9,5,
8/1/17 16:08,8/1/17 16:11,0,131.212.251.209,100,193,1,8/1/17 16:11,R_2zvEMFmsyQqZM6h,,,,,44.97590637,-93.21659851,anonymous,EN,,2,,,They should remember the procedure before entering the rooms,2,1,1,2,1,1,1,1,2,1,Biochemistry,2,4,25,3,2,3,3,4,8,8,
8/1/17 16:05,8/1/17 16:12,0,73.109.57.54,100,448,1,8/1/17 16:12,R_7OrWvI9BOk58CWt,,,,,47.30780029,-122.3177032,anonymous,EN,,4,,,I don't see anything wrong with it; I'd like to have easy access to how-to's when I'm working. It would make their work much easier. ,2,1,1,2,2,1,1,2,2,1,Biology,2,3,24,4,3,2,1,5,4,8,
8/1/17 16:10,8/1/17 16:12,0,174.140.64.232,100,114,1,8/1/17 16:12,R_1MWM8rbGvFWjCfr,,,,,39.89370728,-79.74919891,anonymous,EN,,,,2,they shouldn't make unsuspecting guniea pigs out of patients,2,1,1,2,2,1,1,1,2,1,mech e,1,3,55,4,1,1,1,5,3,9,
8/1/17 16:10,8/1/17 16:13,0,207.244.86.225,100,132,1,8/1/17 16:13,R_4PjBY9cOdty1Zvz,,,,,38.77009583,-77.63210297,anonymous,EN,5,,,,If it will reduce the number of infections then I think its a good idea.,2,1,1,2,2,2,1,2,2,2,,1,1,32,4,2,1,1,5,3,7,
8/1/17 16:09,8/1/17 16:13,0,47.188.107.137,100,211,1,8/1/17 16:13,R_24uvFORXOsXfOML,,,,,32.94779968,-96.89150238,anonymous,EN,,,,4,"It sounds like both types of doctors have been trained in the procedure, so the director is trying to come up with the best way to prevent infection. The director has good intentions- he wants to save lives. ",2,1,1,2,2,1,1,1,2,2,,2,3,34,5,3,4,2,4,8,9,
8/1/17 16:05,8/1/17 16:13,0,162.212.80.42,100,477,1,8/1/17 16:13,R_1DwJzGcUp667Xdp,,,,,40.75489807,-73.97499847,anonymous,EN,,,2,,"The director's decision involves research with human subjects that doesn't obtain informed consent and therefore is inappropriate. (This study also didn't obtain informed consent, by the way.) However, I chose ""Somewhat inappropriate"" instead of ""Very inappropriate"" because the manipulation the director wants to use doesn't pose any additional risks to the patients other than the risks they will already be facing from the procedure. Instead, the manipulation only involves potential benefits (assuming that currently the procedure is done without any reminders of the safety steps -- incidentally, it would be a more controlled study if one group were treated exactly according to the status quo, i.e. no safety reminders, instead of both groups involving an experimental manipulation).",2,1,1,2,2,1,1,1,2,1,"Cognitive neuroscience (undergrad), data science (grad)",2,3,25,5,5,2,1,5,4,9,
8/1/17 16:12,8/1/17 16:13,0,97.124.109.93,100,67,1,8/1/17 16:13,R_2aOAl47HmLlhTWc,,,,,33.42230225,-111.8226013,anonymous,EN,,,3,,I think it could go both ways here,1,1,1,2,2,1,1,1,2,2,,1,3,27,3,3,3,4,3,10,8,
8/1/17 16:06,8/1/17 16:13,0,76.113.32.13,100,422,1,8/1/17 16:13,R_1Nqp0LyOeXXGFfC,,,,,32.30470276,-106.6417007,anonymous,EN,,,4,,"Assuming the procedure itself is safe and effective, it is reasonable to test a hypothesis that presenting the safety information in a variety of ways would affect outcomes. One might assume that the poster, being more prominent, would lead to a more safe procedure. However, having to put the badge on daily may lead to more presence of mind.",2,1,2,2,2,1,1,1,2,2,,1,3,53,4,4,3,2,4,7,8,
8/1/17 16:08,8/1/17 16:13,0,75.118.151.33,100,306,1,8/1/17 16:13,R_3MQ0Th58LvlA7jT,,,,,42.01579285,-87.84230042,anonymous,EN,,,,4,The director is giving both groups of doctors a reminder of the safety steps that need to be followed.  Which works better is probably specific to the individual doctors.  Trying to improve safety seems like a good goal,2,1,1,2,2,1,1,1,2,2,,2,3,49,4,6,2,1,5,4,9,
8/1/17 16:11,8/1/17 16:13,0,69.207.146.117,100,149,1,8/1/17 16:13,R_2aLWFMArTX5Zq9L,,,,,43.25720215,-77.66819763,anonymous,EN,4,,,,I think when implementing something new it would be helpful to have something visual to reference easily.,2,1,1,2,1,1,1,1,2,2,,2,3,30,6,4,4,3,4,9,8,
8/1/17 16:10,8/1/17 16:13,0,24.50.225.234,100,199,1,8/1/17 16:13,R_3R1ruWGEvSsWNPg,,,,,18.38369751,-67.08080292,anonymous,EN,,,5,,is good idea,2,2,1,1,2,1,1,1,1,2,no,2,2,25,2,1,3,3,3,9,6,
8/1/17 16:09,8/1/17 16:13,0,70.171.129.211,100,275,1,8/1/17 16:13,R_vBJbh5jXhGgzwml,,,,,43.7769928,-114.6250992,anonymous,EN,,,2,,"A practicing doctor should not run experiments on his patients, this should be research work.",2,1,1,2,2,1,1,2,1,2,,1,2,29,3,2,3,3,5,7,7,
8/1/17 16:08,8/1/17 16:14,0,172.75.2.140,100,332,1,8/1/17 16:14,R_e5noV6KhQcNjM0p,,,,,33.8704071,-80.46040344,anonymous,EN,4,,,,"I don't see any down side in having the safety steps readily available.  This way if there is any doubt, they can just check the badge immediately.",2,1,1,1,2,2,1,1,2,2,,2,3,46,3,3,5,3,3,11,7,
8/1/17 16:10,8/1/17 16:14,0,24.229.10.187,100,215,1,8/1/17 16:14,R_2ZEJKj359KaHlD7,,,,,40.8321991,-76.73880005,anonymous,EN,,,,5,I believe that the hospital director made a wise choice to run this test. Determining which is the better course could very well save patients lives in the future.,2,1,1,2,2,1,1,2,2,2,,1,3,44,3,6,5,5,3,13,8,
8/1/17 16:10,8/1/17 16:14,0,23.125.192.243,100,196,1,8/1/17 16:14,R_2OZQuHteMah7UVG,,,,,35.50639343,-81.03710175,anonymous,EN,,5,,,Even doctors are human and they can make mistakes.  It would be good to have the steps visible in case doctors need to look at them.  You can't be too cautious especially at a hospital.,2,1,1,2,2,1,1,2,1,2,,1,3,43,4,2,3,2,4,7,7,
8/1/17 16:09,8/1/17 16:14,0,165.156.40.39,100,267,1,8/1/17 16:14,R_1ownXYwNomCxLg7,,,,,41.14120483,-73.26370239,anonymous,EN,4,,,,It is a good idea for doctor to have instructions available at all time. So they can just look at it quickly while performing procedure.,2,1,1,2,2,1,1,1,2,2,,1,4,30,3,2,4,4,3,11,9,
8/1/17 16:10,8/1/17 16:14,0,63.152.80.182,100,197,1,8/1/17 16:14,R_1H2lDMkjb68CLM2,,,,,41.91059875,-91.71420288,anonymous,EN,,3,,,"There are pros and cons; I agree with the director's reasoning that it will help doctors remember, but on the other hand doctors may feel insulted that the director feels that they can't remember the basics of their job. There is also no evidence presented that the infections are caused by doctors forgetting standard safety precautions.",2,1,1,2,2,1,1,2,2,2,,2,3,25,4,3,1,1,5,3,8,
8/1/17 16:11,8/1/17 16:14,0,66.108.99.43,100,155,1,8/1/17 16:14,R_2xLxorNSIFJFSuT,,,,,40.68089294,-73.98049927,anonymous,EN,,,,3,His decision is appropriate because he is qualified to know what he's doing. ,2,1,1,1,2,1,2,1,1,2,,2,3,30,2,4,4,2,2,10,6,
8/1/17 16:04,8/1/17 16:14,0,104.131.204.251,100,601,1,8/1/17 16:14,R_2wLHr0SAxFxANza,,,,,40.73080444,-73.99749756,anonymous,EN,,,,3,good,1,1,2,1,2,1,2,2,1,2,,2,1,30,2,4,3,2,3,8,3,
8/1/17 16:11,8/1/17 16:14,0,24.175.221.76,100,209,1,8/1/17 16:14,R_2ANIo2sAJJDBPKB,,,,,26.17219543,-97.98120117,anonymous,EN,,,5,,taking extra precautions and extra directions would be very helpful to eliminate mistakes ,2,1,1,1,2,1,1,2,1,2,,1,2,40,3,2,3,2,5,6,6,
8/1/17 16:10,8/1/17 16:14,0,73.234.251.115,100,250,1,8/1/17 16:14,R_2sTHLNOWL1MDxvI,,,,,41.3157959,-73.13539886,anonymous,EN,,,2,,"I think that putting a poster on the wall with information that should already be known by the doctor is not right. It will lead the patient to think they are incompetent. The badge is a better idea but overall I think a doctor should know how to treat patients well enough without a ""cheat sheet"" essentially.",2,1,1,1,2,1,1,2,1,2,,1,3,27,4,2,1,1,5,3,6,
8/1/17 16:12,8/1/17 16:14,0,67.20.136.24,100,132,1,8/1/17 16:14,R_3FIQaj9vwejDYqh,,,,,32.30990601,-80.9210968,anonymous,EN,5,,,,"Everyone, no matter how skilled or intelligent, can at times need a remember for following protocols accurately",2,1,1,2,2,1,1,1,2,2,,2,3,65,3,6,1,1,5,3,9,
8/1/17 16:12,8/1/17 16:14,0,70.129.182.204,100,139,1,8/1/17 16:15,R_1DTsX6P0S42Pc6Q,,,,,32.81010437,-97.10610199,anonymous,EN,,,,2,He's subjecting innocent patients to new methods without their consent.,2,1,1,1,1,2,1,2,2,2,,1,4,23,4,6,5,4,3,12,5,
8/1/17 16:11,8/1/17 16:15,0,71.206.174.93,100,209,1,8/1/17 16:15,R_3RlsfVu6H7Or3AF,,,,,38.08880615,-78.55919647,anonymous,EN,,,,2,"It's not a proper experiment. There's not a control group of doctors with no reminder of the safety precautions to ensure the result isn't random chance, noise, or the proficiency of individual doctors.",2,1,1,2,2,1,1,1,2,2,,1,1,26,3,2,2,1,4,5,9,
8/1/17 16:13,8/1/17 16:15,0,170.12.232.236,100,148,1,8/1/17 16:15,R_vAdvu8k2WHDOY5H,,,,,27.87150574,-82.65419769,anonymous,EN,,5,,,I think this would be a helpful and useful reminder of what safety precautions should be followed.,2,1,1,1,2,1,1,1,2,2,,2,3,36,4,6,5,1,5,7,8,
8/1/17 16:12,8/1/17 16:15,0,50.35.106.35,100,189,1,8/1/17 16:15,R_2a9A0flLKEv8wVE,,,,,47.80490112,-122.2832947,anonymous,EN,,5,,,"Humans are by nature forgetful, or neglectful at times. Regular reminders such as the proposed poster could help reduce surgical errors.",2,1,1,2,2,1,1,1,1,2,,1,3,49,6,3,1,1,5,3,8,
8/1/17 16:14,8/1/17 16:15,0,24.198.165.194,100,110,1,8/1/17 16:15,R_3nJKSIcgpONDPPw,,,,,44.40510559,-69.75669861,anonymous,EN,4,,,,I think it could be a good idea. At the very least it will give doctors no excuse for knowing how to administer the tube.,2,2,1,2,2,2,1,2,1,2,,2,4,29,3,1,3,2,2,9,5,
8/1/17 16:12,8/1/17 16:16,0,73.251.153.160,100,253,1,8/1/17 16:16,R_2sZ43kXxp6Pie4A,,,,,37.80149841,-79.51229858,anonymous,EN,5,,,,Having notes readily available ensures fewer mistakes. Makes it easier for the doctors to memorize the steps.,2,1,1,1,2,2,1,1,1,2,,2,3,30,2,2,1,1,4,4,6,
8/1/17 16:11,8/1/17 16:16,0,71.223.80.226,100,314,1,8/1/17 16:16,R_3MJWshUUwtjzHjC,,,,,33.46270752,-111.9856033,anonymous,EN,4,,,,I don't think a doctor will have the time nor remember that these procedures are printed on the ID Badge.  Seems as if they should already know how to do this.,2,1,2,1,1,2,2,1,2,2,,2,3,57,3,1,5,4,3,12,4,
8/1/17 16:12,8/1/17 16:16,0,69.243.209.137,100,211,1,8/1/17 16:16,R_2EuRp9JyIk7ype2,,,,,37.14930725,-79.23280334,anonymous,EN,,,,5,The procedure can be dangerous so the idea is to have the most effective mode of communication for both patients and doctors. After  year the one that is best will be used all the time. ,2,1,1,2,1,1,1,2,2,1,Environmental science,2,3,56,4,1,1,2,5,4,7,
8/1/17 16:12,8/1/17 16:16,0,24.192.36.51,100,235,1,8/1/17 16:16,R_O3RhBuOEwOPb72x,,,,,37.95550537,-87.53220367,anonymous,EN,,,2,,I just feel like the better option would be to have training so they actually learn the technique. I don't think many doctors will stop and take the time to look at their badge or read a poster.,2,1,1,2,1,1,1,2,1,2,,2,3,55,4,4,5,3,4,10,6,
8/1/17 16:12,8/1/17 16:16,0,69.248.118.115,100,220,1,8/1/17 16:16,R_UuzYSCGg8rQZ0OZ,,,,,40.7519989,-75.00720215,anonymous,EN,,4,,,The poster hanging is appropriate.  I'm not if the doctor's will actually use it though.   They should have more training instead of looking at a guideline poster in front of a patient. ,2,1,1,2,2,1,1,1,1,2,,2,3,43,4,5,1,2,5,4,8,
8/1/17 16:11,8/1/17 16:16,0,104.188.162.236,100,290,1,8/1/17 16:16,R_1ePQt7uBwBre2jG,,,,,36.11470032,-79.74220276,anonymous,EN,,,2,,"If the hospital director thinks the ID badge provides better precautions, then he/she should require that instead of having a control group with the precautions hanging on the wall.",2,1,1,2,2,1,1,1,2,2,,2,3,49,6,4,1,1,5,3,9,
