pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,MarkedForExclusion
171,xbpl,bp_long,4,0,I think it is appropriate because it will help both patient and doctor to remember the procedure and allow them both to know about it in case  it is not done properly ,209,R_2zIuZGoWa6jZD9q,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,chemistry,9,1,3,4,4,2,1,1,4,0,28,0,4,1,1,0,9,9,0,0
172,xbps,bp_short,5,0,"Either of these options is better than providing no list of precautions at all, so all of the patients should be benefited. There shouldn't be a disadvantage to either option. One just might provide even more help than the other.",316,R_2zSDx0WcVK8o6B1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,anthropology,9,1,1,1,5,1,2,0,3,1,29,0,4,1,1,0,3,9,0,0
173,xbpl,bp_long,2,1,"Given that the director apparently thinks such precautions are necessary, it would probably make sense to implement them throughout the hospital during a time frame much shorter than a year.",134,R_307CeiyjhWd6k5t,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,1,1,3,1,36,1,4,1,3,0,3,8,0,0
174,xbpl,bp_long,4,0,I think it's appropriate because both groups are being informed just in different ways.,132,R_307utXsgO8UY4x0,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,2,2,4,2,2,0,3,1,26,0,4,1,4,1,6,8,0,0
175,xbpl,bp_long,2,1,"To truly measure the effect of the badges and the posters, there needs to be a control group for which nothing changes (i.e., no new badge or poster). Also, the decision is only appropriate if there is some indication that the reason the infections are happening is because the doctors aren't following the standard safety precautions in the first place. If that is not the reason for the infections, then there's no reason to implement the new badges or posters. ",272,R_30egoB5heANJDJ0,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biomedical engineering,9,1,1,2,4,2,2,0,3,1,32,0,6,1,4,1,5,9,0,0
176,xbps,bp_short,4,0,It never hurts to be extra cautious.,569,R_30lar8Czf7vYrH9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,4,3,3,2,0,3,1,47,1,2,0,3,0,12,8,0,0
177,badge,badge,5,0,"If the infections are a big problem, this will help save lives. I think it's a great idea.",158,R_31csQNDs2RWeTvz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,31,0,4,1,2,0,3,9,0,0
178,xbps,bp_short,2,1,Experimenting with new policies is fine. But the experiment could cost someone their life. Seems a little wrong to me.,779,R_31hM6dXMd9jxTHs,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,7,0,4,2,5,1,1,1,3,1,44,1,3,0,1,0,7,7,0,0
179,poster,poster,4,0,"I think that this information could be reinforcing and helpful. Ultimately, the director's decision will be useful.",343,R_31NT3cbjO3J1GuJ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,Environmental Engineering,8,1,4,4,4,2,1,1,3,1,24,0,6,1,5,1,10,8,0,0
180,poster,poster,1,1,"hanging up a poster is NOT going to change a thing, other than covering up a unsightly stain on the wall",151,R_31ykV8pmAlyH763,2,1,1,1,1,1,1,0,1,0,1,1,2,0,1,1,2,1,2,,6,0,1,1,5,1,2,0,3,1,50,1,6,1,1,0,3,6,0,0
181,poster,poster,4,0,It seems like an okay thing to do.  Nothing wrong with a friendly reminder.,107,R_31ZstxiBVnIXn6a,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,1,5,1,1,1,3,1,32,0,4,1,2,0,5,8,0,0
182,badge,badge,4,0,I think it is good as a reminder but it wouldn't make me feel great knowing the doctors don't know proper safety procedures off hand and need to rely on am id card. ,211,R_325g5REDIqvzWbp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,2,1,5,1,1,1,3,1,22,0,4,1,5,1,4,7,0,0
183,poster,poster,1,1,I think this is very inappropriate because it would lead to undue stress for the patient.  I think the risks should be explained to the patients [and apparently the doctors] in private so that the patients can make an informed decision.,267,R_3312BUXO4hfoplo,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,5,3,4,2,2,0,3,1,51,1,4,1,4,1,10,7,0,0
184,poster,poster,4,0,"It reminds the Dr how the procedure is done, it is up to the doctor to do it right.",587,R_33EG4ekgrF7Dgrp,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,2,1,5,1,1,1,3,1,63,1,4,1,6,1,4,6,0,0
185,xbpl,bp_long,4,0,Since infections are fairly common and can be fatal something needs to be done to prevent them. I do feel that posters on the wall of a patients room might be fairly alarming to the patient.,288,R_3CB2mn0CNgoJCdg,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,2,2,4,2,2,0,3,1,65,1,3,0,4,1,6,8,0,0
186,badge,badge,1,1,I think it's inappropriate because having something to remind you to perform on someone's life sounds ridiculous.  It will make the patient lose confidence in the doctor's ability.  ,225,R_3D0X69GRhLLUtUP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,2,2,4,2,2,0,4,0,32,0,3,0,6,1,6,8,0,0
187,poster,poster,4,0,"I don't know how much it would help the doctors, but I don't think what he's doing is inappropriate. I think he's trying to help!",210,R_3DBlWZshO262OHf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,3,4,2,2,0,3,1,31,0,2,0,2,0,9,9,0,0
188,xbpl,bp_long,4,0,"Is a good theory and test, I just feel bad for the 1/2 that doesn't do as well since doctors should all be relatively equal. ",153,R_3DdA05E1uKwxWIk,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,Organizational Leadership and Supervision. ,8,1,1,1,5,1,2,0,3,1,30,0,4,1,5,1,3,8,0,0
189,xbpl,bp_long,4,0,"After a year, the director will check which option, badges or posters, is most effective, and make it standard for all patients and doctors throughout the entire hospital.",99,R_3dDowxcWqhwti6t,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,1,,6,1,4,3,4,2,1,1,3,1,26,0,3,0,3,0,9,6,0,0
190,xbps,bp_short,5,0,"I feel like if such a simple steps will keep things safer, then that makes the most sense to me. I agree with his choice to split the patients up into 2 groups.",839,R_3Djvz9eHcOYVyCx,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,2,5,1,2,0,3,1,24,0,2,0,3,0,5,9,0,0
191,xbps,bp_short,1,1,The doctor shouldn't be submitting patients to experiments that they haven't consented to.,403,R_3dR00cFney4ati9,2,1,1,1,1,1,1,0,1,0,1,1,1,1,2,0,2,1,2,,6,0,5,4,5,1,2,0,1,0,35,1,3,0,3,0,10,6,0,0
192,xbpl,bp_long,5,0,given the likely infections the directors test to see which would be a better disclosure is appropriate. both sets are still getting disclosures via the doctor being reminded of procedures,161,R_3dVRYTStk1iqccI,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,55,1,6,1,6,1,3,9,0,0
193,xbps,bp_short,5,0,It doesn't hurt anything.  THe signs don't put anyone at risk.  I'd like to believe that doctors don't need that sort of simplicity.,314,R_3e5gtFrn30MRCLF,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,1,computer science,8,1,4,1,5,1,2,0,3,1,35,1,4,1,3,0,6,8,0,0
194,xbps,bp_short,2,1,I don't think that comparing two groups differing in the location of the procedures is going to give the director any meaningful information.  He/she should compare doctors who take a certain precaution versus doctors who don't.,267,R_3e9VVf5NgCeQLyS,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,1,4,2,2,0,3,1,38,1,6,1,6,1,6,9,0,0
195,xbpl,bp_long,4,0,"I feel like both are appropriate since they both include the safety steps, but in different ways. I don't see any glaring issues with the experiment.",145,R_3Ec1FNTN8Al9bwW,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,0,2,,7,0,4,4,3,3,1,1,3,1,28,0,4,1,4,1,11,7,0,0
196,poster,poster,4,0,Since people seem to be getting infections it is a good idea to remind doctors of the steps of the procedure if it will help reduce but on the other hand there is no statement stating that doctors aren't following the right steps and that is what is truly causing the infections,344,R_3EnUZmYuDpIGqo7,2,1,1,1,2,0,1,0,2,1,2,0,2,0,1,1,2,1,2,,5,0,2,3,3,3,2,0,3,1,35,1,2,0,4,1,8,5,0,0
197,poster,poster,5,0,"I think it's a great idea. Even though doctors are highly trained in these procedures they are human, and quite capable of mistakes.  I think it would serve as a good reminder to make sure they are taking the time to ensure they are following all the necessary precautions.",471,R_3EQKd6ocI4Hwhak,2,1,2,0,1,1,2,1,1,0,2,0,1,1,1,1,2,1,1,Health Science,6,1,4,4,5,1,2,0,3,1,44,1,6,1,3,0,9,6,0,0
198,badge,badge,2,1,I think that it could help the doctors remember the safety steps.  I also think that doctors should have mastered all of those steps prior to performing such treatments.,309,R_3ERtpgmtwQNxoBP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,1,1,5,1,1,1,2,0,21,0,3,0,3,0,3,8,0,0
199,badge,badge,2,1,It doesn't seem sterile and its almost like giving the doctors training wheels,265,R_3F2pW6nRreDDIyn,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,,7,0,2,2,5,1,1,1,3,1,27,0,3,0,3,0,5,7,0,0
200,badge,badge,5,0,"Everyone, no matter how skilled or intelligent, can at times need a remember for following protocols accurately",132,R_3FIQaj9vwejDYqh,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,65,1,3,0,6,1,3,9,0,0
201,poster,poster,5,0,I think this is a good idea that has the possibility to help.  If the doctors and their procedure execution needs work the a reminder like this poster while they are working could have really good results.,210,R_3fJjQNmmjxJfT9Z,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,1,2,4,2,1,1,3,1,26,0,3,0,3,0,5,6,0,0
202,poster,poster,5,0,"The posters can't harm, only help.",82,R_3FUuIBZkX7bzCzw,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,1,0,2,,6,0,3,2,5,1,2,0,3,1,21,0,3,0,2,0,6,6,0,0
203,xbpl,bp_long,2,1,It's a little bit appropriate in that not just the doctors but the patients might be able to see safety precautions posted but just posting on a wall or a badge does not guarantee that those precautions will be followed.  I did not see anything where it was required to actually look at the posters or even the badges.  It seems like a lazy decision on the director's part.,297,R_3G0RTqxAVPvp7Z2,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,4,3,5,1,1,1,3,1,45,1,4,1,1,0,8,8,0,0
204,xbpl,bp_long,5,0,"There is no downside from having the precautions nearby for the doctors, either on the badge or a poster.",126,R_3G2NVxjkv66psOY,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,1,1,3,1,26,0,3,0,2,0,3,8,0,0
205,badge,badge,3,0,it is not a realistic approach.,145,R_3gNt0ICmfUPwV1R,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biology,9,1,1,1,2,4,1,1,3,1,32,0,6,1,3,0,6,9,0,0
206,xbpl,bp_long,2,1,"If the safety steps make the procedure more safe, everything should be done to make sure the doctors are familiar with them. It seems very likely the posters would help, and there is no cost or risk involved in implementing it.",284,R_3h2GP6c8e4bUwbT,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,2,1,5,1,2,0,3,1,29,0,4,1,2,0,4,8,0,0
207,xbps,bp_short,4,0,"This is an appropriate experiment because it's focus is to improve the quality of their procedures. If less patients end up with infections as a result of this study, then it is very necessary.",191,R_3h6KT7x3fyrGVQo,2,1,1,1,1,1,1,0,2,1,2,0,1,1,2,0,2,1,1,Computer Engineering,6,1,1,1,5,1,1,1,"1,2",0,27,0,4,1,1,0,3,6,0,0
208,poster,poster,5,0,"It will help the doctor be more aware. It could distract them a bit, but overall it will help awareness. Awareness will prevent more infenction possibly.",130,R_3hfrJHrSRWMaT5O,2,1,1,1,2,0,2,1,1,0,2,0,1,1,1,1,1,0,2,,5,0,4,1,5,1,2,0,"2,3",0,27,0,3,0,2,0,6,5,0,0
209,xbpl,bp_long,5,0,"The director is just making sure everything is done properly and reduces instances where there could be infections.  The information is available to both groups, just in different forms.",237,R_3hGA0ZEIgoPU6GU,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,4,3,3,2,0,3,1,38,1,3,0,4,1,12,9,0,0
210,xbps,bp_short,4,0,I don't see a downside to this although I think a poster would be better than information on an idea badge; people don't really look at their own idea badges throughout the day.  This may decrease patient confidence if they feel their health professionals need reminded about simple procedures.,210,R_3hoQGl4Pjrl9VQ4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,1,2,5,1,1,1,3,1,40,1,4,1,1,0,4,9,0,0
211,poster,poster,3,0,"I've never heard of this before, but if there are too many deadly infections, then I say, why not try it? I assume other ideas are out there and maybe have been tried. I know I heard recently that doctors and anyone around patients needs to wash their hands constantly to cut down on infections.",255,R_3ikVBbLJrY3cyNv,2,1,2,0,2,0,1,0,1,0,1,1,1,1,1,1,2,1,2,,5,0,4,4,3,3,2,0,3,1,62,1,2,0,3,0,11,5,0,0
212,xbpl,bp_long,1,1,I think he should just use both methods. I think it would be very dangerous to test these methods on patients.,306,R_3iqySIdtsYJrsXx,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,5,5,2,4,1,1,1,0,31,0,2,0,3,0,14,8,0,0
213,badge,badge,4,0,The director thinks that these new badges might help doctors remember all of the safety steps they were trained to take during the procedure.,59,R_3ixyAe6V58l7BbN,1,0,2,0,1,1,2,1,1,0,1,1,2,0,2,0,1,0,2,,3,0,4,4,2,4,1,1,3,1,26,0,3,0,3,0,12,3,0,0
214,xbpl,bp_long,2,1,It seems like there's a better way to do this.,119,R_3iy8P84GwYkXf36,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,2,2,4,2,2,0,1,0,23,0,4,1,2,0,6,6,0,0
215,badge,badge,3,0,"It does not seem inappropriate, but it seems useless. The doctor would have to remove and turn over their ID badge, and couple potentially end up losing their badge because it is no longer attached to them. Furthermore, if they needed to look up the proper procedure, they could use their phone or another guide to help them.",438,R_3jVThvMOge4X4EO,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,"2,3",0,25,0,3,0,6,1,3,9,0,0
216,poster,poster,1,1,"If the doctor isn't confident in practicing his medicine, then he has no business being a doctor.",137,R_3Jy05Y4GVgSBDgO,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,1,0,2,,6,0,,4,3,3,2,0,3,1,34,1,3,0,4,1,7,6,0,0
217,xbps,bp_short,5,0,He has done what he has to do to help these people. ,129,R_3k5hCX2sbMDQRn7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,2,4,2,2,0,3,1,24,0,4,1,2,0,8,9,0,0
218,poster,poster,4,0,"If it helps a patient, than it was worth it. Patients will also be able to see it and watch their doctor and question how things are done. I could see some doctors not liking this.",136,R_3kccjIs3wwvwyxf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,4,4,2,4,2,0,3,1,29,0,4,1,2,0,12,8,0,0
219,poster,poster,4,0,"It might make some patients nervous. I also think that the benefits outweigh the downsides and if it prevents infections, it's worth it.",135,R_3ke2vjG9pvBDGSv,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,24,0,3,0,2,0,3,9,0,0
220,xbps,bp_short,4,0,"I think that the director isn't impacting safety too much, so his choices make sense and are appropriate for the situation. I'm sure there is more probably a better way to handle this though.",187,R_3kMWgCUdnmVtd9E,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,2,1,5,2,0,3,1,23,0,4,1,6,1,12,9,0,0
221,xbpl,bp_long,2,1,"I would find it very unsettling that my doctor would need to check badges and posters on walls to remind himself of what procedures are appropriate when examining me or deciding to do a procedure that could cause me infection. I find the directors vision and his idea to mean well, but it just seems very inappropriate to me for the patients.",350,R_3kn7VXawgYu0PU7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,2,4,2,1,1,4,0,41,1,4,1,4,1,5,9,0,0
222,poster,poster,5,0,The steps need to be taken to minimize risk for infection.  These signs will serve as good reminders.,120,R_3kOn6pyQmKj9psw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,1,1,4,0,30,0,6,1,6,1,10,9,0,0
223,badge,badge,4,0,"It may not stop all the infections, but there is no downside. If it stops 1 infection for 0 cost then it was a good choice. ",494,R_3LgmL6ZGzsSnzIR,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,2,4,2,2,0,"3,4",0,26,0,3,0,3,0,5,9,0,0
224,xbps,bp_short,4,0,The two experiments were appropriate because it can reduce the risks with both ways.,361,R_3lLlocp9AUhfoPH,2,1,1,1,2,0,2,1,1,0,1,1,1,1,2,0,1,0,2,,5,0,4,5,4,2,2,0,3,1,43,1,6,1,3,0,11,5,0,0
225,xbpl,bp_long,2,1,I feel the standards should be the same for all. They could have both. Human lives should not be used for testing.,170,R_3MEFrAhdLOBsLaa,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,5,1,1,1,3,1,34,1,2,0,2,0,9,9,0,0
226,badge,badge,4,0,I think it's a good idea. It never hurts to have reminders about things.,87,R_3MFI5jAOKhCwngy,2,1,1,1,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,6,0,5,4,3,3,1,1,3,1,73,1,3,0,3,0,12,6,0,0
227,xbpl,bp_long,4,0,The director is giving both groups of doctors a reminder of the safety steps that need to be followed.  Which works better is probably specific to the individual doctors.  Trying to improve safety seems like a good goal,306,R_3MQ0Th58LvlA7jT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,2,0,3,1,49,1,4,1,6,1,4,9,0,0
228,xbps,bp_short,4,0,"It seems like a good way to test the efficacy of the safety methods. I don't really see much wrong with it, other than the fact that maybe some patients could be harmed if one of the methods doesn't work as well. But then again, I don't see how having this information relayed to the doctors would make the risk of infection increase.",226,R_3MT031nRIKT9dO7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,computer science,9,1,1,1,5,1,1,1,3,1,35,1,4,1,1,0,3,9,0,0
229,poster,poster,4,0,"I don't think the idea is inappropriate. However, it is scary to think a doctor would need to look at a poster in order to do a simple procedure correctly.",222,R_3n6sfX9TMr5YVMi,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,5,4,2,2,0,3,1,49,1,3,0,1,0,12,9,0,0
230,poster,poster,5,0,"This seems like a very good idea.  My primary concern would be that patients would think the doctor was not qualified, but even then, it rings similarly to posters that remind us how to wash our hands being placed in restrooms.",118,R_3nbWTyWqOcWfSK2,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,4,2,5,1,2,0,3,1,34,1,6,1,4,1,7,8,0,0
231,badge,badge,5,0,Because it would help the doctors to remember a task that they were trained to follow that they might forgot if they did not have a reminder.,292,R_3NESKTu11r2DsAh,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,5,5,1,5,1,1,3,1,32,0,2,0,2,0,15,6,0,0
232,xbps,bp_short,4,0,"The director is trying to limit the occurrences of deadly infections so any action toward that goal is appropriate. His actions are somewhat passive in just listing the safety procedures may not be enough to stop the occurrences (not to mention, I would assume the doctors already know and understand the safety procedures, so reminding them may not be necessary). ",283,R_3nINwEWrapRfIS5,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,5,1,1,1,3,1,34,1,4,1,2,0,6,9,0,0
233,badge,badge,4,0,I think it could be a good idea. At the very least it will give doctors no excuse for knowing how to administer the tube.,110,R_3nJKSIcgpONDPPw,2,1,2,0,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,5,0,3,2,2,4,2,0,4,0,29,0,3,0,1,0,9,5,0,0
234,badge,badge,4,0,It couldn't hurt. It might help doctors who forget the appropriate procedures or just want to make sure they're doing everything right.,101,R_3NJulieNzCKYQFy,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,25,0,4,1,4,1,3,9,0,0
235,badge,badge,5,0,"It's a great idea.  Doctors are so busy and have to remember so much, there is nothing wrong with an ID with a reminder of proper safety precautions on the back.",350,R_3NPU0GnACnNeIcs,2,1,1,1,1,1,2,1,1,0,1,1,2,0,1,1,2,1,2,,7,0,5,5,5,1,2,0,1,0,52,1,4,1,3,0,11,7,0,0
236,xbps,bp_short,4,0,"I guess that that is certainly appropriate to do.  It can't hurt to remind them.  Frankly though, I think it would be wiser to just assign someone to be the safety officer.  It would be their job to check off the various safety precautions.",175,R_3nugz8la9GtA2X3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,5,1,1,1,3,1,29,0,3,0,4,1,4,9,0,0
237,xbps,bp_short,4,0,Information is power.  The posters may help.,92,R_3O2m3g4e9kH9Nnj,1,0,1,1,2,0,2,1,1,0,1,1,1,1,1,1,2,1,2,,6,0,2,3,4,2,1,1,3,1,33,0,4,1,2,0,7,6,1,0
238,badge,badge,2,1,The director should trust that his doctors are professionals.  The list of procedures might be insulting to the trained doctors on staff. ,136,R_3PmLZGkTjJ0qaNT,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,1,0,1,History ,5,1,4,3,4,2,1,1,3,1,25,0,4,1,3,0,9,5,0,0
239,xbps,bp_short,3,0,I think everyone has a right to access the information in the same way. It should be shared consistently and perhaps via both methods to ensure that everyone is given the same opportunity.,223,R_3PsFjQuKZpM0U65,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,4,2,5,1,2,0,3,1,63,1,4,1,3,0,7,8,0,0
240,poster,poster,5,0,The doctor is being proactive.,93,R_3qCBdZjLXlnnQCB,2,1,2,0,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,7,0,1,1,5,1,1,1,4,0,30,0,4,1,1,0,3,7,0,0
241,badge,badge,5,0,I think this is appropriate because doctor's will then always have the procedure right on their person.   This will eliminate any chance of the doctors not knowing what the procedures are. ,379,R_3qPXOtpKjpPprJT,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,5,4,2,2,0,3,1,40,1,4,1,4,1,12,8,0,0
242,xbpl,bp_long,3,0,I would think the doctors should already be trained and have those procedures down pat before becoming a doctor,275,R_3qUsW1T0eLk3XGt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,4,2,2,0,3,1,52,1,3,0,6,1,7,9,0,0
243,xbps,bp_short,4,0,"The director is justified in trying to reduce infections by innovative means.  However, if he thinks both the poster and the badge  will help doctors then he could just use both for all patients.  ",280,R_3qW3hk01TrU8vjp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,2,2,4,2,1,1,2,0,28,0,6,1,5,1,6,8,0,0
244,xbps,bp_short,5,0,"Anything is worth trying to help people.  It is inexpensive, but it may help be effective.",171,R_3QYJ9fUw885lCcD,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,n/a,8,0,4,4,5,1,1,1,3,1,37,1,4,1,2,0,9,8,0,0
245,xbpl,bp_long,2,1,"It's not a proper experiment. There's not a control group of doctors with no reminder of the safety precautions to ensure the result isn't random chance, noise, or the proficiency of individual doctors.",209,R_3RlsfVu6H7Or3AF,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,4,2,1,1,1,0,26,0,3,0,2,0,5,9,0,0
246,badge,badge,5,0,Doctor's can be dealing with many things at once and despite all their training they are only human and could possibly forget something in the heat of the situation.  Having a handy reminder tool can help to save lives.,238,R_3rNF5ztUxVIHBFb,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,4,3,3,1,1,3,1,49,1,3,0,4,1,10,9,0,0
247,poster,poster,4,0,Yes his idea can definitely bring about more awareness to the infection issue and how to avoid it.,143,R_3rUlpX7lJfsnbnl,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,2,2,4,2,1,1,2,0,40,1,4,1,4,1,6,8,0,0
248,xbpl,bp_long,5,0,Doctors should be familiar with basic safety precautions and the experiment should not affet patients' safety especially when information is available in both cases.,253,R_3Ryg44vpF09WGim,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,1,1,5,1,2,0,4,0,55,1,4,1,3,0,3,8,0,0
249,xbps,bp_short,4,0,It's good he's trying to reduce infections but it seems a little wrong that maybe some people will have a larger chance of infection based on the method. It's good to test it out to see what works best though.,181,R_3sbIExsCwy6e1lP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,3,1,20,0,3,0,2,0,3,9,0,0
250,xbpl,bp_long,1,1,I don't understand how having the precautions written down could help the patients be safe from infections. One doesn't have anything to do with the other. And the doctors should already have this information memorized and learned without having to rely on written precautions.,306,R_3sBKK0nibjjofjl,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,2,,7,0,3,3,4,2,2,0,4,0,38,1,4,1,5,1,8,7,0,0
251,badge,badge,5,0,It certainly makes sense to to provide doctors a reminder.,190,R_3sBz2nfw2htwdTC,2,1,2,0,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,6,0,2,2,4,2,2,0,3,1,40,1,2,0,4,1,6,6,0,0
252,xbpl,bp_long,1,1,"neither of these make sense. So there will be warning labels either on the doctor or the wall that say what, be careful?",146,R_3sgiuKJU6Pq3kMi,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,3,3,3,3,1,1,3,1,36,1,3,0,6,1,9,8,0,0
253,poster,poster,5,0,Having information on hand never hurts and could give someone facts that they would have otherwise  forgotten.,156,R_3smpBtoUxc0ZKg9,2,1,1,1,1,1,1,0,1,0,2,0,1,1,1,1,1,0,2,,5,0,1,1,5,1,2,0,4,0,28,0,2,0,3,0,3,5,0,0
254,xbps,bp_short,4,0,I would hope that this solution works.,105,R_3ssGWyqCfD1MMod,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,3,1,5,1,2,0,3,1,33,0,4,1,3,0,5,8,0,0
