StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xA1,xB1,xAB1,xA2,xB2,xAB2,xA3,xB3,xAB3,xA4,xB4,xAB4,xA5,xB5,xAB5,xA6,xB6,xAB6,xA7,xB7,xAB7,FreeResponse,PlantFood,GenesAnswer,Earth,Radioact,Lasers,Electrons,Continents,Gender,Antibiotics,degree,Degree_spec,God,Intuition,Science,Sex,Race/Ethnicity,Age,Education,Income,SC0,SC1
2017-10-28 02:01:52,2017-10-28 02:10:49,0,73.90.204.156,100,536,1,2017-10-28 02:10:49,R_rlmoAV69EDHznbj,,,,,36.605499267578,-119.75219726562,anonymous,EN,,,,,,,,,,,,,,,,,,4,,,,Seems like a fair way of distributing the information and attracting the most applicants,2,1,1,2,2,2,1,1,2,2,,4,4,4,1,3,36,4,2,8,10
2017-10-28 02:07:43,2017-10-28 02:11:58,0,45.16.240.181,100,255,1,2017-10-28 02:11:59,R_2fHGMWZeEB89zHA,,,,,34.634201049805,-82.421096801758,anonymous,EN,,5,,,,,,,,,,,,,,,,,,,,"It sounds like he's got their best interests in mind. Plus the drugs have been approved by the food and drug administration. ",2,1,1,2,2,1,1,1,2,2,,3,3,5,1,3,30,2,4,9,7
2017-10-28 02:14:01,2017-10-28 02:16:46,0,66.87.69.34,100,165,1,2017-10-28 02:16:47,R_SUFHH0kzBpevVER,,,,,33.446502685547,-111.76850128174,anonymous,EN,,,1,,,,,,,,,,,,,,,,,,,A doctor should not be running experiments on his patients,2,1,1,2,2,1,1,1,1,2,,1,3,5,1,2,27,3,1,8,5
2017-10-28 02:15:14,2017-10-28 02:23:23,0,174.20.182.162,100,489,1,2017-10-28 02:23:23,R_2VeiklqIajHpVpb,,,,,44.935501098633,-93.250503540039,anonymous,EN,,,,,,,,,,,,,,,,,,,,4,,"I think it's appropriate to help those who are unemployed, especially if they are actively looking for work.  ",2,1,1,2,2,1,1,1,2,2,,4,3,4,2,3,47,5,2,9,9
2017-10-28 02:19:03,2017-10-28 02:23:42,0,24.42.247.15,100,279,1,2017-10-28 02:23:43,R_2P5Lx62OkRyN66d,,,,,32.535202026367,-84.984802246094,anonymous,EN,,,,,,,,,,,,4,,,,,,,,,,The superintendent is trying to make things better for the teachers and the students. The only way it might be better is if he let the teachers choose what their benefit would be.,2,1,1,2,2,1,1,1,2,2,,5,4,4,2,3,35,4,2,9,11
2017-10-28 02:23:05,2017-10-28 02:29:52,0,107.77.200.107,100,406,1,2017-10-28 02:29:52,R_33mxEWJ9fKpjAYH,,,,,32.778701782227,-96.821701049805,anonymous,EN,,,,,,,,,,,,,2,,,,,,,,,I would not think that it would be up to one person to decide where the money is allocated. Second I am not convinced that a sturdy roof would be the worst of their problems,2,1,1,2,1,1,1,1,2,1,Nursing,5,4,4,2,3,49,4,6,8,11
2017-10-28 02:26:59,2017-10-28 02:30:00,0,98.165.109.214,100,181,1,2017-10-28 02:30:01,R_1jHVNjYhgfH8CSf,,,,,33.373001098633,-112.03099822998,anonymous,EN,,,,,,,,,,4,,,,,,,,,,,,"If studies shows that happy teachers = great teachers and great teachers make more of an impact on kids, then that's a great idea to give yearly bonuses. ",2,1,1,1,1,1,1,1,2,2,,4,2,5,2,4,27,4,3,7,7
2017-10-28 02:31:09,2017-10-28 02:33:41,0,173.88.208.182,100,152,1,2017-10-28 02:33:42,R_12nXD15YsksK4rD,,,,,40.899597167969,-81.439598083496,anonymous,EN,,4,,,,,,,,,,,,,,,,,,,,helps the patients,1,1,1,2,2,2,1,2,2,2,,4,3,4,2,3,45,6,1,6,9
2017-10-28 02:30:52,2017-10-28 02:33:58,0,68.104.183.11,100,185,1,2017-10-28 02:33:58,R_2YlmxtBxNR3Sx2z,,,,,32.178497314453,-110.78970336914,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,"its cheap and doesn't have nasty side effects ",2,2,1,2,2,2,1,2,1,2,,4,4,5,1,2,28,3,2,5,9
2017-10-28 02:27:57,2017-10-28 02:39:07,0,108.206.47.9,100,669,1,2017-10-28 02:39:07,R_1gNj4opMmuZXWQf,,,,,26.188201904297,-80.171096801758,anonymous,EN,,,,,,,,,4,,,,,,,,,,,,,"Offering either 10 or 15 investment fund choices is fine but there are really a universe of thousands of possibilities out there for investment purposes.  Choosing the 10 or 15 ""most popular"" funds as criteria for the offering is acceptable, but may not be the wisest or most beneficial approach.  Perhaps a list of the funds available with the highest returns or a list with funds offering the safest and steadiest returns might be more appropriate in generating interest in the retirement plan.",2,1,1,2,2,1,1,1,2,2,,3,2,5,1,3,54,6,3,9,6
2017-10-28 02:47:06,2017-10-28 02:49:57,0,73.61.22.224,100,171,1,2017-10-28 02:49:58,R_3dY2J6vb4rDuJVt,,,,,42.873092651367,-71.390403747559,anonymous,EN,,,,,,,5,,,,,,,,,,,,,,,"People need to learn how to invest and save money properly and I think this helps. ",2,1,1,2,2,1,1,2,1,2,,2,3,4,2,3,36,2,4,7,7
2017-10-28 02:44:39,2017-10-28 02:50:11,0,69.133.36.63,100,331,1,2017-10-28 02:50:11,R_3DGpmN8Tfasepvr,,,,,39.638900756836,-84.404998779297,anonymous,EN,,,,,,,,4,,,,,,,,,,,,,,If I were to receive paperwork from my boss with some popular investing funds. It would make me think about being more proactive about my financial future.,2,1,1,2,2,1,1,2,2,2,,3,1,5,1,3,28,3,2,8,5
2017-10-28 02:47:31,2017-10-28 02:51:16,0,73.152.90.4,100,224,1,2017-10-28 02:51:16,R_31picDfbkj7jJpG,,,,,39.149200439453,-78.27799987793,anonymous,EN,,,,,,,,,,,,,,,,,5,,,,,This makes healthcare more organized in third world countries. It will promote a good paying job in exchange for that person giving back to their nation.,2,1,1,2,2,1,1,2,2,2,,3,3,5,1,3,25,3,3,8,7
2017-10-28 02:50:11,2017-10-28 02:53:28,0,130.245.233.181,100,197,1,2017-10-28 02:53:28,R_pgzBfVg6rpQdeQ9,,,,,40.746994018555,-73.756698608398,anonymous,EN,,,,,5,,,,,,,,,,,,,,,,,"Although one might argue that the patient should be able to choose, the doctor usually knows what is good for the patient. In this case, the doctor is interested in the best medication for the patient, so his rationale is justified and correct.",2,1,1,2,2,1,1,1,2,2,,4,2,5,1,4,19,3,6,9,7
2017-10-28 02:18:36,2017-10-28 02:55:42,0,68.47.242.173,100,2226,1,2017-10-28 02:55:43,R_1DpcP4yBuSGA3sm,,,,,36.178405761719,-86.644599914551,anonymous,EN,,,,,,,,,,,,,,,,,,3,,,,"I feel rather impartial to their martkeing strategies. Both have their pros ans cons. Advertisemnt directed toward empathy in a community with an low socioeconomic status may very well yeild positive impacts strictly based on the citizens desires to improve the quality of life in their world.

On the other hand, advertising based solely on compensation, benefits and potential advancement i  would think could possissibly bring out a good bsse of potential enrolees for the program. 

Based on future data, i personally believe a mix of both would be the most affective.",2,1,1,2,2,1,1,1,2,2,,3,1,5,1,3,26,3,3,9,5
2017-10-28 02:52:15,2017-10-28 02:56:06,0,40.131.186.36,100,231,1,2017-10-28 02:56:07,R_1n8E61rT9rQ2YhR,,,,,40.805694580078,-96.644401550293,anonymous,EN,,,,,,,,,,,,,,,,,,,,4,,"Seems reasonable. You're helping people, but they also have to show some kind of initiative to change (i.e. find work) in order to be eligible for the benefits. ",2,1,2,2,2,2,1,1,2,2,,2,1,5,2,3,27,6,2,7,4
2017-10-28 02:51:34,2017-10-28 02:58:37,0,70.180.219.138,100,423,1,2017-10-28 02:58:37,R_SPLEIZj5xcl1s5z,,,,,36.178802490234,-115.04959869385,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,I think this helps people in the short run to find jobs while they are unemployed.  It helps them financially while they seek a job.,2,1,1,2,1,1,1,1,1,2,,1,3,4,1,2,45,3,1,7,6
2017-10-28 02:56:22,2017-10-28 02:58:49,0,66.160.178.63,100,146,1,2017-10-28 02:58:50,R_2QJWN71gm5B9grG,,,,,37.549697875977,-121.96209716797,anonymous,EN,,,,,,3,,,,,,,,,,,,,,,,fairness,2,2,1,1,1,1,1,1,1,1,,3,3,3,2,1,30,6,3,5,9
2017-10-28 02:57:39,2017-10-28 03:01:08,0,174.32.243.85,100,209,1,2017-10-28 03:01:09,R_yOdBffH23fjzv7H,,,,,37.751007080078,-97.821998596191,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,"According to the information given, both drugs are affordable and patients can tolerate the side effects, so regardless of which drug the Doctor prescribes the result will be the same, thus his decision is appropriate.",2,1,1,2,2,1,1,1,2,2,,1,1,5,2,"2,3,4",23,3,1,9,3
2017-10-28 02:56:47,2017-10-28 03:01:10,0,108.205.148.31,100,262,1,2017-10-28 03:01:10,R_3FILzdE82qXqzmS,,,,,37.218994140625,-93.317596435547,anonymous,EN,,,,,,,,,,,,,,,4,,,,,,,"because he is trying to determine which is more beneficial, so he is helping everyone in the process.",2,1,1,2,1,2,1,1,2,2,,5,4,4,2,3,33,3,1,7,11
2017-10-28 02:57:59,2017-10-28 03:02:41,0,72.176.251.66,100,281,1,2017-10-28 03:02:41,R_TipjzaSrpumrMFr,,,,,30.050399780273,-94.174301147461,anonymous,EN,,,,,,,,,,,,,,5,,,,,,,,"Its a great idea, teaching people how to take care of themselves is always a good thing. Teaching them a skill is even better as they  will be much better off from it.",2,1,1,2,2,1,1,1,2,2,,5,3,4,1,3,41,3,2,9,10
2017-10-28 03:00:53,2017-10-28 03:03:28,0,67.183.106.107,100,154,1,2017-10-28 03:03:28,R_33dstcKBX17HVOU,,,,,47.127807617188,-122.25340270996,anonymous,EN,,,,,,,,,,,,,,,,,,,4,,,"It's good to help but this would be easily abused. ",2,1,1,2,2,2,1,1,1,2,,4,4,4,2,3,27,3,3,7,10
2017-10-28 03:00:25,2017-10-28 03:03:58,0,71.225.254.9,100,213,1,2017-10-28 03:03:59,R_2czM8uhQsY2pKiO,,,,,40.296401977539,-75.205299377441,anonymous,EN,,,,,,,,,,,1,,,,,,,,,,,"I agree that the mood of a teacher has an effect on his/her students. Happier teachers tend to form more positive relationships with their students, which makes the students more willing to learn from the teacher. ",2,1,1,2,1,1,1,1,1,2,,4,4,4,2,3,21,4,3,7,10
2017-10-28 03:03:59,2017-10-28 03:07:26,0,24.252.216.227,100,206,1,2017-10-28 03:07:26,R_26kTwYXw4YKcZ14,,,,,32.193298339844,-110.989402771,anonymous,EN,,,4,,,,,,,,,,,,,,,,,,,"It is somewhat unethical, but as long as he believes both are equally safe and effective before the study he is at least providing his patients with good care",2,1,1,2,2,1,1,2,1,2,,3,1,4,1,3,22,3,1,7,6
2017-10-28 03:04:45,2017-10-28 03:08:21,0,73.7.100.97,100,215,1,2017-10-28 03:08:21,R_rfPAlZVj4SKWghz,,,,,33.918792724609,-84.067802429199,anonymous,EN,,,5,,,,,,,,,,,,,,,,,,,"All drugs involved are reasonably priced and have no excessive side effects.  He is assigning patients into the groups randomly, without selection bias.  His goal is to discover, imperially, which drug works better.  Good science and good practices, start to finish. ",2,1,1,2,2,1,1,2,2,2,,4,3,4,1,3,43,3,2,8,9
2017-10-28 03:08:23,2017-10-28 03:13:49,0,96.27.184.137,100,325,1,2017-10-28 03:13:50,R_3GwjQPxWGb3rciq,,,,,38.028106689453,-87.511901855469,anonymous,EN,,,,,,,,,,2,,,,,,,,,,,,I feel that this is somewhat inappropriate because teachers have a job to do.  Students are there to listen and study.  Teaching is what the teacher has got hired to do.,2,1,1,2,2,2,1,1,2,2,,5,5,3,1,3,29,3,1,8,13
2017-10-28 03:13:14,2017-10-28 03:15:59,0,96.234.125.162,100,164,1,2017-10-28 03:15:59,R_2E43XZJ5BMjijHo,,,,,40.710403442383,-74.211097717285,anonymous,EN,,,,,,,,,,,,,,4,,,,,,,,the director has chosen a way to help a select few adults which is why its somewhat appropriate. he/she should find a way to help them all,2,1,1,2,1,2,1,2,2,2,,5,4,2,2,1,22,6,1,6,13
2017-10-28 03:12:02,2017-10-28 03:19:05,0,47.32.243.19,100,422,1,2017-10-28 03:19:06,R_R2LhjPcLRHQf84h,,,,,30.087203979492,-95.587997436523,anonymous,EN,,,,,,,,,,,,3,,,,,,,,,,"IT SEEMS LIKE AN IDEA THAT ANY ""BOSS"" / COMPANY MIGHT DO  WITH THEIR EMPLOYEES. NOTHING ABOUT SEEMS INAPPROPRIATE HOWEVER EMPLOYEES MAY NOT LIKE HAVING AN ""EXPERIMENT"" DONE ON THEM WITHOUT PRIOR CONSENT.",2,1,1,2,1,2,1,1,2,2,,2,3,4,2,3,43,2,4,7,7
2017-10-28 03:20:46,2017-10-28 03:25:58,0,67.161.56.154,100,312,1,2017-10-28 03:25:59,R_6Ma0SmIvz2ZHMFH,,,,,37.811599731445,-122.24200439453,anonymous,EN,,,,,,,,2,,,,,,,,,,,,,,Offering ten options to choose from is too much. Most people probably wouldn't even want to read through one retirement plan since new hire paperwork already takes so long.,2,1,1,2,2,1,1,1,2,2,,4,2,4,2,4,25,6,2,9,8
2017-10-28 03:22:57,2017-10-28 03:27:48,0,73.140.227.195,100,290,1,2017-10-28 03:27:49,R_3qPPEEGbK7RgX28,,,,,47.680099487305,-122.12060546875,anonymous,EN,,,,,1,,,,,,,,,,,,,,,,,"Doctor Jones did not qualify his patients for drug B; did not consider patient history, side effects, etc.",2,1,1,2,2,1,1,2,2,2,,3,2,4,2,1,66,6,4,8,7
2017-10-28 03:25:03,2017-10-28 03:29:35,0,24.170.47.52,100,272,1,2017-10-28 03:29:36,R_3HjXHVECZDSHAfF,,,,,27.839294433594,-97.600402832031,anonymous,EN,,,,,,,,,,,,,,,3,,,,,,,I chose neither inappropriate or appropriate because I do not know to what extent a sturdy roof will help fight extreme poverty.,2,1,1,2,2,1,1,1,2,2,,4,1,5,2,2,29,4,3,9,6
2017-10-28 03:27:58,2017-10-28 03:30:36,0,192.249.3.200,100,157,1,2017-10-28 03:30:36,R_xbWast4fiAyHXl7,,,,,35.953704833984,-83.933502197266,anonymous,EN,,4,,,,,,,,,,,,,,,,,,,,"Because he is choosing a drug he thinks will have minimum negative consequences, but there is never absolute surety. ",2,1,1,2,2,1,1,1,2,2,,2,1,4,2,3,19,3,4,9,5
2017-10-28 03:26:24,2017-10-28 03:30:39,0,47.149.6.174,100,255,1,2017-10-28 03:30:40,R_3IQtxWVqRntTP97,,,,,34.039001464844,-117.75479888916,anonymous,EN,,,,,,,,,,,,,,,,,,3,,,,It is slightly inappropriate as for half of the posters they don't provide the social benefits and the other half they provide the career benefits,2,1,1,2,2,2,2,2,1,2,,3,2,3,1,4,24,4,2,5,8
2017-10-28 03:35:56,2017-10-28 03:39:05,0,67.185.210.144,100,188,1,2017-10-28 03:39:06,R_3fdxABTN3AhGe4r,,,,,47.628692626953,-117.40110015869,anonymous,EN,,,,,,,,,,,,,,,,4,,,,,,"While I think addressing this shortage is a good idea and hiring civic minded folks is also smart, I am not sure that 1 year of training is enough for this kind of work.",2,1,1,2,2,1,1,1,2,1,biochemistry,1,2,5,2,3,29,5,1,9,4
2017-10-28 03:38:44,2017-10-28 03:43:43,0,172.77.19.206,100,299,1,2017-10-28 03:43:44,R_32RuEmXpWD13T3K,,,,,40.572998046875,-120.61819458008,anonymous,EN,2,,,,,,,,,,,,,,,,,,,,,I would imagine that different drugs might be more beneficial to different patients depending on many factors.  Deciding that all should take the same medication seems wrong.,2,1,1,2,2,1,1,1,2,1,Computer science and computer engineering,1,1,5,2,3,52,4,3,9,3
2017-10-28 03:49:57,2017-10-28 03:53:06,0,172.58.11.119,100,188,1,2017-10-28 03:53:06,R_2fqcEhVeovPfnh6,,,,,25.558395385742,-80.458198547363,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,It feels right,1,1,1,1,1,2,1,1,2,2,,4,3,4,1,3,24,5,3,5,9
2017-10-28 03:47:48,2017-10-28 03:55:12,0,73.191.30.140,100,444,1,2017-10-28 03:55:13,R_cUbGnbAtji8aD6h,,,,,39.050994873047,-76.728500366211,anonymous,EN,,,,,,,,,5,,,,,,,,,,,,,By analyzing the results of the study the CEO will be able to determine what action will generate greater interest in employee retirement plans.  This measure will give the company insights into what new employees most desire.,2,1,1,2,1,2,1,1,2,2,,3,1,5,1,3,52,6,6,7,5
2017-10-28 03:49:21,2017-10-28 03:59:16,0,86.99.83.165,100,595,1,2017-10-28 03:59:17,R_1E6Y7ilQpTQbQsc,,,,,25.263900756836,55.30810546875,anonymous,EN,,,,,,,,,,,1,,,,,,,,,,,A good teacher always be happy if she/he get a quality time with their students. So additional vacation time is not necessary to be happy.,2,1,1,2,2,1,1,1,2,1,Bachelor science in zoology,4,1,5,2,4,40,6,4,9,6
2017-10-28 04:04:07,2017-10-28 04:09:16,0,98.223.105.156,100,308,1,2017-10-28 04:09:17,R_33C5epIO245l7y5,,,,,40.476303100586,-86.957099914551,anonymous,EN,,,,,,,,,,,,,,,,,,,,2,,how are you incentivizing people to find work if you give fixed amounts of money for a fixed amount of time to not work?,2,1,1,2,2,2,1,1,2,2,,5,3,4,1,3,32,4,6,8,10
2017-10-28 04:13:16,2017-10-28 04:17:31,0,97.122.206.142,100,255,1,2017-10-28 04:17:31,R_3Jru02MK90rLdhi,,,,,39.738800048828,-104.40830230713,anonymous,EN,,,,,,,,,,,,,,,,,2,,,,,They need the best people because they are in place of doctors and will be dealing with people's health,2,1,2,2,1,1,1,1,1,2,,5,3,4,2,4,35,4,3,6,10
2017-10-28 04:17:12,2017-10-28 04:20:52,0,2.247.250.134,100,220,1,2017-10-28 04:20:53,R_3PcxtggChxaCAGs,,,,,51.484405517578,7.0050048828125,anonymous,EN,,,,,,4,,,,,,,,,,,,,,,,"He honestly wants the best for his patients and since the drugs are apparently similar and he's unsure about which is better, he decides to test it ",2,1,1,2,1,1,1,2,1,2,,4,3,4,1,3,23,4,1,6,9
2017-10-28 04:22:25,2017-10-28 04:28:38,0,75.227.74.187,100,373,1,2017-10-28 04:28:38,R_1DOTZLB6WBZlMsH,,,,,39.807098388672,-86.326499938965,anonymous,EN,,,,,,,,,,,,,2,,,,,,,,,"Though the gesture of a strong roof is nice, I don't see how it helps lift a community out of poverty. The money should have been spent on teaching skills or improving education for the local population.",2,1,1,2,2,1,1,1,1,2,,4,2,5,1,3,54,4,5,8,7
2017-10-28 04:25:16,2017-10-28 04:32:17,0,67.187.1.172,100,420,1,2017-10-28 04:32:17,R_1FlG8zD2ROHo3sw,,,,,37.62109375,-77.651496887207,anonymous,EN,,,,,,,,,,,,,,,,,,,4,,,"I think providing economic relief to those who have been out of work for an extended period makes sense as far as relieving suffering for those individuals. However, it doesn't necessarily encourage them to find work. Just because someone attends a job fair to receive their money doesn't mean they will actually apply for position. If they were really interested in finding a job, wouldn't they be doing that already? If they have been out of work for this long, they may either be comfortable being unemployed, or they may have skill set that makes finding employment extremely difficult. Either way, I don't think this plan is necessarily going to increase employment, and I fear that the country's expenses won't be worth the potential outcomes. Perhaps an alternative would be to spend that money to provide more directed career counseling, resume help, and job placement assistance to those individuals.",2,1,1,2,2,1,1,1,2,1,Microbiology,5,4,4,2,3,40,6,4,9,11
2017-10-28 04:39:11,2017-10-28 04:44:54,0,74.197.209.114,100,343,1,2017-10-28 04:44:55,R_eDmPnnPtKg8Oywp,,,,,35.244506835938,-96.634002685547,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,"if both provide the same benefit and cost, with no problems ---  no reason not to prescribe the medication",2,1,1,2,2,1,1,1,1,2,n/a,4,4,5,1,3,53,3,3,8,9
2017-10-28 04:47:54,2017-10-28 04:51:03,0,166.181.81.90,100,189,1,2017-10-28 04:51:04,R_3Mii2QuCcETbqRH,,,,,42.464202880859,-90.561500549316,anonymous,EN,,,,5,,,,,,,,,,,,,,,,,,I chose that it was very appropriate because both drugs were affordable and their patients were able to tolerate there side effects.,2,1,1,1,2,1,1,2,2,2,,4,3,5,2,3,36,3,2,7,8
2017-10-28 04:46:43,2017-10-28 04:52:20,0,97.82.144.110,100,337,1,2017-10-28 04:52:21,R_2rVpvAO1ijzQTjc,,,,,35.7666015625,-81.335502624512,anonymous,EN,,,,,,,,4,,,,,,,,,,,,,,I chose this option because I believe it is true that not enough people choose to save for retirement and I think it would be appropriate for the CEO to care enough about his employees that he provides them with necessary materials to aid them in saving for their future.,2,1,1,2,1,2,1,1,2,1,Bachelor of Science in Healthcare Management Technology,5,4,3,2,3,25,3,3,7,12
2017-10-28 04:50:32,2017-10-28 04:53:02,0,175.34.93.96,100,149,1,2017-10-28 04:53:02,R_2q3521UNtDvWvr7,,,,,-37.766693115234,144.96670532227,anonymous,EN,,,,,,,,,,,,,,,,,,,5,,,It helps people in the short term with the hope of getting help in the long term.,2,1,1,2,2,1,1,1,2,2,,1,1,5,2,2,31,4,6,9,3
2017-10-28 04:51:09,2017-10-28 04:55:11,0,172.72.185.147,100,241,1,2017-10-28 04:55:11,R_2uVrtvbMCt79c6M,,,,,35.133804321289,-81.005996704102,anonymous,EN,,,,,,,,,,,,,,,,,,,,4,,"I think it's a good idea to give incentives for citizens who have a difficult time finding work a safety net to provide them revenue while giving them a mandatory avenue to find work through job fairs so they don't abuse the system for free money. ",2,1,1,2,2,1,1,2,2,1,,5,4,4,1,2,25,3,2,8,11
2017-10-28 04:51:08,2017-10-28 04:58:45,0,184.47.195.33,100,457,1,2017-10-28 04:58:45,R_2dRyed3Nd4cntNx,,,,,33.931198120117,-83.259498596191,anonymous,EN,5,,,,,,,,,,,,,,,,,,,,,"Patients can tolerate its side effects. It's affordable. Dr.Jones wants to provide good treatment to his patients. ",2,1,1,2,2,1,1,1,2,2,,4,3,5,2,3,46,3,1,9,8
2017-10-28 04:58:32,2017-10-28 05:02:37,0,216.106.39.229,100,245,1,2017-10-28 05:02:37,R_3qkyhAM9YRiWnaK,,,,,38.481399536133,-92.127296447754,anonymous,EN,,,,,,,,,,,,,,,,,,3,,,,I do not see why either poster is a bad thing. I also understand why they would want to see which poster works best. I do feel people in this type of field are doing it more for the passion of helping people however there is nothing wrong with expressing the career benefits of a job like this. It is a position that will always be needed.,2,1,1,2,1,2,2,1,1,2,,5,5,3,2,3,41,3,2,5,13
2017-10-28 05:01:07,2017-10-28 05:04:13,0,172.58.6.247,100,186,1,2017-10-28 05:04:14,R_1gGSNivViOwdZ6Q,,,,,33.784393310547,-84.213500976562,anonymous,EN,,,,,,,,,,5,,,,,,,,,,,,Having happy teachers mean that the students will excel so why not reward the teachers,2,1,1,2,1,2,2,1,1,2,,1,4,4,2,1,34,2,1,5,7
2017-10-28 04:59:32,2017-10-28 05:05:30,0,50.109.108.168,100,358,1,2017-10-28 05:05:31,R_PIFPneWtqPTLupP,,,,,40.528198242188,-88.980102539062,anonymous,EN,,,,,,,4,,,,,,,,,,,,,,,"It is admirable that the CEO legitimately wants the employees to save, and has expanded the choice of investment funds. It would also be helpful if there were signup events to help employees register, and if the benefits of saving were better advertised.  Bumping up the company's matching contributions, however, would probably be the best way to encourage participation.",2,1,1,2,2,1,1,1,2,2,,1,1,4,1,3,55,5,2,9,4
2017-10-28 05:12:11,2017-10-28 05:16:39,0,72.224.95.80,100,268,1,2017-10-28 05:16:39,R_3eqcuAOx19omJhf,,,,,43.592300415039,-70.373497009277,anonymous,EN,,,,,,,,,,,,,,,,5,,,,,,"I think this is appropriate because it will get more people to become involved. If people see a visual aid such as a poster, I think they would be more likely to find inquire about the program. ",2,1,1,1,1,2,1,2,2,2,,5,5,1,2,3,36,3,3,5,15
2017-10-28 05:26:53,2017-10-28 05:32:09,0,98.146.223.168,100,316,1,2017-10-28 05:32:09,R_PRjVzfYWa42Hp4J,,,,,46.717193603516,-116.91790008545,anonymous,EN,,,,,,,,,,,,,,4,,,,,,,,"I believe the training will be helpful, however its difficult for those living in poverty to improve and rise above their lower class. It will take more support than just training to make that happen. I believe the training is a step in the right direction though.",2,1,1,2,2,2,1,1,2,2,,3,3,4,1,3,29,3,2,8,8
2017-10-28 05:30:01,2017-10-28 05:34:59,0,75.173.16.181,100,298,1,2017-10-28 05:35:00,R_1LoodutQPNHmsvo,,,,,35.187393188477,-106.49649810791,anonymous,EN,,,,,,,,,,,,,,,,,4,,,,,"One year of training is not high-quality but could possibly be extremely helpful, especially in remote, poorer parts of any nation.  These people who are looking at this as a career path may be disappointed as only a few may continue to make decent pay or advance their jobs further.  Only time would tell. ",2,1,1,2,2,1,1,1,2,2,,2,3,4,2,"3,5",29,6,2,9,7
2017-10-28 06:06:20,2017-10-28 06:14:21,0,106.51.18.204,100,481,1,2017-10-28 06:14:22,R_2414XWZjNp05lha,,,,,12.983306884766,77.583312988281,anonymous,EN,,,4,,,,,,,,,,,,,,,,,,,What he is ng is what i would do in the situation,2,1,1,2,1,1,1,2,2,1,Electronic Engineering,1,5,1,2,3,35,6,4,7,11
2017-10-28 06:09:10,2017-10-28 06:16:47,0,67.161.188.106,100,457,1,2017-10-28 06:16:48,R_3mgjZ3xDD6RyiYX,,,,,39.459396362305,-121.39720153809,anonymous,EN,,,,,5,,,,,,,,,,,,,,,,,"From the description, drugs A and B are essentially the same. Therefore it doesn't matter which one he prescribes.",2,1,1,2,2,1,1,1,2,2,,5,1,5,1,3,30,2,1,9,7
2017-10-28 06:15:34,2017-10-28 06:18:29,0,12.156.141.233,100,175,1,2017-10-28 06:18:30,R_3MQYHITwTKYLoHk,,,,,33.968002319336,-117.31939697266,anonymous,EN,,,,,,,,,3,,,,,,,,,,,,,"It's solely up to the CEO's discretion on the decisions they make. If they see that there are possibilities to ensure that the future generation gets some retirement funds, then so be it.",2,1,1,1,2,1,1,1,2,2,,3,1,4,1,4,21,3,4,8,6
2017-10-28 06:09:35,2017-10-28 06:18:52,0,67.168.120.13,100,557,1,2017-10-28 06:18:52,R_3Ep9nXgmK5lzLTF,,,,,47.307800292969,-122.31770324707,anonymous,EN,,,,,,,,,,,,,,,,,,,,,5,The financial help and the choices presented are most welcome. Having been in an unemployed position makes every possibility for income and employment a blessing. While this is a short term economic fix these options provide the key essentials which are help and hope.,2,1,1,2,1,1,1,1,1,2,,5,4,5,1,3,68,4,4,7,10
2017-10-28 06:14:36,2017-10-28 06:21:44,0,174.69.21.190,100,427,1,2017-10-28 06:21:45,R_1QnM7fwJQNURLT9,,,,,30.391906738281,-87.349601745605,anonymous,EN,,,,,,,,,,,,4,,,,,,,,,,"Although the teachers are being treated differently, and there us a risk inferring unfairly, the sueperintendent is looking out for the student's. There is no better test group than the very teachers in this school.",2,1,1,2,2,1,1,1,2,2,,4,4,3,1,3,67,4,3,9,11
2017-10-28 06:12:29,2017-10-28 06:27:27,0,24.98.175.109,100,897,1,2017-10-28 06:27:27,R_agUzDBnAEDmYzWp,,,,,33.905807495117,-84.180297851562,anonymous,EN,,4,,,,,,,,,,,,,,,,,,,,"I think that Dr.Jones is trying to do the right thing. In his mind, he wants to give his patients good treatment. That is the reason he decided to prescribe medication B. However, he doesn't really know what affordable means to someone else. He also doesn't know whether or not the person would be able to handle the side effects of the medication. So in this scenario, I am assuming he asked them these particular questions before prescribing the medication. ",2,2,1,1,1,1,2,2,2,2,,5,5,1,2,1,35,2,3,4,15
2017-10-28 06:26:19,2017-10-28 06:29:42,0,24.208.197.104,100,202,1,2017-10-28 06:29:42,R_3R2uRQsMJ7SpwV9,,,,,39.964904785156,-83.138298034668,anonymous,EN,,,,,,,,,,,,,4,,,,,,,,,"Without knowing any details about the situation (what the charity was, how they work with NGOs or volunteer organizations in the poor countries, etc) it seems like a noble and worthy cause. I doubt that one small charity can build ALL those roofs though.",2,1,1,2,2,1,1,1,2,2,,1,1,5,2,3,36,6,2,9,3
