pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,ScienceLitScore,RepeatTurkerLabelCode,,,,,,,,,,,,
954,xA4,Teacher.Bonus,4,0,"If studies shows that happy teachers = great teachers and great teachers make more of an impact on kids, then that's a great idea to give yearly bonuses.",181,R_1jHVNjYhgfH8CSf,2,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,2,1,2,,7,0,4,2,5,1,2,0,4,0,27,0,4,1,3,0,7,7,0,,,,,,,,,,,,
955,xB1,Drug.B,4,0,helps the patients,152,R_12nXD15YsksK4rD,1,0,1,1,1,1,2,1,2,1,2,0,1,1,2,0,2,1,2,,6,0,4,3,4,2,2,0,3,1,45,1,6,1,1,0,9,6,0,,,,,,,,,,,,
956,xA1,Drug.A,5,0,its cheap and doesn't have nasty side effects,185,R_2YlmxtBxNR3Sx2z,2,1,2,0,1,1,2,1,2,1,2,0,1,1,2,0,1,0,2,,5,0,4,4,5,1,1,1,2,0,28,0,3,0,2,0,9,5,0,,,,,,,,,,,,
957,xAB3,Funds.MH,4,0,"Offering either 10 or 15 investment fund choices is fine but there are really a universe of thousands of possibilities out there for investment purposes.  Choosing the 10 or 15 ""most popular"" funds as criteria for the offering is acceptable, but may not be the wisest or most beneficial approach.  Perhaps a list of the funds available with the highest returns or a list with funds offering the safest and steadiest returns might be more appropriate in generating interest in the retirement plan.",669,R_1gNj4opMmuZXWQf,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,2,5,1,1,1,3,1,54,1,6,1,3,0,6,9,0,,,,,,,,,,,,
958,xA3,Funds.More,5,0,People need to learn how to invest and save money properly and I think this helps.,171,R_3dY2J6vb4rDuJVt,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,2,3,4,2,2,0,3,1,36,1,2,0,4,1,7,7,0,,,,,,,,,,,,
959,xB3,Funds.Highlight,4,0,If I were to receive paperwork from my boss with some popular investing funds. It would make me think about being more proactive about my financial future.,331,R_3DGpmN8Tfasepvr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,1,5,1,1,1,3,1,28,0,3,0,2,0,5,8,0,,,,,,,,,,,,
960,xB6,Recruit.Career,5,0,This makes healthcare more organized in third world countries. It will promote a good paying job in exchange for that person giving back to their nation.,224,R_31picDfbkj7jJpG,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,3,5,1,1,1,3,1,25,0,3,0,3,0,7,8,0,,,,,,,,,,,,
961,xB2,DrugTeach.B,5,0,"Although one might argue that the patient should be able to choose, the doctor usually knows what is good for the patient. In this case, the doctor is interested in the best medication for the patient, so his rationale is justified and correct.",197,R_pgzBfVg6rpQdeQ9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,2,5,1,1,1,4,0,19,0,3,0,6,1,7,9,0,,,,,,,,,,,,
962,xAB6,Recruit.SC,3,0,"I feel rather impartial to their martkeing strategies. Both have their pros ans cons. Advertisemnt directed toward empathy in a community with an low socioeconomic status may very well yeild positive impacts strictly based on the citizens desires to improve the quality of life in their world.

On the other hand, advertising based solely on compensation, benefits and potential advancement i  would think could possissibly bring out a good bsse of potential enrolees for the program. 

Based on future data, i personally believe a mix of both would be the most affective.",2226,R_1DpcP4yBuSGA3sm,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,1,5,1,1,1,3,1,26,0,3,0,3,0,5,9,0,,,,,,,,,,,,
963,xB7,Income.Unemployed,4,0,"Seems reasonable. You're helping people, but they also have to show some kind of initiative to change (i.e. find work) in order to be eligible for the benefits.",231,R_1n8E61rT9rQ2YhR,2,1,1,1,2,0,2,1,2,1,2,0,1,1,1,1,2,1,2,,7,0,2,1,5,1,2,0,3,1,27,0,6,1,2,0,4,7,0,,,,,,,,,,,,
964,xAB7,Income.AU,4,0,I think this helps people in the short run to find jobs while they are unemployed.  It helps them financially while they seek a job.,423,R_SPLEIZj5xcl1s5z,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,1,3,4,2,1,1,2,0,45,1,3,0,1,0,6,7,0,,,,,,,,,,,,
965,xAB2,DrugTeach.AB,3,0,fairness,146,R_2QJWN71gm5B9grG,2,1,2,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,,5,1,3,3,3,3,2,0,1,0,30,0,6,1,3,0,9,5,0,,,,,,,,,,,,
966,xA2,DrugTeach.A,5,0,"According to the information given, both drugs are affordable and patients can tolerate the side effects, so regardless of which drug the Doctor prescribes the result will be the same, thus his decision is appropriate.",209,R_yOdBffH23fjzv7H,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,"2,3,4",0,23,0,3,0,1,0,3,9,0,,,,,,,,,,,,
967,xAB5,Charity.RT,4,0,"because he is trying to determine which is more beneficial, so he is helping everyone in the process.",262,R_3FILzdE82qXqzmS,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,5,4,4,2,2,0,3,1,33,0,3,0,1,0,11,7,0,,,,,,,,,,,,
968,xB5,Charity.Train,5,0,"Its a great idea, teaching people how to take care of themselves is always a good thing. Teaching them a skill is even better as they  will be much better off from it.",281,R_TipjzaSrpumrMFr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,3,4,2,1,1,3,1,41,1,3,0,2,0,10,9,0,,,,,,,,,,,,
969,xA7,Income.All,4,0,It's good to help but this would be easily abused.,154,R_33dstcKBX17HVOU,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,1,0,2,,7,0,4,4,4,2,2,0,3,1,27,0,3,0,3,0,10,7,0,,,,,,,,,,,,
970,xB4,Teacher.Breaks,1,1,"I agree that the mood of a teacher has an effect on his/her students. Happier teachers tend to form more positive relationships with their students, which makes the students more willing to learn from the teacher.",213,R_2czM8uhQsY2pKiO,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,4,4,4,2,2,0,3,1,21,0,4,1,3,0,10,7,0,,,,,,,,,,,,
971,xAB1,Drug.AB,4,0,"It is somewhat unethical, but as long as he believes both are equally safe and effective before the study he is at least providing his patients with good care",206,R_26kTwYXw4YKcZ14,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,1,0,2,,7,0,3,1,4,2,1,1,3,1,22,0,3,0,1,0,6,7,0,,,,,,,,,,,,
972,xAB1,Drug.AB,5,0,"All drugs involved are reasonably priced and have no excessive side effects.  He is assigning patients into the groups randomly, without selection bias.  His goal is to discover, imperially, which drug works better.  Good science and good practices, start to finish.",215,R_rfPAlZVj4SKWghz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,4,3,4,2,1,1,3,1,43,1,3,0,2,0,9,8,0,,,,,,,,,,,,
973,xA4,Teacher.Bonus,2,1,I feel that this is somewhat inappropriate because teachers have a job to do.  Students are there to listen and study.  Teaching is what the teacher has got hired to do.,325,R_3GwjQPxWGb3rciq,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,5,5,3,3,1,1,3,1,29,0,3,0,1,0,13,8,0,,,,,,,,,,,,
974,xB5,Charity.Train,4,0,the director has chosen a way to help a select few adults which is why its somewhat appropriate. he/she should find a way to help them all,164,R_2E43XZJ5BMjijHo,2,1,1,1,1,1,2,1,1,0,2,0,1,1,2,0,2,1,2,,6,0,5,4,2,4,2,0,1,0,22,0,6,1,1,0,13,6,0,,,,,,,,,,,,
975,xAB4,Teacher.BoBr,3,0,"IT SEEMS LIKE AN IDEA THAT ANY ""BOSS"" / COMPANY MIGHT DO  WITH THEIR EMPLOYEES. NOTHING ABOUT SEEMS INAPPROPRIATE HOWEVER EMPLOYEES MAY NOT LIKE HAVING AN ""EXPERIMENT"" DONE ON THEM WITHOUT PRIOR CONSENT.",422,R_R2LhjPcLRHQf84h,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,2,3,4,2,2,0,3,1,43,1,2,0,4,1,7,7,0,,,,,,,,,,,,
976,xB3,Funds.Highlight,2,1,Offering ten options to choose from is too much. Most people probably wouldn't even want to read through one retirement plan since new hire paperwork already takes so long.,312,R_6Ma0SmIvz2ZHMFH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,2,4,2,2,0,4,0,25,0,6,1,2,0,8,9,0,,,,,,,,,,,,
977,xB2,DrugTeach.B,1,1,"Doctor Jones did not qualify his patients for drug B; did not consider patient history, side effects, etc.",290,R_3qPPEEGbK7RgX28,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,2,4,2,2,0,1,0,66,1,6,1,4,1,7,8,0,,,,,,,,,,,,
978,xAB5,Charity.RT,3,0,I chose neither inappropriate or appropriate because I do not know to what extent a sturdy roof will help fight extreme poverty.,272,R_3HjXHVECZDSHAfF,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,1,5,1,2,0,2,0,29,0,4,1,3,0,6,9,0,,,,,,,,,,,,
979,xB1,Drug.B,4,0,"Because he is choosing a drug he thinks will have minimum negative consequences, but there is never absolute surety.",157,R_xbWast4fiAyHXl7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,1,4,2,2,0,3,1,19,0,3,0,4,1,5,9,0,,,,,,,,,,,,
980,xAB6,Recruit.SC,3,0,It is slightly inappropriate as for half of the posters they don't provide the social benefits and the other half they provide the career benefits,255,R_3IQtxWVqRntTP97,2,1,1,1,1,1,2,1,2,1,2,0,2,0,2,0,1,0,2,,5,0,3,2,3,3,1,1,4,0,24,0,4,1,2,0,8,5,0,,,,,,,,,,,,
981,xA6,Recruit.Social,4,0,"While I think addressing this shortage is a good idea and hiring civic minded folks is also smart, I am not sure that 1 year of training is enough for this kind of work.",188,R_3fdxABTN3AhGe4r,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,biochemistry,9,1,1,2,5,1,2,0,3,1,29,0,5,1,1,0,4,9,0,,,,,,,,,,,,
982,xA1,Drug.A,2,1,I would imagine that different drugs might be more beneficial to different patients depending on many factors.  Deciding that all should take the same medication seems wrong.,299,R_32RuEmXpWD13T3K,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Computer science and computer engineering,9,1,1,1,5,1,2,0,3,1,52,1,4,1,3,0,3,9,0,,,,,,,,,,,,
983,xAB7,Income.AU,5,0,It feels right,188,R_2fqcEhVeovPfnh6,1,0,1,1,1,1,1,0,1,0,2,0,1,1,1,1,2,1,2,,5,0,4,3,4,2,1,1,3,1,24,0,5,1,3,0,9,5,0,,,,,,,,,,,,
984,xAB3,Funds.MH,5,0,By analyzing the results of the study the CEO will be able to determine what action will generate greater interest in employee retirement plans.  This measure will give the company insights into what new employees most desire.,444,R_cUbGnbAtji8aD6h,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,2,,7,0,3,1,5,1,1,1,3,1,52,1,6,1,6,1,5,7,0,,,,,,,,,,,,
985,xB4,Teacher.Breaks,1,1,A good teacher always be happy if she/he get a quality time with their students. So additional vacation time is not necessary to be happy.,595,R_1E6Y7ilQpTQbQsc,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Bachelor science in zoology,9,1,4,1,5,1,2,0,4,0,40,1,6,1,4,1,6,9,0,,,,,,,,,,,,
986,xB7,Income.Unemployed,2,1,how are you incentivizing people to find work if you give fixed amounts of money for a fixed amount of time to not work?,308,R_33C5epIO245l7y5,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,5,3,4,2,1,1,3,1,32,0,4,1,6,1,10,8,0,,,,,,,,,,,,
987,xB6,Recruit.Career,2,1,They need the best people because they are in place of doctors and will be dealing with people's health,255,R_3Jru02MK90rLdhi,2,1,1,1,2,0,2,1,1,0,1,1,1,1,1,1,1,0,2,,6,0,5,3,4,2,2,0,4,0,35,1,4,1,3,0,10,6,0,,,,,,,,,,,,
988,xAB2,DrugTeach.AB,4,0,"He honestly wants the best for his patients and since the drugs are apparently similar and he's unsure about which is better, he decides to test it",220,R_3PcxtggChxaCAGs,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,1,0,2,,6,0,4,3,4,2,1,1,3,1,23,0,4,1,1,0,9,6,0,,,,,,,,,,,,
989,xA5,Charity.Roof,2,1,"Though the gesture of a strong roof is nice, I don't see how it helps lift a community out of poverty. The money should have been spent on teaching skills or improving education for the local population.",373,R_1DOTZLB6WBZlMsH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,4,2,5,1,1,1,3,1,54,1,4,1,5,1,7,8,0,,,,,,,,,,,,
990,xA7,Income.All,4,0,"I think providing economic relief to those who have been out of work for an extended period makes sense as far as relieving suffering for those individuals. However, it doesn't necessarily encourage them to find work. Just because someone attends a job fair to receive their money doesn't mean they will actually apply for position. If they were really interested in finding a job, wouldn't they be doing that already? If they have been out of work for this long, they may either be comfortable being unemployed, or they may have skill set that makes finding employment extremely difficult. Either way, I don't think this plan is necessarily going to increase employment, and I fear that the country's expenses won't be worth the potential outcomes. Perhaps an alternative would be to spend that money to provide more directed career counseling, resume help, and job placement assistance to those individuals.",420,R_1FlG8zD2ROHo3sw,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Microbiology,9,1,5,4,4,2,2,0,3,1,40,1,6,1,4,1,11,9,0,,,,,,,,,,,,
991,xA2,DrugTeach.A,5,0,"if both provide the same benefit and cost, with no problems ---  no reason not to prescribe the medication",343,R_eDmPnnPtKg8Oywp,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,n/a,8,0,4,4,5,1,1,1,3,1,53,1,3,0,3,0,9,8,0,,,,,,,,,,,,
992,xA2,DrugTeach.A,5,0,I chose that it was very appropriate because both drugs were affordable and their patients were able to tolerate there side effects.,189,R_3Mii2QuCcETbqRH,2,1,1,1,1,1,1,0,2,1,1,1,1,1,2,0,2,1,2,,7,0,4,3,5,1,2,0,3,1,36,1,3,0,2,0,8,7,0,,,,,,,,,,,,
993,xB3,Funds.Highlight,4,0,I chose this option because I believe it is true that not enough people choose to save for retirement and I think it would be appropriate for the CEO to care enough about his employees that he provides them with necessary materials to aid them in saving for their future.,337,R_2rVpvAO1ijzQTjc,2,1,1,1,1,1,2,1,1,0,2,0,1,1,1,1,2,1,1,Bachelor of Science in Healthcare Management Technology,7,1,5,4,3,3,2,0,3,1,25,0,3,0,3,0,12,7,0,,,,,,,,,,,,
994,xA7,Income.All,5,0,It helps people in the short term with the hope of getting help in the long term.,149,R_2q3521UNtDvWvr7,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,2,0,31,0,4,1,6,1,3,9,0,,,,,,,,,,,,
995,xB7,Income.Unemployed,4,0,I think it's a good idea to give incentives for citizens who have a difficult time finding work a safety net to provide them revenue while giving them a mandatory avenue to find work through job fairs so they don't abuse the system for free money.,241,R_2uVrtvbMCt79c6M,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,1,,8,1,5,4,4,2,1,1,2,0,25,0,3,0,2,0,11,8,0,,,,,,,,,,,,
996,xA1,Drug.A,5,0,Patients can tolerate its side effects. It's affordable. Dr.Jones wants to provide good treatment to his patients.,457,R_2dRyed3Nd4cntNx,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,3,5,1,2,0,3,1,46,1,3,0,1,0,8,9,0,,,,,,,,,,,,
997,xAB6,Recruit.SC,3,0,I do not see why either poster is a bad thing. I also understand why they would want to see which poster works best. I do feel people in this type of field are doing it more for the passion of helping people however there is nothing wrong with expressing the career benefits of a job like this. It is a position that will always be needed.,245,R_3qkyhAM9YRiWnaK,2,1,1,1,1,1,2,1,1,0,2,0,2,0,1,1,1,0,2,,5,0,5,5,3,3,2,0,3,1,41,1,3,0,2,0,13,5,0,,,,,,,,,,,,
998,xA4,Teacher.Bonus,5,0,Having happy teachers mean that the students will excel so why not reward the teachers,186,R_1gGSNivViOwdZ6Q,2,1,1,1,1,1,2,1,1,0,2,0,2,0,1,1,1,0,2,,5,0,1,4,4,2,2,0,1,0,34,1,2,0,1,0,7,5,0,,,,,,,,,,,,
999,xA3,Funds.More,4,0,"It is admirable that the CEO legitimately wants the employees to save, and has expanded the choice of investment funds. It would also be helpful if there were signup events to help employees register, and if the benefits of saving were better advertised.  Bumping up the company's matching contributions, however, would probably be the best way to encourage participation.",358,R_PIFPneWtqPTLupP,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,4,2,1,1,3,1,55,1,5,1,2,0,4,9,0,,,,,,,,,,,,
1000,xA6,Recruit.Social,5,0,"I think this is appropriate because it will get more people to become involved. If people see a visual aid such as a poster, I think they would be more likely to find inquire about the program.",268,R_3eqcuAOx19omJhf,2,1,1,1,1,1,1,0,1,0,2,0,1,1,2,0,2,1,2,,5,0,5,5,1,5,2,0,3,1,36,1,3,0,3,0,15,5,0,,,,,,,,,,,,
1001,xB5,Charity.Train,4,0,"I believe the training will be helpful, however its difficult for those living in poverty to improve and rise above their lower class. It will take more support than just training to make that happen. I believe the training is a step in the right direction though.",316,R_PRjVzfYWa42Hp4J,2,1,1,1,1,1,2,1,2,1,2,0,1,1,1,1,2,1,2,,8,0,3,3,4,2,1,1,3,1,29,0,3,0,2,0,8,8,0,,,,,,,,,,,,
1002,xB6,Recruit.Career,4,0,"One year of training is not high-quality but could possibly be extremely helpful, especially in remote, poorer parts of any nation.  These people who are looking at this as a career path may be disappointed as only a few may continue to make decent pay or advance their jobs further.  Only time would tell.",298,R_1LoodutQPNHmsvo,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,2,3,4,2,2,0,"3,5",0,29,0,6,1,2,0,7,9,0,,,,,,,,,,,,
1003,xAB1,Drug.AB,4,0,What he is ng is what i would do in the situation,481,R_2414XWZjNp05lha,2,1,1,1,1,1,2,1,1,0,1,1,1,1,2,0,2,1,1,Electronic Engineering,7,1,1,5,1,5,2,0,3,1,35,1,6,1,4,1,11,7,0,,,,,,,,,,,,
1004,xB2,DrugTeach.B,5,0,"From the description, drugs A and B are essentially the same. Therefore it doesn't matter which one he prescribes.",457,R_3mgjZ3xDD6RyiYX,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,1,5,1,1,1,3,1,30,0,2,0,1,0,7,9,0,,,,,,,,,,,,
1005,xAB3,Funds.MH,3,0,"It's solely up to the CEO's discretion on the decisions they make. If they see that there are possibilities to ensure that the future generation gets some retirement funds, then so be it.",175,R_3MQYHITwTKYLoHk,2,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,2,1,2,,8,0,3,1,4,2,1,1,4,0,21,0,3,0,4,1,6,8,0,,,,,,,,,,,,
1006,xAB7,Income.AU,5,0,The financial help and the choices presented are most welcome. Having been in an unemployed position makes every possibility for income and employment a blessing. While this is a short term economic fix these options provide the key essentials which are help and hope.,557,R_3Ep9nXgmK5lzLTF,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,5,4,5,1,1,1,3,1,68,1,4,1,4,1,10,7,0,,,,,,,,,,,,
1007,xAB4,Teacher.BoBr,4,0,"Although the teachers are being treated differently, and there us a risk inferring unfairly, the sueperintendent is looking out for the student's. There is no better test group than the very teachers in this school.",427,R_1QnM7fwJQNURLT9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,4,3,3,1,1,3,1,67,1,4,1,3,0,11,9,0,,,,,,,,,,,,
1008,xB1,Drug.B,4,0,"I think that Dr.Jones is trying to do the right thing. In his mind, he wants to give his patients good treatment. That is the reason he decided to prescribe medication B. However, he doesn't really know what affordable means to someone else. He also doesn't know whether or not the person would be able to handle the side effects of the medication. So in this scenario, I am assuming he asked them these particular questions before prescribing the medication.",897,R_agUzDBnAEDmYzWp,2,1,2,0,1,1,1,0,1,0,1,1,2,0,2,0,2,1,2,,4,0,5,5,1,5,2,0,1,0,35,1,2,0,3,0,15,4,0,,,,,,,,,,,,
1009,xA5,Charity.Roof,4,0,"Without knowing any details about the situation (what the charity was, how they work with NGOs or volunteer organizations in the poor countries, etc) it seems like a noble and worthy cause. I doubt that one small charity can build ALL those roofs though.",202,R_3R2uRQsMJ7SpwV9,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,36,1,6,1,2,0,3,9,0,,,,,,,,,,,,
1010,xB4,Teacher.Breaks,4,0,How will this effect training days and students learning? Were the teachers asked? Im sure they would rather have a larger budget for supplies or higher salary.,252,R_1po3EAXXIw9zuls,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,35,1,6,1,6,1,3,9,0,,,,,,,,,,,,
1011,xAB2,DrugTeach.AB,5,0,Thats how he can decide which is better.,201,R_3GADq6sRkCQS6of,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,0,2,1,2,,8,0,3,3,1,5,2,0,3,1,35,1,4,1,3,0,11,8,0,,,,,,,,,,,,
1012,xAB5,Charity.RT,5,0,He wants to show people how to fish instead of offering them fish. Empowering the people to trade and do business is very important than giving handouts to the same people.,530,R_vVaPdV3vqFcVygh,2,1,1,1,1,1,1,0,2,1,1,1,2,0,2,0,2,1,2,,6,0,5,4,3,3,1,1,1,0,39,1,6,1,4,1,12,6,0,,,,,,,,,,,,
1013,xB6,Recruit.Career,5,0,Its tells the public the position has advancement opportunities.,842,R_1n6hS6Oi7lZ15d4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,5,5,3,3,2,0,3,1,38,1,3,0,2,0,13,8,0,,,,,,,,,,,,
1014,xAB5,Charity.RT,4,0,I am unsure if those receiving help got a choice of a roof or trade school.  I think they should be allowed a choice.,266,R_2wElnZ3I1xNolCS,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,1,1,5,1,2,0,3,1,29,0,4,1,2,0,3,7,0,,,,,,,,,,,,
1015,xB4,Teacher.Breaks,5,0,"It doesn't affect the children's education since they do not normally have school during that time, so it seems like a reasonable choice to make. Teachers should have time to prep and be well rested, so additional vacation days can help them manage their own stress.",176,R_1NmiGb1q5Gf2bJj,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,2,0,21,0,3,0,4,1,3,9,0,,,,,,,,,,,,
1016,xB3,Funds.Highlight,4,0,Because it says he choose to highlight only the top 10 indicating that there are more so it's somewhat inappropriate to not highlight them all,262,R_2ymdBdcVtW0k0GG,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,40,1,4,1,6,1,3,8,0,,,,,,,,,,,,
1017,xAB1,Drug.AB,3,0,"As long as both drugs have been approved as safe and effective, it would make sense to choose whichever one he found as the most effective. And in theory, neither will be harmful to his patients. There is a possible bit of a moral grey area as he uses his patients to determine which one is better.",309,R_1KkAqrYxGJs3FMk,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,5,2,3,3,2,0,3,1,30,0,6,1,2,0,10,9,0,,,,,,,,,,,,
1018,xA7,Income.All,4,0,If the citizens have been out of work for 12 months I think the country should do more than just pay a stipend and require attendance at a job fair. I think they should provide free skills classes that will make the citizens more marketable to the jobs that are available.,145,R_1jSN0XNMA0dZByQ,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,4,2,5,1,1,1,3,1,36,1,4,1,4,1,7,9,0,,,,,,,,,,,,
1019,xAB4,Teacher.BoBr,4,0,It is appropriate because he is attempting to improve the learning conditions for Teachers and Students,396,R_vUCNDy574W44tPz,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,2,,8,0,4,2,5,1,1,1,3,1,62,1,1,0,1,0,7,8,0,,,,,,,,,,,,
1020,xAB7,Income.AU,5,0,"Sometimes people, through no fault of their own, have trouble finding a job.  Instituting these programs will help people find a job and allow them to continue to search for a job and not lose everything in process.",289,R_vqtHESO6BRQRrvH,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,2,0,3,1,60,1,3,0,4,1,3,9,0,,,,,,,,,,,,
1021,xAB3,Funds.MH,4,0,"It seems a bit unfair at first while reading the paragraph, so I went back and re- read it, and it just a business way of figuring out which retirement plan will be more effective, if the new hired employees stay on for an extended period of time, it'll all be fair in just a matter or a few years.",396,R_VO0OQ0XQj2EINRn,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,0,2,,7,0,4,5,4,2,2,0,3,1,42,1,4,1,4,1,11,7,0,,,,,,,,,,,,
1022,xA3,Funds.More,5,0,A greater number of available investment funds should provide more options to save for retirement. Employees will have more options to consider. Employees can compare options and invest some money toward their retirement funds.,264,R_3dKQ9gtnl6xxDBF,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,Biology,9,1,4,4,5,1,1,1,3,1,54,1,6,1,3,0,9,9,0,,,,,,,,,,,,
1023,xA4,Teacher.Bonus,1,1,You cannot reward a teacher for the students learning. Some students are not into learning regardless of what incentive is thrown their way. I do not believe it is fair to hold the teacher hostage. The  teacher can only do the best they can do.,244,R_1pPsJl2PrleTuf2,2,1,1,1,1,1,1,0,2,1,2,0,2,0,1,1,2,1,2,,6,0,5,5,4,2,2,0,3,1,43,1,4,1,3,0,12,6,1,,,,,,,,,,,,
1024,xB7,Income.Unemployed,4,0,"I think that if the congress has enough money to not put a large burden on other employed people in order to support this decision, then it is not bad.  When you are out of work and desperate you may get good people resorting to doing bad things because they have no money.  At least in this instance, these people will have something to support themselves while they look for work.  One reason I wouldn't strongly support the decision is that sometimes when people are given something for free, it becomes expected and they become complacent.  However, I don't think this is enough money for people to have this mindset, but sometimes you get a few dummies in the group.",283,R_2uNFTJwcvDQAUNK,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,1,1,5,1,1,1,2,0,31,0,4,1,6,1,3,9,0,,,,,,,,,,,,
1025,xA5,Charity.Roof,5,0,Housing is a right; all people should receive housing options.,200,R_u257DOUiQG3cc2l,2,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,2,1,2,,8,0,1,1,5,1,2,0,3,1,30,0,6,1,4,1,3,8,0,,,,,,,,,,,,
1026,xB2,DrugTeach.B,5,0,Both drugs are equally effective. So why not B.,201,R_RWcd9Oc4DyxTkpr,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,,9,0,3,4,4,2,2,0,3,1,37,1,5,1,1,0,9,9,0,,,,,,,,,,,,
