pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId
236,xB1,OKC.somewhat,2,1,"If you are paying, you should have the option to contact who you are interested in. Just because the person has different interests than you doesn't mean they wouldn't be a good match. They may open your eyes to a new interest.",,R_uqt31SmvCV5BxMB
238,xAB1,OKC.AB,3,0,It would be an interesting study to discover if couples that are *very* similar are more likely to get together and stay together.,,R_3EyETp7NRLP73QG
241,xA1,OKC.very,4,0,"The ceo is trying to expand match possibilities, With this process it will give 
many users who have low match rate a chance to utilize the service to it's potential.",,R_10Z7RH3We4Xt6T9
244,xAB1,OKC.AB,2,1,Because when people go to dating sites they are mostly looking for people with things in common. Also I don't think people would appreciate being deceived.,,R_UK49ONWtYtO3clz
245,xB1,OKC.somewhat,5,0,"I believe the CEO's decision to match people who are somewhat similar is very appropriate because relationships are better when people have some, but not everything, in common.  People can learn and experience new things from each other, and relationships would probably not last very long if two people are completely the same.",,R_3g5hFq4l7r5KYI4
252,xB1,OKC.somewhat,5,0,"The system is set up to only allow customers to contact people who are recommended as a match. The CEO of the dating service wants to improve customer satisfaction by introducing a new way to match people together. He thinks of a way to do this. So, he decides to program his website to report users are a match when they are somewhat similar (but not TOO similar) to each other, based on the questions they answered.

",,R_3pmxCPkWNERV5kI
254,xA1,OKC.very,5,0,Sometimes the matching algorithms are so tight you get very few hits. Loosening the guidelines will give people more options.,,R_3iFnQEQrsp7HYWh
261,xAB1,OKC.AB,3,0,"It depends on whether the service is free or not. I think that if the service is not free, then this would be inappropriate as the users are probably expecting the best kind of service possible from the dating site, and would not want to be used as guinea pigs. However, if the service is free, then it seems to be of equal exchange - the users are getting matched in exchange for providing research to the CEO.",,R_3IaZAHjy7yDITAv
262,xA1,OKC.very,2,1,A simple questionnaire is hardly appropriate to determine whether or not people are VERY compatible or not.,,R_1K6AlO5Ttg6qVSZ
265,xB1,OKC.somewhat,5,0,There is no such thing as a PERFECT match. Matching 2 people up based on similarities that are SOMEWHAT similar is fine.,,R_294TYigyVDGVpuN
268,xAB1,OKC.AB,4,0,"The CEO feels like his ideas will improve the website. The problem is, his algorithms may be inaccurate because he cannot predict all of the possible scenarios that people are wanting to find in matches. His ideas are too generalized for most people using dating services.",,R_40EON3faDEdtZYJ
275,xAB1,OKC.AB,4,0,"As advertised the service only allows communication based on compatibility between participants.  It does not advertise, or we have not been told that it advertises how that compatibility is measured.",,R_2DM7rkdutiOE959
280,xB1,OKC.somewhat,5,0,Could work well. Bridging some gaps is possible. You don't want to be the SAME as someone.,,R_vxJ35GgdFtXawyl
285,xA1,OKC.very,2,1,"Unless he communicates the changes, he is misleading people.  They think they are going to be matched on the basis they actually match.",,R_2c2wGzAfvO37jmu
290,xB1,OKC.somewhat,3,0,"He is the CEO of the company and can make decisions about the algorithm. If it works poorly his customers will likely give negative feedback, thus hurting the company,",,R_0wA2MPCPu3ioeFH
296,xAB1,OKC.AB,3,0,"I feel the CEO's decision to split his customers up is harmless since it will not hurt anyone. Worse case scenario, the matched people will just not really like each other. I am conflicted about his decision since he didn't inform any customers about this process and he chose to just select them randomly.",,R_2Cv4Smi44rs09n4
298,xAB1,OKC.AB,5,0,"I find that it is good not to have the matches too similar. If they are too similar, what will they learn from each other? But, it is not good to have them from two different planets either.",,R_ugqwFkwHKmiJSmJ
302,xA1,OKC.very,1,1,I don't think he made the right choice.,,R_1mqPf2qEh87B0iS
305,xB1,OKC.somewhat,2,1,Customers want a good match,,R_etUrAJtkVMRXqhj
312,xB1,OKC.somewhat,4,0,"Generally speaking most couples should have some differences between them, partially because it's healthy to disagree sometimes and work through those issues, and partially because our lovers don't necessarily have to exist as extensions or reflections of ourselves; they're people with entirely different life trajectories before, during, and after meeting us. Besides, just because two people are similar doesn't mean they're compatible; using myself as an example, although I am usually reserved, I tend to prefer slightly extroverted people who can compensate for my occasional rigidity. In exchange, I provide a balanced temperament and ability to work behind the scenes when direct action is ineffective.",,R_8IE8GojUOBqnuJH
315,xAB1,OKC.AB,4,0,"It's his company, and I don't think that's incredibly misleading. He can run his company in any way he sees fit. If it ends up that clients drop off, he'll learn he needs to change something.",,R_VW2sIAtFhByQXw5
316,xA1,OKC.very,4,0,Customers do not need to be identical to another to be a good relationship match. Very similar is appropriate enough to be a matched.,,R_3MRa8zXFOanED5K
321,xB1,OKC.somewhat,4,0,"I believe that it is hard to match people just from what they write online. If the people meet in person, they may find they have a lot in common and are a match.",,R_DMZYZ62AbfJGAmd
322,xAB1,OKC.AB,4,0,"It is not necessarily the role of the CEO to make these decisions.  However, he is the boss so he can do what he thinks is best for the company.",,R_3KCISl9zAb1qSrT
328,xA1,OKC.very,4,0,It sounds like a system that might work. Maybe he should beta-test it first.,,R_ehXjQ8PQ2niBnKV
330,xAB1,OKC.AB,4,0,I do not believe in matchmaking so I am not sure what I would do in this situation. A person can not randomly be matched to someone else based on test results because it never works out. I think in this case that maybe it is in the best interest for the CEO to try to make compatible matches so the company will bring in revenue.,,R_Zy1GqxOyaWBw62J
336,xB1,OKC.somewhat,2,1,"If people signed up expecting to be matched one way, they may not like the change.",,R_1mrVbx9psTBsgQW
339,xA1,OKC.very,4,0,i picked somewhat appropriate because CEO is trying to make his online dating service work for a lot of people so they can be happy and not say the site is useless and not use the site,,R_1NradrUy4V0zt2U
347,xB1,OKC.somewhat,3,0,"Most people who know my significant other and myself outside of our relationship (we had many mutual friends and we worked together prior to becoming romantically involved) never would have thought we would be in a relationship but now that we are people couldn't see us being with anyone else either. ""I didn't see it before but the two of you make sense."" or ""OMG! I don't know why I didn't realize you guys were perfect for each other before."" is usually what we hear, even now almost 5 years later.",,R_0pGWgj7wQiD6qwF
350,xAB1,OKC.AB,3,0,"It's kind of shitty to run this experiment without telling people about it, but most people will probably write it off as a mistake in the algorithm or something else and if it works out for them then it doesn't matter anyway.",,R_1j9BzPEr9qhLyvF
351,xA1,OKC.very,4,0,matching people who are similar makes sense,,R_29NLsLIVXFtyJjz
358,xAB1,OKC.AB,5,0,"The site already matches people together based on questions, so adding this new idea does not stray far from the original goal of this service.",,R_2roKBuexNBfwJ2A
360,xB1,OKC.somewhat,2,1,It is as good a theory as any.,,R_2fkfm3ovp1ZZHgu
361,xA1,OKC.very,5,0,The CEO is charged with making such decisions. The decision he has made is ethical. For these reasons the above decision is appropriate.,,R_1OiQHQTIRt86DOD
