StudyType,ExperimentCode_MS,StudyDescription,R File,pid,Scenario,genericCond,scenarioCond,policyOrAB,cond,dv,Duration,ResponseId,FreeResponse,Disagreement,dv_binary,Objection,condLabel,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRiskFinal,OtherRiskFinal,IneffectiveFinal,NotEnoughInformationFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,WorkHasAlreadyBeenDoneFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitWC,LearningSA,LearningWC,AbsenceHarmSA,AbsenceHarmWC,EqualitySA,EqualityWC,PhysicalRisk/HarmSA,PhysicalRisk/HarmWC,OtherRisk/HarmSA,OtherRisk/HarmWC,IneffectiveSA,IneffectiveWC,NotEnoughInfoSA,NotEnoughInformationWC,RandomizationSA,RandomizationWC,ExperimentationSA,ExperimentationWC,InequalitySA,InequalityWC,NoEquipoiseSA,NoEquipoiseWC,BadDesignSA,BadDesignWC,NoticeSA,NoticeWC,ConsentSA,ConsentWC,TooLongSA,TooLongWC,PickAPolicySA,PickAPolicyWC,GoodIntentSA,GoodIntentWC,BadIntentSA,BadIntentWC,StatusQuoSA,StatusQuoWC,PatientConfidenceSA,PatientConfidenceWC,CoddledExpertsSA,CoddledExpertsWC,WorkHasAlreadyBeenDoneSA,WorkHasAlreadyBeenDoneWC,AgentsAlreadyKnowSA,AgentsAlreadyKnowWC,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowWC,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowWC,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowWC,ParticipantKnowsBestSA,ParticipantKnowsBestWC,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowWC,NecessaryRevealSA,AmbiguousSA,Disagreement
Experiment,3,ManyDomains,abE12,1814,DrugTeach,A,Drug A,Policy,xA2,5,373,R_1dhm6CIp2rlidiB,"Thre's no difference between the 2 drugs, so if Dr.Jones wants to use drug A on his patients, I can't see , why that should be inappropriate.",0,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1835,DrugTeach,A,Drug A,Policy,xA2,5,177,R_2EsHZU4GPQl6Eto,He chose the option that would help with the patient's condition.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1857,DrugTeach,A,Drug A,Policy,xA2,5,372,R_2106bPwwFwRqlNI,I would guess that he has picked the drug that his patients have had a lot of success with. I have no problem if he prefers one drug over another if he gets good results.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1873,DrugTeach,A,Drug A,Policy,xA2,5,535,R_ZdZuuMf4wDF6fU5,I chose Drug A because Dr. Jones prescribes it to his patients. It must be the better choice then.,0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1879,DrugTeach,A,Drug A,Policy,xA2,5,5747,R_25TOPT401jmAcqT,"because as a doc, you should want to prescribe the best care possible to your patients. So therefore, if both are affordable but one is better than the other why not chose the best.",1,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1888,DrugTeach,A,Drug A,Policy,xA2,5,422,R_2ALpAD7fadUcAsJ,Both medications provide the same benefits and side effects. Therefore his decision is appropriate.,0,0,Non-Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1915,DrugTeach,A,Drug A,Policy,xA2,4,240,R_1cU01U7HBwkZR34,"The ethical, clinical, and personal cost is equal for A and B.",0,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1921,DrugTeach,A,Drug A,Policy,xA2,5,121,R_1q8krIvLEJ3j0pb,It was just dependant on which  drug he wanted to give. There wasn't much other information to go off of.,0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1965,DrugTeach,A,Drug A,Policy,xA2,5,354,R_3oAQTxmzOMfmpt0,If both medications are equally affordable and safe. Then it wouldn't make any difference which one the doctor prescribed.,0,0,Non-Object,DrugTeach.A,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1981,DrugTeach,A,Drug A,Policy,xA2,5,381,R_1MLhtqg7DgdY8QS,Both the medications are affordable and viable.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1995,DrugTeach,A,Drug A,Policy,xA2,5,650,R_2VF6yktCYVkE1i7,I think it's appropriate for Dr. Jones to give his patient prescription A because he wants to provide good treatment to his patients and obviously Dr. Jones believes that prescription is the best option.,1,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2011,DrugTeach,A,Drug A,Policy,xA2,4,419,R_vIFa5Yebl7dgqMp,"Drug A seems to be a safe and effective treatment for high blood pressure. If patients are being successfully treated with Drug A, then the decision is appropriate.",0,0,Non-Object,DrugTeach.A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2029,DrugTeach,A,Drug A,Policy,xA2,4,336,R_2bHt8krvkSnuJnA,It mentions FDA approval but not weather the blood pressure pill A or B is approved. I would need more information to really say if A is a better choice than B,0,0,Non-Object,DrugTeach.A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2047,DrugTeach,A,Drug A,Policy,xA2,5,166,R_1OC77hkgQD1pbau,"Doctor Jones chose an appropriate drug for his patients. There is no evidence that drug B is significantly better, so there is nothing wrong with choosing drug A.",1,0,Non-Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2062,DrugTeach,A,Drug A,Policy,xA2,3,190,R_3EWn1lSeir5GppN,"It seems like either medicine is appropriate, so I think the doctor is using his background knowledge to make the best choice.",0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2075,DrugTeach,A,Drug A,Policy,xA2,5,233,R_V3FeEzJxhRyhzkR,The information provided tells us that both choices for treatment of high blood pressure work well and are affordable. It is therefore appropriate for him to use his best judgment  to choose one drug over the other.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2109,DrugTeach,A,Drug A,Policy,xA2,5,192,R_ag6C3z6imS97ZhD,"He did what was appropriate. It fit the situation since what he prescribed is specifically for what he was treating. He wants to give good treatment to all his patients, and follows through with it.",1,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,2118,DrugTeach,A,Drug A,Policy,xA2,5,227,R_3qsAfG1caxGz2Q9,If they're both affordable and similar in side effects and results I don't see the problem. The only problem I could see is if A is his go to medicine and he would prescribe it over a patient's will or other needs.,0,0,Non-Object,DrugTeach.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,161,DrugTeach,A,Drug A,Policy,xA2,2,250,R_agRF4BRBrpWQlVf,I feel like generally speaking a drug known to be reliable and safe at a good price point is a wise choice. I don't feel like I know enough in this scenario to be positive it's the right choice.,0,1,Object,DrugTeach.A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,232,DrugTeach,A,Drug A,Policy,xA2,2,202,R_UN1wTAy0DUgXZa9,"Some patients responf better to certain drugs, all pateints shouldnt automaticlly be perscribed the sdame thing.",0,1,Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,348,DrugTeach,A,Drug A,Policy,xA2,1,297,R_3R2CXDi3bgpjtl9,Either drug is fine and it doesn't seem like there's any difference between choosing either.,0,1,Object,DrugTeach.A,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,563,DrugTeach,A,Drug A,Policy,xA2,2,147,R_1hMsa900oQzhal2,"Both options have been approved by the fda, but there must still be subtle differences between the two that could inpact the use in different patients. I feel that it is never safe to assume the same drug will work the same on everyone.",0,1,Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,840,DrugTeach,A,Drug A,Policy,xA2,1,319,R_cCldl4C774WE1Wx,If both drugs are affordable and patients can tolerate their side effects then it doesn't really mater which one is prescribed. Once the patient starts taking he medication then the doctor will know more about if that particular drug will work for his patient.,0,1,Object,DrugTeach.A,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,947,DrugTeach,A,Drug A,Policy,xA2,1,443,R_2qdz9Mz0w1yS6Ni,Maybe drug A is better for the patients and maybe Dr. Jones knows something that the other Doctors are not aware of.,1,1,Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Experiment,3,ManyDomains,abE12,1294,DrugTeach,A,Drug A,Policy,xA2,2,292,R_129klAb70wVE8nV,I would feel slightly uncomfortable with this format. I feel there should be more consistency with the medications prescribed if patients are seeing whichever doctor is available within the same clinic.,0,1,Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1424,DrugTeach,A,Drug A,Policy,xA2,1,356,R_1FaATZy8M1RAu6h,"Not every humans body works the same. A drug that may work for one individual may not work the same for another. Prescribing drugs is an educated guess and only with feedback from the patient can the doctor narrow down what works and doesn't work for certain patients. Therefore, I think that neither drug A or B is a better choice.",0,1,Object,DrugTeach.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,1708,DrugTeach,A,Drug A,Policy,xA2,2,190,R_2wRZfpxNKAfeGE8,"Medications are different for every different person, by just choosing a medication without knowing the specifics of each patient he is running risk of adverse side effects.",1,1,Object,DrugTeach.A,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Experiment,3,ManyDomains,abE12,55,DrugTeach,AB,AB Test,AB Test,xAB2,3,147,R_3nD7F2dzdD8kpBR,"I AM REALLY NOT SURE ON THIS ONE, ITS MAY CROSS THE LINE ON MEDICAL ETHICS.",0,0,Non-Object,DrugTeach.AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,83,DrugTeach,AB,AB Test,AB Test,xAB2,4,169,R_1EWEcHwhp2WHYRk,I chose somewhat appropriate because it is smart to use the drug that has the best results in treating high blood pressure.,0,0,Non-Object,DrugTeach.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,102,DrugTeach,AB,AB Test,AB Test,xAB2,3,255,R_2c1Qc26OjSeaU5l,"Given the conditions of the program, the patients aren't being adversely affected.",0,0,Non-Object,DrugTeach.AB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,148,DrugTeach,AB,AB Test,AB Test,xAB2,4,286,R_6Kz1PQKJxJe38dz,I see no problwm with seeing which drug works better. Alternating the two drugs seems smart thing to do. Trial runs have usually proved to be productive.,0,0,Non-Object,DrugTeach.AB,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,152,DrugTeach,AB,AB Test,AB Test,xAB2,5,208,R_1N8mIOFdBoPfLDl,"It seems by engaging in this novel way t o determine which medication is best, the doctor is working for the benefit of his patients.  As long as the sample size is big enough, this seems like a reasonable thing to do.",1,0,Non-Object,DrugTeach.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,204,DrugTeach,AB,AB Test,AB Test,xAB2,4,507,R_2qDjNFXJKIXsxov,It makes sense that a Doctor would want to use the drug that worked the best for high blood pressure The patients were gonna be on Drug A or Drug B either way.,0,0,Non-Object,DrugTeach.AB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,210,DrugTeach,AB,AB Test,AB Test,xAB2,4,217,R_25FNrPiDpQhM0K0,I feel like it would be appropriate if the patients agree to join a trial and the random drug they are giving doesn't affect their health.,1,0,Non-Object,DrugTeach.AB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Experiment,3,ManyDomains,abE12,227,DrugTeach,AB,AB Test,AB Test,xAB2,5,198,R_2dnBuYZjdwmrUj9,"I think that if there are no large risks in either medication, it is very appropriate for the doctor to do this to make sure he picks the most effective medication.",0,0,Non-Object,DrugTeach.AB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,308,DrugTeach,AB,AB Test,AB Test,xAB2,4,165,R_2R3VmGs8QRZXtpX,"He is ultimately seeking to improve care through more effective drugs. Because the drugs dont seem to have negative effects, it seems relatively ethical. However, I would be slightly concerned because he is being deceptive by not informing his patients.",1,0,Non-Object,DrugTeach.AB,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,333,DrugTeach,AB,AB Test,AB Test,xAB2,5,180,R_3kKTZSzLqWu8iHk,I think that this is a great way to find out what medication works .  The doctor wants the best for his patients and what to figure out which medication is better.,0,0,Non-Object,DrugTeach.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,351,DrugTeach,AB,AB Test,AB Test,xAB2,5,299,R_3fl9nAopgctaa6H,"Since both drugs are reasonably affordable and safe, i think it's appropriate to assign either drug to patients on a random basis. Doctor Jones' research will also have a positive effect later, when the more effective drug is the preferred one.",1,0,Non-Object,DrugTeach.AB,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,383,DrugTeach,AB,AB Test,AB Test,xAB2,5,144,R_1kTgqnyiWiHvFhh,Because these are already being prescribed. So he's not giving unknown drugs to people. There is not risk,0,0,Non-Object,DrugTeach.AB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,403,DrugTeach,AB,AB Test,AB Test,xAB2,3,168,R_2SAKTxVZGPIVYYe,I feel like it's nice.,0,0,Non-Object,DrugTeach.AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,417,DrugTeach,AB,AB Test,AB Test,xAB2,4,419,R_25tj2uxQEanxfZc,I would think it would produce the best overall results for the patients.  If certain patients then don't respond well to the best performing drug they could be switched to the lessor performing one and be monitored.,1,0,Non-Object,DrugTeach.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
