,ID,Time Started,Time Finished,dv,free_response,condition,raw_condition,polarity,Gender,Race,Age,Education,Income,duration,numerical_dv
63,1151606358,5/2/18 18:10,5/2/18 18:10,Somewhat appropriate,This could be good for patients,abfixed,ab,fixed,male,hispanic,25 - 34,high_school,high_ii,33,4
64,-599329996,5/2/18 18:01,5/2/18 18:02,Very appropriate,Because he isn't hurting anyone.,abfixed,ab,fixed,female,white,25 - 34,vocational_technical_college,lower_ii,32,5
65,411336245,5/2/18 18:00,5/2/18 18:01,Somewhat inappropriate,I don't think it's the right thing,abfixed,ab,fixed,female,white,35 - 44,high_school,middle_i,32,2
66,-24326704,5/2/18 18:06,5/2/18 18:06,Very inappropriate,I do t know,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,11,1
67,509454978,5/2/18 18:00,5/2/18 18:00,Very appropriate,Because he is able to find out which medication is better for the patients,abfixed,ab,fixed,male,black,45 - 54,high_school,lower_i,24,5
68,1517431386,5/2/18 17:59,5/2/18 18:00,Very inappropriate,It takes real world trials to find out what chemicals works best with a large group of test subjects.,abfixed,ab,fixed,female,white,35 - 44,high_school,lower_i,57,1
69,-763626589,5/2/18 18:05,5/2/18 18:06,Neither inappropriate nor appropriate,Not sure its a logical way to presribe medication seeing as how each person is different,abfixed,ab,fixed,female,white,45 - 54,high_school,lower_i,63,3
70,-444757682,5/2/18 17:59,5/2/18 18:00,Neither inappropriate nor appropriate,Unknown,abfixed,ab,fixed,male,white,45 - 54,high_school,lower_i,29,3
71,-124810307,5/2/18 18:02,5/2/18 18:03,Somewhat inappropriate,Drugs are bad,abfixed,ab,fixed,female,hispanic,45 - 54,middle_school,lower_ii,23,2
72,180176017,5/2/18 18:01,5/2/18 18:02,Somewhat appropriate,If his patients have a better result long term with one drug over the other then it would be wise to only prescribe that drug.,abfixed,ab,fixed,female,white,35 - 44,vocational_technical_college,middle_i,53,4
73,19938973,5/2/18 18:05,5/2/18 18:07,Somewhat appropriate,"It's hard to agree or disagree fully, it's a study being done on humans but without these kind of studies doctors wouldn't be able to do their jobs effectively",abfixed,ab,fixed,female,white,35 - 44,high_school,lower_i,69,4
74,1739817629,5/2/18 18:04,5/2/18 18:05,Somewhat appropriate,Some people would do better on one drug rather than the other. He should look at the individual and decide what to prescribe.,abfixed,ab,fixed,female,white,35 - 44,high_school,lower_ii,45,4
75,137925433,5/2/18 18:11,5/2/18 18:11,Very appropriate,Logical,abfixed,ab,fixed,male,hispanic,45 - 54,vocational_technical_college,lower_ii,16,5
76,439473998,5/2/18 18:02,5/2/18 18:02,Very appropriate,It sounds like a good idea.,abfixed,ab,fixed,female,white,35 - 44,high_school,prefer_not_to_say,10,5
77,-1200359623,5/2/18 18:03,5/2/18 18:03,Somewhat inappropriate,That should be only for new patients.,abfixed,ab,fixed,female,hispanic,35 - 44,vocational_technical_college,lower_i,24,2
78,1317335935,5/2/18 17:58,5/2/18 17:59,Neither inappropriate nor appropriate,I don’t,abfixed,ab,fixed,female,asian,25 - 34,high_school,prefer_not_to_say,3,3
79,557472966,5/2/18 18:04,5/2/18 18:04,Somewhat appropriate,Because he makes since and is trying to make things better for consumers,abfixed,ab,fixed,female,white,25 - 34,vocational_technical_college,middle_i,19,4
80,-2015990271,5/2/18 18:06,5/2/18 18:06,Neither inappropriate nor appropriate,Not sure,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,4,3
81,1013263074,5/2/18 18:07,5/2/18 18:07,Very appropriate,Because it shows he cares for the outcome of his patients and just won’t give them crap. He wants to make sure they get the best treatment,abfixed,ab,fixed,male,white,18 - 24,high_school,prefer_not_to_say,34,5
82,854003995,5/2/18 18:14,5/2/18 18:15,Very appropriate,Drugs are bad if they are not monitored appropriately but when a caring doctor is monitoring and tracking down your progress medication can work wonderfully,abfixed,ab,fixed,male,hispanic,25 - 34,postgraduate,high_i,48,5
83,-1305979857,5/2/18 18:04,5/2/18 18:04,Somewhat appropriate,If both have the same side effects and target the same thing I do not foresee this being a problem. But if people’s bodies can respond different ways then perhaps it is not the BEST idea to only prescribe one option after the year.,abfixed,ab,fixed,female,white,25 - 34,vocational_technical_college,lower_ii,55,4
84,1165810594,5/2/18 18:05,5/2/18 18:06,Neither inappropriate nor appropriate,"It could benefit so worth trials, but also not a calculated method",abfixed,ab,fixed,female,white,25 - 34,vocational_technical_college,middle_i,27,3
85,1279908282,5/2/18 18:13,5/2/18 18:14,Very inappropriate,"Sample size not nearly large enough. Not enough factors taken into account. Age, health, etc",abfixed,ab,fixed,male,white,25 - 34,university,middle_ii,34,1
86,599278975,5/2/18 18:14,5/2/18 18:14,Neither inappropriate nor appropriate,I don’t know,abfixed,ab,fixed,male,white,> 54,high_school,prefer_not_to_say,12,3
87,1869077846,5/2/18 18:01,5/2/18 18:02,Very appropriate,He makes the right decision.It is very good for victims,abfixed,ab,fixed,male,asian,25 - 34,vocational_technical_college,lower_ii,30,5
88,1531074050,5/2/18 18:01,5/2/18 18:02,Somewhat appropriate,"The side effects seem to be minimal on both, and both are affordable-it seems that it is ok to do that",abfixed,ab,fixed,female,white,35 - 44,university,middle_ii,45,4
89,1471921808,5/2/18 18:04,5/2/18 18:05,Very inappropriate,because it is a professionally responsible opinion,abfixed,ab,fixed,male,white,35 - 44,university,lower_ii,109,1
90,-1845131262,5/2/18 17:58,5/2/18 17:58,Very inappropriate,because the ones that are getting the more ineffective drug weren't given a choice.,abfixed,ab,fixed,female,white,35 - 44,postgraduate,high_iii,16,1
91,-1505740543,5/2/18 18:14,5/2/18 18:15,Somewhat appropriate,Dr Jones seems to be putting his patients first by wanting to give them the best medication. Since either A or B is considered effective why not run a trial to see the difference?,abfixed,ab,fixed,male,white,> 54,university,lower_ii,74,4
92,909818311,5/2/18 18:05,5/2/18 18:06,Very inappropriate,"i dont think it is fair to the patient that i not getting pill they think they are getting, he needs to ask the patient first if they want to participatel",abfixed,ab,fixed,female,white,> 54,high_school,lower_ii,51,1
93,1217517194,5/2/18 18:04,5/2/18 18:05,Somewhat appropriate,As long as the patients agree to the plan I think it's ok,abfixed,ab,fixed,female,white,45 - 54,university,middle_i,50,4
94,-1665759392,5/2/18 18:00,5/2/18 18:00,Somewhat appropriate,I don't know,abfixed,ab,fixed,male,prefer_not_to_say,14 - 17,high_school,lower_i,13,4
95,-1942626346,5/2/18 18:04,5/2/18 18:04,Very inappropriate,Because he needs to ask for consent first.,abfixed,ab,fixed,female,asian,18 - 24,university,high_ii,9,1
96,1421271365,5/2/18 18:14,5/2/18 18:15,Very appropriate,because it says the awareness that's required to be safe and be more conscious regarding our everyday life,abfixed,ab,fixed,male,white,45 - 54,university,high_ii,85,5
97,-2096732019,5/2/18 18:02,5/2/18 18:03,Somewhat appropriate,I think it's ok as long as he informs his patients what he is doing.,abfixed,ab,fixed,female,white,45 - 54,university,middle_i,33,4
98,1798671042,5/2/18 18:06,5/2/18 18:07,Somewhat inappropriate,That is a pretty random way to test medication. IT would be important for patients to know that they were being used as a test,abfixed,ab,fixed,male,white,45 - 54,university,middle_ii,39,2
99,836299021,5/2/18 18:02,5/2/18 18:02,Somewhat inappropriate,He's using real patients to experiment without their consent our knowledge.,abfixed,ab,fixed,male,multiracial,35 - 44,postgraduate,high_iii,34,2
100,173099390,5/2/18 18:00,5/2/18 18:01,Somewhat inappropriate,The doctor should not experiment with his paitents,abfixed,ab,fixed,female,white,45 - 54,high_school,lower_i,49,2
101,-1468364430,5/2/18 18:08,5/2/18 18:09,Somewhat inappropriate,Because he shouldn't use his patients to be test subjects. He should have called other Dr's and ask their opinion before doing that,abfixed,ab,fixed,male,white,25 - 34,high_school,lower_ii,62,2
102,738227200,5/2/18 18:08,5/2/18 18:13,Very inappropriate,"My thought is if a patents medication is working (medication A), then another Doctor at a clinic should prescribe the medication regard less of other brand or generics available. Also if a Doctor was to iniate a random study, patients should be advised of  or given the opportunity opt in/out  a random study. Especially since their medication therapy will change.",abfixed,ab,fixed,male,white,45 - 54,vocational_technical_college,lower_i,320,1
103,590549788,5/2/18 18:06,5/2/18 18:07,Somewhat appropriate,"Although, it will ultimately benefit the patients, it's unethical to experiment on patients directly without their known consent",abfixed,ab,fixed,male,hispanic,25 - 34,vocational_technical_college,middle_i,77,4
104,-130542840,5/2/18 17:58,5/2/18 17:59,Somewhat appropriate,Because if there is another way to control it other then pills that would be great,abfixed,ab,fixed,female,white,45 - 54,high_school,middle_i,31,4
105,-554465511,5/2/18 17:59,5/2/18 18:00,Somewhat inappropriate,That's no way to deal with blood pressure issues. It appears like this doctor uses patients as lab rats,abfixed,ab,fixed,female,white,45 - 54,vocational_technical_college,middle_ii,51,2
106,908617461,5/2/18 18:07,5/2/18 18:07,Somewhat appropriate,because i use marihuana,abfixed,ab,fixed,male,hispanic,35 - 44,high_school,middle_ii,25,4
107,1635957429,5/2/18 18:14,5/2/18 18:14,Neither inappropriate nor appropriate,Like,abfixed,ab,fixed,male,hispanic,45 - 54,middle_school,lower_i,0,3
108,-135630274,5/2/18 18:01,5/2/18 18:01,Neither inappropriate nor appropriate,No,abfixed,ab,fixed,female,hispanic,35 - 44,middle_school,lower_i,5,3
109,622132615,5/2/18 18:02,5/2/18 18:03,Somewhat inappropriate,"It is inappropriate if the patients are not consenting to his research, and should be made aware of all treatment options available to them.",abfixed,ab,fixed,female,white,25 - 34,university,middle_i,46,2
110,-701974396,5/2/18 18:12,5/2/18 18:13,Neither inappropriate nor appropriate,Dunno. I just don't know,abfixed,ab,fixed,male,prefer_not_to_say,> 54,vocational_technical_college,lower_i,27,3
111,947128877,5/2/18 18:09,5/2/18 18:10,Somewhat appropriate,Im not big on that stuff,abfixed,ab,fixed,male,white,35 - 44,high_school,lower_i,26,4
112,795189914,5/2/18 18:03,5/2/18 18:04,Somewhat appropriate,"To see which works best, that's a good test to see. However, everybody is different and should be given the drugs that wok best for them.",abfixed,ab,fixed,female,white,35 - 44,university,middle_i,47,4
113,583280829,5/2/18 18:10,5/2/18 18:10,Neither inappropriate nor appropriate,Seems right,abfixed,ab,fixed,male,black,35 - 44,high_school,lower_i,8,3
114,-1757085453,5/2/18 18:05,5/2/18 18:05,Somewhat inappropriate,Bc idk,abfixed,ab,fixed,female,white,18 - 24,high_school,lower_ii,5,2
115,10250940,5/2/18 18:13,5/2/18 18:14,Somewhat appropriate,I think it's a good idea. Just ask for volunters first. That way he can use the most effective medicine.,abfixed,ab,fixed,male,hispanic,35 - 44,high_school,lower_ii,112,4
116,691516889,5/2/18 18:03,5/2/18 18:04,Very inappropriate,He makes sense to me,abfixed,ab,fixed,female,black,25 - 34,university,lower_ii,9,1
117,-704894994,5/2/18 17:58,5/2/18 17:59,Somewhat appropriate,Because he used random assignment to figure out which treatment works on each patient. And having randomly selected these individuals.,abfixed,ab,fixed,female,white,18 - 24,university,lower_ii,36,4
118,-1811592094,5/2/18 18:04,5/2/18 18:05,Somewhat inappropriate,Bc he is crazy,abfixed,ab,fixed,female,white,25 - 34,high_school,lower_i,14,2
119,617614572,5/2/18 18:00,5/2/18 18:00,Somewhat inappropriate,Doesnt seem right,abfixed,ab,fixed,male,white,35 - 44,university,high_i,10,2
0,-867635904,5/2/18 18:01,5/2/18 18:03,Very inappropriate,"I choose that the Doctors choice is very inappropriate. I choose that because it isn't fair that he, one single being, decides how I should be treated, with medicine, by my tolerance level.",afixed,a,fixed,female,black,18 - 24,university,lower_ii,105,1
1,1570874951,5/2/18 18:01,5/2/18 18:01,Very appropriate,Good dictor,afixed,a,fixed,female,hispanic,25 - 34,high_school,lower_i,17,5
2,798810913,5/2/18 18:16,5/2/18 18:16,Very inappropriate,Because it's true,afixed,a,fixed,male,arab,25 - 34,university,high_iii,16,1
3,-1101418475,5/2/18 18:04,5/2/18 18:04,Very inappropriate,I love it,afixed,a,fixed,male,white,35 - 44,high_school,prefer_not_to_say,10,1
4,-1060552394,5/2/18 18:04,5/2/18 18:06,Very appropriate,He wants to use one medication for his patients to ensure safety.I think its a great idea,afixed,a,fixed,female,white,25 - 34,high_school,middle_i,88,5
5,924982527,5/2/18 18:03,5/2/18 18:03,Neither inappropriate nor appropriate,Because it says either drug is fine,afixed,a,fixed,female,white,45 - 54,high_school,middle_ii,13,3
6,-127793094,5/2/18 18:00,5/2/18 18:01,Neither inappropriate nor appropriate,It’s all trial and error for each person,afixed,a,fixed,female,white,25 - 34,university,middle_ii,22,3
7,-88475795,5/2/18 18:03,5/2/18 18:03,Somewhat appropriate,He has 2 options,afixed,a,fixed,female,asian,25 - 34,university,prefer_not_to_say,11,4
8,801642010,5/2/18 18:01,5/2/18 18:03,Neither inappropriate nor appropriate,I mean if both the medicine helps and and showing no side affects and both affordable. Why would it be in appropriate,afixed,a,fixed,male,white,25 - 34,vocational_technical_college,lower_ii,106,3
9,1559787467,5/2/18 17:57,5/2/18 17:57,Very inappropriate,Because he's very important,afixed,a,fixed,female,prefer_not_to_say,18 - 24,high_school,prefer_not_to_say,12,1
10,-2037010495,5/2/18 18:01,5/2/18 18:02,Somewhat inappropriate,Because I don't,afixed,a,fixed,female,white,25 - 34,vocational_technical_college,middle_i,21,2
11,852418032,5/2/18 18:11,5/2/18 18:12,Somewhat appropriate,Since both meds are tolerable and work it seems appropriate. However some should get  B to provide diversity,afixed,a,fixed,male,white,> 54,university,high_ii,86,4
12,-366988091,5/2/18 18:02,5/2/18 18:02,Neither inappropriate nor appropriate,Not sure,afixed,a,fixed,female,prefer_not_to_say,35 - 44,vocational_technical_college,lower_ii,42,3
13,-843699724,5/2/18 18:03,5/2/18 18:05,Very appropriate,"It both drugs are affordable, equally effective, and approved by the FDA, then I think it is appropriate for any medical doctor to use his/her discretion for which drug they choose to prescribe.",afixed,a,fixed,female,latino,> 54,high_school,lower_ii,75,5
14,-1529959669,5/2/18 18:02,5/2/18 18:03,Neither inappropriate nor appropriate,Na,afixed,a,fixed,female,prefer_not_to_say,18 - 24,university,lower_ii,3,3
15,2072808273,5/2/18 18:04,5/2/18 18:04,Very inappropriate,I don't know,afixed,a,fixed,female,black,25 - 34,high_school,lower_i,3,1
16,-1472385212,5/2/18 17:59,5/2/18 17:59,Very inappropriate,Medications are bad,afixed,a,fixed,female,black,25 - 34,high_school,lower_ii,14,1
17,834026781,5/2/18 18:03,5/2/18 18:04,Somewhat inappropriate,I feel like one doctor's opinion shouldn't outweigh the others. Is he the most qualified in his office to make said decision?,afixed,a,fixed,female,other,25 - 34,high_school,lower_ii,44,2
18,-852520123,5/2/18 18:12,5/2/18 18:13,Somewhat inappropriate,Comparable drugs both both unexensive most tolerable side effects flip a coin makes no difference which you use.,afixed,a,fixed,male,white,> 54,university,middle_ii,75,2
19,1130697693,5/2/18 17:58,5/2/18 17:58,Neither inappropriate nor appropriate,He’s the doctor. He knows what his patients can and can’t handle.,afixed,a,fixed,female,white,18 - 24,high_school,lower_ii,16,3
20,1215883433,5/2/18 18:05,5/2/18 18:06,Somewhat appropriate,I think it’s appropriate because it’s the doctors job to do what they think is best for the patient. Is the other doctor wrong for using the other drug? No. They both just have their own preferences.,afixed,a,fixed,female,white,18 - 24,high_school,prefer_not_to_say,33,4
21,1715646179,5/2/18 18:03,5/2/18 18:04,Very appropriate,If he thinks this medicine is helpful then why not prescribe it,afixed,a,fixed,female,white,45 - 54,university,high_i,28,5
22,-1606655667,5/2/18 18:03,5/2/18 18:03,Neither inappropriate nor appropriate,It's either a good or bad thing. Nothing is appropriate,afixed,a,fixed,male,white,25 - 34,university,lower_ii,25,3
23,-1155458110,5/2/18 18:01,5/2/18 18:01,Neither inappropriate nor appropriate,I'm not too imformed on the subject,afixed,a,fixed,female,hispanic,25 - 34,high_school,prefer_not_to_say,37,3
24,2136842467,5/2/18 18:03,5/2/18 18:04,Neither inappropriate nor appropriate,Because none of it made sense. The drugs are supposed to be the same but try say they are different.,afixed,a,fixed,female,white,25 - 34,university,lower_i,50,3
25,161298970,5/2/18 18:04,5/2/18 18:04,Neither inappropriate nor appropriate,Each Dr. Has his on opinion.,afixed,a,fixed,female,white,> 54,university,lower_i,39,3
26,-1785896981,5/2/18 18:01,5/2/18 18:01,Very inappropriate,I choose this option because it makes since. I see nothing wrong with what the doctor us doing.,afixed,a,fixed,female,hispanic,18 - 24,high_school,lower_i,32,1
27,1284689434,5/2/18 18:14,5/2/18 18:16,Very appropriate,he was within his abilities and soing what a good doctor should based upon his experiences,afixed,a,fixed,male,white,25 - 34,vocational_technical_college,lower_ii,76,5
28,1599869600,5/2/18 18:15,5/2/18 18:15,Very appropriate,Because it's the most logical,afixed,a,fixed,male,hispanic,25 - 34,postgraduate,lower_ii,14,5
29,925144141,5/2/18 17:58,5/2/18 17:59,Very inappropriate,Every person is different!,afixed,a,fixed,male,white,> 54,university,lower_ii,11,1
30,-1192588509,5/2/18 17:58,5/2/18 17:59,Very appropriate,"If both A and B are effective and patients can handle side effects, I think choosing either drug would be fine. Unless he should decide on a patient by patient basis",afixed,a,fixed,female,white,25 - 34,high_school,lower_ii,56,5
31,1794661988,5/2/18 17:59,5/2/18 17:59,Neither inappropriate nor appropriate,Because I really dont have an opinion,afixed,a,fixed,female,white,35 - 44,high_school,middle_ii,18,3
32,-1329007363,5/2/18 18:05,5/2/18 18:05,Neither inappropriate nor appropriate,He is trying to help his patients. Both A & B work the same & are both affordable. So he,afixed,a,fixed,female,white,18 - 24,high_school,lower_i,46,3
33,16554688,5/2/18 18:15,5/2/18 18:17,Somewhat appropriate,"I don't know all the facts, but as long as a doctor is providing affordable and medically appropriate medicine to treat patients then it's fine.",afixed,a,fixed,male,white,35 - 44,university,lower_i,85,4
34,1175267451,5/2/18 18:05,5/2/18 18:06,Very appropriate,Because he is prescribing what he thinks will help the patient.,afixed,a,fixed,female,white,45 - 54,university,lower_i,53,5
35,1790785544,5/2/18 18:00,5/2/18 18:00,Very appropriate,If they are about the same and same side effects,afixed,a,fixed,female,white,45 - 54,vocational_technical_college,middle_i,21,5
36,14913155,5/2/18 18:03,5/2/18 18:04,Very inappropriate,Important,afixed,a,fixed,female,prefer_not_to_say,35 - 44,high_school,prefer_not_to_say,70,1
37,716079719,5/2/18 18:00,5/2/18 18:01,Very appropriate,Taking the needs of the patients in consideration. Putting patients first,afixed,a,fixed,female,white,35 - 44,postgraduate,middle_i,29,5
38,-795904186,5/2/18 18:08,5/2/18 18:08,Somewhat appropriate,Just because,afixed,a,fixed,male,white,35 - 44,vocational_technical_college,lower_ii,8,4
39,444448224,5/2/18 18:15,5/2/18 18:15,Very inappropriate,Like,afixed,a,fixed,male,asian,25 - 34,middle_school,prefer_not_to_say,32,1
40,1509770885,5/2/18 18:00,5/2/18 18:01,Very inappropriate,because the choice was inappropriate in my opinion,afixed,a,fixed,female,white,25 - 34,university,middle_i,32,1
41,-1348521524,5/2/18 18:02,5/2/18 18:03,Neither inappropriate nor appropriate,There's nothing wrong with his choice since both medicine can be used. It's just a matter of opinion.,afixed,a,fixed,female,prefer_not_to_say,25 - 34,university,prefer_not_to_say,32,3
42,136294767,5/2/18 17:59,5/2/18 17:59,Very appropriate,It sounded like a drug baby was going to have more side effects and probably bad for the patient,afixed,a,fixed,female,white,25 - 34,vocational_technical_college,middle_ii,16,5
43,-997946530,5/2/18 18:01,5/2/18 18:01,Very appropriate,It's a better solution and a better for health reasons,afixed,a,fixed,female,white,25 - 34,vocational_technical_college,high_i,30,5
44,-1647423469,5/2/18 18:01,5/2/18 18:02,Neither inappropriate nor appropriate,Because both have side affects,afixed,a,fixed,female,hispanic,> 54,vocational_technical_college,lower_i,25,3
45,-2069251741,5/2/18 17:58,5/2/18 17:58,Very inappropriate,Just cause,afixed,a,fixed,male,white,25 - 34,high_school,lower_i,15,1
46,-2061586342,5/2/18 18:01,5/2/18 18:02,Somewhat appropriate,Cause alot of people dont have insurance so they can't pay for meds or the meds are to expensive for peioke to pay,afixed,a,fixed,female,white,35 - 44,high_school,middle_ii,42,4
47,-1699421022,5/2/18 18:01,5/2/18 18:01,Somewhat appropriate,He feels it is a better option,afixed,a,fixed,female,white,25 - 34,vocational_technical_college,lower_ii,18,4
48,997844903,5/2/18 17:58,5/2/18 18:00,Very appropriate,Both a and b work effectively good choice,afixed,a,fixed,male,white,45 - 54,high_school,prefer_not_to_say,100,5
49,-1847341391,5/2/18 18:07,5/2/18 18:08,Neither inappropriate nor appropriate,It's the doctors choice to give better care to their patients,afixed,a,fixed,male,other,35 - 44,high_school,lower_ii,51,3
50,-788278269,5/2/18 18:05,5/2/18 18:05,Very inappropriate,Government drugs are to not be trusted,afixed,a,fixed,male,black,18 - 24,high_school,lower_i,29,1
51,-689928830,5/2/18 17:59,5/2/18 18:00,Neither inappropriate nor appropriate,I feel that if both work the same with the same side effects that it doesn't matter which one the patient gets. If the side effects are different then the patient should choose,afixed,a,fixed,male,white,25 - 34,high_school,lower_i,74,3
52,1528924698,5/2/18 18:03,5/2/18 18:03,Somewhat inappropriate,Because they need for studies done,afixed,a,fixed,female,white,25 - 34,high_school,lower_i,17,2
53,-1072490338,5/2/18 18:12,5/2/18 18:13,Somewhat appropriate,Thing s could have turned out different,afixed,a,fixed,male,white,35 - 44,high_school,prefer_not_to_say,55,4
54,-1234054801,5/2/18 18:09,5/2/18 18:10,Neither inappropriate nor appropriate,It would depend on how many times the patient had been seen before and by how many other doctors. I think it would be a bit of negligence to just prescribe whichever medication you felt fit the patient without looking at their medical records to see what they're already taking regardless of whether it will interfere or cause issues with a mix why do it before stopping the other medication. If the patient had not yet been taking any other medication then why not sounded like he had a reasonable reason to give her medication a,afixed,a,fixed,male,white,25 - 34,high_school,lower_ii,61,3
55,-1323126838,5/2/18 18:02,5/2/18 18:02,Somewhat inappropriate,I don't know that much about habing blood pressure,afixed,a,fixed,female,white,45 - 54,university,lower_ii,32,2
56,-482633516,5/2/18 17:59,5/2/18 17:59,Neither inappropriate nor appropriate,Food,afixed,a,fixed,male,black,18 - 24,high_school,lower_ii,3,3
57,42000896,5/2/18 18:03,5/2/18 18:05,Neither inappropriate nor appropriate,"If both medications are equally effective, affordable and have similar side effects that it really doesn't matter which drug is prescribed except prescribing the same one such as drug A every time helps the dr keep track of the drug",afixed,a,fixed,female,white,35 - 44,middle_school,lower_ii,140,3
58,1659659890,5/2/18 18:07,5/2/18 18:08,Somewhat inappropriate,People gaining what. Obesity,afixed,a,fixed,male,white,35 - 44,high_school,middle_i,41,2
59,332303918,5/2/18 18:09,5/2/18 18:11,Very inappropriate,"If they're both going to provide the same affect with minimal side affects, it doesn't matter what is prescribed. Also they're both affordable.",afixed,a,fixed,male,multiracial,35 - 44,university,middle_ii,93,1
60,-216390313,5/2/18 18:06,5/2/18 18:06,Very appropriate,Because he is a doctor so he should know the benefits of both drugs,afixed,a,fixed,male,white,18 - 24,high_school,lower_ii,28,5
61,-1616875793,5/2/18 18:03,5/2/18 18:03,Very appropriate,Because he can prescribe either medication.,afixed,a,fixed,female,white,25 - 34,vocational_technical_college,lower_ii,15,5
62,1288990028,5/2/18 18:09,5/2/18 18:09,Very appropriate,Be I'm me,afixed,a,fixed,male,black,25 - 34,high_school,lower_i,12,5
63,1049700641,5/2/18 18:02,5/2/18 18:02,Somewhat inappropriate,I’m not sure just feel if,afixed,a,fixed,female,hispanic,35 - 44,high_school,lower_ii,18,2
64,-1944910709,5/2/18 18:13,5/2/18 18:13,Somewhat inappropriate,no input,afixed,a,fixed,male,white,25 - 34,postgraduate,lower_i,8,2
65,-1187341035,5/2/18 18:01,5/2/18 18:01,Neither inappropriate nor appropriate,Not good,afixed,a,fixed,female,black,25 - 34,high_school,lower_ii,11,3
66,2037415806,5/2/18 18:03,5/2/18 18:05,Very inappropriate,Because he shows he cares for people's health.  I think he would make a good doctor.,afixed,a,fixed,female,white,45 - 54,high_school,lower_i,92,1
67,1970627616,5/2/18 18:00,5/2/18 18:01,Very appropriate,Doctor  has great opinion,afixed,a,fixed,female,white,25 - 34,university,lower_i,51,5
68,138434472,5/2/18 18:03,5/2/18 18:04,Very appropriate,The statement says that the patients can have A or B so it don't matter which one he gives.,afixed,a,fixed,female,black,25 - 34,high_school,lower_i,45,5
69,-1069205091,5/2/18 18:00,5/2/18 18:01,Very inappropriate,Because drug A is most likely a name brand and he the doctor is being paid off to push their medicine.,afixed,a,fixed,female,latino,> 54,vocational_technical_college,prefer_not_to_say,51,1
70,-2086081683,5/2/18 18:01,5/2/18 18:02,Neither inappropriate nor appropriate,It seems it is a good drug,afixed,a,fixed,male,white,35 - 44,university,high_i,21,3
71,625354192,5/2/18 18:02,5/2/18 18:03,Very inappropriate,"If they both do the same thing, why does it matter?",afixed,a,fixed,male,white,18 - 24,high_school,middle_i,21,1
72,-753185438,5/2/18 18:02,5/2/18 18:03,Somewhat appropriate,I don’t know tbh,afixed,a,fixed,male,hispanic,25 - 34,university,prefer_not_to_say,14,4
73,-1100534360,5/2/18 18:09,5/2/18 18:10,Very inappropriate,It's very important to choose the right medication for your illness.,afixed,a,fixed,male,white,25 - 34,high_school,lower_i,30,1
74,-196905358,5/2/18 18:03,5/2/18 18:03,Neither inappropriate nor appropriate,He the doctor,afixed,a,fixed,female,white,35 - 44,high_school,prefer_not_to_say,15,3
75,269687079,5/2/18 18:16,5/2/18 18:16,Neither inappropriate nor appropriate,It sounds like both options work about the same.,afixed,a,fixed,male,white,35 - 44,university,high_i,31,3
76,-1868283145,5/2/18 18:00,5/2/18 18:01,Very appropriate,Because it stated some doctors choose drug a while others choose drug b for their patients. So if doctor jones chooses drug a they must think that is the better one,afixed,a,fixed,female,white,25 - 34,high_school,prefer_not_to_say,64,5
77,-1089890213,5/2/18 18:05,5/2/18 18:05,Very appropriate,Because that’s the way it should be,afixed,a,fixed,female,latino,18 - 24,high_school,lower_ii,13,5
78,1579493653,5/2/18 17:59,5/2/18 18:02,Somewhat appropriate,Because all medications contains drug and I think is nothing wrong wit it if it’s for a good,afixed,a,fixed,female,hispanic,25 - 34,high_school,lower_i,138,4
79,-1716676795,5/2/18 18:01,5/2/18 18:01,Neither inappropriate nor appropriate,I am not sure,afixed,a,fixed,female,white,25 - 34,university,lower_ii,9,3
80,1318393203,5/2/18 18:07,5/2/18 18:08,Very inappropriate,Don’t forget,afixed,a,fixed,male,white,> 54,high_school,lower_ii,6,1
81,-490070567,5/2/18 17:57,5/2/18 17:58,Neither inappropriate nor appropriate,Cause sometimes life doesn’t matter,afixed,a,fixed,female,white,45 - 54,high_school,prefer_not_to_say,21,3
82,638599690,5/2/18 18:04,5/2/18 18:06,Very inappropriate,Because drugs is very dangerous even if it can treat high blood pressure it can’destroy many other things in your body so this is innapropiriate for a doctor to use drugs for treatment,afixed,a,fixed,female,black,25 - 34,high_school,middle_i,83,1
83,-303566945,5/2/18 18:03,5/2/18 18:04,Somewhat appropriate,If both options are safe and approved the doctor is going by what he knows about the drug and is using his knowledge to help his patients,afixed,a,fixed,female,white,45 - 54,vocational_technical_college,middle_i,65,4
84,-1895550870,5/2/18 18:02,5/2/18 18:02,Somewhat inappropriate,Hey good,afixed,a,fixed,male,asian,25 - 34,postgraduate,lower_i,9,2
85,146487821,5/2/18 18:10,5/2/18 18:10,Somewhat appropriate,Nothing,afixed,a,fixed,male,white,18 - 24,university,lower_ii,4,4
86,-2117777801,5/2/18 18:08,5/2/18 18:08,Very appropriate,If the patient happens to get Jones then they should go with what he prescribed. If they are unhappy say they’d rather wait for the other doctor.,afixed,a,fixed,male,white,25 - 34,vocational_technical_college,middle_i,36,5
87,-1797934437,5/2/18 18:05,5/2/18 18:06,Very appropriate,Drug A is user friendly with few side effects and works well.,afixed,a,fixed,male,white,45 - 54,university,middle_ii,39,5
88,1969614568,5/2/18 18:05,5/2/18 18:05,Somewhat appropriate,It seemed like there was no difference between the two.,afixed,a,fixed,female,white,18 - 24,postgraduate,middle_i,14,4
