pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,RepeatTurkerLabelCode
225,xAB7,Scopes,3,0, Leading more patients to have colonoscopies is a  weird choice.,,R_C3LfZjTSGIjFedb,1,1,3,1,49,1,6,1,3,0,0
248,xAB7,Scopes,5,0,Most people won't do a procedure like this without a little nudging.  I think this is the perfect amount of nudge to get people in to get tested.,,R_308DVL5rU9cxxgC,2,0,2,0,57,1,2,0,6,1,0
269,xAB7,Scopes,2,1,"I think it's inappropriate to schedule people for appointments without asking them.  I agree that scheduling appointments is a pain, but so is calling to reschedule.",,R_3EQBNx2znSH1fiA,2,0,3,1,41,1,6,1,6,1,0
277,xAB7,Scopes,3,0,because it was a creative way to get people to check on their health,,R_1OIbJLloHh39iAy,2,0,3,1,39,1,3,0,1,0,0
285,xAB7,Scopes,3,0,I don't like to reminded of terrible things on the day of my birthdya. ,,R_878Um2rRmC5SetP,2,0,4,0,47,1,4,1,3,0,0
302,xAB7,Scopes,4,0,"I think this is a sensible experiment to run. But he should get it evaluated by other medical staff and experts. Maybe consider giving everybody both a pre-schedule appointment and a packet with coupons since nobody will miss out on a very important procedure. Having people miss out isn't technically his responsibility, but it would still be better. ",,R_2zpbZqKCWAAbrGX,1,1,5,0,24,0,3,0,2,0,1
309,xAB7,Scopes,4,0,"I would select the other half option, as it would be a pre-scheduled colonoscopy appointment, with the option to select the time and if a problem came up and I were to miss the appointment I won‰Ûªt be charged.",,R_1EbpkplEayFwtxd,1,1,3,1,83,1,4,1,5,1,0
322,xAB7,Scopes,1,1,"This just seems very intrusive and forced. If a person is THAT interested in such a procedure, they will go about it at their own accord. There are dozens of other ways to increase colon cancer/colonoscopy awareness.",,R_CeLwJ4b52909JBf,1,1,3,1,36,1,6,1,4,1,0
4,xAB5,Teachers,2,1,I think it would be better to try both over a separate year if you really wanted to try both. ,,R_3nrpKYJADYzekpY,2,0,3,1,28,0,2,0,2,0,0
13,xAB5,Teachers,4,0,It sounds like they are trying to find a method to motivate the teachers to perform better through offering rewards. I see no reason to dislike the idea.,,R_22RGdt7nF4DhfDu,1,1,3,1,40,1,2,0,3,0,0
14,xAB5,Teachers,4,0,Well i think it's somewhat appropriate because in this scenario the teachers were going to benefit regardless. They're also running an experiment and not just deciding which will work better but actually trying 2 different things.,,R_30vodSRHkM6oKgI,1,1,3,1,37,1,2,0,1,0,0
30,xAB5,Teachers,2,1,You cannot compare schools or classrooms since demographics of schools and classrooms differ so vastly.,,R_3P6L2inTTvmqUAy,2,0,3,1,30,0,6,1,6,1,0
53,xAB5,Teachers,4,0,I think he is trying to be fair with giving the teachers what they want.,,R_2TY3e0fXV29EEig,1,1,2,0,31,0,4,1,3,0,0
59,xAB5,Teachers,4,0,I like the idea because I believe a teacher will strive for better results if an extra reward is offered.,,R_w6JQOSIkZ3CzB2p,2,0,3,1,29,0,4,1,1,0,0
61,xAB5,Teachers,3,0,It's up to him to decide what is best and what works.,,R_2TuWE9Ea1a7Kmnr,2,0,3,1,45,1,4,1,4,1,0
75,xAB5,Teachers,2,1,He could have just asked the teachers which they would prefer the most.  Most importantly there is no control group.,,R_2AXqDc87NUDOQJa,1,1,3,1,33,0,4,1,5,1,0
84,xAB5,Teachers,4,0,it may work if people want different things,,R_vfulOFK9Lkt9lYJ,1,1,3,1,34,1,4,1,3,0,0
95,xAB5,Teachers,3,0,"I chose my reason because incentives can motivate teachers to perform better and motivate students. Yet, the different types of incentives can cause division and uncertainty especially if the teachers can't choose which incentive they'd like to receive.",,R_3kFHOvbazuMnVS7,2,0,1,0,49,1,4,1,3,0,0
110,xAB5,Teachers,1,1,The motivation structure is not equal. The people getting vacation time will feel as if they are getting less of an incentive.,,R_3qOq0CmEONOTWrC,1,1,3,1,59,1,3,0,6,1,0
111,xAB5,Teachers,4,0,I think the intention is good and there is no real harm done in the process of what he's doing but it does lack transparency with the teachers being subject to the study,,R_1in8hz8hphpAknI,1,1,3,1,45,1,6,1,6,1,0
131,xAB5,Teachers,4,0,"The superintendent wants to improve their students progress.  So, I think is a good idea to do this exercise to discover, how can they help.",,R_SZBCSKYwnBvufVD,2,0,3,1,61,1,6,1,2,0,0
140,xAB5,Teachers,2,1,"It is not a terribly scientific study.  Also, he promises half of the teachers one benefit and then gives them something else, since he gives all of them the same benefit in the end.  And how is ""better student outcomes"" defined.",,R_2waZtoYMQMBTWlJ,2,0,3,1,65,1,4,1,1,0,0
144,xAB5,Teachers,4,0,"I think it is only somewhat appropriate because the superintendent should instead do a survey of teachers' preferences, that way he or she can then make a better decision in assigning either the bonus or vacation time to teachers.",,R_vfdCYRhz92TjEdP,2,0,3,1,23,0,4,1,1,0,0
163,xAB5,Teachers,2,1,"Segregation of rewards is not morale, and the ends might not justify the means. ",,R_UQ2jtJXd32QX8nT,1,1,"3,4",0,22,0,3,0,1,0,0
164,xAB5,Teachers,4,0,"The superintendent is testing different systems, and I guess that's good. However, a better option would be to let the teachers choose. That way there would be more incentive to succeed.",,R_33a5RWlveqdC5TT,1,1,5,0,29,0,3,0,2,0,0
181,xAB5,Teachers,4,0,Because it is a test to see who will do better and both are receiving benefits from it. ,,R_uvHQ50qmfdmysLf,1,1,4,0,23,0,3,0,4,1,0
190,xAB5,Teachers,4,0,"It seems like it would work, but also there are a lot of uncontrolled variables.",,R_D36zsLzQ158PaHT,2,0,3,1,21,0,3,0,1,0,0
201,xAB5,Teachers,4,0,"I don't think there is anything wrong with randomly assigning the teachers to the two favorable conditions. If the superintendent purposely assigned individuals to the 2 categories, then his actions could be inappropriate.",,R_2cjv69RuPbbq3tm,1,1,3,1,31,0,6,1,6,1,0
213,xAB5,Teachers,2,1,Because it does not really have the students best interests in my mind. ,,R_2OMSJs0n4D4MBG6,1,1,3,1,21,0,3,0,1,0,0
215,xAB5,Teachers,2,1,I think that there is too much dependant on the teachers while you can't really control who your students are that year and how they behave/learn in the classroom.  ,,R_3I0l14DPP1gS1r7,2,0,3,1,31,0,6,1,2,0,0
232,xAB5,Teachers,1,1,those are two wildly different things.  you can't play with people like that even if it's a trial basis,,R_xsIOioHkLovpMzL,1,1,3,1,30,0,4,1,2,0,0
239,xAB5,Teachers,3,0,I think it is wise to conduct the experiment but the teachers should be given the choice of which option they would prefer. ,,R_2zv8Wxm24wf0kkT,1,1,3,1,25,0,4,1,3,0,0
253,xAB5,Teachers,4,0,"I don't see anything wrong with the tests. I'm not confident of how effective it will be, but it seems like a great idea.",,R_8tQ8RJliNGz288x,2,0,1,0,27,0,2,0,5,1,0
264,xAB5,Teachers,4,0,It seems like he is doing it for the right reasons and he is trying to be unbiased in his decision.,,R_1rMmBrbuR1yT9HV,2,0,3,1,45,1,6,1,5,1,0
281,xAB5,Teachers,5,0,It seems like a fair incentive for teachers to earn a reward based on performance.   Performance based rewards often result in positive outcomes. ,,R_21FHCRrYIUu2zM1,1,1,3,1,45,1,6,1,6,1,0
284,xAB5,Teachers,2,1,"I think it is inappropriate because the superintendent is choosing for the teachers. Some who got extra vacation days may have wanted the bonus and vice versa, therefore some may be hindered by his actions.",,R_2Yn7O7wNvOmJr1p,2,0,3,1,27,0,4,1,2,0,0
303,xAB5,Teachers,2,1,"It doesn‰Ûªt sound fair payment-wise to the teachers. The experiment is flawed because not only would it take a year to complete but also only one group of people will receive money while the other group, who may work just as hard, doesn‰Ûªt get extra money at all only extra vacation days without money to use for those days. ",,R_sZ58oQUi6pv1es9,2,0,2,0,25,0,4,1,2,0,0
306,xAB5,Teachers,4,0,I think if the teacher is happy and not burnt out or stressed their teaching habits will be better.,,R_3fBpjyrEokXUINE,1,1,3,1,27,0,2,0,3,0,0
319,xAB5,Teachers,2,1,Teachers shouldn't have to be given such perks to be happy at their jobs. If that was the case then maybe they shouldn't be teachers. ,,R_3KPGxpUhogOHV4z,1,1,1,0,26,0,6,1,4,1,0
9,xAB4,Welfare,5,0,It is his job to decide how to best combat poverty using welfare. This is simply finding the most effective way to deal with poverty.,,R_1i97h7mLQw7PR0r,1,1,3,1,20,0,3,0,4,1,0
10,xAB4,Welfare,2,1,"It seems unfair to use peoples lives as an experiments, especially without their knowledge.",,R_rl2SmwDeV6XMmSR,2,0,3,1,21,0,2,0,1,0,0
34,xAB4,Welfare,4,0,I think it could be a good idea to experiment with different methods to see what works.,,R_vogkso7mXLJNEDn,1,1,3,1,24,0,3,0,1,0,0
40,xAB4,Welfare,4,0,"I think this department head is willing to invest in the long run towards a proven record of success. It may not bring instant relief to both counties equally, but the strategy would produce benefits in the long run. A well-researched, successful approach takes time. The only hang up in this case is that there are more dependent variables in the second county than in the first that might throw off the experiment. ",,R_0PdHbQZdew1HedX,1,1,3,1,28,0,4,1,3,0,0
45,xAB4,Welfare,1,1,"This is a horrible way to conduct an ""experiment"". Using his citizens as lab rats is a horrible thing to do.",,R_3MAUTFn7D1XjmP2,1,1,3,1,18,0,3,0,1,0,0
46,xAB4,Welfare,4,0,Neither option seems to be harmful and it would be a good way to see which option is better,,R_1HeJmGQvllCNqag,2,0,3,1,31,0,6,1,3,0,0
65,xAB4,Welfare,5,0,"it is giving people with no chance of succeeding. if it works then more people will get jobs and get off welfare, if it doesn't work at least the people below the poverty line get a chance.",,R_7P8oaQTKUaWFqs9,1,1,1,0,35,1,3,0,2,0,0
82,xAB4,Welfare,2,1,It is important to test out different methods for solving social problems. By testing different methods the director could possibly find a better solution to their mission.,,R_qCsgNSolUBuBB4J,1,1,"3,4",0,32,0,3,0,1,0,0
87,xAB4,Welfare,5,0,He is actually doing something about the issue and testing to see which way will help the most.,,R_3lzBUm7LEBJTmUR,2,0,2,0,30,0,2,0,2,0,0
103,xAB4,Welfare,1,1,"The way to reduce poverty and unemployment is to inspire people to produce.  Increasing welfare never does that.  When Bill Clinton added the work requirement to welfare back in the '90s, on average, people's lives improved and poverty and unemployment were reduced.  No need to experiment - the work has already been done - we know what to do. ",,R_2YlYIKMEveUwiVc,1,1,3,1,63,1,6,1,6,1,0
105,xAB4,Welfare,4,0,"I believe it is somewhat appropriate because he is trying to find out the best way to go about a problem. Sometimes the only way to test something is in real world situations. The test will only go on for a year and everyone is still getting the help the need, just some more than others.",,R_2YljIYEUzkoQ2Cc,1,1,4,0,35,1,4,1,1,0,0
117,xAB4,Welfare,4,0,"It sounds reasonable to try out. However, I do not think increasing welfare will reduce poverty.",,R_2cqGa0v7eSbCXWQ,2,0,3,1,32,0,3,0,1,0,0
122,xAB4,Welfare,1,1,I think it is inappropriate to treat people who depend on your policies as test subjects without their input,,R_1ezUkXbNfUhphQt,2,0,3,1,24,0,4,1,3,0,0
139,xAB4,Welfare,2,1,Those people that aren't receiving the higher benefits will have to make do for a year while the experiment plays out.  This could cause significant hardship.,,R_3UidiW0BK89gxfr,2,0,3,1,66,1,6,1,3,0,0
151,xAB4,Welfare,1,1,He does not have the authority to make a decision over the lives of people base on his ideas.,,R_1QslU5biLS3DkTV,2,0,1,0,57,1,3,0,3,0,0
158,xAB4,Welfare,4,0,HE SHOULD INCREASE OR DECREASE WELFARE SERVICES EQUALLY.,,R_QhnvwvMwA2t1jHj,2,0,2,0,29,0,5,1,2,0,0
162,xAB4,Welfare,5,0,The state is using research to determine the best way to deploy taxpayers funds.,,R_3kcdYSfvAH9B2Lz,1,1,3,1,31,0,4,1,6,1,0
183,xAB4,Welfare,3,0,I believe that the experiment would most likely show that a moderate increase to welfare services equally would yield the most favorable results. There would need to be information provided about the poverty line to determine how appropriate the decision is.,,R_1NfSnkuB8Vkw41D,1,1,3,1,29,0,3,0,3,0,0
185,xAB4,Welfare,4,0,He tried to be fair about it.  He did experiments to see which would work,,R_w1auSe8rgWQ0uXf,2,0,3,1,48,1,3,0,5,1,0
195,xAB4,Welfare,5,0,The poorest families need the most help.,,R_3NQDRs5oCKGLbTz,2,0,3,1,51,1,3,0,6,1,0
219,xAB4,Welfare,4,0,It seems like a fair way to determine the best way to allocate resources. I think it's one of the easier ways to finding the most effective solution.,,R_cFLP1eEDRX679Qd,1,1,4,0,30,0,6,1,4,1,0
234,xAB4,Welfare,2,1,It doesn't seem fair to randomly select who gets more welfare. It should go to whomever needs it the most.,,R_3EoEE2zzhjwMTPV,1,1,3,1,31,0,4,1,6,1,0
247,xAB4,Welfare,2,1,"I think it is somewhat inappropriate because I don't think the results of the method are a good indicator of what is going to work. There are different variables and the counties are not the same across the board, like income, racial make up, job opportunities, etc.  So that is why I think it is inappropriate.",,R_2QtyIDFLtYNa8ot,1,1,2,0,47,1,6,1,3,0,0
259,xAB4,Welfare,4,0,"I THINK IT IS A REASONABLE TEST. THIS WAY, THEY CAN GET A GOOD CONTROL GROUP AND LEARN FROM THIS.  I THINK IT IS FAIR.",,R_3NUn4so2VH9DIkb,1,1,3,1,40,1,4,1,5,1,0
271,xAB4,Welfare,4,0,"I like the idea of testing which works better, but, it does run the Rik of hurting some people if one of them is less effective than the other. Generally for testing if people may suffer you can't test it. But I'm not an ethical committee member and I recommend such a group review this idea first",,R_xF2RAriuPfEW2rL,2,0,3,1,32,0,6,1,6,1,0
274,xAB4,Welfare,4,0,The aid is spread out to the poorest families. The aid is not equal but it will be down the road. ,,R_3L7Oe53bGMdJlYZ,2,0,3,1,34,1,3,0,5,1,0
290,xAB4,Welfare,4,0,I think that the head of the department has the right idea because he is trying to find the best fix for the issue of unemployment.  Currently he is going to try two different paths and pick the one that works the best.  Along with the fact that money isn't being taken away from anyone.    ,,R_26a2NedisM3YDZ9,1,1,3,1,34,1,3,0,5,1,0
297,xAB4,Welfare,4,0,"Well, you have to try various ways of doing things to see if they work, so if all things are as equal as possible between the counties chosen, I see no problem with this method.",,R_su3wWCy6ERzIx2x,2,0,3,1,55,1,5,1,3,0,0
308,xAB4,Welfare,2,1,This experiment could hurt the poor people. Experiment should not done with the lives of poor people.,,R_Q5hZlEIsjkzMWel,1,1,4,0,22,0,4,1,1,0,0
323,xAB4,Welfare,2,1,I think there should always be research and facts based around such a drastic study. People should always know when they are a part of a study also.,,R_2WUPkXVstOWH8V0,2,0,3,1,37,1,3,0,2,0,0
328,xAB4,Welfare,2,1,It could be a good social experiment but everyone deserves welfare if they need it ,,R_1lixNqTH4fqVWd3,1,1,1,0,25,0,3,0,3,0,1
