StudyType,ExperimentCode_MS,StudyDescription,R File,pid,Scenario,genericCond,scenarioCond,policyOrAB,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,PlantFood,PlantFood_Correct,GenesAnswer,GenesAnswer_Correct,Earth,Earth_Correct,Radioact,Radioact_Correct,Lasers,Lasers_Correct,Electrons,Electrons_Correct,Continents,Continents_Correct,Gender,Gender_Correct,Antibiotics,Antibiotics_Correct,degree,Degree_spec,ScienceLitSummed,RandomizationAnswer,STEMdegree,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore,IntuitionScore_ByHand,ScienceLitScore,Compensation,Everything after this column is unique to each experiment and was subjectively coded,RepeatTurkerLabelCode,MarkedForExclusion,whoMarked,Ineffective,Evidence,Intent,Consent,No Harm,Harm,Benefit,ExperimentRandom,,NegEquality,PosEquality,SQ,Action,help,exp,repeat_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrder_pollfish,Benefit,Learning,AbsenceofHarm,PosEquality,MedRiskHarm,OtherRiskHarm,Ineffective,Random,Experiment,NegEquality,Notice,Consent,Act,BestJudgment,GoodIntent,BadIntent,SQ,Misunderstand,IrrelUnclearOther,ORIGINAL God,ORIGINAL Intuition,ORIGINALScienceBelief,ORIGINALScienceBelief_Reverse,ORIGINAL Intuition  scale,Notes: intution questions coded opposite in this study.,,
Experiment,,ManyDomains,abE12,832,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"Having adequate time off to refresh or attend to life issues creates a life balance that impacts ones commitment to, and performance at work.  Teachers are in highly interactive settings.  Having adequate time off while school is in session is necessary and not always made available other than sick days and holidays.  The question at hand, and what makes this somewhat appropriate, is how will the classrooms be covered if teachers have days off tacked on to corresponding student breaks.",328,R_1JXAQtW6bdfUk6y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,813,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,The state regulates how many days students have to be in school during the year.  It is also hard for parents of young children to find daycare / baby sitters for extra days.,296,R_1KqZ60Ddl19ZNQU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1952,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,The teachers will feel more relaxed with he days off so they will be nicer towards the students and a more constructive atmosphere will arise.  However this can have an adverse affect and the teachers may be more stressed because they do not have adequate time to complete the required lessons mandated by the state.,230,R_1LFpm2xyoe5LkCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1697,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"Seems very well-meaning. Not sure HOW you get more time to carve out during regular breaks from school, but, surely there would have to be some ""make-up"" school time to accommodate for this extra time off. However it's achieved, I'm sure augmentation of any time around those scheduled school breaks (usually used for vacation travel) would be appreciated - and boost morale.",569,R_1LItJnGgyWxFYt7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,2102,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"I think that it's true that someone who is more positive or upbeat is going to be able to empathize and teach someone else better than if they had been in a bad mood.  I also think that added vacation days do either calm someone down, or otherwise appease them and make them happier.  Even if they don't use the time to go anywhere or do anything, they are still able to take off from work without losing the pay.",168,R_1LzjIseHkdjtlPu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1743,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,Teachers deserve to have some more time off.,140,R_1mVDza9uyBN8C1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1193,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,If the teachers feel more relaxed they are more likely to be more motivated to work.,171,R_1N1ZTr9u76rSYFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1015,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"It doesn't affect the children's education since they do not normally have school during that time, so it seems like a reasonable choice to make. Teachers should have time to prep and be well rested, so additional vacation days can help them manage their own stress.",176,R_1NmiGb1q5Gf2bJj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,291,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,They already have the current breaks and giving them extra would maybe hurt the students.  Perhaps some other incentive or reward would also make them happy.,315,R_1O20XNskowMJ82t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1323,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"Giving longer vacations is an easy way to improve the physical and mental well-being of the teachers. Considering what they have to put up with during the school year and how little they're paid, it's definitely a good thing for them. A few less days of school won't have a major impact on most children.",252,R_1OZBSirHuDMMCkT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1305,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,"I feel there are already so many days off in the schools. In any event, I'm not sure more days off will increase happiness. I think greater support in the classroom will be more fulfilling and result in happiness.",176,R_1PbIb6mF0wH6SPl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1010,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,How will this effect training days and students learning? Were the teachers asked? Im sure they would rather have a larger budget for supplies or higher salary.,252,R_1po3EAXXIw9zuls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1254,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"I am sure he has done research to show that will make the teachers happier. Happier teachers will mean that they are teaching and connecting with the students better which, in turn, means they are learning more; that is a measurable outcome.",207,R_1q1VQVWB2yH861I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1558,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"It's not only supported by the research, but it's also a nice thing to do that has no obvious drawbacks. Seems like a no brainer.",142,R_1QhCiMt88RAk5pk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1349,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,School teachers deserve it.,196,R_21H3T8Pt0pG8Hdg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1724,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"Teacher are overworked and underpaid. Teaching is one of the hardest jobs there is. A few extra days of ""vacation"" might give them a chance to catch up on the interminable paperwork of their profession.",145,R_21HW8XRKnyEJsqc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1595,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"Have you dealt with kids today?You can not disipline them,they are out of control,so I do not blame teachers for wanting more days off a year it helps them save there sanity.",355,R_22M3RLvMt6ELUJq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,721,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,"Vacation days can help increase happiness, but I think perhaps something like a pay raise would work better.",329,R_240EbKVCCx9WKPC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,487,Education,B,Breaks,Policy,xB4,Teacher.Breaks,1,1,The teachers have to deal with things that most of us don't.  Extra time off gives them a chance to recharge.,200,R_24viNCHuWLewDzZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1626,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,I agree with the idea that happy teachers make better and happier students but I am not completely sure that additional days off is the answer.,242,R_25T4ypaQIFB9RpG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,309,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,Teachers could benefit from more time off.,152,R_25vl0lyWJx7CiIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1406,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,I think that teachers are underpaid and under appreciated. I think this would be a great thing for teachers and their moral.,530,R_26w3oaewTMe5daV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1236,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"Since teachers are not overpaid, I think some additional perks would help them feel more positive toward their jobs.",351,R_28LJbe9FMUTOStq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,444,Education,B,Breaks,Policy,xB4,Teacher.Breaks,1,1,"Schools are mandated to be in session for a certain number of days, so if the move would extend the school breaks, the school would have to add in the days elsewhere, likely by extending the length of the school year.  If he is talking about additional paid vacation days when the school would have to hire a substitute, this would hurt the quality of education the students receive since the substitutes don't offer the same quality of education as the regular teachers.  This wouldn't make sense since the goal is to improve student performance.",502,R_294uONx5xZmOcKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,209,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,They seem to already have a ton of vacation compared to any other career.,153,R_29aeCvzcjwdIFIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,877,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"Teacher need to relax and taking a break is important, so they can focus on teaching the students.",650,R_29v0BXqwIEJrOBd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,110,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,Teachers need as much support as they can get.  Additional time off is an excellent way to increase a healthy attitude and be more refreshed,234,R_2BxENmeN2d20nzX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1646,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"I believe this is appropriate because the quality, motivation and energy levels that a teacher has can directly impact their students. This makes sense because the happier and more energized an individual is, the more they will bring that to their job. Additionally, when you feel like your boss cares about your well being, you want to do better work.",225,R_2CjF5S1AUjyAzhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,970,Education,B,Breaks,Policy,xB4,Teacher.Breaks,1,1,"I agree that the mood of a teacher has an effect on his/her students. Happier teachers tend to form more positive relationships with their students, which makes the students more willing to learn from the teacher.",213,R_2czM8uhQsY2pKiO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1531,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"Research has shown this is an option that could have positive outcomes for students. It doesnâ€™t directly affect students though, so itâ€™s possible it might be ineffective.",2526,R_2EjfI56nkpzYbcf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,240,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"The teachers will be happier with more vacation days, therefore student outcomes should improve.",246,R_2ePh2aZ9rkO4a2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,2070,Education,B,Breaks,Policy,xB4,Teacher.Breaks,1,1,"I chose ""very inappropriate"" because why his intention was to award the teachers , the reward was inconsiderate because the teachers already have those days off.",404,R_2P6SB8HTJIzR2kQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1288,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"I think the superintendent is just looking out for everyone's best interest. However, giving the teachers more vacation time means less time they have to plan the schedule for the students.",299,R_2PA22SXlP81nb5r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,384,Education,B,Breaks,Policy,xB4,Teacher.Breaks,1,1,I don't think a worker who gets an enormous amount of days off already are going to be happier to get more.,135,R_2SjWfdTdZiR44d6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1786,Education,B,Breaks,Policy,xB4,Teacher.Breaks,1,1,There are better ways to give teachers something without giving extra time off which will impact the students since substitutes teachers don't know the students as well. The money to pay a sub could be better used as an incentive or even a small pay increase.,311,R_2sSiXJ4n60XZwgv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,591,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"It seems to benefit both the teachers and the students, so I think it was an appropriate choice for them to make. However, only time will tell if it was effective or not.",138,R_2SuAnQKFIpb7RIk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1110,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"He's taking advantage of the cause and effect relationship: he wants to improve student outcomes, and research indicates that can be accomplished by increasing teacher happiness and well-being. I believe that additional vacation days will make the teachers happier and improve their well-being.",203,R_2TnkRnBrQFM56J9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1908,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,I think it's a nice idea as long as the teacher isn't out too long.,255,R_2tzhpYCm9Mbb7IB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,534,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,They already get those times off,160,R_2uNUOWE309VteSs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1245,Education,B,Breaks,Policy,xB4,Teacher.Breaks,3,0,I don't know what to say about it.,118,R_2VHCXAdu2E8ByB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1703,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"As a big supporter of education, I feel that teachers have a very tough job and work hard. Some teachers work seven hours a day watching thirty kids and some have to carry their work through on the weekend.I think giving them a couple of extra vacation days would be a great idea, as long as it's not too much.",383,R_2xQ4kUm4sMJhkEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1156,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"It will probably improve moral temporarily, but I'm not sure its effect will be sustained over the entire school year.",147,R_2YLBUOfnc9cZPJQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,943,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,I do believe happy teachers are better teachers just as happy employees are better employees. This is a way he can reward them and please them in a sense and this will add to their over all well being which will make them a bit happier.,247,R_2zNKdY7pbE2rKB9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1819,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"I think it is OK the superintendent arranged to do this, but it might be better if the school teachers did something else with those days.  Perhaps they could do professional advancement training or planning of some nature that would better the students and classrooms.",201,R_2zNl2LHBA9GeYlc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,329,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,"I think it is a nice gesture, but how would the superintendent give teachers additional vacation days without impacting ordinary school functions?  (Note, where I am there is a teacher and substitute shortage, so that might bias my opinion)",185,R_301R9AIIKFvMO7u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,58,Education,B,Breaks,Policy,xB4,Teacher.Breaks,3,0,"I am not sure if a few extra vacation days will help. Instead give them a bonus worth the same as the days off. People would like the cash more, in my opinion. I know I would.",220,R_30ou5TTKknO08ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,188,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"We don't know the situation of the school. A few extra days off is great, but are they just days off? or paid days off? Also, its possible that there could be other things that are more important to the teachers, say, improvements being made to the school or being provided with better supplies for their students.",328,R_3dYsyAe0SCKWVgT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,804,Education,B,Breaks,Policy,xB4,Teacher.Breaks,3,0,"It's not clear whether the superintendent has the authority to do this without submitting the proposal to the school board. Also, ""research has shown"" is vague. How much research? Are there opposing studies? What is the cost to the school district of these extra vacation days? ""Happy teacher, better student"" sounds good, but more information is needed before making the decision to proceed.",760,R_3fdGmp2baU5IWzL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,548,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,I think that the superintendent was right by giving extra vacation days because if the teachers are well-rested and happy then they will perform better.,457,R_3FRrXiPzEAsIwcI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1350,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,"Teachers need a break too. It's proven that time off can help you come back with a more full force, and provide more effort.",125,R_3IPOt0A8RsbxU8w,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,745,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,I think it will give the teacher's better rest and they'll feel more energized It sounds like a good move.,224,R_3iRxR9AFzEJ7FxE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,533,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,The superintendent sees merit in the research results and can see that those results can have a positive impact on his goal of improved student outcomes. He is pursuing his goals by using a positive approach with the teachers.,645,R_3J91EPpsQg4uIwI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,838,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,i have no problem with the breaks being a few days longer but want to confirm that the who school will be out not just the teachers. cant have the kids back there with subs or something,267,R_3JzMpAT1myuxClb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,270,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,This option is appropriate because it does not take away from the students' learning opportunities. It makes the teachers happier and helps the students achieve better outcomes. It's a win-win.,147,R_3ke480mDQub13vE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,706,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,Id say it's mostly appropriate because the superintendent is just trying to increase the benefit to their students.,239,R_3KOMOSfqTsmjmDq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1131,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,"I chose somewhat appropriate because since the superintendent believes that teacher happiness will positively impact students performance, it makes sense to make them happier. In this case, this means giving them more days off.",184,R_3kqbv5AzGpLQrsB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1413,Education,B,Breaks,Policy,xB4,Teacher.Breaks,5,0,Extra vacation days when students are not around does not change quality of education during the school year. I think this is perfectly reasonable.,158,R_3M35HJW0wiQusio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,690,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,Because having a few more vacation days would be beneficial to the teacher both the teachers happiness and his/her teachings.,345,R_3n8EwiX7Wr2xy9Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,1809,Education,B,Breaks,Policy,xB4,Teacher.Breaks,2,1,I think the number of days off (and salary level) is generally set by the county not by the superintendent. Seems like a decision like this would need more feedback from others.,199,R_3O9pf9O7soJuaqg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Experiment,,ManyDomains,abE12,890,Education,B,Breaks,Policy,xB4,Teacher.Breaks,4,0,It does not effect the students. It will give teachers more break where they can return to school more refreshed.,224,R_3QVjOLN5ZKijwRD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
