Participant,Code,SA,WC
R_BLM725bOtcSNR3H,Consent,0,0
R_9KXXSJbjKrTU08h,Consent,0,0
R_2qlYN7qVf6zTQrD,Consent,0,0
R_3nu6RJvwz2ylj6b,Consent,0,0
R_xFSV2k6T0u1OjYZ,Consent,0,0
R_D0jiqvYAsNrvkid,Consent,0,0
R_3CAWj3iUjwTtSsl,Consent,0,0
R_1PZh9dGF4XT9ryl,Consent,0,0
R_3DtFdEjgTSzQohE,Consent,0,0
R_1N9U52eXi5WEMyw,Consent,0,0
R_2qk1l8AGlidQi6p,Consent,0,0
R_3pfYuxRxVbk5psD,Consent,0,0
R_RCi5RJjAlhNgfCN,Consent,0,0
R_2P0iqiWAPHWjyJe,Consent,0,0
R_1GIjjxKqN76eDsM,Consent,0,0
R_25LRNKOsrRrZIKU,Consent,0,0
R_2v2GDgHkUI05tLG,Consent,0,0
R_ZLcSRbT0GlA1xE5,Consent,0,0
R_PTAm61sSCcGdSOB,Consent,0,0
R_2YlmxtBxNR3Sx2z,Consent,0,0
R_2dRyed3Nd4cntNx,Consent,0,0
R_31GkUsUVtGK26zz,Consent,0,0
R_3R4a5ZNgCa7cp12,Consent,0,0
R_yWvVEbJ74OwozGp,Consent,0,0
R_735pTNgghkgBmGR,Consent,0,0
R_2VdzWtnVQOf0bsY,Consent,0,0
R_3g0izNanjrEe2WG,Consent,0,0
R_2B2lUO1UefEvE3M,Consent,0,0
R_3MExoPI9KqllhJ8,Consent,0,0
R_XScuwbNkFDVUuzL,Consent,0,0
R_3M3V0ejTpRCV2tT,Consent,0,0
R_1Hek6Rj4ds7vrth,Consent,0,0
R_2dgN7lVWGrycFn8,Consent,0,0
R_2fJ56rdqYYZz7gr,Consent,0,0
R_RfCuI6saP6nvHln,Consent,0,0
R_a3FSGAOeGx3roC5,Consent,0,0
R_WCIBtzJ4MP4gS8F,Consent,0,0
R_9LxbVKS48mWCcLf,Consent,0,0
R_1l076c7r3XYvP8c,Consent,0,0
R_2906YMnVwxPc6Ol,Consent,0,0
R_2wn5v5hJ2pEcJx9,Consent,0,0
R_1mrY8tWciCgywnG,Consent,0,0
R_YRKApWB1WuiGHiV,Consent,0,0
R_3jdLAxKtLnZQ76U,Consent,0,0
R_3FVvCnhw5gOn55Y,Consent,0,0
R_2qxAkbgFFRMEmbY,Consent,0,0
R_3fIeq60cvlT5nYZ,Consent,0,0
R_2OPIic7OOqwpt6x,Consent,0,0
R_1PRzlaZLBZMhxJj,Consent,0,0
R_1M6VLRxH6RYtPzA,Consent,0,0
R_3QXEUFe8K6fixwt,Consent,0,0
R_3kFYbmL11gJJCZI,Consent,0,0
R_3JL4ZWoJQH3j0Ht,Consent,0,0
R_3ELN27IcY4ZjDAq,Consent,0,0
R_3NXmu3nbW1D6dd7,Consent,0,0
R_r0Tlb5zi9zEcQXT,Consent,0,0
R_SJKA5TmM5q3ob2V,Consent,0,0
R_XAmfoSXeawTPawh,Consent,0,0
R_3e4sWbLXNKbte1q,Consent,0,0
R_1r3u7KS7WbhGEEI,Consent,0,0
R_25NMupvpSrU5kmT,Consent,0,0
R_3p9M0Zp04hJbfyA,Consent,0,0
R_27JdcmtitmuvYvq,Consent,0,0
R_2zBcM9x8vK5gb1l,Consent,0,0
R_2VKlF4WH4x5rSaq,Consent,0,0
R_7VbbmnM4Z8Tebst,Consent,0,0
R_VWJPhELsCkqPcWd,Consent,0,0
R_1LItsoiN0iuV1Xl,Consent,0,0
R_PFLC468XMpRJDCV,Consent,0,0
R_tSA7WkZ4HlN6d0t,Consent,0,0
R_3stS8Stdmai62Uw,Consent,0,0
R_2VJd7Y9LJjWuDoS,Consent,0,0
R_UaTc7swA0GX1nax,Consent,0,0
R_27Jwdx9VlRZ3gSI,Consent,0,0
R_0UQPDBgZxgAIaat,Consent,0,0
R_9B9aO7F9aT52xLb,Consent,0,0
R_1DuOSj3qvw7GBPT,Consent,0,0
R_32RuEmXpWD13T3K,Consent,0,0
R_31Es19OKRdLS7oE,Consent,0,0
R_1GBNgobFTO5GSRB,Consent,1,1
R_3rYeFVPBHkZUDeZ,Consent,0,0
R_1lrtCYXZxAXXIhU,Consent,0,0
R_2X0cHuSiaQfMPMN,Consent,0,1
R_2WvbBY7RUlk00Wa,Consent,0,0
R_2fHFAPylOKsa7P0,Consent,0,0
R_3iEe6nyoYBYNtts,Consent,0,0
R_2fvP5fW5giKpDXy,Consent,0,0
R_2xS61b5um8y9m2j,Consent,0,0
R_sdTphFjJeQlsWyZ,Consent,0,0
R_2wbiPaUIURkmbPj,Consent,0,0
R_rqMvcIQDV9PxeX7,Consent,0,0
R_3hfGVhoyQKG9CL8,Consent,0,0
R_3eq9R4nM4r4GnHi,Consent,0,0
R_2Xp1C1MtxXr1RFG,Consent,0,0
R_3nGU9mit4xmQIaZ,Consent,0,0
R_3HGo80riwqQuEMF,Consent,0,0
R_1mEjslq1kLZaOkZ,Consent,0,0
R_3ilDlvfHgAFRpKp,Consent,0,0
R_1H7WXa9t9DIz1cd,Consent,0,0
R_YaeQRspVqPAXmZH,Consent,0,0
R_26kTwYXw4YKcZ14,Consent,0,0
R_rfPAlZVj4SKWghz,Consent,0,0
R_1KkAqrYxGJs3FMk,Consent,0,0
R_1Peim2X8AgfvN9r,Consent,0,0
R_3ltuMfGPTTTpxjH,Consent,0,0
R_2wN9dl0SVLQauON,Consent,1,1
R_2E5IBceL8IDejcA,Consent,0,0
R_2ttiwnSHmdtsKlo,Consent,0,0
R_2Y5G1yuQBCz7d2M,Consent,0,0
R_1ilfJWG8iapxNMj,Consent,0,0
R_1Ldr7l6AkvHZ3rQ,Consent,0,0
R_1F4aUazA9CdZWjQ,Consent,0,0
R_NXUci5bevqS8REJ,Consent,0,0
R_1K3As4LWrLGHSgt,Consent,0,0
R_2COjIPq43Vvh66D,Consent,0,0
R_1Nam4djXXn2pC2V,Consent,0,0
R_31AxQ9wgKu5ztQG,Consent,0,0
R_1MLKUX89GjP8jS4,Consent,0,0
R_2YtFCvDmz8FvzMC,Consent,0,0
R_bKqh3sskVOto8xz,Consent,0,0
R_30rhbefJztmh31h,Consent,0,0
R_2PheYdIzlLXeh6R,Consent,0,0
R_3FQbox0neD4hOs0,Consent,0,0
R_1HklJDrNl0osLDs,Consent,0,0
R_2QlnasksU0JSxTE,Consent,0,0
R_a5W6nMQEidKuAgh,Consent,0,0
R_3DvwGsUhSMC9kuf,Consent,0,0
R_2EvmAynyhs5scGm,Consent,0,0
R_2ttZxgYMtgo3wLg,Consent,0,0
R_XvQejvuF1fEca4N,Consent,1,1
R_1ri699FpJPSazwM,Consent,0,0
R_3L54Bsr44bdNxPK,Consent,0,0
R_2414XWZjNp05lha,Consent,0,0
R_1q4APLXoYw9rIIL,Consent,0,0
R_WeuDgRyA37oSGRz,Consent,0,0
R_3iJwqZpLWe8Z9zj,Consent,0,0
R_2ctOETcrAGJpCz6,Consent,0,0
R_2dY2cyPllspYHr8,Consent,0,0
R_3NDG0qMODZ5CrK3,Consent,0,0
R_22JnwIhxX0tQ2Z1,Consent,0,0
R_tMvRYth35SJk849,Consent,0,0
R_1IgUXIXCjNqsiW7,Consent,0,0
R_2fqhKT94izD7KE3,Consent,1,1
R_2qn3l0SRhI2VzrK,Consent,0,0
R_qEFTTL5TexWQYDf,Consent,1,1
R_1E6wlfKIWDecMXc,Consent,0,0
R_1KxtxM8HfIvoRBp,Consent,0,0
R_1daBzw0WwOjZx4T,Consent,1,0
R_3xiRnaUNL8yDEqZ,Consent,1,0
R_vc4KAMpEni3Al1L,Consent,0,0
R_SHNUx2aUajQcwV3,Consent,0,0
R_1MYQX9iSxkLmPla,Consent,0,0
R_3qEjnmbaD0d67b8,Consent,1,0
R_3dRnuclT0hMF2TE,Consent,0,0
R_2c0cc9AvyF24vAH,Consent,0,0
R_3kzTN7MikTnzgu1,Consent,1,1
R_bDgEK97UPz7p0u5,Consent,0,0
R_1OV1E344htK9xMJ,Consent,0,0
R_2rvf5zeboihxXTZ,Consent,0,0
R_2UYgrfbpZ0rVeG9,Consent,1,1
R_2v7E79eLVzDE8EF,Consent,1,1
R_3PjEbmhcLuOUzrb,Consent,0,0
R_2PkafdMV3ikQSJa,Consent,0,0
R_3PdAaZ3lyTuHYdK,Consent,1,1
R_6nF9SXDhOwlJ25H,Consent,0,0
R_TpB6xFgmszi9NW9,Consent,1,1
R_2Pj7OIxOzftnDh0,Consent,0,0
R_8HWROCH3fxdYDDP,Consent,0,0
R_3L5NYbmvdrabT7h,Consent,0,0
R_SUFHH0kzBpevVER,Consent,0,0
R_3jw265ka7NVQ0QF,Consent,0,0
R_2YAnEolBSzvcy82,Consent,0,0
R_2aFWuyDQ8pHdBny,Consent,1,1
R_3kHdzqdH28aDwhV,Consent,0,0
R_1QoUKIXksg9fcT8,Consent,0,0
R_2woBcEvMZXIWiYi,Consent,0,0
R_XKWUW6c74KQFuxz,Consent,1,1
R_33j9jFaPDEYjBbB,Consent,0,0
R_xbWast4fiAyHXl7,Consent,0,0
R_agUzDBnAEDmYzWp,Consent,0,0
R_2dtPbu3UG72QCea,Consent,0,0
R_1JPF3Tph3o9MdD7,Consent,0,0
R_Op3ON7X3S2UcFMJ,Consent,0,0
R_33l1L4IdIviNznX,Consent,0,0
R_3ELvyazvuHwCMCJ,Consent,0,0
R_O2P5puzlUeKIfMR,Consent,0,0
R_25ZqijXYb66F2lW,Consent,0,0
R_AckbkKA1vOfPDP3,Consent,0,0
R_2SlB6dy4BHSnBU6,Consent,0,0
R_1HdUXIgIlmOujTH,Consent,0,0
R_uzdDcxQlscvOPWp,Consent,0,0
R_22KdB6zyZ6zO4QR,Consent,0,0
R_2PbcD8dxu8QfGsE,Consent,0,0
R_1l4V2Nlu31aqakp,Consent,0,0
R_2ze9rLVcw0we5gm,Consent,0,0
R_1IQMjh4ODbBCB75,Consent,0,0
R_1mPC8v1RklkOP8k,Consent,0,0
R_2S0ouPx6tAADLrV,Consent,0,0
R_2fHGMWZeEB89zHA,Consent,0,0
R_32PXuL0RPy0ynJl,Consent,0,0
R_26o3ExrCIEG6ls5,Consent,0,0
R_3Ry0XSttaQ4ryY5,Consent,0,0
R_RXfNmtrXsqgiSZ3,Consent,0,0
R_1NsojY1SDzUwTQc,Consent,0,0
R_3oMJ8eX1Dffb1tb,Consent,0,0
R_WoEa3Q5s7Ymr0zf,Consent,0,0
R_1dzA2w0WQz9UZkZ,Consent,0,0
R_3EaoKSSLgmPXneZ,Consent,0,0
R_1etnSW2kPSGek2p,Consent,0,0
R_2P23QhM2T3zA4NY,Consent,0,0
R_24dbin5h9HYTGBE,Consent,0,0
R_3NJWmcaoaLrmQHH,Consent,0,0
R_3PhhBVBlJUQfMJO,Consent,0,0
R_27KeyPrdr0zpNvn,Consent,0,0
R_2zRNLF868A6meJa,Consent,0,0
R_1N9RvC3MQEnEEL4,Consent,0,0
R_3Pobo5Hi9P2OP3v,Consent,0,0
R_2QXqQrWxxD4XAkI,Consent,0,0
R_3G2O2AA8xEhURij,Consent,0,0
R_33k8AYmyE0uWeyT,Consent,0,0
R_2fe9Rs604Z7dkfm,Consent,0,0
R_1rD4XmeWL09NYV3,Consent,0,0
R_1M6RQv59zaA66oS,Consent,0,0
R_3JrwefAxu4NN8kK,Consent,0,0
R_9RWArcNPDn4eCPL,Consent,0,0
R_vDKjEhKlY3hKfyp,Consent,0,0
R_1BYoeEgpLCug2xD,Consent,0,0
R_31i2ABI90Bj7CHz,Consent,0,0
R_3g5BrG4WYnkplJP,Consent,0,0
R_pimCNhJ7nWyw9kR,Consent,0,0
R_2zAMOQPMz3ngVii,Consent,0,0
R_cMHSJr3XitDya5P,Consent,0,0
R_2AG37lmCHSGTauc,Consent,0,0
R_1Fg4BXcVKHfVB0c,Consent,0,0
R_1H6Nd6ghGEMuZKn,Consent,0,0
R_25GUhfGGJsPkEb8,Consent,0,0
R_2ZQZjdw7tat5ejA,Consent,0,0
R_3PR0AJJqHTYLzce,Consent,0,0
R_33v9PsScb54PFlM,Consent,0,0
R_1f8fTXxEMMvktIS,Consent,0,0
R_ZyN1jl50y4q90Nr,Consent,0,0
R_3fMLU4ZCDoUprk7,Consent,0,0
R_2f22vvIOf6pWFtn,Consent,0,0
R_1M6QGuYEN2ewi1a,Consent,0,0
R_2vcEq9vl8nDZJD1,Consent,0,0
R_2t095PgqUD3xA4s,Consent,0,0
R_31gPybP69RNoIfu,Consent,0,0
R_1pYSMrRQCmqNqMB,Consent,0,0
R_129YUObv0KuFv4N,Consent,0,0
R_3qVB5gabIW7JPT2,Consent,0,0
R_1OpGXKM3ufapNFW,Consent,0,0
R_1E0AFED46Mgh9lK,Consent,0,0
R_2uVxfHataSh04R0,Consent,0,0
R_OwDBRXaKmn8ZBqV,Consent,0,0
R_1EXoMWIHZR0tTCV,Consent,0,0
R_3NDKWxIQZsSLWIE,Consent,0,0
R_3Ja5Z6O88g7eQZ4,Consent,0,0
R_1H2JNvjVJBhHrG9,Consent,0,0
R_cM9703UMCOeGRzP,Consent,0,0
R_2wgChuH9sq7oC5K,Consent,0,0
R_1gzGFMgSul5ya4M,Consent,0,0
R_1C8vYBXdTpZyJEd,Consent,0,0
R_3jZg2BUbTF0F65F,Consent,0,0
R_2D7ExdLwugZt474,Consent,0,0
R_2QW0kc4rWyDn3nV,Consent,0,0
R_2ebvIHAxEksYxBL,Consent,0,0
R_bfLWIVm6jMx3sxH,Consent,0,0
R_2oCK8kcgtCVV6F3,Consent,0,0
R_0lDwHGsZJ9z5kqd,Consent,0,0
R_3pu7U6WsAmy6AHt,Consent,0,0
R_1rNSgHxcrrBBSVW,Consent,0,0
R_1HirW5xXWEFtYo8,Consent,0,0
R_1DZLRHmiIgxz6Gj,Consent,0,0
R_1LLmEU1VUDQDel7,Consent,0,0
R_2aqVjIHoEV3kOdr,Too Long,0,0
R_1NaxuGjT6Ve80pR,Too Long,0,0
R_eM3F2yCGxlE5Nvj,Too Long,0,0
R_D2ff4ZTBSPYyaIN,Too Long,0,0
R_1mPgH2ocFiKnMes,Too Long,0,0
R_1lhmMxuRmA49jFO,Too Long,0,0
R_2ZQ96tmje7J8uUA,Too Long,0,0
R_1LbAhOLqz6p8cj4,Too Long,0,0
R_1lfzrm1OEyEI3bZ,Too Long,0,0
R_1KjdQ9cz5tWNofu,Too Long,0,0
R_3OsSW5ifLWV0IFz,Too Long,0,0
R_3qsCpZmOqXxcWzv,Too Long,0,0
R_tLCVEjDDmuf3MTD,Too Long,0,0
R_2bZ9fG1rmUuO3mz,Too Long,0,0
R_1hLtNnPQzXeDNXw,Too Long,0,0
R_BLM725bOtcSNR3H,Too Long,0,0
R_9KXXSJbjKrTU08h,Too Long,0,0
R_2qlYN7qVf6zTQrD,Too Long,0,0
R_3nu6RJvwz2ylj6b,Too Long,0,0
R_xFSV2k6T0u1OjYZ,Too Long,0,0
R_D0jiqvYAsNrvkid,Too Long,0,0
R_3CAWj3iUjwTtSsl,Too Long,0,0
R_1PZh9dGF4XT9ryl,Too Long,0,0
R_3DtFdEjgTSzQohE,Too Long,0,0
R_1N9U52eXi5WEMyw,Too Long,0,0
R_2qk1l8AGlidQi6p,Too Long,0,0
R_3pfYuxRxVbk5psD,Too Long,0,0
R_RCi5RJjAlhNgfCN,Too Long,0,0
R_2P0iqiWAPHWjyJe,Too Long,0,0
R_1GIjjxKqN76eDsM,Too Long,0,0
R_25LRNKOsrRrZIKU,Too Long,0,0
R_2v2GDgHkUI05tLG,Too Long,0,0
R_ZLcSRbT0GlA1xE5,Too Long,0,0
R_PTAm61sSCcGdSOB,Too Long,0,0
R_2YlmxtBxNR3Sx2z,Too Long,0,0
R_2dRyed3Nd4cntNx,Too Long,0,0
R_31GkUsUVtGK26zz,Too Long,0,0
R_3R4a5ZNgCa7cp12,Too Long,0,0
R_yWvVEbJ74OwozGp,Too Long,0,0
R_735pTNgghkgBmGR,Too Long,0,0
R_2VdzWtnVQOf0bsY,Too Long,0,0
R_3g0izNanjrEe2WG,Too Long,0,0
R_2B2lUO1UefEvE3M,Too Long,0,0
R_3MExoPI9KqllhJ8,Too Long,0,0
R_XScuwbNkFDVUuzL,Too Long,0,0
R_3M3V0ejTpRCV2tT,Too Long,0,0
R_1Hek6Rj4ds7vrth,Too Long,0,0
R_2dgN7lVWGrycFn8,Too Long,0,0
R_2fJ56rdqYYZz7gr,Too Long,0,0
R_RfCuI6saP6nvHln,Too Long,0,0
R_a3FSGAOeGx3roC5,Too Long,0,0
R_WCIBtzJ4MP4gS8F,Too Long,0,0
R_9LxbVKS48mWCcLf,Too Long,0,0
R_1l076c7r3XYvP8c,Too Long,0,0
R_2906YMnVwxPc6Ol,Too Long,0,0
R_2wn5v5hJ2pEcJx9,Too Long,0,0
R_1mrY8tWciCgywnG,Too Long,0,0
R_YRKApWB1WuiGHiV,Too Long,0,0
R_3jdLAxKtLnZQ76U,Too Long,0,0
R_3FVvCnhw5gOn55Y,Too Long,0,0
R_2qxAkbgFFRMEmbY,Too Long,0,0
R_3fIeq60cvlT5nYZ,Too Long,0,0
R_2OPIic7OOqwpt6x,Too Long,0,0
R_1PRzlaZLBZMhxJj,Too Long,0,0
R_1M6VLRxH6RYtPzA,Too Long,0,0
R_3QXEUFe8K6fixwt,Too Long,0,0
R_3kFYbmL11gJJCZI,Too Long,0,0
R_3JL4ZWoJQH3j0Ht,Too Long,0,0
R_3ELN27IcY4ZjDAq,Too Long,0,0
R_3NXmu3nbW1D6dd7,Too Long,0,0
R_r0Tlb5zi9zEcQXT,Too Long,0,0
R_SJKA5TmM5q3ob2V,Too Long,0,0
R_XAmfoSXeawTPawh,Too Long,0,0
R_3e4sWbLXNKbte1q,Too Long,0,0
R_1r3u7KS7WbhGEEI,Too Long,0,0
R_25NMupvpSrU5kmT,Too Long,0,0
R_3p9M0Zp04hJbfyA,Too Long,0,0
R_27JdcmtitmuvYvq,Too Long,0,0
R_2zBcM9x8vK5gb1l,Too Long,0,0
R_2VKlF4WH4x5rSaq,Too Long,0,0
R_7VbbmnM4Z8Tebst,Too Long,0,0
R_VWJPhELsCkqPcWd,Too Long,0,0
R_1LItsoiN0iuV1Xl,Too Long,0,0
R_PFLC468XMpRJDCV,Too Long,0,0
R_tSA7WkZ4HlN6d0t,Too Long,0,0
R_3stS8Stdmai62Uw,Too Long,0,0
R_2VJd7Y9LJjWuDoS,Too Long,0,0
R_UaTc7swA0GX1nax,Too Long,0,0
R_27Jwdx9VlRZ3gSI,Too Long,0,0
R_0UQPDBgZxgAIaat,Too Long,0,0
R_9B9aO7F9aT52xLb,Too Long,0,0
R_1DuOSj3qvw7GBPT,Too Long,0,0
R_32RuEmXpWD13T3K,Too Long,0,0
R_31Es19OKRdLS7oE,Too Long,0,0
R_1GBNgobFTO5GSRB,Too Long,0,0
R_3rYeFVPBHkZUDeZ,Too Long,0,0
R_1lrtCYXZxAXXIhU,Too Long,0,0
R_2X0cHuSiaQfMPMN,Too Long,0,0
R_2WvbBY7RUlk00Wa,Too Long,0,0
R_2fHFAPylOKsa7P0,Too Long,0,0
R_3iEe6nyoYBYNtts,Too Long,0,0
R_2fvP5fW5giKpDXy,Too Long,0,0
R_2xS61b5um8y9m2j,Too Long,0,0
R_sdTphFjJeQlsWyZ,Too Long,0,0
R_2wbiPaUIURkmbPj,Too Long,0,0
R_rqMvcIQDV9PxeX7,Too Long,0,0
R_3hfGVhoyQKG9CL8,Too Long,0,0
R_3eq9R4nM4r4GnHi,Too Long,0,0
R_2Xp1C1MtxXr1RFG,Too Long,0,0
R_3nGU9mit4xmQIaZ,Too Long,0,0
R_3HGo80riwqQuEMF,Too Long,0,0
R_1mEjslq1kLZaOkZ,Too Long,0,0
R_3ilDlvfHgAFRpKp,Too Long,0,0
R_1H7WXa9t9DIz1cd,Too Long,0,0
R_YaeQRspVqPAXmZH,Too Long,0,0
R_26kTwYXw4YKcZ14,Too Long,0,0
R_rfPAlZVj4SKWghz,Too Long,0,0
R_1KkAqrYxGJs3FMk,Too Long,0,0
R_1Peim2X8AgfvN9r,Too Long,0,0
R_3ltuMfGPTTTpxjH,Too Long,0,0
R_2wN9dl0SVLQauON,Too Long,0,0
R_2E5IBceL8IDejcA,Too Long,0,0
R_2ttiwnSHmdtsKlo,Too Long,0,0
R_2Y5G1yuQBCz7d2M,Too Long,0,0
R_1ilfJWG8iapxNMj,Too Long,0,0
R_1Ldr7l6AkvHZ3rQ,Too Long,0,0
R_1F4aUazA9CdZWjQ,Too Long,0,0
R_NXUci5bevqS8REJ,Too Long,0,0
R_1K3As4LWrLGHSgt,Too Long,0,0
R_2COjIPq43Vvh66D,Too Long,0,0
R_1Nam4djXXn2pC2V,Too Long,0,0
R_31AxQ9wgKu5ztQG,Too Long,0,0
R_1MLKUX89GjP8jS4,Too Long,0,0
R_2YtFCvDmz8FvzMC,Too Long,0,0
R_bKqh3sskVOto8xz,Too Long,0,0
R_30rhbefJztmh31h,Too Long,0,0
R_2PheYdIzlLXeh6R,Too Long,0,0
R_3FQbox0neD4hOs0,Too Long,0,0
R_1HklJDrNl0osLDs,Too Long,0,0
R_2QlnasksU0JSxTE,Too Long,0,0
R_a5W6nMQEidKuAgh,Too Long,0,0
R_3DvwGsUhSMC9kuf,Too Long,0,0
R_2EvmAynyhs5scGm,Too Long,0,0
R_2ttZxgYMtgo3wLg,Too Long,0,0
R_XvQejvuF1fEca4N,Too Long,0,0
R_1ri699FpJPSazwM,Too Long,0,0
R_3L54Bsr44bdNxPK,Too Long,0,0
R_2414XWZjNp05lha,Too Long,0,0
R_1q4APLXoYw9rIIL,Too Long,0,0
R_WeuDgRyA37oSGRz,Too Long,0,0
R_3iJwqZpLWe8Z9zj,Too Long,0,0
R_2ctOETcrAGJpCz6,Too Long,0,0
R_2dY2cyPllspYHr8,Too Long,0,0
R_3NDG0qMODZ5CrK3,Too Long,0,0
R_22JnwIhxX0tQ2Z1,Too Long,0,0
R_tMvRYth35SJk849,Too Long,0,0
R_1IgUXIXCjNqsiW7,Too Long,0,0
R_2fqhKT94izD7KE3,Too Long,0,0
R_2qn3l0SRhI2VzrK,Too Long,0,0
R_qEFTTL5TexWQYDf,Too Long,0,0
R_1E6wlfKIWDecMXc,Too Long,0,0
R_1KxtxM8HfIvoRBp,Too Long,0,0
R_1daBzw0WwOjZx4T,Too Long,0,0
R_3xiRnaUNL8yDEqZ,Too Long,0,0
R_vc4KAMpEni3Al1L,Too Long,0,0
R_SHNUx2aUajQcwV3,Too Long,0,0
R_1MYQX9iSxkLmPla,Too Long,0,0
R_3qEjnmbaD0d67b8,Too Long,0,0
R_3dRnuclT0hMF2TE,Too Long,0,0
R_2c0cc9AvyF24vAH,Too Long,0,0
R_3kzTN7MikTnzgu1,Too Long,0,0
R_bDgEK97UPz7p0u5,Too Long,0,0
R_1OV1E344htK9xMJ,Too Long,0,0
R_2rvf5zeboihxXTZ,Too Long,0,0
R_2UYgrfbpZ0rVeG9,Too Long,0,0
R_2v7E79eLVzDE8EF,Too Long,0,0
R_3PjEbmhcLuOUzrb,Too Long,0,0
R_2PkafdMV3ikQSJa,Too Long,0,0
R_3PdAaZ3lyTuHYdK,Too Long,0,0
R_6nF9SXDhOwlJ25H,Too Long,0,0
R_TpB6xFgmszi9NW9,Too Long,0,0
R_2Pj7OIxOzftnDh0,Too Long,0,0
R_8HWROCH3fxdYDDP,Too Long,0,0
R_3L5NYbmvdrabT7h,Too Long,0,0
R_SUFHH0kzBpevVER,Too Long,0,0
R_3jw265ka7NVQ0QF,Too Long,0,0
R_2YAnEolBSzvcy82,Too Long,0,0
R_2aFWuyDQ8pHdBny,Too Long,0,0
R_3kHdzqdH28aDwhV,Too Long,0,0
R_1QoUKIXksg9fcT8,Too Long,0,0
R_2woBcEvMZXIWiYi,Too Long,0,0
R_XKWUW6c74KQFuxz,Too Long,1,1
R_33j9jFaPDEYjBbB,Too Long,0,0
R_xbWast4fiAyHXl7,Too Long,0,0
R_agUzDBnAEDmYzWp,Too Long,0,0
R_2dtPbu3UG72QCea,Too Long,0,0
R_1JPF3Tph3o9MdD7,Too Long,0,0
R_Op3ON7X3S2UcFMJ,Too Long,0,0
R_33l1L4IdIviNznX,Too Long,0,0
R_3ELvyazvuHwCMCJ,Too Long,0,0
R_O2P5puzlUeKIfMR,Too Long,0,0
R_25ZqijXYb66F2lW,Too Long,0,0
R_AckbkKA1vOfPDP3,Too Long,0,0
R_2SlB6dy4BHSnBU6,Too Long,0,0
R_1HdUXIgIlmOujTH,Too Long,0,0
R_uzdDcxQlscvOPWp,Too Long,0,0
R_22KdB6zyZ6zO4QR,Too Long,0,0
R_2PbcD8dxu8QfGsE,Too Long,0,0
R_1l4V2Nlu31aqakp,Too Long,0,0
R_2ze9rLVcw0we5gm,Too Long,0,0
R_1IQMjh4ODbBCB75,Too Long,0,0
R_1mPC8v1RklkOP8k,Too Long,0,0
R_2S0ouPx6tAADLrV,Too Long,0,0
R_2fHGMWZeEB89zHA,Too Long,0,0
R_32PXuL0RPy0ynJl,Too Long,0,0
R_26o3ExrCIEG6ls5,Too Long,0,0
R_3Ry0XSttaQ4ryY5,Too Long,0,0
R_RXfNmtrXsqgiSZ3,Too Long,0,0
R_1NsojY1SDzUwTQc,Too Long,0,0
R_3oMJ8eX1Dffb1tb,Too Long,0,0
R_WoEa3Q5s7Ymr0zf,Too Long,0,0
R_1dzA2w0WQz9UZkZ,Too Long,0,0
R_3EaoKSSLgmPXneZ,Too Long,0,0
R_1etnSW2kPSGek2p,Too Long,0,0
R_2P23QhM2T3zA4NY,Too Long,0,0
R_24dbin5h9HYTGBE,Too Long,0,0
R_3NJWmcaoaLrmQHH,Too Long,0,0
R_3PhhBVBlJUQfMJO,Too Long,0,0
R_27KeyPrdr0zpNvn,Too Long,0,0
R_2zRNLF868A6meJa,Too Long,0,0
R_1N9RvC3MQEnEEL4,Too Long,0,0
R_3Pobo5Hi9P2OP3v,Too Long,0,0
R_2QXqQrWxxD4XAkI,Too Long,0,0
R_3G2O2AA8xEhURij,Too Long,0,0
R_33k8AYmyE0uWeyT,Too Long,0,0
R_2fe9Rs604Z7dkfm,Too Long,0,0
R_1rD4XmeWL09NYV3,Too Long,0,0
R_1M6RQv59zaA66oS,Too Long,0,0
R_3JrwefAxu4NN8kK,Too Long,0,0
R_9RWArcNPDn4eCPL,Too Long,0,0
R_vDKjEhKlY3hKfyp,Too Long,0,0
R_1BYoeEgpLCug2xD,Too Long,0,0
R_31i2ABI90Bj7CHz,Too Long,0,0
R_3g5BrG4WYnkplJP,Too Long,0,0
R_pimCNhJ7nWyw9kR,Too Long,0,0
R_2zAMOQPMz3ngVii,Too Long,0,0
R_cMHSJr3XitDya5P,Too Long,0,0
R_2AG37lmCHSGTauc,Too Long,0,0
R_1Fg4BXcVKHfVB0c,Too Long,0,0
R_1H6Nd6ghGEMuZKn,Too Long,0,0
R_25GUhfGGJsPkEb8,Too Long,0,0
R_2ZQZjdw7tat5ejA,Too Long,0,0
R_3PR0AJJqHTYLzce,Too Long,0,0
R_33v9PsScb54PFlM,Too Long,0,0
R_1f8fTXxEMMvktIS,Too Long,0,0
R_ZyN1jl50y4q90Nr,Too Long,0,0
R_3fMLU4ZCDoUprk7,Too Long,0,0
R_2f22vvIOf6pWFtn,Too Long,0,0
R_1M6QGuYEN2ewi1a,Too Long,0,0
R_2vcEq9vl8nDZJD1,Too Long,0,0
R_2t095PgqUD3xA4s,Too Long,0,0
R_31gPybP69RNoIfu,Too Long,0,0
R_1pYSMrRQCmqNqMB,Too Long,0,0
R_129YUObv0KuFv4N,Too Long,0,0
R_3qVB5gabIW7JPT2,Too Long,0,0
R_1OpGXKM3ufapNFW,Too Long,0,0
R_1E0AFED46Mgh9lK,Too Long,0,0
R_2uVxfHataSh04R0,Too Long,0,0
