StudyType,ExperimentCode_MS,StudyDescription,R File,Scenario,genericCond,scenarioCond,policyOrAB,cond,dv,Duration,ResponseId,FreeResponse,Disagreement,pid,DisagreementPostMeeting,dv_binary,Objection,condLabel,BenefitFinal,LearningFinal,AbsenceHarmFinal,EqualityFinal,PhysicalRiskFinal,OtherRiskFinal,IneffectiveFinal,NotEnoughInfoFinal,RandomizationFinal,ExperimentationFinal,InequalityFinal,NoEquipoiseFinal,BadDesignFinal,NoticeFinal,ConsentFinal,TooLongFinal,PickAPolicyFinal,GoodIntentFinal,BadIntentFinal,StatusQuoFinal,PatientConfidenceFinal,CoddledExpertsFinal,WorkHasAlreadyBeenDoneFinal,AgentsAlreadyKnowFinal,AgentsShouldAlreadyKnowFinal,ExpertsAlreadyKnowFinal,ExpertsShouldAlreadyKnowFinal,ParticipantKnowsBestFinal,PatientAlreadyShouldKnowFinal,BenefitSA,BenefitWC,LearningSA,LearningWC,AbsenceHarmSA,AbsenceHarmWC,EqualitySA,EqualityWC,PhysicalRisk/HarmSA,PhysicalRisk/HarmWC,OtherRisk/HarmSA,OtherRisk/HarmWC,IneffectiveSA,IneffectiveWC,NotEnoughInformationSA,NotEnoughInformationWC,RandomizationSA,RandomizationWC,ExperimentationSA,ExperimentationWC,InequalitySA,InequalityWC,NoEquipoiseSA,NoEquipoiseWC,BadDesignSA,BadDesignWC,NoticeSA,NoticeWC,ConsentSA,ConsentWC,TooLongSA,TooLongWC,PickAPolicySA,PickAPolicyWC,GoodIntentSA,GoodIntentWC,BadIntentSA,BadIntentWC,StatusQuoSA,StatusQuoWC,PatientConfidenceSA,PatientConfidenceWC,CoddledExpertsSA,CoddledExpertsWC,WorkHasAlreadyBeenDoneSA,WorkHasAlreadyBeenDoneWC,AgentsAlreadyKnowSA,AgentsAlreadyKnowWC,AgentsShouldAlreadyKnowSA,AgentsShouldAlreadyKnowWC,ExpertsAlreadyKnowSA,ExpertsAlreadyKnowWC,ExpertsShouldAlreadyKnowSA,ExpertsShouldAlreadyKnowWC,ParticipantKnowsBestSA,ParticipantKnowsBestWC,PatientAlreadyShouldKnowSA,PatientAlreadyShouldKnowWC,NecessaryRevealSA,NecessaryRevealWC,AmbiguousSA,AmbiguousWC,TrustAgent
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,4,181,R_27JdcmtitmuvYvq,It sounds like the doctor chose the right medicine for his patients and cares for their well being.,0,1411,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,3,139,R_2zBcM9x8vK5gb1l,The passage does not specify what Drug A is so I am unable to answer this question with confidence.,0,1484,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,125,R_2VKlF4WH4x5rSaq,"The drug is useful, affordable and has minimal side effects. It's a wise choice and shows that Dr. Jones is thinking about the benefits of the medication for his patients and has their best interests at heart.",0,1602,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,163,R_7VbbmnM4Z8Tebst,Doctor A was exercising his professional judgement to help his patients. He is doing the best job he can for the good of his patients by prescribing them affordable and helpful medication.,0,1677,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,145,R_VWJPhELsCkqPcWd,His choice is appropriate because the benefits of prescribing the drug to a patient outweigh the downside of the cost and side effects.,0,1717,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,103,R_1LItsoiN0iuV1Xl,It's just normal.,0,1777,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,880,R_PFLC468XMpRJDCV,It is very appropriate because it helps the patients at the same time it is affordable. Patients will be able to get good medication at affordable prices,0,1788,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,184,R_tSA7WkZ4HlN6d0t,"People like to take drugs,",0,1832,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,182,R_3stS8Stdmai62Uw,It works and it's affordable,0,1865,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,198,R_2VJd7Y9LJjWuDoS,It's the on-label purpose for the drug's use and the drug has been classified as safe for treating that medical condition.,0,1882,0,0,Non-Object,Drug.A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,3,298,R_UaTc7swA0GX1nax,"not enough information about why doctor prescribed drug other than FDA approval, many different reasons for high blood pressure, so would want to know more about patient as well",0,1917,0,0,Non-Object,Drug.A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,183,R_27Jwdx9VlRZ3gSI,Doctor Jones is prescribing regulated medications appropriately to patients to prevent/cure a disease; it sounds like he is appropriately doing his job as a doctor.,0,1945,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,211,R_0UQPDBgZxgAIaat,"I choose ""very appropriate"" because from the little information I know this seems like a good drug to prescribe. I would have to know what the alternatives are to make a better decision.",0,2024,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,5,281,R_9B9aO7F9aT52xLb,It seems very good that they are prescribed medicine and that people can not buy these medicines without a prescription so that they do not self-medicate and harm themselves without knowing it.,0,2087,0,0,Non-Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,2,229,R_1DuOSj3qvw7GBPT,I felt like he should give more individual consideration as to which drug he would prescribe to his patients,1,2106,1,1,Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,2,299,R_32RuEmXpWD13T3K,I would imagine that different drugs might be more beneficial to different patients depending on many factors.  Deciding that all should take the same medication seems wrong.,1,982,0,1,Object,Drug.A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,A,Drug A,Policy,xA1,1,127,R_31Es19OKRdLS7oE,The doctor took into account not only the health but the finances of his patients. The doctor was able to make the decision on his own without pharma interference.,0,1987,0,1,Object,Drug.A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,443,R_1GBNgobFTO5GSRB,"Because both of these drugs have been approved by the U.S. Food and Drug Administration as safe and effective for treating high blood pressure. And patients can tolerate the side effects. Most people vary on their reactions to medications individually, meaning that this experiment might not even truly result in one primarily having best results, because everyone's body responds differently. It's somewhat appropriate, but might not really be that helpful. And he should give them notification he's doing this ""experiment"" prior for them to choose if they'd like to be in this test. Otherwise, it should be at the patient's discretion to ask for which medications are best suited for them for their conditions.",1,339,1,0,Non-Object,Drug.AB,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,561,R_3rYeFVPBHkZUDeZ,"I believe it is somewhat inappropriate that he is prescribing medication without fully knowing the outcomes for both drugs and testing using his own patients. However, although the USDA can be quite controversial, if it was approved, it means at the very minimum is safe for doctors to prescribe to their patients. I believe that although he is using his patients as test subjects, if it is to help others for the future, it may be worth it. Ultimately, we have always conducted human testing for drugs.",1,1173,1,0,Non-Object,Drug.AB,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,237,R_1lrtCYXZxAXXIhU,"Referring to his treatment method as an experiment is the reason why I selected Somewhat appropriate, it is more of a style of finding the best treatment method than a true experiment.",1,1206,1,0,Non-Object,Drug.AB,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,3,208,R_2X0cHuSiaQfMPMN,"He shouldn't be conducted this study without the appropriate trial set-ups and procedures. However, as long as he believes both medications are effective and his patients are okay with it, I don't think it's terrible.",1,1278,1,0,Non-Object,Drug.AB,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,232,R_2WvbBY7RUlk00Wa,"It was appropriate because the concept of trial and error (which is essentially what happens when drugs make it to human trials) is a valid concept. 

The part that was questionable is that the drug outcomes isn't enough to determine whether or not a drug is successful for each patient. Drugs should be prescribed on a case by case basis. If Drug A has less successful results, it doesn't disqualify it for a patient as being the better option.",1,1509,1,0,Non-Object,Drug.AB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,3,277,R_2fHFAPylOKsa7P0,"On one hand, sticking with what works in your experience is good in many cases but on the other, people respond differently to things so not good to limit your options like that.",1,1659,1,0,Non-Object,Drug.AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,3,354,R_3iEe6nyoYBYNtts,"I find it hard to agree or disagree with his decision. As someone who worked in the medical field, it's hit or miss with pharmaceuticals. They are not one size fits all. What works for one person, may not work for another. I think in a way, his little ""experiment"" could be helpful in the long run, but again, it is basically experimenting on people in a ""legal"" way, so I am not sure how to agree or disagree with his decision.",1,1667,1,0,Non-Object,Drug.AB,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,387,R_2fvP5fW5giKpDXy,I think it's appropriate as he considers both drugs to be safe and similar. I think randomly choosing who gets what is also ethical.,1,1734,1,0,Non-Object,Drug.AB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,190,R_2xS61b5um8y9m2j,Because the Dr is actually looking for what is best for his or her patients.,1,1756,1,0,Non-Object,Drug.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,258,R_sdTphFjJeQlsWyZ,It's good way to see which drug works best. He should inform the patients of options and get their input.,1,1853,1,0,Non-Object,Drug.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,201,R_2wbiPaUIURkmbPj,It appears to be a safe and equal experiment that could result in helping people with high blood pressure.,1,1914,0,0,Non-Object,Drug.AB,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,196,R_rqMvcIQDV9PxeX7,Both drugs are known to be safe and effective. The doctor is simply testing the outcomes of both drugs in a real-world setting. It's likely that they will both be effective drugs and that one is only very slightly more effective than the other.,1,1953,1,0,Non-Object,Drug.AB,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,271,R_3hfGVhoyQKG9CL8,"The test procedures seem fair and ethical. However, the experiment doesn't seem to take into account the fact that different individuals respond differently to medications. Some patients might do better with Medication A than Medication B, even if the majority of patients have the most positive results with Medication B. Therefore, I don't think it's wise to eliminate one medication as a potential option.",1,1335,0,0,Non-Object,Drug.AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,277,R_3eq9R4nM4r4GnHi,"the consumers can handle the side effects, so he's just choosing which is best to give to all.",1,183,0,0,Non-Object,Drug.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,191,R_2Xp1C1MtxXr1RFG,"While I think that this solution will work for most people, I do think that individual considerations should play a part in what medications are prescribed.",1,215,0,0,Non-Object,Drug.AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,613,R_3nGU9mit4xmQIaZ,Just because it's the best on average doesn't mean that it's best for everyone.  To only offer one of the drugs instead of allowing it to be determined on a case by case basis doesn't seem fair.,1,225,0,0,Non-Object,Drug.AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,264,R_3HGo80riwqQuEMF,"There seem to be few risk factors in Dr. Jones's decision and it has potential to be a helpful experiment. However, I would be wary to choose one drug over the other for all of his future patients as there may be some people who respond better to the drug he no longer prescribes.",1,258,0,0,Non-Object,Drug.AB,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,162,R_1mEjslq1kLZaOkZ,I think it's a good plan.  Especially since the side effects from both are tolerable by all patients.  Hopefully they both work good!,1,386,0,0,Non-Object,Drug.AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,75,R_3ilDlvfHgAFRpKp,It doesn't harm anyone and benefits everyone in the end.,1,402,0,0,Non-Object,Drug.AB,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,262,R_1H7WXa9t9DIz1cd,"If both drugs are approved and safe for the patients, then he is okay to administer his test.",1,621,0,0,Non-Object,Drug.AB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,283,R_YaeQRspVqPAXmZH,He is using sound logic to determine which medication will be most likely to help.,1,677,0,0,Non-Object,Drug.AB,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,4,206,R_26kTwYXw4YKcZ14,"It is somewhat unethical, but as long as he believes both are equally safe and effective before the study he is at least providing his patients with good care",1,971,0,0,Non-Object,Drug.AB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Experiment,3,ManyDomains,abE12,Drug,AB,AB Test,AB Test,xAB1,5,215,R_rfPAlZVj4SKWghz,"All drugs involved are reasonably priced and have no excessive side effects.  He is assigning patients into the groups randomly, without selection bias.  His goal is to discover, imperially, which drug works better.  Good science and good practices, start to finish.",1,972,0,0,Non-Object,Drug.AB,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
