StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,xAB1,FreeResponse,xAB2,FreeResponse,xAB3,FreeResponse,xAB4,FreeResponse,xAB5,FreeResponse,xAB6,FreeResponse,xAB7,FreeResponse,xAB8,FreeResponse,xAB9,FreeResponse,xAB10,FreeResponse,xAB11,FreeResponse,Sex,Race/Ethnicity,Age,Education,Income
10/23/17 20:39,10/23/17 20:42,0,107.15.85.132,100,185,1,10/23/17 20:42,R_1Qfqq7xfThLo16A,,,,,35.75090027,-78.77890015,anonymous,EN,,,,,,,,,,,,,,,2,I donâ€™t think itâ€™s fair for one person to decide who is going to receive what kind of help.  All persons in need should be treated equally and receive the same amount of help.,,,,,,,2,3,39,3,3
10/23/17 20:40,10/23/17 20:43,0,68.181.206.129,100,131,1,10/23/17 20:43,R_1qXtOJcjEm4OpL0,,,,,33.78660583,-118.2986984,anonymous,EN,,,,,5,"I think this is not very scientific, but given the resources the hospital has, it makes sense to do a pseudo-study to see what oxygen levels may be best. At least they are checking instead of pondering the whole time and guessing.",,,,,,,,,,,,,,,,,1,4,30,4,5
10/23/17 20:41,10/23/17 20:43,0,64.128.1.178,100,146,1,10/23/17 20:43,R_cFLP1eEDRX679Qd,,,,,21.34320068,-157.7066956,anonymous,EN,,,,,,,4,It seems like a fair way to determine the best way to allocate resources. I think it's one of the easier ways to finding the most effective solution.,,,,,,,,,,,,,,,1,4,30,6,4
10/23/17 20:39,10/23/17 20:43,0,173.22.59.26,100,230,1,10/23/17 20:43,R_1jk6Q0Mrz5dJ0b9,,,,,41.62910461,-93.665802,anonymous,EN,4,The accrediting body allows the hospitals to adopt the appropriate working hours based on their own systems. This is good as the hospitals have more flexibility. The first year residents can also decide on which hospital to join based on their preferences on working hours. ,,,,,,,,,,,,,,,,,,,,,2,3,24,4,4
10/23/17 20:41,10/23/17 20:45,0,96.19.52.198,100,204,1,10/23/17 20:45,R_2B35mfoAa0UtQBL,,,,,43.42849731,-112.004097,anonymous,EN,,,,,,,,,,,,,,,,,,,5,"I think it's a great thing to do, helping people with helping with their futures. Everyone should have a savings plan that will help them in the future.",,,1,2,38,4,2
10/23/17 20:44,10/23/17 20:46,0,67.86.19.24,100,80,1,10/23/17 20:46,R_3er9wnEOgiNtOPI,,,,,40.86180115,-73.31510162,anonymous,EN,,,,,,,,,,,,,5,I love the idea of using comedy to get people to take care of themselves. ,,,,,,,,,2,3,31,6,1
10/23/17 20:42,10/23/17 20:46,0,71.12.8.51,100,218,1,10/23/17 20:46,R_2eW018n1sDgYmQz,,,,,34.69450378,-82.27890015,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,"This is inappropriate because the doctor could be biased.  He could provide patients that he likes the drug that he feels has advantages. He could give patients that he dislikes the other drug.  Scientific research should be done in the lab, not in the office. ",2,3,44,4,4
10/23/17 20:44,10/23/17 20:47,0,173.224.109.242,100,157,1,10/23/17 20:47,R_1BY6JRHSmvfQpVt,,,,,29.73970032,-95.8302002,anonymous,EN,,,2,He is basically experimenting on his patients.  I think this is unethical and you shouldn't use people for experiments.  ,,,,,,,,,,,,,,,,,,,1,3,33,4,4
10/23/17 20:37,10/23/17 20:47,0,24.139.51.71,100,620,1,10/23/17 20:47,R_C3LfZjTSGIjFedb,,,,,34.78230286,-98.60169983,anonymous,EN,,,,,,,,,,,,,3, Leading more patients to have colonoscopies is a  weird choice.,,,,,,,,,1,3,49,6,3
10/23/17 20:44,10/23/17 20:48,0,73.251.115.50,100,247,1,10/23/17 20:48,R_6XAPXihfby4dftT,,,,,39.04559326,-77.38529968,anonymous,EN,,,4,"I have no idea on the ethics on this. There are so many variables that make one medicine work better than the other. If according to studies the medicines are completely even, it's the best way for the doctor to make his own decision on what to prescribe.",,,,,,,,,,,,,,,,,,,2,3,31,4,3
10/23/17 20:44,10/23/17 20:50,0,108.11.8.54,100,347,1,10/23/17 20:50,R_6s1zimPvo1ZR1nP,,,,,39.11560059,-74.81800079,anonymous,EN,,,,,3,I'm kind of conflicted about this.  On one hand I don't like the idea of the babies being used for an experiment.  On the other hand maybe its good to prevent future deaths.,,,,,,,,,,,,,,,,,2,3,37,2,4
10/23/17 20:49,10/23/17 20:50,0,73.51.95.85,100,88,1,10/23/17 20:50,R_DM3jLlxSGEg8rM5,,,,,40.46609497,-88.90339661,anonymous,EN,,,,,,,,,,,,,,,,,4,"It doesn't seem inappropriate. It seems like an alright idea to help people out who are struggling. Also, the job fairs could help workers find a new job.",,,,,1,3,28,4,3
10/23/17 20:51,10/23/17 20:52,0,24.255.232.16,100,39,1,10/23/17 20:52,R_2wvLmDitnXsApMT,,,,,37.70140076,-97.44049835,anonymous,EN,,,,,,,,,,,,,,,4,I thought of how it affected the people involved.,,,,,,,1,3,19,3,3
10/23/17 20:52,10/23/17 20:53,0,108.39.227.38,100,66,1,10/23/17 20:53,R_2tm2j6YzxYyfCX9,,,,,40.50480652,-79.91320038,anonymous,EN,,,,,,,,,,,,,,,,,,,,,1,I believe people should be aware they are part of a test. They need to give their consent.,1,3,28,4,4
10/23/17 20:46,10/23/17 20:53,0,38.132.120.66,100,399,1,10/23/17 20:53,R_2tF5G4CzSSOUYgW,,,,,25.78059387,-80.18260193,anonymous,EN,3,I can't think of any reason why it would be inappropriate. It's the accrediting body's prerogative.,,,,,,,,,,,,,,,,,,,,,1,2,33,4,6
10/23/17 20:54,10/23/17 20:55,0,107.128.144.22,100,64,1,10/23/17 20:55,R_xsIOioHkLovpMzL,,,,,38.25169373,-85.76540375,anonymous,EN,,,,,,,,,1,those are two wildly different things.  you can't play with people like that even if it's a trial basis,,,,,,,,,,,,,1,3,30,4,2
10/23/17 20:52,10/23/17 20:57,0,108.56.134.18,100,304,1,10/23/17 20:57,R_b2umoo9ipBw6Y3T,,,,,38.93110657,-77.34889984,anonymous,EN,,,,,,,,,,,5,I think both ways will attract some good people. It is a interesting way to test out  which way is the more efficient. ,,,,,,,,,,,2,3,37,4,6
10/23/17 20:57,10/23/17 20:59,0,73.45.89.210,100,119,1,10/23/17 20:59,R_3EoEE2zzhjwMTPV,,,,,42.01519775,-87.99009705,anonymous,EN,,,,,,,2,It doesn't seem fair to randomly select who gets more welfare. It should go to whomever needs it the most.,,,,,,,,,,,,,,,1,3,31,4,6
10/23/17 20:54,10/23/17 21:00,0,73.201.181.119,100,347,1,10/23/17 21:00,R_115baSe3YHKYQaR,,,,,39.34300232,-76.68579865,anonymous,EN,,,,,,,,,,,,,,,,,,,5,"Well, the CEO is trying to provide a spark to encourage individuals to enroll in retirement packages for the company.  I do not see anything wrong with providing incentives  for employees.",,,1,1,25,4,4
10/23/17 20:59,10/23/17 21:02,0,88.202.186.219,100,182,1,10/23/17 21:02,R_1f1VRRUGWqDTZJi,,,,,51.49639893,-0.122406006,anonymous,EN,,,,,,,,,,,,,,,,,,,1,Because the CEO is not fair in his decision about those newly hired employees,,,2,1,47,3,6
10/23/17 21:01,10/23/17 21:02,0,24.107.114.213,100,81,1,10/23/17 21:02,R_1gnglYJjvo62MoD,,,,,38.63529968,-90.66729736,anonymous,EN,,,,,,,,,,,5,It's appropriate to determine which part of the job and how it's advertised works best to pull qualified applicants to apply for the position. ,,,,,,,,,,,2,3,44,6,6
10/23/17 21:01,10/23/17 21:04,0,99.107.240.46,100,152,1,10/23/17 21:04,R_DIE6EdBiR5IEVKF,,,,,32.91929626,-96.98200226,anonymous,EN,,,,,,,,,,,,,,,,,4,"It encourages people to find a job, while helping them with present needs.",,,,,2,3,57,3,3
10/23/17 21:03,10/23/17 21:05,0,75.173.81.250,100,114,1,10/23/17 21:05,R_2zv8Wxm24wf0kkT,,,,,35.19880676,-106.7034988,anonymous,EN,,,,,,,,,3,I think it is wise to conduct the experiment but the teachers should be given the choice of which option they would prefer. ,,,,,,,,,,,,,1,3,25,4,3
10/23/17 21:03,10/23/17 21:05,0,107.77.200.49,100,150,1,10/23/17 21:05,R_23a8V6ZLHyeTlEY,,,,,32.77870178,-96.82170105,anonymous,EN,,,,,,,,,,,,,,,3,Dealing with human lives is a difficult and complicated task. I'm sure that debates could go on for days concerning the appropriateness of this study.  ,,,,,,,2,3,44,4,5
10/23/17 21:03,10/23/17 21:06,0,76.174.232.79,100,204,1,10/23/17 21:06,R_DtL7gnx0DKdrwZj,,,,,34.04620361,-117.6741943,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,He randomly assigned the drug without asking patients if they are okay with it. It would be more appropriate if he asked them for consent.,1,3,31,3,1
10/23/17 21:03,10/23/17 21:06,0,172.56.29.118,100,205,1,10/23/17 21:06,R_1jPsOuu3XH83tmL,,,,,39.95230103,-75.1638031,anonymous,EN,,,,,,,,,,,,,,,5,i dont see how its very fair to choose who gets training and who gets a study roof. what if those people have kids that need to be warm and out of the weather isnt that more important.,,,,,,,1,3,33,2,2
10/23/17 21:05,10/23/17 21:06,0,71.90.191.193,100,97,1,10/23/17 21:07,R_ZrUUxf2TByUQ7Zf,,,,,30.53349304,-92.11630249,anonymous,EN,,,2,He should have chose people who had high blood pressure.,,,,,,,,,,,,,,,,,,,1,1,21,2,4
10/23/17 21:05,10/23/17 21:07,0,173.244.44.28,100,117,1,10/23/17 21:07,R_3m4AjN9zPZ1PEde,,,,,47.60620117,-122.3320999,anonymous,EN,,,,,4,He is not endangering any lives.  The doctor is keeping the level at an acceptable rate for all.,,,,,,,,,,,,,,,,,1,3,29,4,3
10/23/17 21:05,10/23/17 21:09,0,99.7.61.137,100,243,1,10/23/17 21:09,R_vlCWv9qoX8NcS09,,,,,37.99420166,-121.6887054,anonymous,EN,5,"I think patient safety should be a hospital's priority. While hospitals do need to subject their residents to the rigors of medical work, it should not be done to an extent where it harms patient outcome.",,,,,,,,,,,,,,,,,,,,,1,3,28,3,4
10/23/17 21:10,10/23/17 21:12,0,107.218.174.95,100,103,1,10/23/17 21:12,R_UMXeeaOto2idkoV,,,,,36.28210449,-93.91619873,anonymous,EN,,,,,2,"It would be okay if the parents knew about it and agreed to it. If they don't know about it, this would be unethical.",,,,,,,,,,,,,,,,,2,3,39,5,3
10/23/17 21:09,10/23/17 21:15,0,174.227.12.64,100,332,1,10/23/17 21:15,R_2QtyIDFLtYNa8ot,,,,,29.50610352,-81.94539642,anonymous,EN,,,,,,,2,"I think it is somewhat inappropriate because I don't think the results of the method are a good indicator of what is going to work. There are different variables and the counties are not the same across the board, like income, racial make up, job opportunities, etc.  So that is why I think it is inappropriate.",,,,,,,,,,,,,,,1,2,47,6,3
10/23/17 21:14,10/23/17 21:15,0,73.8.31.144,100,99,1,10/23/17 21:15,R_308DVL5rU9cxxgC,,,,,41.60450745,-87.99559784,anonymous,EN,,,,,,,,,,,,,5,Most people won't do a procedure like this without a little nudging.  I think this is the perfect amount of nudge to get people in to get tested.,,,,,,,,,2,2,57,2,6
10/23/17 21:14,10/23/17 21:16,0,68.37.74.113,100,126,1,10/23/17 21:16,R_1NmNrXLehqfvhs9,,,,,42.9618988,-83.72039795,anonymous,EN,,,,,,,,,,,,,,,,,,,4,Everyone gets a decent number of choices.,,,2,3,54,3,1
10/23/17 21:15,10/23/17 21:16,0,131.191.13.126,100,104,1,10/23/17 21:16,R_1r0VAD0lOUypoxl,,,,,47.20979309,-122.4091949,anonymous,EN,,,,,,,,,,,3,"Either is a valid way to draw applicants.  Either way will attract people who are serious about the role, even if for possibly different reasons.",,,,,,,,,,,2,3,54,6,5
10/23/17 21:15,10/23/17 21:18,0,142.255.55.251,100,172,1,10/23/17 21:18,R_2Uc6rtRIRRd5hoB,,,,,40.85960388,-73.93139648,anonymous,EN,,,5,"Both drugs were approved by USFDA, so I found dr.Jhones decision is very appropiate",,,,,,,,,,,,,,,,,,,1,3,44,6,6
10/23/17 21:10,10/23/17 21:19,0,76.118.87.65,100,531,1,10/23/17 21:19,R_30wNvCRgCDk7fYK,,,,,41.86480713,-72.68190002,anonymous,EN,2,It appears that first year resident students will be required to do lengthy hours. I believe that requiring the resident students to do such lengthy hours is unhealthy and and not practical for the healthcare of the patients. ,,,,,,,,,,,,,,,,,,,,,1,1,51,4,6
10/23/17 21:16,10/23/17 21:20,0,73.5.203.67,100,252,1,10/23/17 21:20,R_8tQ8RJliNGz288x,,,,,28.76199341,-81.62999725,anonymous,EN,,,,,,,,,4,"I don't see anything wrong with the tests. I'm not confident of how effective it will be, but it seems like a great idea.",,,,,,,,,,,,,2,1,27,2,5
10/23/17 21:20,10/23/17 21:23,0,172.251.26.35,100,147,1,10/23/17 21:23,R_tMrYkCejMaRLuIp,,,,,33.94850159,-118.2016983,anonymous,EN,5,"because people need to be well rested to continue putting out exceptional work. It doesnt matter if the person thinks they can handle a bigger workload, they have it scheduled that way for a reason. The body and mind need to rest.",,,,,,,,,,,,,,,,,,,,,1,3,29,3,3
10/23/17 21:19,10/23/17 21:23,0,107.196.146.115,100,215,1,10/23/17 21:23,R_R1RRA9Rtqg1Zlo5,,,,,34.48530579,-97.85220337,anonymous,EN,,,,,,,,,,,4,They are doing what they can to get people to work as Health Assistants. There is nothing illegal about seeing which poster brings in more people. It is an experiment.,,,,,,,,,,,2,3,38,4,3
10/23/17 21:23,10/23/17 21:24,0,98.111.203.91,100,92,1,10/23/17 21:24,R_2tlDkAH6OqYmCdg,,,,,40.47340393,-79.99030304,anonymous,EN,,,,,,,,,,,,,,,2,"Instead of running a study, he could donate the money .",,,,,,,2,1,23,3,2
10/23/17 21:22,10/23/17 21:25,0,184.54.149.106,100,141,1,10/23/17 21:25,R_2cknJ3FypAYVOlJ,,,,,39.1210022,-84.32830048,anonymous,EN,,,4,"It's appropriate in the sense that it helps them better understand which drug is more effective, but since they wouldn't be changing the less effective prescription afterward, it's kind of bad for that test group.",,,,,,,,,,,,,,,,,,,1,3,24,4,6
10/23/17 21:24,10/23/17 21:25,0,99.203.143.154,100,93,1,10/23/17 21:25,R_2xDA73zKwtoh3NT,,,,,41.81300354,-87.71340179,anonymous,EN,,,,,,,,,,,,,,,,,,,,,2,It's not right to test medications on people unless they give there consent ,1,3,31,4,4
10/23/17 21:23,10/23/17 21:26,0,107.13.34.213,100,188,1,10/23/17 21:26,R_3NUn4so2VH9DIkb,,,,,35.87130737,-78.53939819,anonymous,EN,,,,,,,4,"I THINK IT IS A REASONABLE TEST. THIS WAY, THEY CAN GET A GOOD CONTROL GROUP AND LEARN FROM THIS.  I THINK IT IS FAIR.",,,,,,,,,,,,,,,1,3,40,4,5
10/23/17 21:24,10/23/17 21:27,0,76.100.130.38,100,155,1,10/23/17 21:27,R_9GiTeTPb6RsvGPD,,,,,38.81559753,-77.04530334,anonymous,EN,,,,,4,"The conclusions of this study will help future babies, no babies will be given a saturation level outside the acceptable range, and the risks to each control group are presumably equal.",,,,,,,,,,,,,,,,,1,3,36,6,6
10/23/17 21:26,10/23/17 21:29,0,98.251.241.104,100,129,1,10/23/17 21:29,R_7ardil9gC6Rehe9,,,,,32.09919739,-90.11669922,anonymous,EN,,,,,,,,,,,,,,,5,I believe this will prove that the second option works better. Teaching a man to fish is better than giving a man a fish. I applaud the director's efforts to determine this.,,,,,,,1,3,48,4,6
10/23/17 21:27,10/23/17 21:30,0,75.50.83.157,100,157,1,10/23/17 21:30,R_2e2SQk4eWm8wk7K,,,,,37.37440491,-121.7582016,anonymous,EN,,,1,"I feel it's very inappropriate because it seems as if the patients themselves are not aware of the doctor's experiment, which would be an unethical action on the doctor's part. ",,,,,,,,,,,,,,,,,,,2,4,32,4,2
10/23/17 21:28,10/23/17 21:30,0,72.230.140.240,100,127,1,10/23/17 21:30,R_pMlLJU2NwCJsbLj,,,,,43.04629517,-77.68920135,anonymous,EN,,,,,,,,,,,,,,,,,,,5,employees will be happily retired ,,,1,4,31,3,1
10/23/17 21:30,10/23/17 21:31,0,138.197.66.35,100,84,1,10/23/17 21:31,R_1rMmBrbuR1yT9HV,,,,,40.83259583,-74.13069916,anonymous,EN,,,,,,,,,4,It seems like he is doing it for the right reasons and he is trying to be unbiased in his decision.,,,,,,,,,,,,,2,3,45,6,5
10/23/17 21:31,10/23/17 21:33,0,72.200.215.93,100,90,1,10/23/17 21:33,R_sXR7s2xHCL8neBX,,,,,35.23300171,-97.41220093,anonymous,EN,,,,,,,,,,,2,"I believe that they should both be the same, as they are for the same country, and you want someone that is working in health to be focused on the impact that they can have on peoples lives and not the career benefits.",,,,,,,,,,,1,3,19,3,5
10/23/17 21:30,10/23/17 21:34,0,66.227.233.250,100,238,1,10/23/17 21:34,R_3iL3Hfp4gzGvQbO,,,,,42.45809937,-83.94680023,anonymous,EN,,,,,1,"Although the doctor's intentions are good in the longterm, he cannot perform any experiment on human's without their knowledge and permission, or their guardian's. The outcome may be positive, but the means to get there is not okay, especially when human lives are at risk.",,,,,,,,,,,,,,,,,2,3,45,5,4
10/23/17 21:31,10/23/17 21:34,0,97.83.246.66,100,167,1,10/23/17 21:34,R_2uJWndZIDa8RrZg,,,,,44.88760376,-89.51999664,anonymous,EN,,,,,,,,,,,,,,,,,4,"It would seem possibly problematic to have two different groups of people taking on two different types of benefits. Random assignment would be the most scientific but also the least equitable. It would give the government some data to rely on, but also possible cause a rift between the two groups, so I chose somewhat appropriate.",,,,,1,3,38,4,2
10/23/17 21:32,10/23/17 21:34,0,108.32.65.123,100,158,1,10/23/17 21:34,R_22xdDGh23uOyGlT,,,,,40.460495,-80.28579712,anonymous,EN,5,"It makes sense to try both approaches. You can debate the merits of either idea, but you'll never know until you put it into action.",,,,,,,,,,,,,,,,,,,,,1,3,32,4,4
10/23/17 21:33,10/23/17 21:34,0,108.31.132.32,100,108,1,10/23/17 21:34,R_3EQBNx2znSH1fiA,,,,,38.90570068,-76.978302,anonymous,EN,,,,,,,,,,,,,2,"I think it's inappropriate to schedule people for appointments without asking them.  I agree that scheduling appointments is a pain, but so is calling to reschedule.",,,,,,,,,2,3,41,6,6
10/23/17 21:33,10/23/17 21:36,0,67.246.111.49,100,146,1,10/23/17 21:36,R_2ydrkGOx0wpo82F,,,,,43.32290649,-76.41719818,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,The doctor is not sure of which is better so he is going to use personal experience to test the results. Instead of relying on clinical data he will use real world input. This will give a more grounded results based evidence that isnt paid for or marketed towards him.,1,3,35,2,4
10/23/17 21:33,10/23/17 21:38,0,67.248.73.127,100,288,1,10/23/17 21:38,R_xF2RAriuPfEW2rL,,,,,42.71609497,-73.81580353,anonymous,EN,,,,,,,4,"I like the idea of testing which works better, but, it does run the Rik of hurting some people if one of them is less effective than the other. Generally for testing if people may suffer you can't test it. But I'm not an ethical committee member and I recommend such a group review this idea first",,,,,,,,,,,,,,,2,3,32,6,6
10/23/17 21:40,10/23/17 21:40,0,162.231.57.35,100,40,1,10/23/17 21:40,R_x4NYfY1OAS9dMBP,,,,,32.73680115,-117.1277008,anonymous,EN,,,,,2,Cause they're messing with human life and know the consequences. ,,,,,,,,,,,,,,,,,1,3,33,4,3
10/23/17 21:39,10/23/17 21:41,0,65.214.67.191,100,112,1,10/23/17 21:41,R_3emL4DfAyMwOac5,,,,,38.00830078,-89.89070129,anonymous,EN,,,,,,,,,,,,,,,,,4,"I think that it would be a good gauge to see which system would be better.  If one produces lower unemployment, that would be the choice",,,,,2,3,40,6,6
10/23/17 21:34,10/23/17 21:41,0,100.16.158.236,100,457,1,10/23/17 21:41,R_3L7Oe53bGMdJlYZ,,,,,39.08399963,-76.61569977,anonymous,EN,,,,,,,4,The aid is spread out to the poorest families. The aid is not equal but it will be down the road. ,,,,,,,,,,,,,,,2,3,34,3,5
10/23/17 21:35,10/23/17 21:42,0,97.73.166.199,100,390,1,10/23/17 21:42,R_dbDzz3Yw7b7UAUx,,,,,37.75100708,-97.8219986,anonymous,EN,,,,,,,,,,,4,I don't see anything wrong with using posters that attract the best candidates for the job. All organizations want the best candidates and this shouldn't be any different.,,,,,,,,,,,2,3,47,4,5
10/23/17 21:42,10/23/17 21:43,0,47.223.119.118,100,66,1,10/23/17 21:43,R_1ih7QSE8BReqHB6,,,,,32.52149963,-94.96649933,anonymous,EN,,,1,The FDA has already approved the drugs. He should discuss the options with each patient and decide together. ,,,,,,,,,,,,,,,,,,,2,3,33,4,3
10/23/17 21:42,10/23/17 21:44,0,73.153.140.224,100,127,1,10/23/17 21:44,R_1OIbJLloHh39iAy,,,,,40.39959717,-104.8002014,anonymous,EN,,,,,,,,,,,,,3,because it was a creative way to get people to check on their health,,,,,,,,,2,3,39,3,1
10/23/17 21:43,10/23/17 21:45,0,68.231.254.12,100,127,1,10/23/17 21:45,R_2dKDdJ2FGTcEsf0,,,,,36.70280457,-76.37290192,anonymous,EN,,,,,,,,,,,,,,,,,,,5,"This decision seems fair and allows the CEO to really see the results and act accordingly.  In the end, everyone would benefit from this.",,,2,4,31,2,1
10/23/17 21:46,10/23/17 21:48,0,174.201.9.79,100,120,1,10/23/17 21:48,R_1mdUwZVY7v8bgSJ,,,,,40.25880432,-75.51039886,anonymous,EN,,,,,,,,,,,,,,,2,"It's sorta immoral to test a theory on living people. I think it's rather obvious that training is the better choice, it's unethical to deny that to one group simply to prove a point, especially if they don't know it's happening to them.",,,,,,,2,3,29,3,4
10/23/17 21:46,10/23/17 21:48,0,50.81.252.26,100,172,1,10/23/17 21:48,R_1Facz4wqzPocqG1,,,,,38.25090027,-94.3105011,anonymous,EN,4,"This seems to make sense to me, although I've never thought about theses issues before.",,,,,,,,,,,,,,,,,,,,,2,3,60,2,3
10/23/17 21:44,10/23/17 21:49,0,73.169.179.145,100,286,1,10/23/17 21:49,R_21FHCRrYIUu2zM1,,,,,47.40609741,-121.9953003,anonymous,EN,,,,,,,,,5,It seems like a fair incentive for teachers to earn a reward based on performance.   Performance based rewards often result in positive outcomes. ,,,,,,,,,,,,,1,3,45,6,6
10/23/17 21:48,10/23/17 21:51,0,24.102.85.181,100,156,1,10/23/17 21:51,R_22Eb7RDXYuDhMtI,,,,,40.74339294,-73.91889954,anonymous,EN,,,,,,,,,,,,,,,,,1,It shows the congress is very concerned about the well being of the people.  ,,,,,1,3,63,4,5
10/23/17 21:49,10/23/17 21:51,0,174.198.9.77,100,147,1,10/23/17 21:51,R_24IZw0vRKx8HpK1,,,,,41.91529846,-88.12870026,anonymous,EN,,,4,"He needs to find what medication works best, and the side affects are manageable.",,,,,,,,,,,,,,,,,,,1,3,26,2,2
10/23/17 21:50,10/23/17 21:52,0,71.10.6.232,100,99,1,10/23/17 21:52,R_2Yn7O7wNvOmJr1p,,,,,43.36720276,-86.15940094,anonymous,EN,,,,,,,,,2,"I think it is inappropriate because the superintendent is choosing for the teachers. Some who got extra vacation days may have wanted the bonus and vice versa, therefore some may be hindered by his actions.",,,,,,,,,,,,,2,3,27,4,2
10/23/17 21:54,10/23/17 21:55,0,207.237.55.199,100,80,1,10/23/17 21:55,R_878Um2rRmC5SetP,,,,,40.73539734,-73.87830353,anonymous,EN,,,,,,,,,,,,,3,I don't like to reminded of terrible things on the day of my birthdya. ,,,,,,,,,2,4,47,4,3
10/23/17 21:46,10/23/17 21:56,0,66.87.117.40,100,559,1,10/23/17 21:56,R_2aQQPnTFivPvHf4,,,,,40.70350647,-73.92350006,anonymous,EN,,,,,,,,,,,2,The choices for candidates shouldn't be based on responses to posters. Candidates should be evaluated on some kind of test.,,,,,,,,,,,1,3,33,4,6
10/23/17 21:57,10/23/17 21:58,0,47.33.158.158,100,71,1,10/23/17 21:58,R_R8jyQ65v92boC5j,,,,,46.32820129,-119.3222046,anonymous,EN,,,,,4,"Needs to get data somehow.  And this is not deliberately harming anyone.  If he gets initial data strongly one way or the other, it might be better to shorten the test and switch all to the superior treatment option.",,,,,,,,,,,,,,,,,1,3,36,6,6
10/23/17 21:57,10/23/17 22:01,0,73.140.16.237,100,224,1,10/23/17 22:01,R_20Y8SRrSisEKAky,,,,,47.89849854,-122.2588959,anonymous,EN,4,"I think they are trying to see which policy works better and will probably adopt one over the other depending on how well the new doctors do under each policy. It sounds like it may work, but I think it would be more consistent and professional if they just stuck to one policy for all new doctors.",,,,,,,,,,,,,,,,,,,,,2,3,44,3,4
10/23/17 22:00,10/23/17 22:03,0,73.195.221.150,100,176,1,10/23/17 22:03,R_3np9MEoZPfz2ZYp,,,,,40.25489807,-74.78749847,anonymous,EN,,,,,,,,,,,,,,,2,"The wording may be unclear, but it does not seem like the director is running the experiment on people who are experiencing extreme poverty. So the results may not be the same for people in extreme poverty.",,,,,,,2,1,24,4,6
10/23/17 22:05,10/23/17 22:08,0,104.51.95.240,100,179,1,10/23/17 22:08,R_26a2NedisM3YDZ9,,,,,41.6269989,-88.20400238,anonymous,EN,,,,,,,4,I think that the head of the department has the right idea because he is trying to find the best fix for the issue of unemployment.  Currently he is going to try two different paths and pick the one that works the best.  Along with the fact that money isn't being taken away from anyone.    ,,,,,,,,,,,,,,,1,3,34,3,5
10/23/17 22:07,10/23/17 22:09,0,47.34.121.151,100,103,1,10/23/17 22:09,R_2BnvLE6yuYfJOlQ,,,,,38.42379761,-91.00630188,anonymous,EN,,,,,,,,,,,,,,,,,,,,,4,Both drugs seem to have similar effects. I sad it's somewhat appropriate what Jones did.,1,4,27,4,3
10/23/17 22:07,10/23/17 22:10,0,23.249.35.96,100,152,1,10/23/17 22:10,R_33e5ZKO48Mb5HFS,,,,,40.72250366,-89.53029633,anonymous,EN,,,,,,,,,,,,,,,,,,,1,I think this will cause more people to enroll in the employee savings plan.,,,2,3,73,3,2
10/23/17 22:08,10/23/17 22:11,0,24.93.181.173,100,163,1,10/23/17 22:11,R_3Lc17N88kBs1gDX,,,,,41.44520569,-81.69960022,anonymous,EN,,,,,,,,,,,,,,,,,,,2,This isn't treating employees fairly.,,,2,3,27,6,6
10/23/17 22:09,10/23/17 22:12,0,68.104.21.154,100,162,1,10/23/17 22:12,R_3kzv6PtdJzP0VTm,,,,,36.19819641,-115.3105011,anonymous,EN,,,,,5,He is more likely to correctly determine the ideal oxygen level and save more babies in the long run than arbitrarily continuing to choose a level between 85-95%.  There is no more risk involved to the babies being assigned a certain level than if a level was chosen arbitrarily.,,,,,,,,,,,,,,,,,2,3,33,4,3
10/23/17 22:11,10/23/17 22:13,0,74.73.181.79,100,70,1,10/23/17 22:13,R_6D3L1wmJxogMcIV,,,,,40.77690125,-73.98130035,anonymous,EN,,,,,,,,,,,,,,,,,,,,,1,He misled customers to believe they were getting the best medicine.,2,4,26,4,6
10/23/17 22:10,10/23/17 22:14,0,24.127.93.227,100,258,1,10/23/17 22:14,R_3dRBY4I4YzeroVD,,,,,42.98750305,-82.46659851,anonymous,EN,,,,,,,,,,,4,"I don't see any issue with this approach.  Whatever they need to do to get people trained, it seems harmless and no different then watching commercials or reading advertisements. ",,,,,,,,,,,2,3,39,3,4
10/23/17 22:13,10/23/17 22:16,0,192.241.213.164,100,165,1,10/23/17 22:16,R_su3wWCy6ERzIx2x,,,,,37.73530579,-122.3731995,anonymous,EN,,,,,,,4,"Well, you have to try various ways of doing things to see if they work, so if all things are as equal as possible between the counties chosen, I see no problem with this method.",,,,,,,,,,,,,,,2,3,55,5,3
10/23/17 22:13,10/23/17 22:16,0,66.212.65.6,100,225,1,10/23/17 22:16,R_r3DWUHGW9MMM8a5,,,,,47.61030579,-122.3340988,anonymous,EN,5,"I see the wisdom in both sides of this experiment, and I don't know myself what option is right.  However, I understand that the beneficiaries of this study would be patients, and this decision is designed with their best interest in mind.  If I was hospitalized, or if it were members of my family, I'd want them to get the best health care possible.  ",,,,,,,,,,,,,,,,,,,,,1,3,48,6,6
