pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatTurkerLabelCode,MarkedForExclusion
62,xABs,xbps,4,0,It reminds the doctors and patients of all safety precautions that should be used to reduce infection.,0:01,6297095030,1,1,5,1,1,1,3,1,28,0,2,0,2,0,3,0,0
65,xABs,xbps,2,1,i wana live ,0:01,6297095488,4,4,4,2,1,1,3,1,28,0,3,0,2,0,10,0,1
66,xABs,xbps,4,0,"I think it is appropriate to remind doctors of the precautions, but they should probably all have the same reminder.",0:02,6297095762,3,2,4,2,2,0,3,1,30,0,4,1,4,1,7,0,1
74,xABs,xbps,4,0,"I think along as the precautions are posted somewhere for the dr to see and follow it should be ok. I am not sure if dividing up the patients to test a theory is appropraite.,",0:03,6297097737,5,5,3,3,2,0,3,1,46,1,3,0,2,0,13,0,0
77,xABs,xbps,3,0,I think either way it would serve as a reminder. They have already been taught how to prevent infection.,0:03,6297097891,4,2,4,2,2,0,3,1,54,1,3,0,3,0,8,0,0
79,xABs,xbps,2,1,"What treatment will be Use on patient is like gambling, this is not fair to them ",0:03,6297098147,3,3,3,3,2,0,4,0,30,0,4,1,5,1,9,0,1
82,xABs,xbps,5,0,I would like to find out which method would help reduce the deadly infections.,0:02,6297098542,4,2,4,2,1,1,4,0,26,0,3,0,1,0,8,0,0
85,xABs,xbps,2,1,It makes the level of care unequal,0:01,6297099345,2,1,5,1,1,1,3,1,26,0,4,1,3,0,4,0,1
96,xABs,xbps,3,0,I understand both angles. I see where everyone could be coming from.,0:02,6297103562,3,3,3,3,1,1,3,1,26,0,2,0,2,0,9,0,0
100,xABs,xbps,5,0,"The director might be attempting to find if giving the doctors an ID, that is, something that is issued and belongs to them can help in reducing infections. It is possible that the doctors will be more attentive in following procedures as a result.",0:04,6297104180,3,1,5,1,1,1,2,0,32,0,2,0,2,0,5,0,0
113,xABs,xbps,5,0,In both scenarios the safety procedures are readily available just in different locations.  Because of this I believe that it's a fair decision by the director.,0:02,6297107145,1,1,5,1,2,0,3,1,30,0,3,0,3,0,3,0,0
114,xABs,xbps,1,1,needs to do it how it is supposed to and not make up own way,0:02,6297107244,5,3,3,3,1,1,3,1,38,1,4,1,3,0,11,0,0
115,xABs,xbps,3,0,"make no difference the Id Badge or the poster on the wall, either way they receive the same treatment.",0:03,6297107994,3,4,4,2,1,1,2,0,36,1,3,0,3,0,9,0,0
116,xABs,xbps,5,0,I BELIEVE THE DOCTORS DECISION IS VERY APPROPRIATE. THE DOCTORS DECISION WILL HELP IDENTIFY THE PROBLEM AND LEAD TO IMPROVED MEDICAL CARE.,0:02,6297108103,5,5,3,3,1,1,1,0,33,0,4,1,3,0,13,0,0
117,xABs,xbps,4,0,"By testing the patients, the director can understand what may possibly reduce the infections because the patient will see the precautions versus not seeing them.",0:05,6297109489,3,2,4,2,1,1,3,1,33,0,4,1,3,0,7,0,1
118,xABs,xbps,1,1,the standards safety precaution should be listed in clear view for all patients,0:03,6297109495,5,5,3,3,2,0,3,1,59,1,1,0,2,0,13,0,0
122,xABs,xbps,5,0,Well the instructions will be accesible from either the dr's badge or on the wall.,0:02,6297111367,1,2,4,2,2,0,2,0,43,1,3,0,3,0,5,0,0
124,xABs,xbps,3,0,"It could be inappropriate if it doesn't follow legal procedures.  If it doesn't, it may be beneficial to patients. ",0:02,6297112355,4,3,4,2,1,1,2,0,25,0,4,1,4,1,9,0,0
125,xABs,xbps,2,1,well both safety precautions where on both of the rooms so I would think that it is fair,0:03,6297112697,2,1,5,1,1,1,3,1,21,0,2,0,2,0,4,0,0
128,xABs,xbps,5,0,Both options provide reminders in the room about procedures. Neither option should make it any more dangerous for the patient. ,0:02,6297113413,3,1,5,1,2,0,3,1,46,1,6,1,1,0,5,0,0
129,xABs,xbps,4,0,The experiment could lead to less infections in the future. I think the pros of research outweigh the cons of possible negative immediate consequences.  ,0:02,6297113691,3,2,4,2,1,1,3,1,37,1,3,0,2,0,7,0,0
130,xABs,xbps,1,1,This seems to be a rather haphazard way to approach something that can cause infections. A better way would be to use both methods.,0:01,6297113899,5,4,3,3,1,1,3,1,38,1,6,1,4,1,12,0,0
131,xABs,xbps,4,0,i understand testing different options to get info to people but who is going to read the back of an ID badge on a moving person?,0:03,6297113970,5,3,4,2,2,0,3,1,25,0,3,0,2,0,10,0,1
136,xABs,xbps,3,0,I feel like using posters and new ID badges doesn't really help reduce infections but it also wouldn't hurt if it reminded doctors of those procedures.,0:01,6297115532,1,1,5,1,1,1,3,1,29,0,3,0,1,0,3,0,0
137,xABs,xbps,3,0,Both options are appropriate because they are transparent to the patient.,0:01,6297115591,1,2,5,1,1,1,3,1,26,0,3,0,6,1,4,0,0
139,xABs,xbps,1,1,I don't think this type of experiement should be done on humans. I believe it should be tested some other way first.,0:04,6297116194,5,4,4,2,1,1,1,0,30,0,3,0,3,0,11,0,0
141,xABs,xbps,2,1,"It's not clear in the description whether or not the patients were made aware of the experiment. If they were, there should also be a control room where they continue as they were. ",0:02,6297117730,3,1,4,2,2,0,3,1,25,0,3,0,3,0,6,0,0
142,xABs,xbps,4,0,"the same information is provided to both providers, just one is more easily accessed",0:01,6297117940,2,1,5,1,2,0,3,1,37,1,6,1,3,0,4,0,0
143,xABs,xbps,1,1,It doesn't seem ethically acceptable to randomly test a theory on people. The patients don't know they are part of an experiment. It seems wrong to do a blind test in people with such a bad possible outcome.,0:11,6297117960,4,4,4,2,2,0,1,0,28,0,4,1,2,0,10,0,0
151,xABs,xbps,1,1,He should not be experimenting with peoples lives. He should make sure safe procedures are performed on everyone,0:02,6297119550,2,2,5,1,1,1,3,1,45,1,3,0,2,0,5,0,0
158,xABs,xbps,2,1,Half the patients will have less opportunity to know the risks of the procedure.,0:02,6297122963,1,1,3,3,1,1,4,0,29,0,4,1,5,1,5,0,1
159,xABs,xbps,3,0,They chose the smart sensible approach,0:04,6297123125,4,4,4,2,2,0,3,1,34,1,2,0,3,0,10,0,0
162,xABs,xbps,3,0,He is trying to help reduce the number of infections but the idea does not sound like it would have much of impact. ,0:03,6297123583,3,2,5,1,1,1,2,0,28,0,4,1,2,0,6,0,0
168,xABs,xbps,2,1,It seems like it may be putting the patient's lives at risk to vary whether or not they see the necessary safety precautions.,0:02,6297126472,1,1,4,2,1,1,3,1,23,0,4,1,2,0,4,0,0
175,xABs,xbps,3,0,I think it's ok because the same information is available either way and they know how to access it,0:02,6297128816,1,2,3,3,2,0,1,0,30,0,3,0,2,0,6,0,1
182,xABs,xbps,2,1,He's experimenting on people without their consent.,0:01,6297132428,3,3,3,3,2,0,2,0,32,0,3,0,3,0,9,0,0
188,xABs,xbps,1,1,I think patients should first have the choice if they want to participate in the experiment. And a Dr. who has to reach for his ID badge each time before a procedure has more of a chance of infecting patients from germs on his ID badge than from a Dr who is looking on the wall for directions. I also think Dr's should know the procedure by memory.,0:05,6297134747,2,1,5,1,2,0,3,1,47,1,3,0,6,1,4,0,0
191,xABs,xbps,1,1,Humans arent test subjects,0:01,6297135288,1,1,5,1,1,1,3,1,25,0,4,1,4,1,3,0,0
193,xABs,xbps,1,1,"It is very inappropriate, because the experiment is based on performing a treatment with a procedure that even sickens people instead of curing them.",0:11,6297135853,2,3,4,2,1,1,3,1,28,0,4,1,4,1,7,0,0
195,xABs,xbps,4,0,Both ways show the precautions that one may take with the procedure.,0:01,6297137613,4,3,3,3,1,1,3,1,31,0,4,1,2,0,10,0,0
198,xABs,xbps,2,1,"I think that the patient should receive the risk information in the same way, this is not something that should be experimented with. ",0:02,6297140180,5,2,4,2,2,0,3,1,43,1,4,1,3,0,9,0,0
199,xABs,xbps,2,1,"The director is interested in saving patients from infection. However, there is no mention of telling the patients about the experiment.",0:03,6297142129,4,2,4,2,2,0,3,1,48,1,4,1,6,1,8,0,1
205,xABs,xbps,5,0,"There is no reduction in care, only the way in which a reminder to staff is provided.  It will be valuable information to provide better care in the future.  Nor does it affect the current level of care either.",0:03,6297145065,2,1,5,1,2,0,3,1,44,1,2,0,4,1,4,0,0
208,xABs,xbps,1,1,I believe it does not seem fair to the randomly select patients to practice this experiment unless the patient has signed that they give you permission to do that.,0:04,6297147521,4,4,3,3,2,0,3,1,22,0,3,0,1,0,11,0,1
217,xABs,xbps,4,0,Everyone will get treatment ,0:04,6297153365,1,3,5,1,1,1,2,0,26,0,3,0,4,1,5,0,1
220,xABs,xbps,2,1,"You can't learn from looking at a poster. If the issue is infection, then maybe the best way to approach things is to look at sanitation practice.",0:03,6297155132,2,1,4,2,1,1,2,0,27,0,3,0,1,0,5,0,1
221,xABs,xbps,3,0,they are both in the room with the patients so i dont think its appropriate or inappropriate,0:15,6297155426,3,2,3,3,2,0,3,1,32,0,2,0,3,0,8,0,0
222,xABs,xbps,2,1,People lives can't be treat randomly,0:02,6297156874,4,4,4,2,2,0,4,0,25,0,4,1,2,0,10,0,1
224,xABs,xbps,3,0,I can respect the director's motivations for running the experiement. But the director has a duty to just use the method that's most likely to result in sucess and not to expereiment unnecessarily. ,0:06,6297161815,2,2,4,2,1,1,5,0,24,0,3,0,3,0,6,0,0
226,xABs,xbps,3,0,"I guess either of these could probably help the procedure. However, the doctor will be so focused on performing the procedure that I doubt he would even look at the poster on the wall or the back of his name badge.",0:03,6297162736,5,4,2,4,2,0,3,1,37,1,4,1,3,0,13,0,0
228,xABs,xbps,4,0,I don't see anything wrong with his decision. But I also don't know how effective it would be.,0:03,6297163812,4,3,3,3,1,1,3,1,27,0,3,0,2,0,10,0,1
231,xABs,xbps,5,0,Because they can choose to read the details. It's always in one of two places. ,0:02,6297166684,1,1,5,1,1,1,3,1,33,0,3,0,6,1,3,0,0
235,xABs,xbps,4,0,"I work in health care and I believe that having the procedures on the badge is better.  When you give the patients a small bit of knowledge, they question everything and it takes much longer to get things done.",0:03,6297172512,2,3,4,2,2,0,3,1,49,1,3,0,2,0,7,0,0
236,xABs,xbps,4,0,The information is still being delivered ,0:03,6297172639,4,2,4,2,2,0,3,1,39,1,6,1,6,1,8,0,1
243,xABs,xbps,5,0,"He isn't putting anyone at harm, and its just a simple test. ",0:01,6297183415,1,1,5,1,1,1,3,1,23,0,4,1,3,0,3,0,0
247,xABs,xbps,3,0,I don't see anything inappropriate about the decision but I feel like there is information missing so I can't be sure about my opinion.,0:03,6297187097,3,2,4,2,2,0,3,1,29,0,4,1,3,0,7,0,1
249,xABs,xbps,3,0,I really don't think that this measures will have any effect on the amount of infections.,0:03,6297191259,3,2,3,3,2,0,3,1,38,1,3,0,3,0,8,0,0
253,xABs,xbps,1,1,This experiment should be test before using on human being.,0:02,6297192905,5,5,5,1,1,1,4,0,29,0,4,1,3,0,11,0,0
256,xABs,xbps,1,1,They shouldn't be practicing on patients.  They shouldn't need notes.,0:02,6297195431,5,4,2,4,2,0,3,1,54,1,3,0,1,0,13,0,0
260,xABs,xbps,2,1,"It would be more appropriate if the patients agreed to being part of this procedure rather than just doing this without consent. In addition, the instructions should be in ALL rooms where the procedure is conducted on posters regardless rather than just on an ID badge. ",0:03,6297199984,1,1,5,1,2,0,2,0,31,0,6,1,3,0,3,0,0
264,xABs,xbps,5,0,This is a reasonable way to determine which method is more effective.,0:02,6297200751,5,4,5,1,2,0,3,1,58,1,6,1,6,1,10,0,1
267,xABs,xbps,1,1,Patients are not guinea pigs and should not have experiments done on them.  They should know ahead of time what the director is doing. ,0:03,6297202360,5,3,3,3,1,1,3,1,46,1,4,1,4,1,11,0,0
271,xABs,xbps,2,1,The doctor should already know the procedure and standard precautions. This type of testing may be pushing the limits just a bit.,0:02,6297203289,5,4,4,2,1,1,3,1,46,1,4,1,3,0,11,0,1
276,xABs,xbps,4,0,If the director wants to inform people by having a poster on the wall that might help give them the information they need.,0:03,6297206297,4,4,4,2,1,1,3,1,46,1,4,1,1,0,10,0,0
284,xABs,xbps,4,0,It would be good to find the most effective way so that risk of infection can be diminished,0:03,6297220574,5,4,3,3,2,0,3,1,33,0,4,1,4,1,12,0,1
286,xABs,xbps,1,1,Participants should be informed that this experiment is happening. It would not be a problem if consent is given.,0:01,6297223279,1,1,5,1,2,0,3,1,31,0,4,1,4,1,3,0,0
289,xABs,xbps,2,1,half of the participants are unware of the precautions,0:02,6297226191,3,2,3,3,2,0,3,1,22,0,4,1,5,1,8,0,0
291,xABs,xbps,1,1,all patients have the right to know the information,0:10,6297227419,5,5,3,3,2,0,3,1,41,1,3,0,2,0,13,0,1
293,xABs,xbps,2,1,That is not sufficient.  We are not guinea pigs. Properly train everyone again.,0:02,6297235496,2,2,4,2,2,0,3,1,33,0,4,1,4,1,6,0,1
296,xABs,xbps,2,1,I do not consider either way to be the essence of the matter.,0:02,6297240392,2,2,4,2,1,1,3,1,76,1,4,1,2,0,6,0,1
297,xABs,xbps,2,1,"There should also be a control group that use the status quo procedures.  There also needs to be steps taken to ensure that the one doctor never practices in the room with the poster, and that the samples of people are random and representative.  But there should still be a control group.  The use of just one doctor with the ID badge also means those results are incredibly uncertain.",0:04,6297247446,3,2,4,2,1,1,3,1,39,1,4,1,2,0,7,0,0
300,xABs,xbps,1,1,"From the info given it does not appear as though the doctor has asked the patients for consent, which means they may be exposed to extra and unkonwn risks during their procedures. ",0:02,6297252813,1,1,4,2,1,1,3,1,35,1,6,1,6,1,4,0,0
303,xABs,xbps,2,1,I don't think they should be running an experiement on the patients without them knowing,0:06,6297265963,5,5,3,3,1,1,3,1,43,1,4,1,3,0,13,0,0
307,xABs,xbps,2,1,The poster allows the patient to double check it is being done right plus doctor can see them and follow them as well.  Back of ID badge he does not see unless he takes it off.,0:04,6297277492,5,5,4,2,2,0,3,1,51,1,3,0,3,0,12,0,0
312,xABs,xbps,1,1,precautions should be listed and be very visible at all times,0:04,6297286920,5,3,3,3,2,0,3,1,47,1,3,0,5,1,11,0,0
322,xABs,xbps,2,1,The environment is not appropriate for any sort of experimentation. This should be done elsewhere with appropriate conditions.,0:04,6297321790,4,3,4,2,1,1,5,0,25,0,6,1,4,1,9,0,1
323,xABs,xbps,4,0,I feel it was ok to have it,0:03,6297325727,4,5,4,2,1,1,3,1,26,0,4,1,1,0,11,0,1
326,xABs,xbps,3,0,I chose option 3 because they are basically the same with the exception one is an ID badge and the other is hanging on a wall,0:02,6297339557,4,4,4,2,2,0,3,1,33,0,4,1,1,0,10,0,1
334,xABs,xbps,3,0,I don't think it is either appropriate or inappropriate. ,0:01,6297359889,1,1,5,1,2,0,"3,4",0,22,0,3,0,1,0,3,0,1
335,xABs,xbps,2,1,not really sure how this idea will help prevent infections,0:02,6297362319,4,4,4,2,2,0,3,1,49,1,3,0,3,0,10,0,0
345,xABs,xbps,1,1,i would not feel safe ,0:03,6297402285,5,4,3,3,2,0,2,0,28,0,3,0,4,1,12,0,1
350,xABs,xbps,5,0,I like this idea more,0:04,6297421188,3,3,3,3,2,0,3,1,23,0,2,0,1,0,9,0,0
352,xABs,xbps,3,0,"Both ""solutions"" will give pretty much the same outcome.",0:02,6297425142,5,4,2,4,1,1,3,1,38,1,3,0,3,0,13,0,0
354,xABs,xbps,1,1,"He's testing this on real people, who may die because of these decisions.",0:01,6297431668,3,1,4,2,2,0,3,1,19,0,3,0,2,0,6,0,0
355,xABs,xbps,1,1,In both cases the patient might not even be aware of the precautions,0:03,6297433758,2,2,4,2,1,1,3,1,30,0,4,1,6,1,6,0,0
358,xABs,xbps,3,0,It would depend how the notices are currently given.  The patients will receive the same type of treatment either way.,0:02,6297453769,4,3,4,2,2,0,2,0,35,1,6,1,3,0,9,0,1
359,xABs,xbps,4,0,it will show which is more effective. i dont see a problem with it,0:03,6297456913,1,1,5,1,2,0,3,1,62,1,3,0,2,0,3,0,0
360,xABs,xbps,4,0,because the doctor is testing to sets og groups to figure the issue out and what works and does not work,0:01,6297457789,5,5,5,1,2,0,1,0,28,0,2,0,1,0,11,0,0
367,xABs,xbps,4,0,I think it is important to see how well people pay attention and how they can do their best job to make sure they are giving them the tools to easily do their job even if that is instructions. ,0:02,6297483296,3,3,4,2,2,0,3,1,25,0,3,0,2,0,8,0,1
371,xABs,xbps,1,1,I believe the people in a hospital should be receiving the standard care for their ailments. If they are going to be part of an experiment or experimental treatment then they should be notified and given the opportunity to opt out.,0:03,6297488926,3,2,4,2,1,1,3,1,44,1,3,0,6,1,7,0,0
377,xABs,xbps,4,0,I think it would give patients a better feeling of safety. Maybe it would do just the opposite.,0:02,6297529887,3,1,5,1,1,1,3,1,21,0,3,0,6,1,5,0,0
384,xABs,xbps,4,0,He isnt just using one method he is trying to see what works best for patients,0:02,6297550923,3,3,4,2,2,0,3,1,30,0,2,0,1,0,8,0,1
385,xABs,xbps,4,0,i think it is somewhat appropriate since shows the safety precautions ready to read. The other half also suitable too in room with poster listing the precautions regardless its going to inform the patients.,0:05,6297558278,4,3,4,2,1,1,2,0,28,0,1,0,1,0,9,0,0
390,xABs,xbps,3,0,I think doctors try to improve what they are doing all the time and for the most part it has benifted mankind,0:02,6297596917,5,3,3,3,1,1,3,1,37,1,1,0,1,0,11,0,0
391,xABs,xbps,4,0,"I chose Somewhat Appropriate because both doctors will have the safety precautions available to them, however, half of the patients tested may be somewhat uncomfortable not having access to the safety precautions, thus, possibly experiencing angst as to whether the doctor knows what the safety precautions are.",0:05,6297604728,5,4,3,3,2,0,3,1,63,1,2,0,3,0,12,0,0
392,xABs,xbps,3,0,i dont think either scenario would help stop infections ,0:02,6297617486,3,1,5,1,1,1,3,1,56,1,6,1,6,1,5,0,0
395,xABs,xbps,5,0,it gives him more data to choose options from. In the end it will help.,0:01,6297629947,4,5,3,3,1,1,1,0,25,0,2,0,5,1,12,0,0
398,xABs,xbps,2,1,It can lead to deadly infections that can kill more people.,0:02,6297644692,5,1,4,2,2,0,1,0,24,0,4,1,2,0,8,0,1
401,xABs,xbps,1,1,"It would be much better if the MD's received some training.  That is, useful information given face to face about infection control.  Then some sort of test to see if the information was absorbed.",0:03,6297649986,3,3,4,2,2,0,3,1,55,1,6,1,6,1,8,0,0
402,xABs,xbps,4,0,He's conducting an experiment but he didn't tell the patients,0:02,6297656168,3,1,5,1,2,0,4,0,26,0,4,1,2,0,5,0,1
404,xABs,xbps,1,1,The testing components seem a bit redundant.,0:02,6297658171,2,2,5,1,1,1,3,1,29,0,3,0,1,0,5,0,0
406,xABs,xbps,4,0,It's important to understand what can help to reduce the chances of these infections. A live setting would provide the best test results.,0:03,6297669706,4,2,4,2,1,1,3,1,33,0,3,0,1,0,8,0,0
407,xABs,xbps,3,0,i don't really see the point of it.  the doctor should be well-trained and the patients should be thoroughly informed beforehand,0:03,6297677790,3,3,3,3,1,1,3,1,45,1,3,0,4,1,9,0,0
409,xABs,xbps,4,0,Both doctors have a list of safety precautions. ,0:02,6297681000,4,4,4,2,2,0,3,1,30,0,3,0,3,0,10,0,1
410,xABs,xbps,2,1,"As long as the experiment does not harm the patient in either scenario, it seems logical to have two tests set up to see which one is most effective. ",0:02,6297682697,4,2,4,2,2,0,3,1,39,1,6,1,4,1,8,0,0
