,ID,Time.Started,Time.Finished,OS,Country,Area,City,Provider,Gender,Age,Year.Of.Birth,Question.1,In.a.couple.of.sentences..please.tell.us.why.you.chose.the.option.you.chose.,God.or.some.type.of.nonhuman.entity.is.in.control.of.the.events.in.the.universe.,We.believe.too.often.in.science..and.not.enough.in.feelings.and.faith.,Knowledge.can.best.be.obtained.through.scientific.research.,Marital.Status,Number.of.children,Education,Employment.Status,Career,Race,Income,Musicfan,Productivity.Booster,Bookworm,Socialite,Traveler,Sportsfan,Gamer,Value.Shopper,Food.and.Dining.Lover,Entertainment.Enthusiast,Fashionista,ADID.IDFA
46,239146909,8/20/17 17:49,8/20/17 17:50,iOS,US,California,Madera,Sprint,female,18 - 24,1993,Somewhat inappropriate,Because they can be doing a right thing or a bad thing for your life,Neither agree nor disagree,Agree,Neither agree nor disagree,living_with_partner,three,high_school,self_employed,unemployed,hispanic,lower_ii,,,,,,,,,,,,65E31D30-28FD-4A45-A96B-E1FF33E11AF8
56,243246166,8/19/17 6:48,8/19/17 6:48,Android,US,Iowa,Creston,Chat Mobility,male,18 - 24,1997,Very appropriate,It is worth risking a few lives to save the lives of many.,Strongly disagree,Strongly disagree,Strongly agree,single,one,high_school,employed_for_wages,retail,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,77d1b896-b79a-4ffd-9bd8-eb171d38c9f5
121,245826701,8/19/17 6:41,8/19/17 6:42,Android,US,California,Brentwood,MetroPCS,female,25 - 34,1991,Neither inappropriate nor appropriate,Beacusr its whats right. Thats how I feel. Its the only explination.,Neither agree nor disagree,Agree,Disagree,living_with_partner,three,high_school,employed_for_wages,other,hispanic,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,e3224be0-fd09-44e4-b1d2-114358d0bde0
72,246992844,8/19/17 6:44,8/19/17 6:46,Android,US,Washington,Bremerton,,female,25 - 34,1984,Very appropriate,It is important for patients to know they are being safely treated. It is also a good reminder for those providing the treatment.,Disagree,Disagree,Agree,married,zero,university,employed_for_wages,other,other,lower_ii,,,,,,,,,,,,
45,258359788,8/19/17 6:57,8/19/17 6:57,Web,US,California,San Francisco,,male,45 - 54,1972,Very appropriate,so i will know,Strongly agree,Strongly agree,Agree,single,zero,vocational_technical_college,unemployed_looking,unemployed,asian,middle_i,,,,,,,,,,,,
29,267987283,8/19/17 6:38,8/19/17 6:39,iOS,US,Kansas,Topeka,Verizon,female,25 - 34,1992,Neither appropriate nor inappropriate,I really didn't understand what the question was trying to ask. It confused me.,Agree,Neither disagree nor agree,Agree,married,prefer_not_to_say,vocational_technical_college,self_employed,homemaker,white,middle_i,,,,,,,,,,,,3EBB179F-EE2D-47B6-BA7D-C31CA5305777
88,278777764,8/21/17 18:32,8/21/17 18:33,Android,US,Illinois,Chicago,,male,25 - 34,1984,Very appropriate,Only doctors who are qualified for this procedure should be the ones allowed for it so this helps distinguish those are and aren't qualified.,Agree,Agree,Agree,married,zero,university,employed_for_wages,manufacturing_other,asian,middle_ii,,,,,,,,,,,,
80,286545563,8/19/17 7:11,8/19/17 7:11,Web,US,New York,Middletown,,male,25 - 34,1986,Somewhat appropriate,Because I felt it was somewhat appropriate. The doctor did what thought best.,Strongly disagree,Strongly disagree,Strongly agree,single,zero,vocational_technical_college,self_employed,information_other,white,middle_ii,,,,,,,,,,,,
17,289187979,8/19/17 6:48,8/19/17 6:48,iOS,US,Kentucky,Shepherdsville,AT&T,female,18 - 24,1993,Somewhat inappropriate,I don't think it's fair to the patients that suffer,Neither agree nor disagree,Neither agree nor disagree,Agree,living_with_partner,two,high_school,employed_for_wages,manufacturing_other,white,middle_i,,,,,,,,,,,,3F186C9E-7046-46A4-8B1D-0E0E1A07A209
26,289187979,8/19/17 6:48,8/19/17 6:48,iOS,US,Kentucky,Shepherdsville,AT&T,female,18 - 24,1993,Somewhat appropriate,I don't think it's fair to those that suffer,Neither disagree nor agree,Disagree,Agree,living_with_partner,two,high_school,employed_for_wages,manufacturing_other,white,middle_i,,,,,,,,,,,,3F186C9E-7046-46A4-8B1D-0E0E1A07A209
87,301429760,8/19/17 7:06,8/19/17 7:06,Android,US,California,Anaheim,MetroPCS,female,25 - 34,1983,Somewhat appropriate,Didnot understand,Agree,Agree,Agree,married,two,high_school,homemaker,homemaker,latino,lower_ii,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,e502f5df-c875-437a-ba3b-6d852460cb6e
105,304471660,8/19/17 7:06,8/19/17 7:06,Android,US,Unknown,Unknown,Unknown,male,25 - 34,1985,Very inappropriate,Because it's the doctor's choice. The patents have one too.,Strongly agree,Strongly agree,Agree,married,one,high_school,other,publishing,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,b5a2d85a-af4c-46fc-ba28-aacf6f7644c3
0,317783463,8/19/17 7:05,8/19/17 7:05,Android,US,Washington,Vancouver,AT&T,female,35 - 44,1981,Somewhat inappropriate,"Everyone needs to know all the risks, but if both are just written down they may not be read. They need to be verbally given as well.",Strongly agree,Agree,Neither agree nor disagree,married,two,high_school,homemaker,homemaker,white,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,03d235ec-db29-41b4-85f9-71b587d508a8
35,325790995,8/19/17 7:06,8/19/17 7:06,Android,US,Pennsylvania,Blairsville,Verizon Wireless,female,35 - 44,1973,Very inappropriate,I believe a patient should no all the risk on any procedure. And what to prevent to stay healthy.,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,married,zero,vocational_technical_college,self_employed,other,white,middle_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,45ffd08b-df9d-4e8d-899c-8d9b3ea13f5b
30,330088304,8/19/17 6:47,8/19/17 6:47,Android,US,Washington,Federal Way,Family Mobile,female,35 - 44,1975,Very appropriate,The one that best fits.,Neither agree nor disagree,Agree,Agree,single,five,high_school,self_employed,hotel_and_food_services,other,lower_ii,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,4f9edb78-945a-48f5-874e-0c4cb6c4ff1a
108,342045135,8/20/17 17:48,8/20/17 17:48,Android,US,Oklahoma,Lawton,U.S. Cellular,female,25 - 34,1987,Very inappropriate,I just choose it,Strongly agree,Strongly agree,Strongly agree,single,one,high_school,unable_to_work,religious,white,lower_i,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,b966497e-7562-40b8-8074-0ac28dd5d5e9
73,363518017,8/19/17 6:35,8/19/17 6:37,Android,US,Indiana,Crawfordsville,Boost Mobile,female,18 - 24,1996,Neither inappropriate nor appropriate,Because im not a big fan,Neither agree nor disagree,Agree,Agree,single,one,high_school,homemaker,homemaker,white,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,a70ddf31-c4e4-489b-a987-6032c5655480
31,367786541,8/19/17 6:47,8/19/17 6:48,iOS,US,California,San Ramon,Verizon,male,45 - 54,1964,Somewhat appropriate,"Good for extra protection, but it's not comfortable for patients to wear the badge to firce/select doctor.",Disagree,Disagree,Agree,married,two,university,employed_for_wages,software,asian,high_i,,,,,,,,,,,,44241541-79F4-4FB6-9F0A-DF5E1F7A5699
97,370330147,8/19/17 6:48,8/19/17 6:50,Android,US,Indiana,Warsaw,Verizon Wireless,female,18 - 24,1993,Very appropriate,It's always appropriate to be sure the patient knows everthing they can about any procedure they have done. It gives them complete insight on whatto expect.,Strongly disagree,Disagree,Strongly agree,single,one,high_school,employed_for_wages,other,white,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,ea3a5c6d-587c-46ea-92d9-0014f64a9ca3
75,376396635,8/19/17 6:48,8/19/17 6:48,Android,US,Oregon,Florence,,female,18 - 24,1998,Somewhat appropriate,"It's a good reminder of the policies and guidelines, but professionals should already know said information and it's best not to worry the patient unnecessarily",Strongly disagree,Disagree,Agree,single,zero,high_school,employed_for_wages,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,
78,394266983,8/19/17 7:09,8/19/17 7:09,Android,US,Florida,Orlando,MetroPCS,male,25 - 34,1991,Very inappropriate,Because despite signing something bad may happen,Strongly agree,Agree,Agree,living_with_partner,two,postgraduate,employed_for_wages,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,b0e65cbb-1ad4-42d2-9ffa-fec15925b6b0
81,394266983,8/19/17 7:11,8/19/17 7:11,Android,US,Florida,Orlando,MetroPCS,male,25 - 34,1991,Somewhat inappropriate,Some infections cant be treated,Strongly agree,Neither agree nor disagree,Strongly agree,living_with_partner,two,postgraduate,employed_for_wages,other,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,b0e65cbb-1ad4-42d2-9ffa-fec15925b6b0
34,401987727,8/19/17 6:42,8/19/17 6:44,Android,US,South Carolina,Columbia,,female,> 54,1962,Somewhat appropriate,Reminds staff of precautions and makes patients more aware of what to expect.,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,widowed,zero,university,retired,retired,white,lower_i,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,4168bc7c-7c57-4efd-aa93-2ef3b1c68ab3
37,404886948,8/19/17 6:37,8/19/17 6:47,Android,US,West Virginia,Princeton,Roaming,female,25 - 34,1992,Somewhat inappropriate,Because I needed dice rolls XD and I really have no clue what any of this said I just skimmed through and it sounded dumb as hell tbh.. Lolol,Disagree,Agree,Agree,living_with_partner,one,high_school,unemployed_not_looking,retail,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,76a7c54e-aa9f-49a9-b744-918d91fbbeb8
40,413707464,8/19/17 6:54,8/19/17 6:54,iOS,US,Oklahoma,Stillwater,U.S. Cellular,male,18 - 24,1999,Somewhat inappropriate,It's saves lives. And less dangerous,Strongly agree,Strongly agree,Disagree,single,zero,high_school,student,student,white,prefer_not_to_say,,,,,,,,,,,,568044CE-2C10-4B4A-8634-771E6FED2AE4
74,418984424,8/20/17 17:48,8/20/17 17:49,Android,US,New Jersey,Toms River,Verizon Wireless,female,35 - 44,1981,Neither inappropriate nor appropriate,He's valid because that's how it should work,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,married,four,vocational_technical_college,homemaker,unemployed,white,lower_i,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90edb23c-2d9a-40e4-838c-c61a20d5250b
43,423609327,8/19/17 7:06,8/19/17 7:06,iOS,US,Virginia,Alexandria,Sprint,female,25 - 34,1992,Somewhat appropriate,Becuz it's somewhat impossible to me and people have different opinions,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,zero,high_school,self_employed,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,5802DF13-1335-4CD7-AECD-A8843E88614A
29,423609327,8/19/17 7:08,8/19/17 7:08,iOS,US,Maryland,Baltimore,Sprint,female,25 - 34,1992,Somewhat appropriate,I think it's not that appropriate for a doctor to do that which it can lead to infections on patients,Agree,Agree,Agree,single,zero,high_school,self_employed,health_care_and_social_assistance,white,lower_i,,,,,,,,,,,,5802DF13-1335-4CD7-AECD-A8843E88614A
45,426723116,8/19/17 6:44,8/19/17 6:45,iOS,US,Florida,Unknown,Verizon,female,18 - 24,1997,Neither appropriate nor inappropriate,"Because I think making the doctor learn the precautions with another method other than just printing them in visible places should be put into action. While the badge would probably be more easily looked at, both options don't seem ideal",Agree,Disagree,Agree,single,zero,high_school,student,student,white,lower_i,,,,,,,,,,,,80A02700-97C9-448D-84FF-F9F5F10835E2
56,429514268,8/19/17 6:46,8/19/17 6:50,iOS,US,Ohio,Wauseon,TFW,female,35 - 44,1981,Very appropriate,I changed my mind and want to click inappropriate. I have been in a ton of hospitals and staring at a poster like that would scare me and cause unnessecary stress. That's vital since a lot of my medical issues are exacerbated by stress. I do think the doctor should inform the patient and sign a consent that has this information.,Strongly agree,Strongly agree,Neither agree nor disagree,separated,two,high_school,unable_to_work,agriculture_forestry_fishing_or_hunting,white,lower_i,,,,,,,,,,,,A641C8B7-75F5-4A29-9DAC-7D435B835E46
67,445403355,8/19/17 6:48,8/19/17 6:48,iOS,US,Wisconsin,Manitowoc,Verizon,female,25 - 34,1990,Very appropriate,It was saying that it would be treatable and yet they were explains the health issues.,Strongly agree,Neither disagree nor agree,Strongly agree,single,zero,high_school,employed_for_wages,manufacturing_other,asian,lower_i,,,,,,,,,,,,960FA687-36EE-4C92-B73D-F6E34825683A
45,445403355,8/19/17 6:48,8/19/17 6:48,iOS,US,Wisconsin,Manitowoc,Verizon,female,25 - 34,1990,Very appropriate,Because when he was explaining its he was explain of how the healthcare is.,Strongly agree,Strongly agree,Strongly agree,single,zero,high_school,employed_for_wages,manufacturing_other,asian,lower_i,,,,,,,,,,,,960FA687-36EE-4C92-B73D-F6E34825683A
69,458329066,8/20/17 17:48,8/20/17 17:49,Android,US,Florida,Orlando,T-Mobile,female,35 - 44,1979,Somewhat appropriate,Because it could or could not save a patient's life,Strongly disagree,Strongly agree,Disagree,divorced,three,university,unemployed_looking,homemaker,white,middle_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,88b3a9a0-d4de-4615-89e9-6cf5690f3a3b
92,474888233,8/19/17 6:57,8/19/17 6:58,Android,US,Illinois,Chicago,Boost Mobile,male,25 - 34,1987,Very appropriate,It's good to be organized,Strongly agree,Strongly disagree,Neither disagree nor agree,living_with_partner,one,high_school,unemployed_looking,agriculture_forestry_fishing_or_hunting,hispanic,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,e93ed12e-6309-484e-a531-4abf827a423f
67,480673607,8/19/17 6:36,8/19/17 6:37,iOS,US,West Virginia,Parkersburg,Sprint,female,25 - 34,1992,Very appropriate,Because it will help surgeons understand how to make surgery safer,Neither disagree nor agree,Neither disagree nor agree,Strongly agree,married,zero,high_school,unemployed_looking,health_care_and_social_assistance,white,lower_ii,,,,,,,,,,,,B8F6A6F7-800B-4CEA-A802-F299442AE607
92,483054316,8/19/17 6:48,8/19/17 6:48,Android,US,Texas,Unknown,cricket,male,18 - 24,1996,Neither appropriate nor inappropriate,Dr need to discuss everything with all patients,Strongly disagree,Disagree,Agree,living_with_partner,three,high_school,employed_for_wages,processing,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,cbb1e919-63be-4b52-87c1-d0d5719a0c4f
84,483054316,8/19/17 6:48,8/19/17 6:48,Android,US,Texas,Unknown,cricket,male,18 - 24,1996,Neither inappropriate nor appropriate,The dr should have to explain any procedure done and the precautions etc,Strongly agree,Strongly agree,Agree,living_with_partner,three,high_school,employed_for_wages,processing,white,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,cbb1e919-63be-4b52-87c1-d0d5719a0c4f
12,489663816,8/20/17 17:48,8/20/17 17:48,Android,US,Minnesota,Saint Paul,Sprint,female,25 - 34,1983,Very inappropriate,Because the doctor usually does what's best,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,living_with_partner,six_or_more,high_school,homemaker,homemaker,white,lower_ii,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2147f7f8-795e-4bde-9ebe-6ee96859954d
109,491995325,8/20/17 17:48,8/20/17 17:49,Android,US,Illinois,Chicago,Unknown,male,25 - 34,1989,Neither inappropriate nor appropriate,I do t agree,Strongly agree,Agree,Agree,single,prefer_not_to_say,high_school,self_employed,unemployed,other,lower_ii,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,bd851e7e-c4d0-434c-b885-37dc59292a01
60,492847219,8/21/17 18:25,8/21/17 18:28,Android,US,New York,New Rochelle,Verizon Wireless,male,14 - 17,2000,Very appropriate,It shows the risks,Neither disagree nor agree,Disagree,Agree,single,zero,middle_school,student,scientific_or_technical_services,black,prefer_not_to_say,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,8d94d6e5-d4de-4970-b2a9-45ad4eb818c6
87,492949315,8/19/17 6:35,8/19/17 6:36,Android,US,Tennessee,Jackson,AT&T,male,18 - 24,1996,Very appropriate,Because there should always be precautions to take out in words so that way the doctor can't say he forgot because there either on his id or a poster,Strongly disagree,Strongly agree,Disagree,single,zero,high_school,unemployed_not_looking,transportation_and_warehousing,white,lower_i,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,c19825fc-220d-4aef-95ce-03b632a113b4
63,500256191,8/19/17 7:09,8/19/17 7:09,iOS,US,Georgia,Warner Robins,Verizon,female,18 - 24,1997,Somewhat inappropriate,I don't believe that is safe considering the statement saying this can be very deadly to patients. There also isn't a control group present.,Agree,Neither disagree nor agree,Agree,single,zero,university,student,retail,asian,prefer_not_to_say,,,,,,,,,,,,CD91F4F4-4C01-4AF7-AD98-05B4820D8F7B
64,500256191,8/19/17 7:09,8/19/17 7:09,iOS,US,Georgia,Warner Robins,Verizon,female,18 - 24,1997,Neither inappropriate nor appropriate,I don't believe the list on the wall will make it less dangerous. They are more aware and cautious of the outcomes which is good but it doesn't better the issue.,Agree,Agree,Agree,single,zero,university,student,retail,asian,prefer_not_to_say,,,,,,,,,,,,CD91F4F4-4C01-4AF7-AD98-05B4820D8F7B
29,508091965,8/20/17 17:49,8/20/17 17:49,iOS,US,Michigan,Petersburg,Verizon,female,18 - 24,1994,Somewhat appropriate,It's a very honest answer,Agree,Agree,Strongly agree,married,zero,university,student,legal_services,white,middle_ii,,,,,,,,,,,,41CC2830-352A-4530-865B-ACE9D089E38B
51,522117598,8/19/17 6:40,8/19/17 6:40,Android,US,Ohio,Elyria,Sprint,female,18 - 24,1993,Very appropriate,Both situations allow people to obtain info about side effects.,Neither disagree nor agree,Agree,Agree,single,one,high_school,employed_for_wages,manufacturing_other,white,middle_i,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,88ec4723-ef53-42b6-b119-06000c309b89
31,525521419,8/19/17 7:08,8/19/17 7:08,Android,US,Oklahoma,Tulsa,MetroPCS,male,14 - 17,2000,Somewhat appropriate,Me,Neither disagree nor agree,Neither disagree nor agree,Agree,single,zero,postgraduate,student,arts_entertainment_or_recreation,white,prefer_not_to_say,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5dd5a1e7-9acc-456f-89ba-72b51347ff8e
53,530446038,8/19/17 6:35,8/19/17 6:36,iOS,US,Texas,Cleveland,Verizon,female,18 - 24,1997,Somewhat appropriate,The precautions are listed in one scenerio. It's good to have different approaches.,Neither agree nor disagree,Agree,Neither agree nor disagree,living_with_partner,zero,high_school,other,hotel_and_food_services,white,lower_i,,,,,,,,,,,,BCAC9C52-C214-4D47-8001-1BAD00FA9D7A
27,538041670,8/19/17 6:56,8/19/17 6:57,iOS,US,Arizona,Lake Havasu City,Sprint,female,18 - 24,1994,Somewhat appropriate,It good the doctor wants the best for the patients.,Disagree,Agree,Strongly agree,living_with_partner,one,high_school,unemployed_not_looking,other,hispanic,lower_i,,,,,,,,,,,,43857C3B-10E6-4BDE-9675-2092FF26F5EF
51,548163348,8/19/17 6:48,8/19/17 7:05,Android,US,California,Palm Springs,T-Mobile,female,18 - 24,1993,Somewhat appropriate,Patients should know the procedures,Neither agree nor disagree,Neither agree nor disagree,Agree,living_with_partner,two,vocational_technical_college,other,unemployed,hispanic,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,92a6cf8f-1708-4909-afa8-be77954697b4
62,548163348,8/19/17 7:06,8/19/17 7:06,Android,US,California,Palm Springs,T-Mobile,female,18 - 24,1993,Very appropriate,Na,Neither disagree nor agree,Neither disagree nor agree,Agree,living_with_partner,two,vocational_technical_college,other,unemployed,hispanic,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,92a6cf8f-1708-4909-afa8-be77954697b4
43,548163348,8/19/17 7:06,8/19/17 7:06,Android,US,California,Palm Springs,T-Mobile,female,18 - 24,1993,Somewhat inappropriate,Patients should know the procedures,Neither agree nor disagree,Neither agree nor disagree,Agree,living_with_partner,two,vocational_technical_college,other,unemployed,hispanic,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,92a6cf8f-1708-4909-afa8-be77954697b4
98,552684946,8/19/17 7:08,8/19/17 7:08,Android,US,Arizona,Phoenix,MetroPCS,female,35 - 44,1981,Somewhat appropriate,I feel as long as there info put up in place where you can see you know the danger of this procedure.,Agree,Agree,Neither agree nor disagree,single,three,high_school,self_employed,hotel_and_food_services,hispanic,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,ee161ae5-cf43-403f-b44c-64c0381cfd78
50,562411959,8/19/17 6:39,8/19/17 6:46,iOS,US,Michigan,Detroit,T-Mobile,male,35 - 44,1981,Very appropriate,Accurate enough,Agree,Agree,Agree,married,five,vocational_technical_college,employed_for_wages,transportation_and_warehousing,hispanic,middle_i,,,,,,,,,,,,75BA29AC-8EAD-4D6B-A3EE-605074EB4B93
64,563753161,8/19/17 6:47,8/19/17 6:48,Android,US,California,Unknown,cricket,female,18 - 24,1993,Neither inappropriate nor appropriate,I chose this option because everyone needs to try and experiment new things bit know that it could not go the way it will.,Agree,Agree,Neither agree nor disagree,living_with_partner,three,high_school,unemployed_looking,retail,white,lower_i,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,816e6915-6ced-4ea6-b830-cd8a31aa7a34
53,565501702,8/19/17 6:36,8/19/17 6:47,Android,US,California,Anaheim,T-Mobile,female,18 - 24,1993,Very appropriate,I chose that answer because i think the director has good intentions and is trying to help somehow even though risks probably still run high.However the idea is not too bad and hopefully does prevent such occurences from hapenning.,Agree,Agree,Disagree,single,zero,high_school,homemaker,homemaker,latino,middle_i,,,,,,,,,,,,81e29206-f7f6-4832-a891-d01463673026
55,572801034,8/19/17 6:49,8/19/17 7:05,Android,US,California,Riverside,Verizon Wireless,male,18 - 24,1994,Neither inappropriate nor appropriate,Because it's a trial. There's no way to find things out without testing which leads to better ways,Neither agree nor disagree,Neither agree nor disagree,Agree,living_with_partner,zero,high_school,employed_for_wages,construction,white,middle_i,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,73ed24b4-3fcb-4fae-bcc1-49c2f4d5ae2a
94,575160513,8/19/17 6:48,8/19/17 6:48,Android,US,California,Riverside,T-Mobile,female,14 - 17,2000,Somewhat appropriate,"It makes sense why that would become a thing, but in reality the doctor could just verbally say the risks to the patient.",Strongly disagree,Neither disagree nor agree,Agree,prefer_not_to_say,zero,high_school,student,other,hispanic,lower_i,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,eb28cea0-c1be-4715-872b-dc9e9f4c96ac
0,579042784,8/19/17 6:47,8/19/17 6:48,Android,US,New York,Buffalo,Verizon Wireless,female,25 - 34,1987,Very inappropriate,Because I think its very important,Strongly agree,Agree,Strongly agree,single,zero,high_school,unable_to_work,other,white,prefer_not_to_say,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,00be35e7-8fc6-439f-a849-daadbea97941
1,579042784,8/19/17 6:48,8/19/17 6:48,Android,US,New York,Buffalo,Verizon Wireless,female,25 - 34,1987,Neither inappropriate nor appropriate,I don't think its right,Strongly agree,Strongly agree,Strongly agree,single,zero,high_school,unable_to_work,other,white,prefer_not_to_say,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,00be35e7-8fc6-439f-a849-daadbea97941
56,584498633,8/19/17 6:50,8/19/17 6:50,iOS,US,Florida,Orlando,Sprint,female,25 - 34,1987,Somewhat appropriate,Because it could go either way depending on your beliefs,Agree,Agree,Agree,single,two,high_school,employed_for_wages,information_services_and_data,white,lower_i,,,,,,,,,,,,95AD4DFB-C3F4-4410-8396-1F2D7A49CDCA
65,585576645,8/19/17 7:06,8/19/17 7:06,iOS,US,Alaska,Soldotna,AT&T,female,25 - 34,1984,Very inappropriate,Because is ununopropiate,Agree,Agree,Agree,married,one,postgraduate,unemployed_not_looking,homemaker,latino,middle_ii,,,,,,,,,,,,E326CB85-B277-4452-A7F4-D6B6ABA5F900
66,590776591,8/19/17 7:07,8/19/17 7:08,Android,US,Texas,Unknown,,female,25 - 34,1991,Neither appropriate nor inappropriate,Doctors should be held to the same standards. All patients school be giving the same rules,Strongly agree,Neither disagree nor agree,Neither disagree nor agree,single,zero,high_school,unemployed_looking,unemployed,white,lower_i,,,,,,,,,,,,
80,592002891,8/19/17 6:50,8/19/17 6:50,Android,US,Arkansas,Springdale,T-Mobile,female,25 - 34,1983,Neither appropriate nor inappropriate,Because there is no right or wrong answers.,Neither disagree nor agree,Neither disagree nor agree,Neither disagree nor agree,single,two,high_school,employed_for_wages,hotel_and_food_services,white,lower_i,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,beaa542f-58dd-4a54-8105-91e65ddf8f02
7,597318231,8/19/17 6:37,8/19/17 6:38,Android,US,Texas,Houston,AT&T,female,18 - 24,1997,Neither appropriate nor inappropriate,Because he can be wrong for doing what he's doing or he can be doing the right thing,Agree,Neither disagree nor agree,Agree,single,two,high_school,self_employed,unemployed,white,lower_i,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,0de300ee-38ac-45b2-961e-a98f5d4b9585
128,597611645,8/19/17 6:42,8/19/17 6:42,Android,US,Illinois,Des Plaines,MetroPCS,female,18 - 24,1994,Very inappropriate,If it saves lives its very important task to do,Strongly agree,Strongly agree,Agree,single,six_or_more,high_school,employed_for_wages,other,white,lower_i,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,f7bf2189-91e7-44c4-8b16-8a3a8e3cd5e0
89,602782975,8/19/17 6:47,8/19/17 6:47,Android,US,Illinois,Olney,AT&T,female,35 - 44,1982,Somewhat appropriate,Think it is a very good offer. Trying to stop the infection and doing everything that they can to prevent infection.,Strongly agree,Agree,Disagree,married,two,high_school,homemaker,education,white,lower_i,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,e2afc9ad-3cb5-4177-bc20-49a0916dbb54
