pid,cond,condLabel,dv,dv_binary,FreeResponse,ResponseId,God,Intuition,ScienceBelief,ScienceBelief_Reverse,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,IntuitionScore_ByHand,RepeatPollfishLabelCode,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish
269,ABL,bp_long,2,1,Because a doctor should know which precations to take,-1125683423,4,3,3,3,2,0,2,0,18,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
270,ABL,bp_long,2,1,"More needs to be considered, what the patients came in with,actual techniques used.",213102656,5,4,4,2,2,0,3,1,33,0,4,1,7,1,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
271,ABL,bp_long,2,1,Eehjrndndjdbrnrbrbrrhejrj. Uvuvucufyf7civiv8f7f.ivivuvuc7f,-1224774032,4,5,4,2,2,0,3,1,20,0,2,0,-1,0,11,0,1,SA&WC,0,0,0,1,0.00,LoToHi
272,ABL,bp_long,2,1,This is playing with their lives without their knowledge..it's not right. People should have the right to choose for themselves.,-871088092,4,3,3,3,2,0,2,0,38,1,3,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
273,ABL,bp_long,2,1,I just felt it's too much to wait for an year to know which method should be followed..,-1650771519,5,4,4,2,2,0,4,0,28,0,6,1,4,1,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
274,ABL,bp_long,2,1,Yucca gesv. Th.  K,-533519744,3,3,4,2,1,1,3,1,24,0,2,0,1,0,8,0,1,SA&WC,0,0,0,1,0.00,LoToHi
275,ABL,bp_long,2,1,Patients have to right to know proper SOPs,704297013,4,3,4,2,1,1,4,0,28,0,4,1,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
276,ABL,bp_long,2,1,all patients should be treated the same.,-709227094,5,5,2,4,2,0,3,1,53,1,2,0,3,0,14,0,0,SA&WC,0,0,0,0,0.00,LoToHi
277,ABL,bp_long,2,1,Terrible idea.,908047480,3,3,3,3,2,0,3,1,30,0,2,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
278,ABL,bp_long,2,1,Doctors need to tell you the precautions anyways instead of relying on people to read signs that they don't pay attention to.,-326425414,2,3,4,2,2,0,3,1,25,0,2,0,1,0,7,0,1,SA&WC,0,0,1,0,0.00,LoToHi
279,ABL,bp_long,5,0,Becuse it,798810913,5,5,5,1,1,1,5,0,24,0,4,1,7,1,11,1,0,SA&WC,2,0,0,0,0.00,LoToHi
280,ABL,bp_long,5,0,Because its is.,-199867747,5,5,4,2,2,0,3,1,23,0,2,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
281,ABL,bp_long,5,0,It's a clinical trial to find out which method is the most effective. It also informs the doctor which method of informing patients is the most effective for after care.,143225775,3,2,4,2,2,0,3,1,29,0,2,0,3,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
282,ABL,bp_long,5,0,Yes,-1907605930,4,4,4,2,2,0,3,1,27,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
283,ABL,bp_long,5,0,Patients are cared for,-579900896,5,5,5,1,2,0,3,1,26,0,2,0,1,0,11,1,0,SA&WC,1,0,0,0,0.00,LoToHi
284,ABL,bp_long,5,0,Because as a doctor their job is to do everything they can to ensure the we'll being of their patient. Such as taking every precautionary step they can take to ensure good health of the patient.,-1020362874,1,4,4,2,2,0,3,1,25,0,3,0,2,0,7,1,0,SA&WC,2,0,0,0,0.00,LoToHi
285,ABL,bp_long,5,0,I'm a premed student and I know the importance of trials. From these trials we learn the best way to treat or cure an illness. Without these trials there is no learning being done.,-1262002347,5,3,5,1,2,0,2,0,24,0,2,0,3,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
286,ABL,bp_long,5,0,It is worth risking a few lives to save the lives of many.,243246166,1,1,5,1,1,1,3,1,20,0,2,0,2,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
287,ABL,bp_long,5,0,I chose that option because it matters & is the very reason why more people are in better hands while in care in the hospital.,896056718,3,4,4,2,2,0,4,0,22,0,2,0,1,0,9,1,0,SA&WC,1,0,0,0,0.00,LoToHi
288,ABL,bp_long,5,0,It's appropriate because I will help determine which method is best,-1547908387,3,4,4,2,2,0,3,1,25,0,4,1,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
289,ABL,bp_long,5,0,Infection,72350117,5,5,5,1,2,0,3,1,25,0,2,0,1,0,11,1,0,SA&WC,2,0,0,0,0.00,LoToHi
290,ABL,bp_long,5,0,It's better to have more survivors.,2077228568,3,4,2,4,2,0,3,1,20,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
291,ABL,bp_long,5,0,Its interesting,-433316971,5,4,5,1,2,0,3,1,28,0,4,1,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
292,ABL,bp_long,5,0,A simple experiment thats not herting anyone and finding an anser to an issue is pretty convincing that hes doing somthing thats ok.,1434256629,1,1,5,1,2,0,3,1,29,0,2,0,2,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
293,ABL,bp_long,5,0,Because the way they handle there patients.,974709522,5,5,4,2,2,0,3,1,28,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
294,ABL,bp_long,5,0,Its very ok important on all medical reasons.,-1199800873,3,4,3,3,2,0,3,1,50,1,3,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
295,ABL,bp_long,5,0,"I believe it's appropriate because they will always have the precautions near them. Whenever they doubt something, they have where to refer to.",2106527892,5,4,4,2,2,0,2,0,19,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
296,ABL,bp_long,5,0,Same bad question,2079466789,1,1,5,1,1,1,3,1,39,1,4,1,5,1,3,1,0,SA&WC,1,0,0,0,0.00,LoToHi
297,ABL,bp_long,1,1,Because I think its very important,579042784,5,4,5,1,2,0,3,1,30,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
298,ABL,bp_long,1,1,He is deciding what to do without the patients knowledge.. so i think it's inappropriate how he is deciding on his own. The patients should know whats going on.,-648421961,4,4,3,3,2,0,2,0,19,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
299,ABL,bp_long,1,1,Because both sets of patients will know what is going on one will explain verbally and the other set will read to understand.,-2002992036,5,4,4,2,2,0,3,1,47,1,4,1,3,0,11,0,1,SA&WC,0,0,1,0,0.00,LoToHi
300,ABL,bp_long,1,1,Because the doctor usually does what's best,489663816,3,3,3,3,2,0,3,1,34,1,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
301,ABL,bp_long,1,1,It isn't right at all.it is very wrong.,-1249405220,5,5,4,2,2,0,3,1,19,0,2,0,-1,0,12,1,0,SA&WC,1,0,0,0,0.00,LoToHi
302,ABL,bp_long,1,1,The director is essentially using human subjects in an experiment and just throwing caution to the wind.,1787843073,1,2,5,1,2,0,3,1,20,0,2,0,2,0,4,0,0,SA&WC,0,0,0,0,0.00,LoToHi
303,ABL,bp_long,1,1,We are not test dummies we are humans,7948252,1,1,5,1,2,0,3,1,21,0,2,0,1,0,3,0,0,SA&WC,0,0,0,0,0.00,LoToHi
304,ABL,bp_long,1,1,Because it would be putting lives at risk,-1612503489,5,3,3,3,2,0,2,0,20,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
305,ABL,bp_long,1,1,The.safest way,-684618375,5,5,3,3,2,0,2,0,36,1,2,0,1,0,13,0,0,SA&WC,0,0,0,0,0.00,LoToHi
306,ABL,bp_long,1,1,They shouldnt test patients,747166268,5,5,2,4,2,0,3,1,28,0,2,0,1,0,14,0,0,SA&WC,0,0,0,0,0.00,LoToHi
307,ABL,bp_long,1,1,The patients are unaware that they are being test subjects. The doctor should have to go through the proper channels to perform a study of his hypothesis.,-1197667193,4,3,4,2,2,0,3,1,26,0,3,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
308,ABL,bp_long,1,1,I honestly don't think it's fair that human beings should go test subjects and that witch ever has the highest success rate be the ones who are treated,-466548383,3,3,4,2,2,0,3,1,25,0,2,0,-1,0,8,1,0,SA&WC,1,0,0,0,0.00,LoToHi
309,ABL,bp_long,1,1,Nothing to be a would that it,-809756840,4,4,4,2,1,1,3,1,29,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
310,ABL,bp_long,1,1,I don't think the doctor should have just chosen patients at random. If it can cause deadly infections then only the people who really need it should get it.,786735946,4,4,3,3,2,0,3,1,31,0,2,0,2,0,11,0,1,SA&WC,0,0,1,0,0.00,LoToHi
311,ABL,bp_long,1,1,I dont like the idea,1840490163,5,5,3,3,2,0,2,0,29,0,2,0,6,1,13,0,0,SA&WC,0,0,0,0,0.00,LoToHi
312,ABL,bp_long,1,1,He wants people to have the opportunity to be safeter,2118517469,5,5,2,4,2,0,2,0,19,0,1,0,-1,0,14,1,1,SA&WC,1,1,0,0,1.00,LoToHi
313,ABL,bp_long,1,1,I see a lot of different ways this could go wrong. A doctor that feels this way should never be trusted.,-889179513,1,5,3,3,2,0,3,1,41,1,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
314,ABL,bp_long,1,1,This is not corrct,-809516210,3,3,3,3,2,0,3,1,35,1,2,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
315,ABL,bp_long,1,1,Hes not telling em what hes doing,1260555727,3,5,3,3,2,0,-1,0,24,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
316,ABL,bp_long,1,1,Both sets of patients should have the same essy access to the precautions given their treatment.,-646217605,4,2,4,2,2,0,-1,0,18,0,2,0,-1,0,8,0,1,SA&WC,0,0,1,0,0.00,LoToHi
317,ABL,bp_long,1,1,Not fair. Playing god,-1472012549,4,3,4,2,2,0,3,1,26,0,4,1,3,0,9,0,0,SA&WC,0,0,0,0,0.00,LoToHi
318,ABL,bp_long,1,1,"Medical testing should be more controlled. The procedures the doctor wants to perform is highly experimental and complications will cause death, even in a procedure with a 90% success rate. Also, these general care procedures should be memorized and not at all written down, it will cause the caregivers to rely on instruction rather than studying and completely knowing what to do.",746855844,4,2,5,1,2,0,3,1,19,0,2,0,-1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
319,ABL,bp_long,1,1,I just think that this sounds absurd. That's many lives he is putting at risk for an experiment,-1210704383,5,5,2,4,2,0,3,1,30,0,4,1,1,0,14,0,0,SA&WC,0,0,0,0,0.00,LoToHi
320,ABL,bp_long,1,1,He should not have to test on a group of people because there is a chance some of them could die. The doctor should just take the past ratios of death rates to go off of.,-1343893390,2,2,5,1,2,0,3,1,22,0,2,0,3,0,5,0,0,SA&WC,0,0,0,0,0.00,LoToHi
321,ABL,bp_long,1,1,Because it's the doctor's choice. The patents have one too.,304471660,5,5,4,2,1,1,3,1,32,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
322,ABL,bp_long,1,1,Not soo healthy way,-922870087,5,4,5,1,2,0,-1,0,32,0,4,1,2,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
323,ABL,bp_long,1,1,I just choose it,342045135,5,5,5,1,2,0,3,1,30,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
324,ABL,bp_long,1,1,Humans are living creatures! We can't experiment on people!,-1825629079,3,3,5,1,1,1,3,1,21,0,6,1,1,0,7,0,0,SA&WC,0,0,0,0,0.00,LoToHi
325,ABL,bp_long,1,1,"I feel they should all do the procedure if it's written or on the wall just one way.  if best to have an experience dr. to help them out instead of reading it, just because the pressure can need your mind up",1498635596,3,5,4,2,2,0,-1,0,33,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
326,ABL,bp_long,1,1,I don't like the idea,-906249841,5,5,3,3,2,0,2,0,32,0,4,1,4,1,13,0,0,SA&WC,0,0,0,0,0.00,LoToHi
327,ABL,bp_long,1,1,Becose this is werth someones life on is the the line if  your do not do the tretme is vary inportent  that you do iean the people in the wating room redy for your pashont to be happy,-900850020,4,5,3,3,2,0,3,1,20,0,2,0,-1,0,12,0,0,SA&WC,0,0,0,0,0.00,LoToHi
328,ABL,bp_long,1,1,Because risking a life matters more then the use of a unknown drug should take procedure before [tested] on a life,911733176,3,5,3,3,2,0,2,0,24,0,6,1,1,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
329,ABL,bp_long,1,1,I trust my doctor,2004714837,4,5,4,2,2,0,5,0,31,0,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,LoToHi
330,ABL,bp_long,1,1,If it saves lives its very important task to do,597611645,5,5,4,2,2,0,3,1,23,0,2,0,1,0,12,0,1,SA&WC,0,1,0,0,1.00,LoToHi
331,ABL,bp_long,1,1,because the doctor needs to discuss these options with each patient. It's not ethical or appropriate to make these decisions for the patient. The patients should be able to choose which one they they want done.,1025006285,3,3,2,4,2,0,1,0,32,0,4,1,1,0,10,0,0,SA&WC,0,0,0,0,0.00,LoToHi
332,ABL,bp_long,3,0,Because in one hand patients are being experimented on and on the other hand the procedure could save someone's life. But the only we could really know is if it was tested.,781094847,4,4,4,2,2,0,-1,0,26,0,2,0,-1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
333,ABL,bp_long,3,0,Idk,-398061811,4,3,4,2,1,1,3,1,20,0,4,1,5,1,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
334,ABL,bp_long,3,0,Depends on the situation.,-1314199673,3,3,5,1,2,0,3,1,27,0,2,0,1,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
335,ABL,bp_long,3,0,Idk. I just chose it.,-720440828,4,3,3,3,2,0,1,0,19,0,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
336,ABL,bp_long,3,0,Not sure. Would have to pray on it.,2067506943,5,5,3,3,2,0,3,1,54,1,2,0,1,0,13,0,0,SA&WC,0,0,0,0,0.00,HiToLo
337,ABL,bp_long,3,0,Im not sure the effectiveness of experiment. So im undecided,-2071001452,5,4,4,2,2,0,3,1,44,1,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
338,ABL,bp_long,3,0,Stop the madness trying to make all  this money and no cure,1906078084,5,5,2,4,1,1,1,0,41,1,2,0,1,0,14,0,0,SA&WC,0,0,0,0,0.00,HiToLo
339,ABL,bp_long,3,0,Because the answer was the most reasonable .,-8121479,4,4,4,2,2,0,2,0,21,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
340,ABL,bp_long,3,0,Basically sanitaion reasons,1605447576,4,4,4,2,1,1,2,0,55,1,4,1,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
341,ABL,bp_long,3,0,"Uhm, I don't even know?",-1236099158,4,4,5,1,2,0,3,1,24,0,2,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
342,ABL,bp_long,3,0,I don't understand it. It made no sense to me.,788747143,4,4,3,3,2,0,1,0,24,0,2,0,2,0,11,0,1,SA&WC,0,0,1,0,0.00,HiToLo
343,ABL,bp_long,3,0,Because there is no right or wrong answers.,592002891,3,3,3,3,2,0,3,1,34,1,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
344,ABL,bp_long,3,0,Because it testing to see what one will work in for both of them,-517096335,3,2,3,3,2,0,3,1,20,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
345,ABL,bp_long,3,0,The emphasis on location of procedure guidelines has no bearing on whether or not such a procedure is even relevant,-1532479047,4,3,4,2,2,0,3,1,48,1,2,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
346,ABL,bp_long,3,0,It doesn't seem like a good idea,737719713,4,4,4,2,2,0,5,0,37,1,2,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
347,ABL,bp_long,3,0,Yes,919824739,3,3,3,3,2,0,2,0,24,0,4,1,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
348,ABL,bp_long,3,0,Honestly because I don't know whether its a good choice or a bad one. Yes experiments are needed but the failure puts to many at risk.,-1070647955,4,4,2,4,2,0,3,1,32,0,2,0,1,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
349,ABL,bp_long,4,0,There were 2 different methods to test the theory leaving more options to see what would work.,1214743588,5,4,3,3,2,0,3,1,26,0,2,0,2,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
350,ABL,bp_long,4,0,Most of the the time doc is always right,-1475389850,4,5,2,4,2,0,2,0,28,0,3,0,3,0,13,0,0,SA&WC,0,0,0,0,0.00,HiToLo
351,ABL,bp_long,4,0,Because it could be beat by just a few people. That would not be a good assumption.,894996940,3,2,5,1,2,0,2,0,22,0,2,0,1,0,6,1,0,SA&WC,2,0,0,0,0.00,HiToLo
352,ABL,bp_long,4,0,All patients should be given the same care,-579900896,4,3,4,2,2,0,3,1,26,0,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
353,ABL,bp_long,4,0,Because,-786538851,5,1,3,3,1,1,-1,0,27,0,1,0,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
354,ABL,bp_long,4,0,He was just figuring the best way.  And he did.,-634403131,2,4,3,3,2,0,1,0,45,1,2,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
355,ABL,bp_long,4,0,"I Think You Should Discuss And Reassure The Actual Patients Instead Of Just Posting Pictures On The Wall, And On The Back Of Badges...",-674824960,3,5,4,2,2,0,1,0,22,0,2,0,1,0,10,1,0,SA&WC,2,0,0,0,0.00,HiToLo
356,ABL,bp_long,4,0,It's a great way to determine the safest way to not get an infection.,-2144420904,3,3,4,2,1,1,3,1,30,0,3,0,2,0,8,1,0,SA&WC,1,0,0,0,0.00,HiToLo
357,ABL,bp_long,4,0,Me,525521419,3,3,4,2,1,1,3,1,17,0,6,1,-1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
358,ABL,bp_long,4,0,I like that they will have it posted on wall it will be higher chance for the patient to read it but to do study can risk their lives is bad,191113571,5,3,5,1,2,0,2,0,23,0,2,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
359,ABL,bp_long,4,0,The people can die from the plastic tube. It can harm a lot of people. And why seperate the people?,-536383549,1,2,5,1,2,0,2,0,24,0,2,0,-1,0,4,0,0,SA&WC,0,0,0,0,0.00,HiToLo
360,ABL,bp_long,4,0,You have to test out different procedures.,-1821842983,3,3,4,2,2,0,5,0,40,1,3,0,2,0,8,1,0,SA&WC,1,0,0,0,0.00,HiToLo
361,ABL,bp_long,4,0,Because yes i do agree that experaments and studirs should be done but if the dangers could lead to death i dont think it sgould be at the risk of a persons life,-1947322777,4,2,4,2,2,0,3,1,26,0,2,0,1,0,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
362,ABL,bp_long,4,0,Idk,1560127203,4,4,2,4,2,0,3,1,19,0,2,0,5,1,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
363,ABL,bp_long,4,0,Because it could go either way depending on your beliefs,584498633,4,4,4,2,2,0,3,1,30,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
364,ABL,bp_long,4,0,"Science is developing so fast, hard too keep up with science",137135973,3,4,4,2,2,0,3,1,55,1,3,0,4,1,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
365,ABL,bp_long,4,0,There is nothing negative,-711900637,4,4,5,1,1,1,1,0,43,1,4,1,5,1,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
366,ABL,bp_long,4,0,Didnot understand,301429760,4,4,4,2,2,0,2,0,34,1,2,0,2,0,10,0,1,SA&WC,0,0,1,0,0.00,HiToLo
367,ABL,bp_long,2,1,He is dealing with peoples lives.  This experiment needs to be performed for a less risky procedure.,1825446040,5,4,3,3,2,0,3,1,26,0,2,0,3,0,12,0,0,SA&WC,0,0,0,0,0.00,HiToLo
368,ABL,bp_long,2,1,Because they all should be done by professionals. Nor just a sense of lack for the daviee,-532352747,2,4,2,4,2,0,2,0,23,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
369,ABL,bp_long,2,1,Because he can easily do both. He also needs classes. You can easily ignore something you see everyday. Remind people in many different ways.,-360498966,4,4,4,2,2,0,5,0,41,1,3,0,2,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
370,ABL,bp_long,2,1,Painful any uncomfortable,1195898611,4,4,3,3,2,0,4,0,32,0,6,1,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
371,ABL,bp_long,2,1,"When it comes to medical procedures, doctors should follow similar/same protocol. And unless someone is volunteering or aware that they're under these circumstances, which seems like test/experiment, I'm not sure it seems okay.",57737378,2,1,4,2,2,0,3,1,31,0,3,0,5,1,5,0,0,SA&WC,0,0,0,0,0.00,HiToLo
372,ABL,bp_long,2,1,That's like treating people like guinea pigs!..just as bad as testing on animals.,-871088092,4,3,3,3,2,0,2,0,38,1,3,0,2,0,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
373,ABL,bp_long,2,1,I don't believe that is safe considering the statement saying this can be very deadly to patients. There also isn't a control group present.,500256191,4,3,4,2,2,0,4,0,20,0,4,1,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
374,ABL,bp_long,2,1,Because some of the patients wouldn't be able to survive the decise,-422179225,4,4,4,2,1,1,2,0,19,0,3,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
375,ABL,bp_long,2,1,It is not ethical for healthcare professionals to knowingly put their patients in harms way. If these patients develop infections they could suffer complications or even die from sepsis. This facility could use evidence based practice and implement standards precautions or provide more training to its employees. It was also not stated if the patients consented to be part of this experiment. If they did not this is definitely not ethically or morally right.,-1039687677,5,1,5,1,2,0,3,1,24,0,3,0,2,0,7,1,0,SA&WC,4,0,0,0,0.00,HiToLo
376,ABL,bp_long,2,1,Because I believe that it is a matter of like trial and error. Waste of time.,-1083927290,4,1,2,4,2,0,5,0,31,0,4,1,-1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
377,ABL,bp_long,2,1,I feel like they should take another route doing the treatments.,-1434665667,4,3,3,3,1,1,3,1,26,0,2,0,5,1,10,1,0,SA&WC,1,0,0,0,0.00,HiToLo
378,ABL,bp_long,2,1,I believe that if your not 100% sure it will cure then why risk peoples lives,1470595680,3,3,3,3,2,0,2,0,22,0,3,0,1,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
379,ABL,bp_long,2,1,Because people could get infected and then infection could be passed to other people because it hasn't been treated ..they should test it on themselves to see if it work and if it does work then we use it.,235884449,4,4,3,3,1,1,2,0,30,0,4,1,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
380,ABL,bp_long,2,1,"As the doctor's intention was to save lives, he needed legal permission from each patient to preform a different operation. The patient needs to agree to have treatment.",-534644540,3,3,3,3,2,0,5,0,19,0,2,0,3,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
381,ABL,bp_long,5,0,Medicine has come far so less chance of infection and it saves lives,1212621418,4,3,3,3,1,1,3,1,23,0,2,0,-1,0,10,1,0,SA&WC,2,0,0,0,0.00,HiToLo
382,ABL,bp_long,5,0,I believe it's important to know who is operating on you and that they are qualified.,1062609494,5,3,5,1,2,0,3,1,21,0,4,1,1,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
383,ABL,bp_long,5,0,Right thing to do,-1809941729,3,3,5,1,2,0,-1,0,33,0,3,0,3,0,7,0,0,SA&WC,0,0,0,0,0.00,HiToLo
384,ABL,bp_long,5,0,He should have 3 study  on with everyone one with poster and the other with paper,-1620359843,1,1,1,5,2,0,3,1,21,0,3,0,1,0,7,1,0,SA&WC,1,0,0,0,0.00,HiToLo
385,ABL,bp_long,5,0,I chosen that answer cause if it saves lives then what ever the best way for the proseser is then do it that way if it saves lives they should also study to make sure it's a right thing to do first,1652697535,3,5,3,3,2,0,1,0,20,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
386,ABL,bp_long,5,0,A year long study should give accurate results.,-2138907328,3,1,5,1,1,1,2,0,37,1,2,0,-1,0,5,0,0,SA&WC,0,0,0,0,0.00,HiToLo
387,ABL,bp_long,5,0,He is saying that he will treat the patients with the best way that is safe for everyone. I think his decision is very appropriate.,940167663,5,5,5,1,1,1,3,1,54,1,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
388,ABL,bp_long,5,0,Just my opinion,-1193124090,5,4,2,4,2,0,3,1,41,1,2,0,-1,0,13,0,0,SA&WC,0,0,0,0,0.00,HiToLo
389,ABL,bp_long,5,0,It's easy and convenient,1528728950,2,4,4,2,2,0,4,0,28,0,4,1,5,1,8,0,0,SA&WC,0,0,0,0,0.00,HiToLo
390,ABL,bp_long,5,0,It's important,1437529298,3,3,3,3,2,0,3,1,35,1,3,0,4,1,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
391,ABL,bp_long,5,0,Because we should be able to flip the badge over and see all of their standards and qualifications they have,-1702261315,4,5,4,2,2,0,3,1,55,1,2,0,3,0,11,0,1,SA&WC,0,0,1,0,0.00,HiToLo
392,ABL,bp_long,5,0,It's important to the doctors to find out what's wrong with you're health. It could save you're life.,1052118789,5,5,5,1,2,0,2,0,22,0,2,0,1,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
393,ABL,bp_long,5,0,Cause it's the best one,648239393,3,3,2,4,2,0,2,0,19,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
394,ABL,bp_long,5,0,I choose that answer because in the medical.field in order to succeed experiments shall be made. We need to do trial and error in order to achieve the desired success.,-1023275854,3,3,3,3,2,0,2,0,19,0,3,0,2,0,9,0,0,SA&WC,0,0,0,0,0.00,HiToLo
395,ABL,bp_long,5,0,Because it creates important information readily available to others.  It promotes safety.,1130443920,5,3,4,2,1,1,3,1,41,1,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
396,ABL,bp_long,5,0,No,-1893528933,1,1,3,3,2,0,3,1,28,0,4,1,3,0,5,0,0,SA&WC,0,0,0,0,0.00,HiToLo
397,ABL,bp_long,5,0,Because he's trying to make new ways and lots of possibilities to make people sick be safe.,2118517469,5,4,2,4,2,0,2,0,19,0,1,0,-1,0,13,0,0,SA&WC,0,0,0,0,0.00,HiToLo
398,ABL,bp_long,5,0,I tbink it was a responsible and impirtant desicion,-538401449,5,1,1,5,2,0,2,0,37,1,2,0,2,0,11,0,0,SA&WC,0,0,0,0,0.00,HiToLo
399,ABL,bp_long,5,0,So the patient doesn't die.,-1543446041,4,4,4,2,1,1,3,1,30,0,2,0,1,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
400,ABL,bp_long,5,0,It will comfort the patients to know that it has been experimented before and no places for risks when they do it.,995683356,3,4,4,2,2,0,5,0,20,0,2,0,-1,0,9,1,0,SA&WC,1,0,0,0,0.00,HiToLo
401,ABL,bp_long,5,0,People are more comfortable knowing what a doctor is able to do to save someone's life.,-1126532998,1,1,4,2,2,0,3,1,38,1,2,0,1,0,4,1,0,SA&WC,1,0,0,0,0.00,HiToLo
402,ABL,bp_long,5,0,Because the doctor was simply testing to see which mode of getting information to patients worked the best. This is a good thing and does not affect the success of the procedure only whether or not the patient understands its risks.,-1818153784,5,3,4,2,2,0,3,1,27,0,6,1,3,0,10,0,0,SA&WC,0,0,0,0,0.00,HiToLo
