pid,cond,condLabel,dv,dv_binary,FreeResponse,Duration,ResponseId,Sex,SexBinary1Male,Race/Ethnicity,RaceBinary1White,Age,AgeBinary1Old,Education,EducationBinary1Degree,Income,IncomeBinary1HighInc,MarkedForExclusion,whoMarked,repeat_pollfish,reversal_pollfish,misunderstand_pollfish,nonsense_pollfish,pole_pollfish,poleOrderPollfish,Misunderstand,IrrelUnclearOther
278,AB,Drug.AB,5,0,Hes trying to figure out what the best medicine is,18,945308613,male,1,hispanic,0,35,1,postgraduate,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
279,AB,Drug.AB,1,1,So he can see what drug is better,42,2036887194,male,1,white,1,53,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
280,AB,Drug.AB,2,1,As long as the medication is safe,34,-968927834,male,1,hispanic,0,59,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
281,AB,Drug.AB,5,0,He is trying to come to the conclusion based on his research and will proceed only with the best amongst the 2 medicines.,69,1045473700,male,1,asian,0,32,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
282,AB,Drug.AB,5,0,The best way to see which is better,19,1524716210,female,0,white,1,46,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
283,AB,Drug.AB,2,1,Because you should have more studies on a medication before giving it out to patients,27,1468881218,female,0,white,1,33,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
284,AB,Drug.AB,4,0,I chose that option because he's testing the medication to see what one has the best results.  He wants to make sure it doesn't have bad side effects and helps the pati2nts,40,-1160579506,female,0,white,1,27,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
285,AB,Drug.AB,5,0,He is trying to get the best results for his patients,22,-941630018,male,1,white,1,35,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
286,AB,Drug.AB,4,0,"I believe it's best to use the one with the best outcome , but not everyone is the same and can handle the drug the same as the next person",52,463151669,female,0,white,1,41,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
287,AB,Drug.AB,1,1,Because he is using people to test a drug and the people are not being told . That's not the way to test a drug,79,-1963304788,male,1,latino,0,28,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
288,AB,Drug.AB,4,0,Seems the same as the way they run other trials for medication,19,-1097286222,female,0,white,1,32,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
289,AB,Drug.AB,5,0,Tests are necessary to find truth,21,366005478,male,1,hispanic,0,23,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
290,AB,Drug.AB,1,1,Excited,6,196661244,male,1,white,1,30,0,high_school,0,high_iii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
291,AB,Drug.AB,4,0,I did,16,1014717462,male,1,hispanic,0,29,0,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
292,AB,Drug.AB,1,1,Good,9,-820229081,female,0,asian,0,33,0,middle_school,0,middle_ii,1,1,SA&WC,0,0,0,1,fixed,LoToHi,,
293,AB,Drug.AB,2,1,Because I don’t,14,1930841100,male,1,asian,0,38,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
294,AB,Drug.AB,5,0,Bc doctor's help people,13,1904073909,female,0,white,1,21,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
295,AB,Drug.AB,5,0,I chose this option because it ant pin potting Anny drug,63,1567543888,female,0,white,1,46,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
296,AB,Drug.AB,5,0,Idk,2,-1772528184,female,0,white,1,21,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
297,AB,Drug.AB,4,0,I don't think he's doing anything bad or unethical. He's doing an experiment to see which medicine is better and then using that information to hopefully be able to help future patients better.,95,639406311,female,0,white,1,21,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
298,AB,Drug.AB,3,0,Because sometimes the Doctor wants the patient to try their way before they prescribed medicine to their patient.,91,1954685851,female,0,white,1,51,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
299,AB,Drug.AB,4,0,It's for a good reason I guess,27,1205495814,male,1,white,1,27,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
300,AB,Drug.AB,1,1,Medication should be prescribed on an individual basis. People react to medications differently so there is no one size fits all.,284,-949540400,male,1,white,1,37,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
301,AB,Drug.AB,3,0,"I think there are definitely two sides to the story and he made the best, most ethical, decision given the circumstances.",47,1446137975,male,1,white,1,38,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
302,AB,Drug.AB,3,0,None,8,455910721,female,0,asian,0,32,0,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
303,AB,Drug.AB,4,0,This could be good for patients,33,1151606358,male,1,hispanic,0,28,0,high_school,0,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
304,AB,Drug.AB,5,0,Because he isn't hurting anyone.,32,-599329996,female,0,white,1,28,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
305,AB,Drug.AB,2,1,I don't think it's the right thing,32,411336245,female,0,white,1,35,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
306,AB,Drug.AB,1,1,I do t know,11,-24326704,female,0,white,1,27,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
307,AB,Drug.AB,5,0,Because he is able to find out which medication is better for the patients,24,509454978,male,1,black,0,45,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
308,AB,Drug.AB,1,1,It takes real world trials to find out what chemicals works best with a large group of test subjects.,57,1517431386,female,0,white,1,39,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
309,AB,Drug.AB,3,0,Not sure its a logical way to presribe medication seeing as how each person is different,63,-763626589,female,0,white,1,49,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
310,AB,Drug.AB,3,0,Unknown,29,-444757682,male,1,white,1,45,1,high_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
311,AB,Drug.AB,2,1,Drugs are bad,23,-124810307,female,0,hispanic,0,48,1,middle_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
312,AB,Drug.AB,4,0,If his patients have a better result long term with one drug over the other then it would be wise to only prescribe that drug.,53,180176017,female,0,white,1,38,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
313,AB,Drug.AB,4,0,"It's hard to agree or disagree fully, it's a study being done on humans but without these kind of studies doctors wouldn't be able to do their jobs effectively",69,19938973,female,0,white,1,36,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
314,AB,Drug.AB,4,0,Some people would do better on one drug rather than the other. He should look at the individual and decide what to prescribe.,45,1739817629,female,0,white,1,35,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
315,AB,Drug.AB,5,0,Logical,16,137925433,male,1,hispanic,0,54,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
316,AB,Drug.AB,5,0,It sounds like a good idea.,10,439473998,female,0,white,1,36,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
317,AB,Drug.AB,2,1,That should be only for new patients.,24,-1200359623,female,0,hispanic,0,40,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
318,AB,Drug.AB,3,0,I don’t,3,1317335935,female,0,asian,0,25,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
319,AB,Drug.AB,4,0,Because he makes since and is trying to make things better for consumers,19,557472966,female,0,white,1,31,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
320,AB,Drug.AB,3,0,Not sure,4,-2015990271,female,0,white,1,30,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
321,AB,Drug.AB,5,0,Because it shows he cares for the outcome of his patients and just won’t give them crap. He wants to make sure they get the best treatment,34,1013263074,male,1,white,1,19,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
322,AB,Drug.AB,5,0,Drugs are bad if they are not monitored appropriately but when a caring doctor is monitoring and tracking down your progress medication can work wonderfully,48,854003995,male,1,hispanic,0,30,0,postgraduate,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
323,AB,Drug.AB,4,0,If both have the same side effects and target the same thing I do not foresee this being a problem. But if people’s bodies can respond different ways then perhaps it is not the BEST idea to only prescribe one option after the year.,55,-1305979857,female,0,white,1,27,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
324,AB,Drug.AB,3,0,"It could benefit so worth trials, but also not a calculated method",27,1165810594,female,0,white,1,32,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
325,AB,Drug.AB,1,1,"Sample size not nearly large enough. Not enough factors taken into account. Age, health, etc",34,1279908282,male,1,white,1,27,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
326,AB,Drug.AB,3,0,I don’t know,12,599278975,male,1,white,1,56,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
327,AB,Drug.AB,5,0,He makes the right decision.It is very good for victims,30,1869077846,male,1,asian,0,26,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
328,AB,Drug.AB,4,0,"The side effects seem to be minimal on both, and both are affordable-it seems that it is ok to do that",45,1531074050,female,0,white,1,39,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
329,AB,Drug.AB,1,1,because it is a professionally responsible opinion,109,1471921808,male,1,white,1,40,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
330,AB,Drug.AB,1,1,because the ones that are getting the more ineffective drug weren't given a choice.,16,-1845131262,female,0,white,1,42,1,postgraduate,1,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
331,AB,Drug.AB,4,0,Dr Jones seems to be putting his patients first by wanting to give them the best medication. Since either A or B is considered effective why not run a trial to see the difference?,74,-1505740543,male,1,white,1,65,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
332,AB,Drug.AB,1,1,"i dont think it is fair to the patient that i not getting pill they think they are getting, he needs to ask the patient first if they want to participatel",51,909818311,female,0,white,1,70,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
333,AB,Drug.AB,4,0,As long as the patients agree to the plan I think it's ok,50,1217517194,female,0,white,1,52,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
334,AB,Drug.AB,4,0,I don't know,13,-1665759392,male,1,prefer_not_to_say,,16,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
335,AB,Drug.AB,1,1,Because he needs to ask for consent first.,9,-1942626346,female,0,asian,0,19,0,university,1,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
336,AB,Drug.AB,5,0,because it says the awareness that's required to be safe and be more conscious regarding our everyday life,85,1421271365,male,1,white,1,48,1,university,1,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
337,AB,Drug.AB,4,0,I think it's ok as long as he informs his patients what he is doing.,33,-2096732019,female,0,white,1,52,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
338,AB,Drug.AB,2,1,That is a pretty random way to test medication. IT would be important for patients to know that they were being used as a test,39,1798671042,male,1,white,1,53,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
339,AB,Drug.AB,2,1,He's using real patients to experiment without their consent our knowledge.,34,836299021,male,1,multiracial,0,38,1,postgraduate,1,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
340,AB,Drug.AB,2,1,The doctor should not experiment with his paitents,49,173099390,female,0,white,1,54,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
341,AB,Drug.AB,2,1,Because he shouldn't use his patients to be test subjects. He should have called other Dr's and ask their opinion before doing that,62,-1468364430,male,1,white,1,31,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
342,AB,Drug.AB,1,1,"My thought is if a patents medication is working (medication A), then another Doctor at a clinic should prescribe the medication regard less of other brand or generics available. Also if a Doctor was to iniate a random study, patients should be advised of  or given the opportunity opt in/out  a random study. Especially since their medication therapy will change.",320,738227200,male,1,white,1,45,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
343,AB,Drug.AB,4,0,"Although, it will ultimately benefit the patients, it's unethical to experiment on patients directly without their known consent",77,590549788,male,1,hispanic,0,26,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
344,AB,Drug.AB,4,0,Because if there is another way to control it other then pills that would be great,31,-130542840,female,0,white,1,54,1,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
345,AB,Drug.AB,2,1,That's no way to deal with blood pressure issues. It appears like this doctor uses patients as lab rats,51,-554465511,female,0,white,1,51,1,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
346,AB,Drug.AB,4,0,because i use marihuana,25,908617461,male,1,hispanic,0,36,1,high_school,0,middle_ii,1,1,SA&WC,0,0,0,1,fixed,LoToHi,,
347,AB,Drug.AB,3,0,Like,0,1635957429,male,1,hispanic,0,51,1,middle_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
348,AB,Drug.AB,3,0,No,5,-135630274,female,0,hispanic,0,43,1,middle_school,0,lower_i,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
349,AB,Drug.AB,2,1,"It is inappropriate if the patients are not consenting to his research, and should be made aware of all treatment options available to them.",46,622132615,female,0,white,1,29,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
350,AB,Drug.AB,3,0,Dunno. I just don't know,27,-701974396,male,1,prefer_not_to_say,,60,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
351,AB,Drug.AB,4,0,Im not big on that stuff,26,947128877,male,1,white,1,35,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
352,AB,Drug.AB,4,0,"To see which works best, that's a good test to see. However, everybody is different and should be given the drugs that wok best for them.",47,795189914,female,0,white,1,38,1,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
353,AB,Drug.AB,3,0,Seems right,8,583280829,male,1,black,0,40,1,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
354,AB,Drug.AB,2,1,Bc idk,5,-1757085453,female,0,white,1,20,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
355,AB,Drug.AB,4,0,I think it's a good idea. Just ask for volunters first. That way he can use the most effective medicine.,112,10250940,male,1,hispanic,0,35,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
356,AB,Drug.AB,1,1,He makes sense to me,9,691516889,female,0,black,0,31,0,university,1,lower_ii,0,1,SA&WC,0,1,0,0,fixed,LoToHi,,
357,AB,Drug.AB,4,0,Because he used random assignment to figure out which treatment works on each patient. And having randomly selected these individuals.,36,-704894994,female,0,white,1,23,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
358,AB,Drug.AB,2,1,Bc he is crazy,14,-1811592094,female,0,white,1,29,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
359,AB,Drug.AB,2,1,Doesnt seem right,10,617614572,male,1,white,1,40,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
360,A,Drug.A,1,1,"I choose that the Doctors choice is very inappropriate. I choose that because it isn't fair that he, one single being, decides how I should be treated, with medicine, by my tolerance level.",105,-867635904,female,0,black,0,20,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
361,A,Drug.A,5,0,Good dictor,17,1570874951,female,0,hispanic,0,25,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
362,A,Drug.A,1,1,Because it's true,16,798810913,male,1,arab,0,25,0,university,1,high_iii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
363,A,Drug.A,1,1,I love it,10,-1101418475,male,1,white,1,39,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
364,A,Drug.A,5,0,He wants to use one medication for his patients to ensure safety.I think its a great idea,88,-1060552394,female,0,white,1,29,0,high_school,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
365,A,Drug.A,3,0,Because it says either drug is fine,13,924982527,female,0,white,1,50,1,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
366,A,Drug.A,3,0,It’s all trial and error for each person,22,-127793094,female,0,white,1,33,0,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
367,A,Drug.A,4,0,He has 2 options,11,-88475795,female,0,asian,0,33,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
368,A,Drug.A,3,0,I mean if both the medicine helps and and showing no side affects and both affordable. Why would it be in appropriate,106,801642010,male,1,white,1,30,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
369,A,Drug.A,1,1,Because he's very important,12,1559787467,female,0,prefer_not_to_say,,20,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
370,A,Drug.A,2,1,Because I don't,21,-2037010495,female,0,white,1,33,0,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
371,A,Drug.A,4,0,Since both meds are tolerable and work it seems appropriate. However some should get  B to provide diversity,86,852418032,male,1,white,1,68,1,university,1,high_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
372,A,Drug.A,3,0,Not sure,42,-366988091,female,0,prefer_not_to_say,,44,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
373,A,Drug.A,5,0,"It both drugs are affordable, equally effective, and approved by the FDA, then I think it is appropriate for any medical doctor to use his/her discretion for which drug they choose to prescribe.",75,-843699724,female,0,latino,0,56,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
374,A,Drug.A,3,0,Na,3,-1529959669,female,0,prefer_not_to_say,,22,0,university,1,lower_ii,0,1,SA&WC,0,0,0,1,fixed,LoToHi,,
375,A,Drug.A,1,1,I don't know,3,2072808273,female,0,black,0,29,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
376,A,Drug.A,1,1,Medications are bad,14,-1472385212,female,0,black,0,29,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
377,A,Drug.A,2,1,I feel like one doctor's opinion shouldn't outweigh the others. Is he the most qualified in his office to make said decision?,44,834026781,female,0,other,0,31,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
378,A,Drug.A,2,1,Comparable drugs both both unexensive most tolerable side effects flip a coin makes no difference which you use.,75,-852520123,male,1,white,1,71,1,university,1,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
379,A,Drug.A,3,0,He’s the doctor. He knows what his patients can and can’t handle.,16,1130697693,female,0,white,1,23,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
380,A,Drug.A,4,0,I think it’s appropriate because it’s the doctors job to do what they think is best for the patient. Is the other doctor wrong for using the other drug? No. They both just have their own preferences.,33,1215883433,female,0,white,1,22,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
381,A,Drug.A,5,0,If he thinks this medicine is helpful then why not prescribe it,28,1715646179,female,0,white,1,53,1,university,1,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
382,A,Drug.A,3,0,It's either a good or bad thing. Nothing is appropriate,25,-1606655667,male,1,white,1,27,0,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
383,A,Drug.A,3,0,I'm not too imformed on the subject,37,-1155458110,female,0,hispanic,0,31,0,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
384,A,Drug.A,3,0,Because none of it made sense. The drugs are supposed to be the same but try say they are different.,50,2136842467,female,0,white,1,34,1,university,1,lower_i,0,1,SA&WC,0,0,1,0,fixed,LoToHi,,
385,A,Drug.A,3,0,Each Dr. Has his on opinion.,39,161298970,female,0,white,1,62,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
386,A,Drug.A,1,1,I choose this option because it makes since. I see nothing wrong with what the doctor us doing.,32,-1785896981,female,0,hispanic,0,20,0,high_school,0,lower_i,0,1,SA&WC,0,1,0,0,fixed,LoToHi,,
387,A,Drug.A,5,0,he was within his abilities and soing what a good doctor should based upon his experiences,76,1284689434,male,1,white,1,33,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
388,A,Drug.A,5,0,Because it's the most logical,14,1599869600,male,1,hispanic,0,28,0,postgraduate,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
389,A,Drug.A,1,1,Every person is different!,11,925144141,male,1,white,1,58,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
390,A,Drug.A,5,0,"If both A and B are effective and patients can handle side effects, I think choosing either drug would be fine. Unless he should decide on a patient by patient basis",56,-1192588509,female,0,white,1,29,0,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
391,A,Drug.A,3,0,Because I really dont have an opinion,18,1794661988,female,0,white,1,36,1,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
392,A,Drug.A,3,0,He is trying to help his patients. Both A & B work the same & are both affordable. So he,46,-1329007363,female,0,white,1,21,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
393,A,Drug.A,4,0,"I don't know all the facts, but as long as a doctor is providing affordable and medically appropriate medicine to treat patients then it's fine.",85,16554688,male,1,white,1,37,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
394,A,Drug.A,5,0,Because he is prescribing what he thinks will help the patient.,53,1175267451,female,0,white,1,45,1,university,1,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
395,A,Drug.A,5,0,If they are about the same and same side effects,21,1790785544,female,0,white,1,45,1,vocational_technical_college,0,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
396,A,Drug.A,1,1,Important,70,14913155,female,0,prefer_not_to_say,,39,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
397,A,Drug.A,5,0,Taking the needs of the patients in consideration. Putting patients first,29,716079719,female,0,white,1,35,1,postgraduate,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
398,A,Drug.A,4,0,Just because,8,-795904186,male,1,white,1,35,1,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
399,A,Drug.A,1,1,Like,32,444448224,male,1,asian,0,32,0,middle_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
400,A,Drug.A,1,1,because the choice was inappropriate in my opinion,32,1509770885,female,0,white,1,25,0,university,1,middle_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
401,A,Drug.A,3,0,There's nothing wrong with his choice since both medicine can be used. It's just a matter of opinion.,32,-1348521524,female,0,prefer_not_to_say,,28,0,university,1,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
402,A,Drug.A,5,0,It sounded like a drug baby was going to have more side effects and probably bad for the patient,16,136294767,female,0,white,1,29,0,vocational_technical_college,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
403,A,Drug.A,5,0,It's a better solution and a better for health reasons,30,-997946530,female,0,white,1,34,1,vocational_technical_college,0,high_i,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
404,A,Drug.A,3,0,Because both have side affects,25,-1647423469,female,0,hispanic,0,64,1,vocational_technical_college,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
405,A,Drug.A,1,1,Just cause,15,-2069251741,male,1,white,1,33,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
406,A,Drug.A,4,0,Cause alot of people dont have insurance so they can't pay for meds or the meds are to expensive for peioke to pay,42,-2061586342,female,0,white,1,36,1,high_school,0,middle_ii,1,0,SA&WC,0,0,0,0,fixed,LoToHi,,
407,A,Drug.A,4,0,He feels it is a better option,18,-1699421022,female,0,white,1,26,0,vocational_technical_college,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
408,A,Drug.A,5,0,Both a and b work effectively good choice,100,997844903,male,1,white,1,51,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
409,A,Drug.A,3,0,It's the doctors choice to give better care to their patients,51,-1847341391,male,1,other,0,41,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
410,A,Drug.A,1,1,Government drugs are to not be trusted,29,-788278269,male,1,black,0,24,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
411,A,Drug.A,3,0,I feel that if both work the same with the same side effects that it doesn't matter which one the patient gets. If the side effects are different then the patient should choose,74,-689928830,male,1,white,1,28,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
412,A,Drug.A,2,1,Because they need for studies done,17,1528924698,female,0,white,1,33,0,high_school,0,lower_i,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
413,A,Drug.A,4,0,Thing s could have turned out different,55,-1072490338,male,1,white,1,44,1,high_school,0,prefer_not_to_say,,0,SA&WC,0,0,0,0,fixed,LoToHi,,
414,A,Drug.A,3,0,It would depend on how many times the patient had been seen before and by how many other doctors. I think it would be a bit of negligence to just prescribe whichever medication you felt fit the patient without looking at their medical records to see what they're already taking regardless of whether it will interfere or cause issues with a mix why do it before stopping the other medication. If the patient had not yet been taking any other medication then why not sounded like he had a reasonable reason to give her medication a,61,-1234054801,male,1,white,1,34,1,high_school,0,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
415,A,Drug.A,2,1,I don't know that much about habing blood pressure,32,-1323126838,female,0,white,1,54,1,university,1,lower_ii,0,0,SA&WC,0,0,0,0,fixed,LoToHi,,
