Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.How appropriate is the director's decision?","Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.How appropriate is the director's decision?","In a couple of sentences, please tell us why you chose the option you chose.",What is your sex?,What race/ethnicity do you consider yourself? Check all that apply.,,,,,What is your age (in years)?,What is the highest level of education you have received?,What is the total annual income from everyone in your household?,God or some type of nonhuman entity is in control of the events in the universe.,"We believe too often in science, and not enough in feelings and faith.",Knowledge can best be obtained through scientific research.,"Thank you for participating in our study. Your confirmation code to enter into Mechanical Turk is 8X43TW0R5. Please copy this code down so that you may enter it into Mechanical Turk to receive credit for your participation.If you have any additional comments on this study, you may enter them into the text box below (optional)."
6297143573,159625497,07/18/2017 01:42 PM,07/18/2017 01:47 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",2,I feel that the safety precaution print should be uniform ,2,1,,,,,43,4,4,2,2,2,none
6297143189,159625497,07/18/2017 01:42 PM,07/18/2017 01:45 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,A patient deserves to know the risks involved with this procedure. Safety precautions will ensure less infections.,2,,,3,,,46,3,3,3,3,3,
6297143131,159625497,07/18/2017 01:38 PM,07/18/2017 01:47 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,i do not see anything unethical about the director's decision,2,1,,,,,30,3,2,3,4,2,
6297142287,159625497,07/18/2017 01:41 PM,07/18/2017 01:43 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,It's good information for the patients to know. ,1,,,3,,,32,6,6,3,5,1,
6297142129,159625497,07/18/2017 01:41 PM,07/18/2017 01:44 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,"The director is interested in saving patients from infection. However, there is no mention of telling the patients about the experiment.",2,,,3,,,48,4,6,2,4,2,
6297140180,159625497,07/18/2017 01:40 PM,07/18/2017 01:42 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,"I think that the patient should receive the risk information in the same way, this is not something that should be experimented with. ",2,,,3,,,43,4,3,1,4,2,
6297139109,159625497,07/18/2017 01:40 PM,07/18/2017 01:42 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,It seems like it would be a good idea. A patient that knows what they are going to go through will be more calm and feel better about the procedure.,1,,,3,,,29,3,4,3,3,1,
6297137719,159625497,07/18/2017 01:34 PM,07/18/2017 01:41 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,I think the risk is fairly low in either case. I don't know enough about the topic to judge much further.,2,,,3,,,44,3,2,5,5,2,
6297137613,159625497,07/18/2017 01:39 PM,07/18/2017 01:40 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,Both ways show the precautions that one may take with the procedure.,1,,,3,,,31,4,2,2,3,3,
6297136368,159625497,07/18/2017 01:38 PM,07/18/2017 01:40 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",1,This doesn't seem ethical if you are exposing a group to a potentially more dangerous outcome. ,2,,,3,,,36,4,6,2,4,1,
6297135853,159625497,07/18/2017 01:38 PM,07/18/2017 01:49 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",1,"It is very inappropriate, because the experiment is based on performing a treatment with a procedure that even sickens people instead of curing them.",1,,,3,,,28,4,4,4,3,2,
6297135415,159625497,07/18/2017 01:36 PM,07/18/2017 01:40 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",1,This is people's lives he is playing with. They shouldn't just give half and have a doctor follow a poster instead of the proper training and procedures.,2,,,3,,,33,4,4,1,2,3,
6297135288,159625497,07/18/2017 01:38 PM,07/18/2017 01:39 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",1,Humans arent test subjects,1,,,3,,,25,4,4,5,5,1,
6297135237,159625497,07/18/2017 01:38 PM,07/18/2017 01:39 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,I believe it would give a detailed POV on how some patients would react to the readily available info.,1,,2,3,,,19,2,2,3,4,1,
6297135218,159625497,07/18/2017 01:38 PM,07/18/2017 01:42 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,The doctors are all receiving the instructions but by a different method.  There is nothing wrong with deciding which method works best by trying them out.,2,,,3,,,69,3,1,1,2,1,
6297134747,159625497,07/18/2017 01:37 PM,07/18/2017 01:42 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",1,I think patients should first have the choice if they want to participate in the experiment. And a Dr. who has to reach for his ID badge each time before a procedure has more of a chance of infecting patients from germs on his ID badge than from a Dr who is looking on the wall for directions. I also think Dr's should know the procedure by memory.,2,,,3,,,47,3,6,4,5,1,
6297134390,159625497,07/18/2017 01:37 PM,07/18/2017 01:39 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,"Since the instructions are the same, but only the delivery method for the instructions different, I think it's fair because patients are theoretically receiving the same treatment. At this point, it's not known which method will lead to better outcomes, so you're not consciously putting any patients at a disadvantage by trying something out.",1,,,3,,,46,4,4,3,4,1,
6297133952,159625497,07/18/2017 01:37 PM,07/18/2017 01:41 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,"in this field of work, small details matter. one wrong move can kill someone.",1,,,,4,,36,3,2,5,3,2,
6297133740,159625497,07/18/2017 01:37 PM,07/18/2017 01:39 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,I think it will serve as a reminder to follow all of the safety precautions.,2,,,3,,,29,3,2,2,3,2,
6297132635,159625497,07/18/2017 01:36 PM,07/18/2017 01:38 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,Makes sense. Who could argue otherwise?,1,,,3,,,59,4,1,5,5,1,
6297132475,159625497,07/18/2017 01:36 PM,07/18/2017 01:38 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",4,You can never be too safe.,1,,2,,,,34,6,3,3,5,1,
6297132428,159625497,07/18/2017 01:36 PM,07/18/2017 01:37 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,He's experimenting on people without their consent.,2,,2,,,,32,3,3,3,3,3,
6297131849,159625497,07/18/2017 01:36 PM,07/18/2017 01:39 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",4,"It seems slightly inappropriate because it could harm patients. However, they are both given instructions, just in different ways, so it seems like it could be ethical.",2,,,3,,,33,2,2,1,2,4,
6297130848,159625497,07/18/2017 01:35 PM,07/18/2017 01:37 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",2,"It would make me feel nervous if a doctor had to wear his instructions on a badge. It seems like a good idea in theory, but I would rather he just remember.",2,,,3,,,53,3,1,3,4,2,
6297130748,159625497,07/18/2017 01:35 PM,07/18/2017 01:38 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",3,"This would depend on the other variables that are not present here.  As a Registered Nurse, I know that some variables can make people more prone to infection so it would be dependent on having more knowledge and a more thorough experiment.",2,,,3,,,38,3,4,5,4,1,
6297130223,159625497,07/18/2017 01:35 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",4,it's good because people can know what theyre getting into,2,,,3,,,24,4,4,2,4,1,
6297129162,159625497,07/18/2017 01:35 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,It is always a good idea to take extra precautions to ensure the safety of patients.  I personally would like to know that I am in good hands with a doctor that is experienced.,1,,,3,,,33,4,1,1,1,5,
6297128899,159625497,07/18/2017 01:34 PM,07/18/2017 01:37 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,he is being transparent,2,,,,4,,25,6,6,3,3,3,
6297128816,159625497,07/18/2017 01:34 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,I think it's ok because the same information is available either way and they know how to access it,2,1,,,,,30,3,2,5,4,3,
6297128451,159625497,07/18/2017 01:34 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",1,"In this study, all patients run the risk of infection over the course of a year. The test period could be shorter, or the variable to lower the risk could be  more aggressive than signage.",2,,,3,,,38,6,2,5,5,1,
6297128130,159625497,07/18/2017 01:34 PM,07/18/2017 01:35 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",1,"That won't help at all in the situation. The doctor will be distracted trying to read the badge, and they might contaminate their hands if they touch the badge and then their tools. They should know the precautions by heart.",2,,,,4,,29,4,6,5,5,1,
6297127481,159625497,07/18/2017 01:31 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",3,I don't think I understand why this would need to be implemented. A doctor should already know the standard safety procedures if they are performing this procedure. ,2,,,3,,,31,4,3,5,5,1,none
6297127371,159625497,07/18/2017 01:33 PM,07/18/2017 01:37 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",1,A hospital can't just choose to conduct their own research like this. They need to be implementing one protocol and not using their patients as unknowing lab rats.,2,,2,3,,,41,2,4,1,4,1,
6297127102,159625497,07/18/2017 01:34 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,"There are few, if any, possible negative outcomes from this decision, and it may reduce the risk of infections if employees are reminded of the precautions.",1,,,3,,,35,4,2,5,5,1,
6297126923,159625497,07/18/2017 01:33 PM,07/18/2017 01:35 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",4,I think it alerts patients to their procedure. They will have more awareness.,2,,2,,,,22,4,3,2,2,3,
6297126472,159625497,07/18/2017 01:33 PM,07/18/2017 01:35 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,It seems like it may be putting the patient's lives at risk to vary whether or not they see the necessary safety precautions.,1,,,3,,,23,4,2,5,5,2,
6297126225,159625497,07/18/2017 01:33 PM,07/18/2017 01:34 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,its good to have to informatin easily accessable ,1,,,3,,,31,4,2,3,4,4,
6297125968,159625497,07/18/2017 01:33 PM,07/18/2017 01:38 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",2,"I think having a meeting about it is sufficient. Besides, patients might think they're incompetent if they're caught reading the procedure.",1,,,,4,,40,4,6,5,5,1,
6297125861,159625497,07/18/2017 01:33 PM,07/18/2017 01:35 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",2,I don't think he should use actual patients for experiments. That is immoral.,1,,,,4,,25,4,5,2,4,2,
6297125806,159625497,07/18/2017 01:28 PM,07/18/2017 01:34 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to hang a poster with a list of standard safety precautions for this procedure in all procedure rooms. All patients having this procedure will then be treated in rooms with this list posted on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",5,I see nothing wrong with hanging safety procedure posters.,1,,,3,,,35,4,4,5,5,1,
6297124566,159625497,07/18/2017 01:32 PM,07/18/2017 01:34 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",1,Doctors are very well trained in preventing infections. Having these directions printed on their badges makes it seem like they are unqualified to be doing their job,1,,,3,,,30,6,6,3,3,2,
6297123583,159625497,07/18/2017 01:32 PM,07/18/2017 01:35 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,He is trying to help reduce the number of infections but the idea does not sound like it would have much of impact. ,1,,2,,,,28,4,2,3,4,1,
6297123538,159625497,07/18/2017 01:32 PM,07/18/2017 01:33 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by doctors who have received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in rooms with a poster listing the same precautions hanging on the wall. After a year, the director will have all patients treated in whichever way turns out to have the highest survival rate.<br><br><strong>How appropriate is the director's decision?</strong>",3,I don't know enough about this subject to say either way. ,2,,,3,,,30,4,3,5,5,1,
6297123519,159625497,07/18/2017 01:32 PM,07/18/2017 01:36 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director wants to reduce these infections, so he decides to give each doctor who performs this procedure a new ID badge with a list of standard safety precautions for the procedure printed on the back. All patients having this procedure will then be treated by doctors with this list attached to their clothing.<br><br><strong>How appropriate is the director's decision?</strong>",5,I think it's really important for the doctor to have important info regarding a risky procedure within reach at all times. I think this will clear up any discrepancies the doctor may have about the process last minute and decrease risk of infection.,2,,,3,,,22,3,3,3,4,1,
6297123125,159625497,07/18/2017 01:31 PM,07/18/2017 01:35 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",3,They chose the smart sensible approach,2,,,3,,,34,2,3,2,2,2,
6297122963,159625497,07/18/2017 01:31 PM,07/18/2017 01:33 PM,,,,,,"Some medical treatments require a doctor to insert a plastic tube into a large vein. These treatments can save lives, but they can also lead to deadly infections. A hospital director thinks of two different ways to reduce these infections, so he decides to run an experiment by randomly assigning patients to one of two test conditions. Half of patients will be treated by a doctor who has received a new ID badge with a list of standard safety precautions for the procedure printed on the back. The other half will be treated in a room with a poster listing the same precautions hanging on the wall.<br><br><strong>How appropriate is the director's decision?</strong>",2,Half the patients will have less opportunity to know the risks of the procedure.,1,,,,4,,29,4,5,5,5,3,
